BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2013;210987699;210780706;N9999;10;0;8.86;1;;;
SMURSAMU_P;2013;220000012;220000020;M9999;10;8;13.55;0;;;
SMURSAMU_P;2013;220000012;220000020;N1220;1;;1;0;22;;20.72
SMURSAMU_P;2013;220000012;220000020;N2120;;;;0;1;;0.5
SMURSAMU_P;2013;220000012;220000020;N2223;1;1;5.72;0;;;
SMURSAMU_P;2013;220000012;220000020;N9999;12;1;16.89;0;2;;21.22
SMURSAMU_P;2013;220000368;220000103;M9999;5;2;2.76;1;;;
SMURSAMU_P;2013;220000368;220000103;N1220;;;;1;;;
SMURSAMU_P;2013;220000368;220000103;N2120;1;;0.1;1;;;
SMURSAMU_P;2013;220000368;220000103;N2223;4;;4.27;1;;;
SMURSAMU_P;2013;220000368;220000103;N9999;5;;4.37;0;;;
SMURSAMU_P;2013;220000541;220000152;M9999;3;;0.53;1;;;
SMURSAMU_P;2013;220000541;220000152;N2223;10;2;1.72;;;;
SMURSAMU_P;2013;220000541;220000152;N2500;6;1;1.09;;;;
SMURSAMU_P;2013;220000541;220000152;N9999;16;3;2.81;1;;;
SMURSAMU_P;2013;230000820;230780041;M9999;13;;7.46;;13;;7.46
SMURSAMU_P;2013;230000820;230780041;MREG;13;;3.73;;;;
SMURSAMU_P;2013;240000372;240000059;M9999;5;1;4.33;1;;;
SMURSAMU_P;2013;240000372;240000059;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;240000372;240000059;N2223;5;;5.1;1;;;
SMURSAMU_P;2013;240000372;240000059;N9999;17;;11.1;0;;;
SMURSAMU_P;2013;240000489;240000117;M9999;5;1;6;;6;1;6.12
SMURSAMU_P;2013;240000489;240000117;N1220;3;0;2.5;0;16;0;15.74
SMURSAMU_P;2013;240000489;240000117;N2223;10;0;9.87;0;;;
SMURSAMU_P;2013;240000489;240000117;N9999;25;0;24.54;0;19;0;18.4
SMURSAMU_P;2013;240000687;240000448;M9999;4;1;3.76;1;;;
SMURSAMU_P;2013;240000687;240000448;N2120;1;;0.12;1;;;
SMURSAMU_P;2013;240000687;240000448;N2223;3;1;4;1;;;
SMURSAMU_P;2013;240000687;240000448;N9999;10;2;10.66;1;;;
SMURSAMU_P;2013;250000114;900000365;M1140;;;;1;;;
SMURSAMU_P;2013;250000114;900000365;M9999;3;;1.63;1;;;
SMURSAMU_P;2013;250000114;900000365;MREG;;;;1;;;
SMURSAMU_P;2013;250000700;250000452;M9999;4;1;4.6;1;;;
SMURSAMU_P;2013;250000700;250000452;N1220;3;3;0.4;1;;;
SMURSAMU_P;2013;250000700;250000452;N2120;1;;0.25;1;;;
SMURSAMU_P;2013;250000700;250000452;N2223;13;12;6.46;1;;;
SMURSAMU_P;2013;250000700;250000452;N2620;;;;1;;;
SMURSAMU_P;2013;250000700;250000452;N9999;17;15;7.11;;;;
SMURSAMU_P;2013;250006954;250000015;M9999;;49;10.52;1;;56;18.38
SMURSAMU_P;2013;250006954;250000015;MREG;;;;1;;56;18.38
SMURSAMU_P;2013;250006954;250000015;N1220;;;;;47;7;51.41
SMURSAMU_P;2013;250006954;250000015;N2120;1;;0.51;;;;
SMURSAMU_P;2013;250006954;250000015;N2223;13;;13.55;;;;
SMURSAMU_P;2013;250006954;250000015;N2620;13;;13;;;;
SMURSAMU_P;2013;260000013;260000021;M9999;17;11;24.7;1;17;11;24.7
SMURSAMU_P;2013;260000013;260000021;MREG;12;10;19.2;1;12;10;19.2
SMURSAMU_P;2013;260000013;260000021;N1220;;1;0.8;0;;;
SMURSAMU_P;2013;260000013;260000021;N2120;1;1;1;0;1;1;1
SMURSAMU_P;2013;260000013;260000021;N2223;34;19;45.9;1;;;
SMURSAMU_P;2013;260000013;260000021;N2500;15;6;20.55;;;;
SMURSAMU_P;2013;260000120;260016910;M9999;9;4;4.75;1;;;
SMURSAMU_P;2013;260000120;260016910;N2223;4;3;6;1;;;
SMURSAMU_P;2013;260000138;260000047;M9999;15;3;15.41;1;;;
SMURSAMU_P;2013;260000138;260000047;N2223;2;;2;;;;
SMURSAMU_P;2013;260000138;260000047;N2620;7;;6.83;1;;;
SMURSAMU_P;2013;260000203;260016910;M9999;12;3;1.5;1;;;
SMURSAMU_P;2013;260000203;260016910;N2120;;;0.2;0;;;
SMURSAMU_P;2013;260000203;260016910;N2223;2;;2.27;0;;;
SMURSAMU_P;2013;260000203;260016910;N9999;3;1;4.17;0;;;
SMURSAMU_P;2013;270000045;270000060;M9999;6;2;2.16;0;;;
SMURSAMU_P;2013;270000045;270000060;N1220;;1;0.5;0;;;
SMURSAMU_P;2013;270000045;270000060;N2223;4;3;5.56;0;;;
SMURSAMU_P;2013;270000045;270000060;N9999;8;4;10.06;0;;;
SMURSAMU_P;2013;270000359;270023724;M9999;11;4;13.1;0;11;4;13.1
SMURSAMU_P;2013;270000359;270023724;N1220;;1;0.4;;17;3;19.45
SMURSAMU_P;2013;270000359;270023724;N2223;4;4;6.78;;1;;0.4
SMURSAMU_P;2013;270000359;270023724;N2500;;;;;1;;1
SMURSAMU_P;2013;270000359;270023724;N2620;12;;12.17;;1;;0.67
SMURSAMU_P;2013;270000359;270023724;N9999;16;5;19.35;0;20;3;21.52
SMURSAMU_P;2013;270000367;270000086;M9999;4;6;6.08;1;;;
SMURSAMU_P;2013;270000367;270000086;N1220;3;;0.55;1;;;
SMURSAMU_P;2013;270000367;270000086;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;270000367;270000086;N2223;12;1;6.1;1;;;
SMURSAMU_P;2013;270000367;270000086;N2500;9;;4.57;;;;
SMURSAMU_P;2013;270000425;270000102;M9999;1;;1;1;;;
SMURSAMU_P;2013;270000425;270000102;N2120;1;;0.1;;;;
SMURSAMU_P;2013;270000425;270000102;N2223;6;;3.65;;;;
SMURSAMU_P;2013;270000425;270000102;N2500;2;;1.4;;;;
SMURSAMU_P;2013;270000425;270000102;N9999;10;;5.55;1;;;
SMURSAMU_P;2013;270000441;270000110;M9999;;3;2.43;1;;;
SMURSAMU_P;2013;270000441;270000110;N1220;1;;1;1;;;
SMURSAMU_P;2013;270000441;270000110;N2120;1;;1;1;;;
SMURSAMU_P;2013;270000441;270000110;N2223;5;;5;1;;;
SMURSAMU_P;2013;270000441;270000110;N2500;3;;3;;;;
SMURSAMU_P;2013;270000458;270023724;M9999;3;8;9.86;1;;;
SMURSAMU_P;2013;270000458;270023724;N2120;1;;0.2;1;;;
SMURSAMU_P;2013;270000458;270023724;N9999;1;;0.2;1;;;
SMURSAMU_P;2013;280000084;280000183;M9999;4;7;7.5;0;4;7;7.5
SMURSAMU_P;2013;280000084;280000183;MREG;4;7;7.5;0;4;7;7.5
SMURSAMU_P;2013;280000084;280000183;N1220;;;;0;16;;15.59
SMURSAMU_P;2013;280000084;280000183;N2120;1;;0.5;0;;;
SMURSAMU_P;2013;280000084;280000183;N2223;11;3;13.03;0;;;
SMURSAMU_P;2013;280000084;280000183;N2500;6;;6;;;;
SMURSAMU_P;2013;280000084;280000183;N9999;;;;0;16;;15.59
SMURSAMU_P;2013;280000662;280500075;M9999;1;;1;1;;;
SMURSAMU_P;2013;280000662;280500075;N2223;1;;1;1;;;
SMURSAMU_P;2013;280000662;280500075;N2500;1;;1;;;;
SMURSAMU_P;2013;280502998;280000589;M9999;5;3;7.86;1;;;
SMURSAMU_P;2013;280502998;280000589;N1220;2;1;1.82;1;;;
SMURSAMU_P;2013;280502998;280000589;N2120;1;;1;1;;;
SMURSAMU_P;2013;280502998;280000589;N2223;10;3;12.05;1;;;
SMURSAMU_P;2013;280502998;280000589;N2500;10;3;7.26;;;;
SMURSAMU_P;2013;280502998;280000589;N9999;23;7;22.13;1;;;
SMURSAMU_P;2013;280504267;280000134;M9999;24;5;8.77;1;;;
SMURSAMU_P;2013;280504267;280000134;N1220;1;;1;1;;;
SMURSAMU_P;2013;280504267;280000134;N2120;1;;0.5;1;;;
SMURSAMU_P;2013;280504267;280000134;N2223;5;5;9.01;1;;;
SMURSAMU_P;2013;280504267;280000134;N2500;9;;8.81;;;;
SMURSAMU_P;2013;280504267;280000134;N2620;3;;3.08;1;;;
SMURSAMU_P;2013;280504267;280000134;N9999;19;5;22.4;1;;;
SMURSAMU_P;2013;290000025;290020700;M9999;24;9;4.38;1;;;
SMURSAMU_P;2013;290000025;290020700;N2120;1;;0.35;;;;
SMURSAMU_P;2013;290000025;290020700;N2223;15;4;8.31;;;;
SMURSAMU_P;2013;290000025;290020700;N2500;4;0;1.87;;;;
SMURSAMU_P;2013;290000025;290020700;N2620;15;0;6.88;;;;
SMURSAMU_P;2013;290000025;290020700;N9999;35;4;17.41;;;;
SMURSAMU_P;2013;290000033;290021542;M9999;;8;4.2;1;;;
SMURSAMU_P;2013;290000033;290021542;N2223;5;1;5.67;;;;
SMURSAMU_P;2013;290000033;290021542;N9999;11;1;11.67;;;;
SMURSAMU_P;2013;290000066;290020700;M9999;24;9;4.38;1;;;
SMURSAMU_P;2013;290000066;290020700;N2120;1;;0.35;0;;;
SMURSAMU_P;2013;290000066;290020700;N2223;15;4;8.31;0;;;
SMURSAMU_P;2013;290000066;290020700;N2500;4;0;1.87;;;;
SMURSAMU_P;2013;290000066;290020700;N2620;15;0;6.88;0;;;
SMURSAMU_P;2013;290000066;290020700;N9999;35;4;17.41;0;;;
SMURSAMU_P;2013;290000256;290000017;M9999;13;;2.02;0;;;
SMURSAMU_P;2013;290000256;290000017;N1220;2;;0.55;0;;;
SMURSAMU_P;2013;290000256;290000017;N2120;6;;0.33;0;;;
SMURSAMU_P;2013;290000256;290000017;N2223;6;;4.14;0;;;
SMURSAMU_P;2013;290000256;290000017;N2500;5;;3.14;;;;
SMURSAMU_P;2013;290000256;290000017;N2620;9;1;5.42;0;;;
SMURSAMU_P;2013;290000785;220020739;M1140;;;;1;;;
SMURSAMU_P;2013;290000785;220020739;M9999;3;1;3.54;1;;;
SMURSAMU_P;2013;290000785;220020739;MREG;;;;1;;;
SMURSAMU_P;2013;290000785;220020739;N1220;;;;1;;;
SMURSAMU_P;2013;290000785;220020739;N2120;;1;0.5;1;;;
SMURSAMU_P;2013;290000785;220020739;N2223;5;2;6.64;1;;;
SMURSAMU_P;2013;290000785;220020739;N2500;3;;3;;;;
SMURSAMU_P;2013;290000785;220020739;N2620;;;;1;;;
SMURSAMU_P;2013;290000785;220020739;N3120;;;;1;;;
SMURSAMU_P;2013;290000785;220020739;N9999;;;;1;;;
SMURSAMU_P;2013;290000934;290000306;M9999;6;1;3.83;1;;;
SMURSAMU_P;2013;290000934;290000306;N2223;5;;5.81;1;;;
SMURSAMU_P;2013;290000934;290000306;N2500;5;1;5.71;;;;
SMURSAMU_P;2013;290000934;290000306;N9999;10;1;11.51;1;;;
SMURSAMU_P;2013;290004324;290000017;N1220;;;;;21;10;28.7
SMURSAMU_P;2013;290004324;290000017;N2120;;1;0.35;;;1;0.4
SMURSAMU_P;2013;290004324;290000017;N2223;12;7;15.2;;;;
SMURSAMU_P;2013;290004324;290000017;N2500;1;;1;;;;
SMURSAMU_P;2013;290004324;290000017;N9999;27;8;30.55;;22;11;30.1
SMURSAMU_P;2013;290029982;290020700;M9999;24;9;4.38;1;;;
SMURSAMU_P;2013;290029982;290020700;N2120;1;;0.22;0;;;
SMURSAMU_P;2013;290029982;290020700;N2223;15;4;5.24;0;;;
SMURSAMU_P;2013;290029982;290020700;N2500;4;0;1.18;;;;
SMURSAMU_P;2013;290029982;290020700;N2620;15;0;4.34;0;;;
SMURSAMU_P;2013;290029982;290020700;N9999;35;4;10.97;0;;;
SMURSAMU_P;2013;2A0000022;2A0000014;M9999;12;8;18.89;;0;;
SMURSAMU_P;2013;2A0000022;2A0000014;N1220;13;1;13.25;;;;
SMURSAMU_P;2013;2A0000022;2A0000014;N2120;1;0;1;;;;
SMURSAMU_P;2013;2A0000022;2A0000014;N2223;14;0;6.5;;;;
SMURSAMU_P;2013;2A0000022;2A0000014;N2500;1;0;1.25;;;;
SMURSAMU_P;2013;2A0000022;2A0000014;N9999;63;1;53.6;;;;
SMURSAMU_P;2013;2A0002614;2A0002606;M9999;1;;0.5;0;;;
SMURSAMU_P;2013;2A0002614;2A0002606;N1220;2;;0.67;0;;;
SMURSAMU_P;2013;2A0002614;2A0002606;N2120;1;;0.2;0;;;
SMURSAMU_P;2013;2A0002614;2A0002606;N2223;4;;3.5;0;;;
SMURSAMU_P;2013;2B0000012;2B0000020;M9999;4;9;4.5;1;7;0;3.32
SMURSAMU_P;2013;2B0000012;2B0000020;MREG;0;0;0;0;7;0;3.32
SMURSAMU_P;2013;2B0000012;2B0000020;N1220;1;0;0.25;0;0;1;0.13
SMURSAMU_P;2013;2B0000012;2B0000020;N2120;1;0;0.5;0;0;0;0
SMURSAMU_P;2013;2B0000012;2B0000020;N2223;7;0;6.5;0;0;0;0
SMURSAMU_P;2013;2B0000012;2B0000020;N9999;11;0;8.92;0;11;1;10.76
SMURSAMU_P;2013;2B0000038;2B0004246;M9999;1;;1;1;;;
SMURSAMU_P;2013;2B0000038;2B0004246;N2223;1;;1;1;;;
SMURSAMU_P;2013;2B0000038;2B0004246;N2500;1;;1;;;;
SMURSAMU_P;2013;2B0003420;2B0000020;M9999;4;1;4.5;;;;
SMURSAMU_P;2013;2B0003420;2B0000020;N2223;6;1;6.5;;;;
SMURSAMU_P;2013;2B0004907;2B0000020;M9999;5;;4.5;1;;;
SMURSAMU_P;2013;2B0004907;2B0000020;N2223;7;;6.5;1;;;
SMURSAMU_P;2013;2B0004907;2B0000020;N9999;;;;1;;;
SMURSAMU_P;2013;2B0005409;2B0000020;M9999;5;;4.5;0;;;
SMURSAMU_P;2013;2B0005409;2B0000020;N2223;7;;6.5;0;;;
SMURSAMU_P;2013;300000023;300780046;M9999;10;3;3.63;1;;;
SMURSAMU_P;2013;300000023;300780046;N1220;3;0;0.11;1;;;
SMURSAMU_P;2013;300000023;300780046;N2223;26;3;4.1;1;;;
SMURSAMU_P;2013;300000031;300780053;M9999;7;7;4.63;1;;;
SMURSAMU_P;2013;300000031;300780053;N2120;1;0;0.1;1;;;
SMURSAMU_P;2013;300000031;300780053;N2223;10;4;5.38;1;;;
SMURSAMU_P;2013;300000031;300780053;N9999;;;;1;;;
SMURSAMU_P;2013;300782117;300780038;M9999;5;5;10;;;;
SMURSAMU_P;2013;300782117;300780038;N1220;;;;;3;;3.33
SMURSAMU_P;2013;300782117;300780038;N2120;1;;1;0;;;
SMURSAMU_P;2013;300782117;300780038;N2223;18;3;20.07;;;;
SMURSAMU_P;2013;300782117;300780038;N2500;1;;0.75;;;;
SMURSAMU_P;2013;300782117;300780038;N9999;40;4;42.78;0;31;3;33.58
SMURSAMU_P;2013;310000310;310780671;M9999;8;1;4.09;1;;;
SMURSAMU_P;2013;310000310;310780671;MREG;8;1;4.09;1;;;
SMURSAMU_P;2013;310000310;310780671;N1220;;;;1;;;
SMURSAMU_P;2013;310000310;310780671;N2120;;;;1;;;
SMURSAMU_P;2013;310000310;310780671;N2223;3;;3;1;;;
SMURSAMU_P;2013;310000310;310780671;N2620;;;;1;;;
SMURSAMU_P;2013;310000310;310780671;N3120;;;;1;;;
SMURSAMU_P;2013;310016977;310781406;M9999;3;2;4;0;1;1;1.35
SMURSAMU_P;2013;310016977;310781406;MREG;3;2;4;0;1;1;1.35
SMURSAMU_P;2013;310016977;310781406;N2120;1;;0.2;0;;;
SMURSAMU_P;2013;310016977;310781406;N2223;6;;6;0;;;
SMURSAMU_P;2013;310016977;310781406;N9999;7;;6.2;0;;;
SMURSAMU_P;2013;310783048;310781406;M9999;15;2;16.3;0;14;2;15.2
SMURSAMU_P;2013;310783048;310781406;MREG;;;;;15;2;15.2
SMURSAMU_P;2013;310783048;310781406;N1220;;;;;4;1;4.5
SMURSAMU_P;2013;310783048;310781406;N2120;1;;1;0;1;;0.8
SMURSAMU_P;2013;310783048;310781406;N2223;33;2;24;1;;;
SMURSAMU_P;2013;310783048;310781406;N9999;67;2;58;0;45;1;45.3
SMURSAMU_P;2013;320000086;320780117;M9999;9;;9;1;9;1;1.96
SMURSAMU_P;2013;320000086;320780117;N1220;0;0;0;;6;1;6.86
SMURSAMU_P;2013;320000086;320780117;N2223;6;0;6;1;0;0;0
SMURSAMU_P;2013;320000086;320780117;N2500;7;0;7;;0;0;0
SMURSAMU_P;2013;320000102;320780133;M9999;6;;5.66;0;;;
SMURSAMU_P;2013;320000102;320780133;N2120;;1;0.5;1;;;
SMURSAMU_P;2013;320000102;320780133;N2223;5;1;5.94;1;;;
SMURSAMU_P;2013;320000102;320780133;N2500;6;;6.67;;;;
SMURSAMU_P;2013;320000102;320780133;N9999;11;2;13.55;1;;;
SMURSAMU_P;2013;330000555;330781204;M9999;3;;1.5;1;;;
SMURSAMU_P;2013;330000555;330781204;N1220;1;;0.1;1;;;
SMURSAMU_P;2013;330000555;330781204;N2120;1;;0.1;1;;;
SMURSAMU_P;2013;330000555;330781204;N2223;12;4;6.1;;;;
SMURSAMU_P;2013;330000555;330781204;N2620;9;;1.8;1;;;
SMURSAMU_P;2013;330000571;330781220;M9999;11;2;3.91;1;;;
SMURSAMU_P;2013;330000571;330781220;N2223;14;4;1.32;1;;;
SMURSAMU_P;2013;330000571;330781220;N2500;7;;1.19;;;;
SMURSAMU_P;2013;330000571;330781220;N9999;21;4;5.21;1;;;
SMURSAMU_P;2013;330000589;330027509;M9999;3;2;4.26;;0;0;0
SMURSAMU_P;2013;330000589;330027509;N2223;3;0;2.9;;0;0;0
SMURSAMU_P;2013;330000589;330027509;N9999;9;0;9.23;;0;0;0
SMURSAMU_P;2013;330000605;330781253;M9999;14;3;8.65;1;;;
SMURSAMU_P;2013;330000605;330781253;N2223;12;1;11.72;;;;
SMURSAMU_P;2013;330000605;330781253;N2500;7;;7.02;;;;
SMURSAMU_P;2013;330000605;330781253;N9999;24;1;23.73;;;;
SMURSAMU_P;2013;330780495;330796392;M9999;2;2;4.25;1;;;
SMURSAMU_P;2013;330780495;330796392;N1220;1;1;2.42;1;;;
SMURSAMU_P;2013;330780495;330796392;N2223;4;2;6.44;1;;;
SMURSAMU_P;2013;330780495;330796392;N2500;2;;2.14;;;;
SMURSAMU_P;2013;330780495;330796392;N2620;3;;3.16;1;;;
SMURSAMU_P;2013;330780537;330000324;M9999;5;8;8;1;;;
SMURSAMU_P;2013;330780537;330000324;MREG;1;;1;;;;
SMURSAMU_P;2013;330780537;330000324;N1220;3;;3;1;;;
SMURSAMU_P;2013;330780537;330000324;N2120;;1;0.5;1;;;
SMURSAMU_P;2013;330780537;330000324;N2223;13;2;14.95;1;;;
SMURSAMU_P;2013;330780537;330000324;N2500;2;;1.98;;;;
SMURSAMU_P;2013;330780537;330000324;N2620;8;;7.94;1;;;
SMURSAMU_P;2013;340000033;340780055;M9999;9;;9;1;;;
SMURSAMU_P;2013;340000033;340780055;N2223;9;;9;1;;;
SMURSAMU_P;2013;340000033;340780055;N9999;24;;24;1;;;
SMURSAMU_P;2013;340000223;340011295;M9999;6;;1.25;1;;;
SMURSAMU_P;2013;340000223;340011295;N2120;2;;0.16;1;;;
SMURSAMU_P;2013;340000223;340011295;N2223;9;1;7.53;0;;;
SMURSAMU_P;2013;340780436;340011295;M9999;2;;0.56;;;;
SMURSAMU_P;2013;340780436;340011295;N2223;2;;0.97;;;;
SMURSAMU_P;2013;340785161;340780477;M9999;21;1;9.87;;;;
SMURSAMU_P;2013;340785161;340780477;N1220;1;;1;;;;
SMURSAMU_P;2013;340785161;340780477;N2120;1;;1;;;;
SMURSAMU_P;2013;340785161;340780477;N2223;6;4;9.58;;;;
SMURSAMU_P;2013;340785161;340780477;N2500;8;;8;;;;
SMURSAMU_P;2013;340785161;340780477;N2620;31;3;32.48;;;;
SMURSAMU_P;2013;350000147;350000022;M9999;16;2;1.63;1;;;
SMURSAMU_P;2013;350000147;350000022;N2223;2;;2;1;;;
SMURSAMU_P;2013;350000147;350000022;N2500;6;;6;;;;
SMURSAMU_P;2013;350000147;350000022;N9999;8;;8;;;;
SMURSAMU_P;2013;350000154;350000030;M9999;6;1;1.05;1;;;
SMURSAMU_P;2013;350000154;350000030;N1220;1;;0.1;1;;;
SMURSAMU_P;2013;350000154;350000030;N2223;9;2;1.79;0;;;
SMURSAMU_P;2013;350000154;350000030;N9999;13;5;2.25;;;;
SMURSAMU_P;2013;350000162;350000048;M9999;0;0;0.5;;;;
SMURSAMU_P;2013;350000162;350000048;N2223;;;;1;;;
SMURSAMU_P;2013;350000188;350000055;M9999;;;4.2;1;;;
SMURSAMU_P;2013;350000188;350000055;N2223;;;4.2;0;;;
SMURSAMU_P;2013;350000188;350000055;N2620;;;0.42;0;;;
SMURSAMU_P;2013;350000741;350005179;M1140;0;0;0;;1;1;0.32
SMURSAMU_P;2013;350000741;350005179;M9999;7;1;5.35;;9;1;4.27
SMURSAMU_P;2013;350000741;350005179;MREG;4;0;1.92;;8;0;3.95
SMURSAMU_P;2013;350000741;350005179;N1220;0;0;0;;1;0;1
SMURSAMU_P;2013;350000741;350005179;N2120;0;0;0;;1;0;0.5
SMURSAMU_P;2013;350000741;350005179;N2223;0;0;0;;1;1;1.8
SMURSAMU_P;2013;350000741;350005179;N2500;0;0;0;;5;0;5.71
SMURSAMU_P;2013;350000741;350005179;N9999;21;2;22.46;;25;2;26.84
SMURSAMU_P;2013;360000137;360000053;M9999;6;;5.29;1;3;;2.87
SMURSAMU_P;2013;360000137;360000053;MREG;;;;;3;;2.87
SMURSAMU_P;2013;360000137;360000053;N1220;;;;;15;3;17.4
SMURSAMU_P;2013;360000137;360000053;N2120;;1;0.16;;;1;0.16
SMURSAMU_P;2013;360000137;360000053;N2223;2;1;2.8;;;;
SMURSAMU_P;2013;360000137;360000053;N2620;6;;6;;;;
SMURSAMU_P;2013;360000160;360000079;M9999;9;;0.85;1;;;
SMURSAMU_P;2013;360000160;360000079;N2223;1;1;1.56;1;;;
SMURSAMU_P;2013;370000499;370000481;M1140;2;;2;0;;;
SMURSAMU_P;2013;370000499;370000481;M9999;2;;2;0;;;
SMURSAMU_P;2013;370000499;370000481;N2223;1;0;1;;;;
SMURSAMU_P;2013;370000499;370000481;N9999;6;0;5.98;;;;
SMURSAMU_P;2013;370000531;370000606;M9999;8;4;4.8;1;;;
SMURSAMU_P;2013;370000531;370000606;N2120;;1;0.09;1;;;
SMURSAMU_P;2013;370000531;370000606;N2223;1;2;2.94;1;;;
SMURSAMU_P;2013;370000531;370000606;N9999;1;3;3.03;1;;;
SMURSAMU_P;2013;370000879;370000564;M9999;4;;3.06;1;;;
SMURSAMU_P;2013;370000879;370000564;N2120;1;;0.2;1;;;
SMURSAMU_P;2013;370000879;370000564;N2223;3;3;5.5;1;;;
SMURSAMU_P;2013;370000903;370000614;M9999;14;;3.3;0;;;
SMURSAMU_P;2013;370000903;370000614;N2223;3;;3;0;;;
SMURSAMU_P;2013;370000903;370000614;N9999;3;;3;0;;;
SMURSAMU_P;2013;370004467;370000481;M9999;5;1;4.95;1;4;4;6.77
SMURSAMU_P;2013;370004467;370000481;MREG;5;1;4.95;1;4;4;6.77
SMURSAMU_P;2013;370004467;370000481;N1220;1;0;1;;;;
SMURSAMU_P;2013;370004467;370000481;N2120;1;0;1;;;;
SMURSAMU_P;2013;370004467;370000481;N2223;11;1;11.5;;;;
SMURSAMU_P;2013;370004467;370000481;N2500;1;0;1;;;;
SMURSAMU_P;2013;370004467;370000481;N9999;46;3;47.82;;;;
SMURSAMU_P;2013;380000034;380780049;M9999;5;;4.87;;;;
SMURSAMU_P;2013;380000034;380780049;N2223;5;;6.94;;;;
SMURSAMU_P;2013;380000034;380780049;N2500;;;0.05;;;;
SMURSAMU_P;2013;380000034;380780049;N9999;14;;15.36;;;;
SMURSAMU_P;2013;380000067;380780080;M1140;1;;0.7;0;;;
SMURSAMU_P;2013;380000067;380780080;M9999;14;1;11.76;1;5;1;10.34
SMURSAMU_P;2013;380000067;380780080;N1220;;1;0.9;;29;6;33.42
SMURSAMU_P;2013;380000067;380780080;N2120;1;;1;;;;
SMURSAMU_P;2013;380000067;380780080;N2223;16;3;16.96;;;;
SMURSAMU_P;2013;380000067;380780080;N3120;;;;;;;0.5
SMURSAMU_P;2013;380000067;380780080;N9999;38;5;41.83;;58;7;62.82
SMURSAMU_P;2013;380000174;380781435;M9999;12;2;2.74;1;;;
SMURSAMU_P;2013;380000174;380781435;N1220;3;;0.15;1;;;
SMURSAMU_P;2013;380000174;380781435;N2120;1;;0.2;1;;;
SMURSAMU_P;2013;380000174;380781435;N2223;8;1;6.73;1;;;
SMURSAMU_P;2013;380000174;380781435;N9999;20;1;13.95;1;;;
SMURSAMU_P;2013;380000406;380784751;M9999;3;;3;1;;;
SMURSAMU_P;2013;380000406;380784751;MREG;;;;1;;;
SMURSAMU_P;2013;380000406;380784751;N1220;;;;1;;;
SMURSAMU_P;2013;380000406;380784751;N2120;;;;1;;;
SMURSAMU_P;2013;380000406;380784751;N2223;;;;1;;;
SMURSAMU_P;2013;380000406;380784751;N2620;;;;1;;;
SMURSAMU_P;2013;380000406;380784751;N3120;;;;1;;;
SMURSAMU_P;2013;390000040;390780146;M9999;9;1;9.4;0;;;
SMURSAMU_P;2013;390000040;390780146;MREG;;1;0.1;0;;;
SMURSAMU_P;2013;390000040;390780146;N1220;;1;0.4;0;;;
SMURSAMU_P;2013;390000040;390780146;N2120;;1;0.2;;;;
SMURSAMU_P;2013;390000040;390780146;N2223;10;4;12;0;;;
SMURSAMU_P;2013;390000040;390780146;N9999;10;6;12.6;0;;;
SMURSAMU_P;2013;390000065;390780161;M9999;0;9;4.03;1;;;
SMURSAMU_P;2013;390000065;390780161;N1220;;3;1.04;1;;;
SMURSAMU_P;2013;390000065;390780161;N2120;0;1;0.25;1;;;
SMURSAMU_P;2013;390000065;390780161;N2223;0;16;6.39;1;;;
SMURSAMU_P;2013;390000065;390780161;N2500;0;8;2.86;;;;
SMURSAMU_P;2013;390000065;390780161;N9999;0;28;10.29;1;;;
SMURSAMU_P;2013;390000214;390780591;M9999;;5;4.25;1;;;
SMURSAMU_P;2013;390000214;390780591;N2120;;;0.38;1;;;
SMURSAMU_P;2013;390000214;390780591;N2223;3;6;7.48;1;;;
SMURSAMU_P;2013;390000214;390780591;N2500;6;;6.1;;;;
SMURSAMU_P;2013;390000214;390780591;N9999;10;6;14.98;1;;;
SMURSAMU_P;2013;390000222;390780609;M9999;6;;6.07;1;;;
SMURSAMU_P;2013;390000222;390780609;N2223;11;1;11.89;;;;
SMURSAMU_P;2013;390000222;390780609;N9999;11;1;11.89;;;;
SMURSAMU_P;2013;390005742;390780146;M9999;3;4;4.28;;;;
SMURSAMU_P;2013;390005742;390780146;N1220;1;;1;;;;
SMURSAMU_P;2013;390005742;390780146;N2223;5;2;5.53;;;;
SMURSAMU_P;2013;400000105;400780193;M9999;18;;4.53;1;;;
SMURSAMU_P;2013;400000105;400780193;N1220;1;;0.6;1;;;
SMURSAMU_P;2013;400000105;400780193;N2223;11;;11.47;0;;;
SMURSAMU_P;2013;400000105;400780193;N9999;23;;23.15;;;;
SMURSAMU_P;2013;400000139;400011177;M9999;5;;5;1;5;;5
SMURSAMU_P;2013;400000139;400011177;MREG;;;;1;5;;5
SMURSAMU_P;2013;400000139;400011177;N1220;0;0;0;;14;4;19.54
SMURSAMU_P;2013;400000139;400011177;N2223;5;4;6.85;1;0;1;0.3
SMURSAMU_P;2013;400000139;400011177;N9999;17;5;22.37;1;16;5;20.42
SMURSAMU_P;2013;400011383;400780193;M9999;;;0.25;0;;;
SMURSAMU_P;2013;400011391;400780193;M9999;;;0.16;1;;;
