BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2013;310781000;310788880;GEN;8736;1689;1;IAO;15974;1725;1800;4356;1126;52;10;71;1;;;;;2;730;849;271;650;0;1
URGENCES2;2013;310781067;310788898;GEN;168;168;0;;15138;825;465;2025;425;10;;;;103;9;6;;5;1825;1408;527;952;1;1
URGENCES2;2013;310781505;310000492;GEN;252;385;0;;24078;;;3587;;;;;;;;;;6;2190;1099;535;566;0;0
URGENCES2;2013;310783048;310781406;GEN;1021;3070;1;IAO;61060;6157;2982;11370;3348;294;21;385;16;2634;311;87;;17;6205;3258;715;3671;1;1
URGENCES2;2013;310783055;310781406;GEN;644;1512;1;IAO;37335;6240;1044;8340;2392;131;52;80;1;1170;627;5;;14;3650;2475;1180;1710;1;1
URGENCES2;2013;320000086;320780117;GEN;168;252;1;IAO;18943;2544;3283;6923;2116;803;105;114;0;;;;;4;914;1055;222;854;1;1
URGENCES2;2013;320000102;320780133;GEN;168;168;0;;6604;892;1387;268;172;0;3;4;0;676;176;83;;2;730;419;169;290;1;0
URGENCES2;2013;330000555;330781204;GEN;386;783;1;IAO;28789;4178;6842;6486;2288;733;;15;;;;;;6;2190;1563;358;1293;1;1
URGENCES2;2013;330000571;330781220;GEN;1008;2688;1;IAO;17314;2349;4164;5154;1623;320;14;37;0;759;207;91;;3;12410;2302;1539;834;1;1
URGENCES2;2013;330000589;330027509;GEN;168;229;1;IAO;22015;3222;4512;19;8;0;;;;1151;331;101;;5;1825;1465;956;511;1;1
URGENCES2;2013;330000597;330027509;GEN;84;84;0;;4289;378;1262;2;1;0;;;;61;17;7;;;;0;0;0;0;0
URGENCES2;2013;330000605;330781253;GEN;492;969;1;IAO;65890;8506;17778;15634;4766;2050;30;259;47;1130;;;;12;4380;6021;2188;4604;0;0
URGENCES2;2013;330780263;330000134;GEN;168;408;1;IAO;23132;1235;6084;1627;313;103;0;0;0;849;156;44;;6;2190;5453;3895;1560;1;0
URGENCES2;2013;330780479;330000274;GEN;252;420;1;IAO;27472;2755;5327;2505;;;0;0;;1294;;;;5;5;5882;4387;1678;1;1
URGENCES2;2013;330780495;330796392;GEN;168;168;0;;17577;2011;4306;2994;903;165;0;0;0;797;174;39;;4;1460;2247;1261;997;1;1
URGENCES2;2013;330780529;330796392;GEN;218;307;0;;12128;1557;1307;3004;822;92;0;0;0;198;94;1;;3;1095;1248;717;555;0;0
URGENCES2;2013;330780537;330000324;GEN;168;168;0;;16947;2522;3667;4798;1597;204;0;0;0;781;174;69;;4;1460;1774;1367;407;0;0
URGENCES2;2013;330781303;750821092;GEN;276;520;1;IAO;27236;2874;1837;3140;1019;43;5;31;0;496;157;7;;4;1460;4111;2590;1592;0;1
URGENCES2;2013;330781352;330781196;GEN;258;1123;1;IAO;20432;4313;492;12497;3832;233;0;0;0;106;2;7;;15;5475;4715;2616;2100;;
URGENCES2;2013;330781360;330781196;GEN;678;1739;1;IAO;52730;6469;3326;28024;5609;1247;;;;;;;;20;7300;11339;8935;2405;1;1
URGENCES2;2013;330781360;330781196;PED;168;168;1;IAO;36306;;;;;;;;;;;;7549;8;2920;953;794;159;;
URGENCES2;2013;340000033;340780055;GEN;490;672;1;MAO;56138;6155;20359;11190;3524;2436;;2746;;;;;;6;2190;3859;1987;1983;1;1
URGENCES2;2013;340000223;340011295;GEN;380;892;1;MAO;32904;4129;7167;7670;2224;1138;6;246;4;;;;;9;3178;3240;745;3355;0;1
URGENCES2;2013;340015502;340000512;GEN;256;420;1;IAO;22456;;;;;;;;;;;;;6;;1240;896;355;1;0
URGENCES2;2013;340015965;340000074;GEN;235;368;1;IAO;20347;1903;4255;3288;903;140;;;;383;208;3;;;;0;0;0;1;0
URGENCES2;2013;340780147;340000108;GEN;168;168;1;IAO;13660;3872;982;1549;83;492;;;;;;;;2;730;125;125;125;;
URGENCES2;2013;340780154;340000116;GEN;168;189;1;IAO;11270;1008;2877;1851;419;188;0;0;0;263;46;161;;2;730;113;113;113;1;1
URGENCES2;2013;340780634;340000272;GEN;168;270;1;IAO;18485;792;8151;1724;393;407;;0;;0;;;;2;730;44;30;14;1;1
URGENCES2;2013;340780642;340785856;GEN;168;168;0;;9792;1342;567;;466;24;;;;;;;;4;450;176;66;117;1;1
URGENCES2;2013;340780667;340000280;GEN;196;238;1;IAO;13572;2859;1819;2649;969;21;0;0;0;0;0;0;;6;2190;223;73;178;1;1
URGENCES2;2013;340780683;340000306;GEN;168;420;1;IAO;10806;361;1514;529;19;76;;;;;;;;5;1825;267;174;93;1;1
URGENCES2;2013;340780717;340008150;GEN;168;168;0;;14043;1777;3137;1484;599;55;;;;254;55;28;;1;365;492;308;184;0;1
URGENCES2;2013;340780725;340000330;GEN;196;287;1;IAO;18449;1393;5548;;;;;;;;;;;4;;290;125;178;1;0
URGENCES2;2013;340785161;340780477;GEN;776;1596;1;IAO;74021;9968;;20222;;;;;;810;;;;21;7664;7546;3117;5185;1;1
URGENCES2;2013;340785161;340780477;PED;420;420;0;;28772;;;;;;;;;;;;4563;6;2190;1655;588;1128;;
URGENCES2;2013;350000121;350000303;GEN;275;609;1;IAO;26556;;;4913;;;;;;;;;;5;1825;1280;0;281;;
URGENCES2;2013;350000147;350000022;GEN;;;1;IAO;36489;6098;7125;12893;4309;1305;13;322;112;460;190;34;;10;3650;3058;188;3830;1;1
URGENCES2;2013;350000154;350000030;GEN;453;545;1;IAO;26534;3727;7241;5277;2240;842;2;4;0;437;54;87;;8;2920;1925;259;2134;1;0
URGENCES2;2013;350000162;350000048;GEN;281;168;1;IAO;20992;2755;4872;3935;1739;642;201;346;0;757;302;29;;4;1460;3805;1780;2408;1;1
URGENCES2;2013;350000188;350000055;GEN;336;336;0;;19396;2338;5277;4314;1606;425;;9;;256;;;;4;1460;1037;231;896;1;1
URGENCES2;2013;350000741;350005179;GEN;576;1449;1;IAO;50219;7845;1495;10435;3250;112;22;31;;3083;1103;36;;19;6935;4058;2140;1949;1;1
URGENCES2;2013;350005146;350000733;GEN;210;324;1;IAO;20628;;;;;;;;;;;;;4;1460;585;402;184;1;0
URGENCES2;2013;350007084;350005179;PED;317;942;1;IAO;29210;;;;;;;;;;;;5045;8;2488;2469;566;2332;;
URGENCES2;2013;360000038;360000046;GEN;168;168;0;;9773;1009;2673;1655;652;48;5;7;0;82;3;29;;6;2190;701;539;165;0;1
URGENCES2;2013;360000137;360000053;GEN;525;952;1;MAO;42755;6597;9407;13168;4530;955;1;171;11;84;37;2;;10;;4080;994;3378;;1
URGENCES2;2013;360000160;360000079;GEN;;;0;;9831;1509;2313;2317;978;56;25;38;0;0;0;0;;3;1095;526;144;473;0;0
URGENCES2;2013;370000093;370000192;GEN;252;371;0;;23303;1657;4527;2885;203;563;;;;324;24;68;;8;2920;2025;1021;1055;1;1
URGENCES2;2013;370000499;370000481;PED;;;1;IAO;29879;;;;;;;;;;;;4140;8;2680;1511;316;1245;;
URGENCES2;2013;370000531;370000606;GEN;168;168;1;IAO;15594;2585;3158;3708;1584;2;8;304;5;475;118;71;;6;2190;2151;511;1770;1;0
URGENCES2;2013;370000879;370000564;GEN;242;398;1;IAO;18275;;;2566;1381;26;5;50;6;180;31;;;4;1460;1349;601;763;0;0
URGENCES2;2013;370000903;370000614;GEN;218;241;0;;13671;2640;3260;1656;1023;23;8;8;0;546;99;41;;4;1460;600;44;648;1;0
URGENCES2;2013;370004467;370000481;GEN;;;1;IAO;45053;7425;1774;17831;4900;301;1;5;0;;;;;9;3285;12040;4087;9484;1;1
URGENCES2;2013;370007569;370007528;GEN;224;268;1;IAO;18637;;;;;;;;;;;;;3;1077;1402;1402;0;0;0
URGENCES2;2013;380000026;380780031;GEN;186;186;;;7230;828;1968;928;464;10;28;47;0;507;93;92;;;;0;0;0;0;0
URGENCES2;2013;380000034;380780049;GEN;592;924;1;IAO;39083;;10795;9071;;;;;;;;;;20;6568;1217;584;638;;
URGENCES2;2013;380000042;380780056;GEN;207;320;0;;15147;1263;4334;1579;670;14;1;1;0;348;59;74;;2;730;554;159;421;1;1
URGENCES2;2013;380000067;380780080;GEN;806;1617;1;IAO;53027;8277;2576;13457;4776;296;1;76;2;1606;163;64;;20;7300;17871;7647;12611;1;1
URGENCES2;2013;380000067;380780080;PED;330;756;1;IAO;26327;;;;;;;;;;;;6025;12;4380;5638;2197;3709;;
URGENCES2;2013;380000174;380781435;GEN;456;672;1;IAO;35547;3345;13112;8969;2589;1424;3;132;4;444;54;76;;8;2920;3011;546;2939;1;1
URGENCES2;2013;380000406;380784751;GEN;336;1008;1;IAO;31712;3272;17260;4985;;;;0;;1430;;;;5;1825;2694;381;2485;;1
URGENCES2;2013;380012658;380012609;GEN;386;582;1;IAO;25940;2498;4464;5935;1448;205;112;153;0;262;64;24;;10;3650;5879;4284;1641;1;0
URGENCES2;2013;380781450;380798140;GEN;168;238;1;IAO;16997;880;5177;1389;310;132;;0;;;;;;2;;375;360;16;;
URGENCES2;2013;380782722;380780080;GEN;212;196;0;;12877;640;3744;1241;;;;;;12;;;;0;0;0;0;0;1;0
URGENCES2;2013;380785956;380795211;GEN;252;455;1;IAO;21390;1321;3421;1836;632;208;;;;;;;;12;4380;1661;839;842;1;1
URGENCES2;2013;390000040;390780146;GEN;177;672;1;IAO;26397;5884;5566;6677;;;;2399;;452;;;;13;3075;3396;573;4314;1;1
URGENCES2;2013;390000065;390780161;GEN;168;168;0;;11998;1345;3148;3235;863;443;;;;180;;;;4;1460;1411;403;1227;1;1
URGENCES2;2013;390000214;390780591;GEN;168;176;0;;7624;;;1055;;;;6;;;;;;3;1095;319;84;294;1;0
URGENCES2;2013;390000222;390780609;GEN;284;452;1;MAO;27112;3467;7197;7731;2388;1140;;;;96;;;;4;1460;1650;552;1125;1;0
URGENCES2;2013;400000105;400780193;GEN;16016;23296;1;MAO;39950;5074;10118;7888;2736;1296;18;129;0;775;93;19;;10;3650;4506;1408;4028;1;1
URGENCES2;2013;400000139;400011177;GEN;504;504;1;IAO;29077;3757;6681;42;2594;957;6;42;3;268;55;12;;10;3650;2979;292;3224;1;1
URGENCES2;2013;400782769;400001764;GEN;148;105;0;;8556;1371;1433;1695;911;60;;12;;;;;;4;1179;1582;1164;418;1;1
URGENCES2;2013;410000020;410000087;GEN;48;112;1;IAO;38137;4924;5028;6564;2443;194;7;131;0;4;1;0;;11;4015;1957;114;3014;1;0
URGENCES2;2013;410000038;410000095;GEN;;;1;IAO;17747;2755;4013;3268;1484;12;4;97;1;953;198;191;;6;2190;1874;252;2176;1;0
URGENCES2;2013;410000046;410000103;GEN;336;504;1;IAO;20950;2557;6489;3554;1461;717;18;445;0;598;;;;4;1460;1891;686;1308;1;0
URGENCES2;2013;420000010;420780033;GEN;803;872;0;;42666;6128;10994;9353;;;;245;;205;;;;12;4380;3783;887;3222;1;0
URGENCES2;2013;420000226;420013831;GEN;;1512;1;IAO;23806;;;5262;;;;;;314;;;;6;2190;2150;369;2454;1;1
URGENCES2;2013;420000234;420780652;GEN;284;615;1;IAO;29078;3052;8958;7969;2367;1460;0;0;0;0;0;0;;6;2190;6480;3401;3188;0;1
URGENCES2;2013;420000267;420013831;GEN;;;1;IAO;17418;2156;4021;3490;600;60;;;5;;;10;;6;1578;1545;319;1458;1;1
URGENCES2;2013;420010050;420787061;GEN;71;159;0;;7882;;;;;;;;;;;;;0;0;1;1;0;1;0
URGENCES2;2013;420011413;420011405;GEN;238;252;1;IAO;21322;2309;3029;3412;;;;;;;;;;6;2190;1166;812;359;1;1
URGENCES2;2013;420780504;420000135;GEN;168;168;1;IAO;13742;563;2707;1565;235;151;;;;;;;;5;1825;610;501;109;1;1
URGENCES2;2013;420780637;420002495;GEN;213;672;1;IAO;24609;3725;5098;5078;;;;;;;;;;6;2190;2336;561;1943;0;1
URGENCES2;2013;420782310;420000853;GEN;168;300;1;IAO;16330;;;1663;;;;;;;;;;2;730;271;189;83;1;0
URGENCES2;2013;420785354;420784878;GEN;;;1;IAO;54421;5589;2654;;;;;;;;;;;15;5475;9375;3627;6682;1;1
URGENCES2;2013;420785354;420784878;PED;;;0;;28628;;;;;;;;;;;;9813;2;730;4699;3479;1225;;
URGENCES2;2013;430000117;430000018;GEN;215;496;1;IAO;34252;4599;6786;11703;3199;1342;9;15;;152;20;9;;8;2920;378;243;138;0;0
URGENCES2;2013;430000190;430000034;GEN;48;41;0;;11449;;;2363;;;0;0;0;248;;;;4;1460;1294;511;865;0;0
URGENCES2;2013;440000016;440000057;GEN;842;1484;1;IAO;67667;7052;15850;12926;3109;2268;2;2;0;312;127;3;;10;3650;3500;342;3373;1;1
URGENCES2;2013;440000271;440000289;GEN;908;2350;1;IAO;75228;8514;3309;22188;5637;528;34;1437;70;512;77;16;;20;7300;5009;505;6962;1;1
URGENCES2;2013;440000271;440000289;PED;315;525;1;IAO;31560;;;;;;;;;;;;7151;8;2920;2208;327;2303;;
URGENCES2;2013;440000396;440000297;GEN;262;300;1;IAO;16706;1775;4815;3421;1251;192;;;;331;112;11;;4;;1668;192;1936;0;
URGENCES2;2013;440000503;440000313;GEN;;9;1;IAO;16442;2339;4480;4885;1757;572;7;31;0;1492;90;26;;4;1460;2115;872;1322;1;1
URGENCES2;2013;440000511;440000461;GEN;;;0;;9335;180;1290;575;44;24;;;;;;;;24;8760;5095;5085;11;0;1
URGENCES2;2013;440041580;440041572;GEN;420;705;1;IAO;26669;4170;2720;5888;1935;139;0;0;0;1037;338;27;;8;2920;2413;411;2451;1;0
URGENCES2;2013;450000021;450000088;GEN;224;168;1;IAO;14162;34;68;2860;5;14;;;;;;;;;;0;0;0;1;1
URGENCES2;2013;450000021;450000088;PED;336;578;1;IAO;33452;;;;;;;;;;;;5013;6;2190;544;66;567;;
URGENCES2;2013;450000047;450000096;GEN;708;1008;1;IAO;26770;;;5615;;;;15;;0;;;;10;3650;2848;597;2833;0;0
URGENCES2;2013;450000062;450000104;GEN;422;637;1;IAO;36444;4347;6552;7997;2583;447;19;332;18;332;52;18;;6;2190;2595;1154;1542;1;0
URGENCES2;2013;450000062;450000104;PED;168;84;1;IAO;8220;;;;;;;;;;;;714;2;730;34;30;5;;
URGENCES2;2013;450000070;450000112;GEN;;182;1;IAO;16119;1537;4724;2195;;;;44;;727;;;;4;1460;1117;263;955;0;1
URGENCES2;2013;450000294;450000591;GEN;252;693;1;IAO;7443;551;1116;1103;191;15;;;;1144;121;91;;8;2920;216;7;226;1;0
URGENCES2;2013;450002613;450000088;GEN;506;1117;1;MAO;46514;7631;962;15706;5111;111;;;;;;;;20;7300;2496;478;2222;;
URGENCES2;2013;460000045;460780083;GEN;35;35;0;;12489;1730;2645;2723;1030;99;;;;;;;;2;730;550;285;275;1;1
URGENCES2;2013;460000052;460780091;GEN;118;300;0;;9106;1356;2065;1674;770;30;3;5;0;264;55;54;;4;;1153;413;895;0;0
URGENCES2;2013;460000102;460780208;GEN;168;252;0;;7473;1279;1571;1126;;9;;;;200;;;;3;732;575;161;593;0;0
URGENCES2;2013;460000110;460780216;GEN;168;609;1;IAO;20210;2857;4171;5850;1797;653;0;0;0;0;0;0;;6;2190;2028;683;1483;0;1
URGENCES2;2013;470000027;470014069;GEN;336;455;1;IAO;24676;2795;4486;5555;1745;151;;;;;;;;6;2190;3344;2726;618;1;1
URGENCES2;2013;470000423;470000316;GEN;314;588;1;IAO;30546;3855;7738;4882;;;;24;;;;;;8;1918;2197;529;1771;1;0
URGENCES2;2013;470000431;470000324;GEN;238;252;1;IAO;23200;4381;5402;3125;;;;;;;;;;5;2555;2508;1270;1271;1;1
URGENCES2;2013;470000480;470001660;GEN;1512;336;1;IAO;22442;3730;5152;6204;2396;830;319;384;0;974;420;27;;3;1095;2288;893;1445;0;1
URGENCES2;2013;480000017;480780097;GEN;168;336;0;;18404;1945;5285;4546;1142;664;137;40;;;;;;4;1460;1493;551;976;0;1
URGENCES2;2013;490000049;490000031;GEN;548;1134;1;IAO;58197;9300;2494;22223;2557;2102;;;;;;;;14;5109;10634;4219;6899;1;1
URGENCES2;2013;490000049;490000031;PED;168;466;0;;22993;;;;;;;;;;;;3083;8;2920;636;103;550;;
URGENCES2;2013;490000635;490000676;GEN;478;1009;1;IAO;51850;5808;16370;12904;3653;2732;22;658;11;;;;;8;2920;2649;596;2180;0;1
URGENCES2;2013;490001765;490528452;GEN;238;492;1;MAO;23729;3411;6422;6923;2272;719;;99;;674;;;;5;1825;3142;1158;2209;1;1
URGENCES2;2013;490014909;490008109;GEN;252;475;1;IAO;24549;2077;6818;4311;1015;537;;;;;;;;3;1095;557;218;354;1;0
URGENCES2;2013;500000021;500000054;GEN;168;504;1;IAO;18736;2871;3166;5770;1809;174;;437;22;312;75;15;;4;1460;2051;445;1866;;0
URGENCES2;2013;500000187;500000013;GEN;325;672;1;IAO;36343;4885;5902;10326;3186;255;3;3;0;369;27;19;;12;4380;2576;898;2000;0;0
URGENCES2;2013;500000260;500000054;GEN;168;336;0;;15232;2219;3024;4467;1464;186;4;8;;105;35;13;;4;1460;2050;1153;931;1;0
URGENCES2;2013;500000427;500000096;GEN;170;170;0;IAO;8934;1543;2025;1564;;;;;;;;;;2;2;635;322;326;1;0
URGENCES2;2013;500000450;500000112;GEN;26;42;1;IAO;39265;4205;12315;8913;2575;1346;3;5;0;;;;;7;2555;1696;334;1633;1;0
URGENCES2;2013;500000468;500000013;GEN;168;192;1;IAO;13228;2063;2903;2534;1131;59;13;16;0;44;3;7;;2;730;366;320;47;0;0
URGENCES2;2013;500000591;500000393;GEN;168;420;1;IAO;15108;2578;3060;3508;1836;14;4;5;0;433;160;2;;5;1825;926;189;791;0;0
URGENCES2;2013;510000169;510000037;GEN;227;632;1;IAO;26888;2607;7002;7104;1611;1541;23;31;0;162;;;;8;2920;1780;334;2033;1;0
URGENCES2;2013;510000185;510000532;GEN;168;210;0;;15290;1266;2392;;;;;;;;;;;8;;1254;691;619;;
URGENCES2;2013;510000193;510000557;GEN;168;252;0;;13589;993;1912;;;;;;;;;;;8;2920;2279;1025;1315;1;1
URGENCES2;2013;510000235;510000060;GEN;193;406;1;IAO;20178;3585;4585;5059;1671;590;0;0;;244;;;;4;1442;855;357;517;1;1
URGENCES2;2013;510000250;510000078;GEN;168;252;1;IAO;13799;1949;3507;3459;1069;568;0;0;0;0;0;0;;4;1450;1005;279;1033;1;1
URGENCES2;2013;510002470;510000029;PED;168;468;1;IAO;23929;;;;;;;;;;;;3060;8;2920;2334;398;1670;;
URGENCES2;2013;510004302;510000029;GEN;436;1064;1;IAO;45608;6050;1999;11229;3481;188;19;277;10;95;6;2;;12;4378;2850;492;3124;0;1
URGENCES2;2013;520000027;520780032;GEN;44;392;1;IAO;19567;1874;;6388;;;;;;;;;;4;1460;1644;395;1343;;
URGENCES2;2013;520000043;520780057;GEN;168;168;0;;13102;1852;2880;3007;1164;295;6;10;0;348;83;27;;4;1460;647;197;555;1;1
URGENCES2;2013;520000068;520780073;GEN;304;504;1;IAO;25650;3812;6327;5949;2219;831;;;;215;70;6;;8;2920;1867;395;1779;1;1
URGENCES2;2013;530000017;530000025;GEN;168;322;0;;15384;;3571;4141;;;;161;;399;;;;1;365;685;383;307;0;
URGENCES2;2013;530000173;530000074;GEN;385;;1;IAO;18824;3124;3832;3392;1681;85;14;183;1;388;79;117;;6;2097;1865;343;1666;1;1
URGENCES2;2013;530000264;530000371;GEN;420;;1;IAO;40176;4583;13187;7025;2079;1077;3;8;3;323;83;30;;11;4015;3690;1407;2804;;
URGENCES2;2013;530031962;530000975;GEN;168;245;0;;3147;311;688;938;192;43;;;;;;;;0;;207;52;213;0;0
URGENCES2;2013;540000023;540000049;GEN;336;168;0;;17015;4659;4117;2803;;;;;;;;;;4;;1198;309;953;1;0
URGENCES2;2013;540000155;540000080;GEN;168;252;0;;16753;2686;4528;4618;1260;537;1;1;;546;83;78;;4;1460;1489;559;991;1;0
URGENCES2;2013;540000296;540000106;GEN;48;35;0;;9899;1593;1761;1869;836;15;;6;;824;;;;3;1095;1649;722;1043;1;0
URGENCES2;2013;540000486;540000932;GEN;168;420;0;;16859;1057;342;2081;;;7;12;;;;;;8;2920;3401;1907;2428;0;0
URGENCES2;2013;540001070;540000767;GEN;336;274;1;IAO;31136;2728;10206;5405;1560;1035;2;112;2;458;65;13;;4;1460;1086;427;693;0;1
URGENCES2;2013;540001096;570010181;GEN;168;252;1;IAO;20205;3074;4893;4783;;;;142;;387;;;;7;2555;2593;909;2366;1;0
URGENCES2;2013;540001138;540002078;GEN;476;1200;1;IAO;41640;6306;981;10585;3262;73;;21;0;1974;1071;49;;8;2904;5825;927;5829;1;1
URGENCES2;2013;540002698;540002078;PED;137;585;1;IAO;24632;;;;;;;;;;;;5575;2;730;326;253;73;;
URGENCES2;2013;550000012;550000020;GEN;336;756;1;IAO;27871;4364;5512;7092;;;;598;;218;;;;6;;1752;730;1048;1;0
URGENCES2;2013;550000434;550003354;GEN;40;35;1;IAO;18044;2408;4358;4123;1191;763;29;42;0;;;;;4;1460;1346;468;928;1;0
URGENCES2;2013;560000127;560023210;GEN;453;1108;1;IAO;58724;8056;8590;16243;5055;307;4;5;0;714;186;3;;16;5840;7791;540;8898;1;0
URGENCES2;2013;560000127;560023210;PED;168;222;1;IAO;11253;;;;;;;;;;;;1843;0;0;0;0;0;;
URGENCES2;2013;560000135;560005746;GEN;538;708;1;IAO;40143;5706;5654;8118;2797;241;7;17;;1166;100;9;;16;5208;7944;4186;3852;0;1
URGENCES2;2013;560000135;560005746;PED;168;252;1;IAO;10045;;;;;;;;;;;;2565;;;0;0;0;;
URGENCES2;2013;560000143;560014748;GEN;420;756;1;IAO;26937;4796;5876;9182;3189;1375;0;6;0;705;106;152;;12;4380;2762;505;3035;0;1
URGENCES2;2013;560000192;560000044;GEN;168;364;1;IAO;17849;3162;3345;5549;2164;134;1;1;;547;161;102;;6;2190;1668;312;1414;0;0
URGENCES2;2013;560000200;560023210;GEN;;;1;IAO;1341;168;292;187;85;11;0;0;0;3;2;0;;0;0;0;0;0;0;0
URGENCES2;2013;570000059;570025254;GEN;168;349;1;IAO;43102;2992;16924;7834;1448;2148;;;;1027;223;17;;6;2190;1845;467;1561;1;1
URGENCES2;2013;570000117;570015099;GEN;336;420;0;IAO;21903;2142;5665;4927;1424;471;;;;325;17;30;;4;360;392;272;120;1;0
URGENCES2;2013;570000216;570010173;GEN;353;728;1;IAO;22999;;;;;;;;;;;;;4;1460;2055;672;1501;0;0
URGENCES2;2013;570000349;570005165;GEN;336;893;1;IAO;38986;5768;1176;9814;3068;94;43;511;10;1114;411;5;;10;3650;3123;214;3513;1;1
URGENCES2;2013;570000349;570005165;PED;88;336;1;IAO;16322;;;;;;;;;;;;2152;5;1825;1108;304;853;;
URGENCES2;2013;570000596;750821092;GEN;250;710;1;IAO;21569;1382;1689;2654;548;42;1;24;1;461;206;1;;6;2190;1099;190;949;1;1
URGENCES2;2013;570000646;570001115;GEN;168;336;0;;17072;950;5483;2930;;;;;;143;;;;5;900;1268;1012;256;1;0
URGENCES2;2013;570000901;570000158;GEN;280;542;1;IAO;37969;3504;12121;8366;2250;1504;;;;;;;;5;1825;1642;669;1041;1;1
URGENCES2;2013;570026682;570005165;GEN;413;893;1;IAO;42214;5826;4620;11512;3230;248;;1;;1544;253;36;;15;5091;5741;917;6188;1;1
URGENCES2;2013;570026682;570005165;PED;112;336;0;;10619;;;;;;;;;;;;2063;5;1825;1160;234;1085;;
URGENCES2;2013;580972669;580780070;GEN;168;168;0;;10963;1323;2394;1672;645;16;;;;323;52;72;;2;730;604;374;239;0;0
URGENCES2;2013;580972677;580780088;GEN;168;420;1;IAO;13995;1912;2891;;525;18;;;;;;;;2;;912;353;605;1;0
URGENCES2;2013;580972685;580780096;GEN;168;;0;;10248;1875;1843;2731;1164;57;8;11;0;158;;;;2;730;684;228;525;1;1
URGENCES2;2013;580972693;580780039;GEN;406;590;1;IAO;35887;4210;8592;9163;;1533;;11;;538;;;;10;3650;3004;539;2784;1;1
URGENCES2;2013;590000121;590780227;GEN;314;704;1;IAO;41120;2931;12800;10256;2070;1625;75;107;;;;;;8;2920;3272;1432;2118;0;0
URGENCES2;2013;590000337;590781415;GEN;54;38;1;IAO;53410;7000;18300;11071;;;;;;;;;;9;;5607;2381;3608;1;0
URGENCES2;2013;590000428;590781605;GEN;238;168;1;IAO;27764;;;10559;;;;;;;;;;10;3650;7543;3313;4504;0;0
URGENCES2;2013;590000428;590781605;PED;;;0;;2563;;;;;;;;;;;;;2;;191;183;9;;
URGENCES2;2013;590000436;590781621;GEN;343;239;1;IAO;12318;1156;3446;2646;721;85;1;5;;;;;;5;1825;2276;1081;1289;0;0
URGENCES2;2013;590000469;590781662;GEN;;;0;;14624;1357;4658;3585;;;;289;;270;;;;12;1284;1170;589;735;1;1
URGENCES2;2013;590000535;590781803;GEN;;;1;IAO;53385;3918;16194;11925;2864;1920;5;591;21;2673;1006;43;;12;4380;5694;2755;3227;0;1
URGENCES2;2013;590000592;590782165;GEN;336;588;1;IAO;27278;2648;6715;3580;568;294;207;285;4;354;21;163;;6;2190;2808;884;2091;1;1
URGENCES2;2013;590000618;590782215;GEN;566;1325;1;MAO;53354;8553;467;7744;2373;30;;;;1915;;;;17;6205;14607;7652;7471;1;1
URGENCES2;2013;590000618;590782215;PED;;;1;IAO;22549;;;;;;;;;;;;5058;3;1095;0;0;0;;
URGENCES2;2013;590000758;590782637;GEN;223;;1;IAO;32037;2922;11702;10617;2064;2360;;;;;;;;10;3650;8343;5613;3009;1;1
URGENCES2;2013;590000774;590782652;GEN;168;227;1;IAO;15336;1666;3511;3147;1049;122;0;0;0;665;279;20;;2;730;1701;1066;1710;0;0
URGENCES2;2013;590001004;590783239;GEN;505;;;;45431;5917;646;13703;3750;84;2;281;;489;;;;11;4015;4919;866;4610;;
URGENCES2;2013;590001004;590783239;PED;168;;;;19556;;;;;;;;;;;;2977;;;0;0;0;;
URGENCES2;2013;590001749;590788956;GEN;168;315;1;IAO;14623;817;4179;2038;;;;;;;;;;2;730;314;219;314;0;0
URGENCES2;2013;590008041;590008033;GEN;168;455;;;14878;;;;;;;;;;;;;10;;563;88;513;;
URGENCES2;2013;590780284;590051801;GEN;;;1;IAO;21380;3689;2496;6816;2434;152;5;5;;;;;;7;2555;3365;1585;1963;;
URGENCES2;2013;590796975;590780193;GEN;1460;3078;1;IAO;93836;5643;2583;15732;3430;384;;565;15;954;275;8;;13;3172;18616;11258;7540;0;1
URGENCES2;2013;590796975;590780193;PED;211;476;0;;24286;;;;;;;;;;;;4953;10;2510;4854;2473;2404;;
URGENCES2;2013;590797353;590051801;GEN;;;1;IAO;39806;2046;2943;8305;1360;314;;;;;;;;7;255;3290;839;3050;0;0
URGENCES2;2013;590797353;590051801;PED;;;0;;19832;;;;;;;;;;;;2835;5;1825;1195;293;924;;
URGENCES2;2013;590801106;590782421;GEN;956;1155;1;IAO;57210;;;8811;;;;12;;1850;;;;20;7259;17503;11672;6035;0;1
URGENCES2;2013;590801106;590782421;PED;168;367;1;IAO;25032;;;;;;;;;;;;4026;0;0;0;0;0;;
URGENCES2;2013;590804696;590781902;GEN;413;924;1;IAO;47202;3838;14785;8974;2198;1777;10;13;0;1012;119;77;;8;2920;3564;1811;1772;1;1
URGENCES2;2013;590816310;590000048;GEN;168;217;1;IAO;12255;456;3917;894;97;77;;;;117;12;13;;3;1095;57;24;34;1;1
