BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2013;130784713;130038847;N3120;;1;0.4;;
URGENCES_P;2013;130784713;130038847;NINF;6;3;7.2;;
URGENCES_P;2013;130785355;130002157;N2120;1;;1;;
URGENCES_P;2013;130785355;130002157;N2500;10;2;4.43;;
URGENCES_P;2013;130785355;130002157;N9999;4;;2.8;;
URGENCES_P;2013;130785355;130002157;NINF;11;2;6.79;;
URGENCES_P;2013;130785652;130014228;M1140;2;23;6.9;;
URGENCES_P;2013;130785652;130014228;M9999;7;29;15.69;;
URGENCES_P;2013;130785652;130014228;N1220;3;5;5.57;;
URGENCES_P;2013;130785652;130014228;N2120;1;1;1.5;;
URGENCES_P;2013;130785652;130014228;N2500;4;;2.73;;
URGENCES_P;2013;130785652;130014228;N2620;2;;1.97;;
URGENCES_P;2013;130785652;130014228;N9999;50;9;52.94;;
URGENCES_P;2013;130785652;130014228;NINF;29;;28.86;;
URGENCES_P;2013;130786361;130002447;N2120;1;;0.25;;0
URGENCES_P;2013;130786361;130002447;N2500;6;1;6.26;;
URGENCES_P;2013;130786361;130002447;N9999;12;3;14.56;;
URGENCES_P;2013;130786361;130002447;NINF;7;2;8.05;;0
URGENCES_P;2013;130786742;750821092;M9999;6;1;6.64;1;1
URGENCES_P;2013;130786742;750821092;N1220;4;0;3.78;;0
URGENCES_P;2013;130786742;750821092;N2120;1;0;1;;0
URGENCES_P;2013;130786742;750821092;N2500;9;0;8.5;;
URGENCES_P;2013;130786742;750821092;N2620;7;0;6.98;;0
URGENCES_P;2013;130786742;750821092;N3120;1;0;0.33;;
URGENCES_P;2013;130786742;750821092;N9999;43;0;39.14;;
URGENCES_P;2013;130786742;750821092;NINF;17;0;14.72;;0
URGENCES_P;2013;130804297;130786049;M1140;2;2;2.8;;
URGENCES_P;2013;130804297;130786049;M9999;2;3;2.93;;
URGENCES_P;2013;130804297;130786049;N2120;2;0;1.34;;
URGENCES_P;2013;130804297;130786049;N2500;8;0;7.69;;
URGENCES_P;2013;130804297;130786049;N2620;3;0;4.17;;
URGENCES_P;2013;130804297;130786049;N9999;51;21;62.59;;
URGENCES_P;2013;130804297;130786049;NINF;18;17;31.32;;
URGENCES_P;2013;140000027;140000035;M1140;5;1;1.43;;0
URGENCES_P;2013;140000027;140000035;M9999;14;3;8.96;1;1
URGENCES_P;2013;140000027;140000035;N1220;1;0;0.14;;
URGENCES_P;2013;140000027;140000035;N2120;1;0;1;;
URGENCES_P;2013;140000027;140000035;N2500;19;2;17.84;;
URGENCES_P;2013;140000027;140000035;N9999;44;11;48.54;;
URGENCES_P;2013;140000027;140000035;NINF;21;9;26.65;;
URGENCES_P;2013;140000076;140000084;M9999;2;5;3.88;;
URGENCES_P;2013;140000076;140000084;N2120;;;0.27;;
URGENCES_P;2013;140000076;140000084;N2500;8;0;8.06;;
URGENCES_P;2013;140000076;140000084;N9999;12;3;14.73;;
URGENCES_P;2013;140000076;140000084;NINF;4;3;6.4;;
URGENCES_P;2013;140000209;140000100;M1140;1;5;3.06;;0
URGENCES_P;2013;140000209;140000100;M3020;1;;1;;
URGENCES_P;2013;140000209;140000100;M9999;21;6;19.66;;0
URGENCES_P;2013;140000209;140000100;N1220;9;2;6.99;;0
URGENCES_P;2013;140000209;140000100;N2120;6;;4.05;;0
URGENCES_P;2013;140000209;140000100;N2500;32;18;44.79;;
URGENCES_P;2013;140000209;140000100;N2620;20;;19.18;;0
URGENCES_P;2013;140000209;140000100;N9999;137;45;156.8;;
URGENCES_P;2013;140000209;140000100;NINF;58;22;71.23;;0
URGENCES_P;2013;140000233;140000118;M9999;;;0.83;2;1
URGENCES_P;2013;140000233;140000118;N1220;;1;0.5;2;1
URGENCES_P;2013;140000233;140000118;N2120;;2;1;2;1
URGENCES_P;2013;140000233;140000118;N2500;1;5;3.36;;
URGENCES_P;2013;140000233;140000118;N2620;;1;0.64;2;1
URGENCES_P;2013;140000233;140000118;N9999;1;18;9.9;;
URGENCES_P;2013;140000233;140000118;NINF;;9;4.21;2;1
URGENCES_P;2013;140000373;140000159;M9999;4;2;4.97;2;1
URGENCES_P;2013;140000373;140000159;N1220;1;;0.29;1;1
URGENCES_P;2013;140000373;140000159;N2120;2;;0.27;1;1
URGENCES_P;2013;140000373;140000159;N2500;9;;9.5;;
URGENCES_P;2013;140000373;140000159;N9999;40;2;37.83;;
URGENCES_P;2013;140000373;140000159;NINF;17;;15.58;2;1
URGENCES_P;2013;140002452;140025800;M9999;3;8;5.41;;
URGENCES_P;2013;140002452;140025800;N1220;1;1;1.2;;
URGENCES_P;2013;140002452;140025800;N2120;1;;1;;
URGENCES_P;2013;140002452;140025800;N2500;1;;1;;
URGENCES_P;2013;140002452;140025800;N9999;9;2;9.25;;
URGENCES_P;2013;140002452;140025800;NINF;6;1;6.05;;
URGENCES_P;2013;140016759;140003146;M9999;;10;4.8;;0
URGENCES_P;2013;140016759;140003146;N1220;4;0;4;;0
URGENCES_P;2013;140016759;140003146;N2120;0;1;0.25;;0
URGENCES_P;2013;140016759;140003146;N2500;4;3;5.18;;
URGENCES_P;2013;140016759;140003146;N3120;0;1;0.2;;
URGENCES_P;2013;140016759;140003146;N9999;12;12;18.86;;
URGENCES_P;2013;140016759;140003146;NINF;4;7;9.23;;0
URGENCES_P;2013;140017237;140003278;M9999;8;;8;;
URGENCES_P;2013;140017237;140003278;N1220;1;2;2.87;;
URGENCES_P;2013;140017237;140003278;N2120;1;;1;;
URGENCES_P;2013;140017237;140003278;N2500;4;;4;;
URGENCES_P;2013;140017237;140003278;N3120;;1;0.6;;
URGENCES_P;2013;140017237;140003278;N9999;12;2;13.51;;
URGENCES_P;2013;140017237;140003278;NINF;7;1;7.91;;
URGENCES_P;2013;140024886;140000092;M9999;6;4;8.97;;1
URGENCES_P;2013;140024886;140000092;N1220;2;;2;;1
URGENCES_P;2013;140024886;140000092;N2120;1;;1;;1
URGENCES_P;2013;140024886;140000092;N2500;10;2;11.4;;
URGENCES_P;2013;140024886;140000092;NINF;17;4;16.78;;1
URGENCES_P;2013;140026410;140026279;M9999;7;2;5.82;2;1
URGENCES_P;2013;140026410;140026279;N1220;5;;3.96;;0
URGENCES_P;2013;140026410;140026279;N2120;1;;1;;0
URGENCES_P;2013;140026410;140026279;N2500;7;;3.04;;
URGENCES_P;2013;140026410;140026279;N2620;;;;2;1
URGENCES_P;2013;140026410;140026279;N3120;1;;0.34;;
URGENCES_P;2013;140026410;140026279;NINF;22;;14.88;2;1
URGENCES_P;2013;150000032;150780088;M9999;3;1;1.62;3;1
URGENCES_P;2013;150000032;150780088;N1220;1;1;1.75;;0
URGENCES_P;2013;150000032;150780088;N2120;1;;0.8;;0
URGENCES_P;2013;150000032;150780088;N2500;4;1;4.91;;
URGENCES_P;2013;150000032;150780088;NINF;11;;5.72;3;1
URGENCES_P;2013;150000040;150780096;M9999;21;;8.91;3;1
URGENCES_P;2013;150000040;150780096;N1220;2;2;2.33;1;1
URGENCES_P;2013;150000040;150780096;N2120;;1;0.93;1;1
URGENCES_P;2013;150000040;150780096;N2500;11;3;13.7;;
URGENCES_P;2013;150000040;150780096;N3120;;1;0.25;;
URGENCES_P;2013;150000040;150780096;N9999;30;21;41.88;;
URGENCES_P;2013;150000040;150780096;NINF;14;12;20.65;1;1
URGENCES_P;2013;150000164;150780468;M9999;8;;6.99;;1
URGENCES_P;2013;150000164;150780468;N1220;1;;1.25;;1
URGENCES_P;2013;150000164;150780468;N2120;1;;0.34;;1
URGENCES_P;2013;150000164;150780468;N2500;6;;6;;
URGENCES_P;2013;150000164;150780468;NINF;14;2;14.51;;1
URGENCES_P;2013;160000253;160000451;M1140;6;;1;;0
URGENCES_P;2013;160000253;160000451;M9999;22;;10.69;;0
URGENCES_P;2013;160000253;160000451;N1220;3;;1.84;;0
URGENCES_P;2013;160000253;160000451;N2120;4;;2.65;;0
URGENCES_P;2013;160000253;160000451;N2500;20;4;23.1;;
URGENCES_P;2013;160000253;160000451;N9999;67;10;67.3;;
URGENCES_P;2013;160000253;160000451;NINF;38;7;42.09;3;1
URGENCES_P;2013;160000303;160006037;M9999;8;;7.6;2;1
URGENCES_P;2013;160000303;160006037;N1220;;1;0.8;2;1
URGENCES_P;2013;160000303;160006037;N9999;8;5;10.4;;
URGENCES_P;2013;160000303;160006037;NINF;8;4;9.6;2;1
URGENCES_P;2013;160000311;160000485;M9999;6;;2.56;2;1
URGENCES_P;2013;160000311;160000485;N1220;3;;1.59;2;1
URGENCES_P;2013;160000311;160000485;N2500;3;;3;;
URGENCES_P;2013;160000311;160000485;NINF;7;;6.05;2;1
URGENCES_P;2013;160000337;160000493;M1140;0;0;0;2;1
URGENCES_P;2013;160000337;160000493;M9999;8;0;1.63;2;1
URGENCES_P;2013;160000337;160000493;N1220;3;0;0.55;2;1
URGENCES_P;2013;160000337;160000493;N2120;2;0;0.15;2;1
URGENCES_P;2013;160000337;160000493;N2500;8;0;2.01;;
URGENCES_P;2013;160000337;160000493;N9999;24;5;6.17;;
URGENCES_P;2013;160000337;160000493;NINF;10;3;2.92;2;1
URGENCES_P;2013;160015368;160014411;M9999;7;11;6.72;1;1
URGENCES_P;2013;160015368;160014411;N1220;2;;1.57;;0
URGENCES_P;2013;160015368;160014411;N2120;1;;0.36;1;1
URGENCES_P;2013;160015368;160014411;N2500;13;;9.27;;
URGENCES_P;2013;160015368;160014411;N9999;27;2;21.15;;
URGENCES_P;2013;160015368;160014411;NINF;11;2;9.95;1;1
URGENCES_P;2013;170000038;170780050;M9999;5;;4.38;3;1
URGENCES_P;2013;170000038;170780050;N1220;;;;2;1
URGENCES_P;2013;170000038;170780050;N2120;1;;0.48;2;1
URGENCES_P;2013;170000038;170780050;N2500;7;;6.99;;
URGENCES_P;2013;170000038;170780050;N2620;4;;4.25;;0
URGENCES_P;2013;170000038;170780050;N9999;18;1;18.77;;
URGENCES_P;2013;170000038;170780050;NINF;6;1;6.58;2;1
URGENCES_P;2013;170000087;170023279;M9999;9;18;14.62;3;1
URGENCES_P;2013;170000087;170023279;N1220;3;0;3;;0
URGENCES_P;2013;170000087;170023279;N2120;3;0;2.25;;0
URGENCES_P;2013;170000087;170023279;N2500;24;9;31.47;;
URGENCES_P;2013;170000087;170023279;N2620;5;1;5.8;;0
URGENCES_P;2013;170000087;170023279;N9999;58;23;75.72;;
URGENCES_P;2013;170000087;170023279;NINF;23;13;33.2;;0
URGENCES_P;2013;170000095;170780167;M9999;4;1;2.65;2;1
URGENCES_P;2013;170000095;170780167;N1220;1;1;1.42;2;1
URGENCES_P;2013;170000095;170780167;N2120;0;1;0.4;2;1
URGENCES_P;2013;170000095;170780167;N2500;3;2;4.7;;
URGENCES_P;2013;170000095;170780167;N2620;5;1;5.86;2;1
URGENCES_P;2013;170000095;170780167;N9999;14;7;18.38;;
URGENCES_P;2013;170000095;170780167;NINF;6;1;6.5;2;1
URGENCES_P;2013;170000103;170780175;M9999;11;0;10.3;2;1
URGENCES_P;2013;170000103;170780175;N1220;5;1;2.21;;1
URGENCES_P;2013;170000103;170780175;N2120;5;;1.56;;1
URGENCES_P;2013;170000103;170780175;N2500;39;17;21.97;;
URGENCES_P;2013;170000103;170780175;N9999;102;57;59.68;;
URGENCES_P;2013;170000103;170780175;NINF;47;37;29.85;;0
URGENCES_P;2013;170000152;170780225;M1140;1;0;0.64;3;1
URGENCES_P;2013;170000152;170780225;M9999;7;2;9.24;3;1
URGENCES_P;2013;170000152;170780225;N1220;3;0;3;;0
URGENCES_P;2013;170000152;170780225;N2120;2;0;1.49;2;1
URGENCES_P;2013;170000152;170780225;N2500;22;0;18.88;;
URGENCES_P;2013;170000152;170780225;N9999;49;7;54.28;;
URGENCES_P;2013;170000152;170780225;NINF;20;6;27.48;1;1
URGENCES_P;2013;170022065;170022057;M9999;6;16;8.04;;
URGENCES_P;2013;170022065;170022057;N1220;3;;2.31;;
URGENCES_P;2013;170022065;170022057;N2120;1;;1;;
URGENCES_P;2013;170022065;170022057;N2500;14;1;13.24;;
URGENCES_P;2013;170022065;170022057;N9999;43;6;45.3;;
URGENCES_P;2013;170022065;170022057;NINF;17;4;19.53;;
URGENCES_P;2013;170022818;170022057;M9999;1;7;2.7;;
URGENCES_P;2013;170022818;170022057;N1220;3;;0.5;;
URGENCES_P;2013;170022818;170022057;N2120;1;;0.1;;
URGENCES_P;2013;170022818;170022057;NINF;1;3;2.7;;
URGENCES_P;2013;170022826;170022057;M9999;2;;2;;
URGENCES_P;2013;170022826;170022057;N1220;2;;2;;
URGENCES_P;2013;170022826;170022057;N2120;1;;1;;
URGENCES_P;2013;170022826;170022057;N2500;3;;3;;
URGENCES_P;2013;170022826;170022057;N2620;1;;0.5;;
URGENCES_P;2013;170022826;170022057;N9999;14;;12.5;;
URGENCES_P;2013;170022826;170022057;NINF;7;;6;;
URGENCES_P;2013;180000010;180000028;M9999;13;1;20.13;3;1
URGENCES_P;2013;180000200;180000051;M9999;9;1;9.08;2;1
URGENCES_P;2013;180000200;180000051;N1220;2;1;2.16;2;0
URGENCES_P;2013;180000200;180000051;N2120;1;;0.8;2;1
URGENCES_P;2013;180000200;180000051;N2500;9;2;9.92;;
URGENCES_P;2013;180000200;180000051;N9999;37;6;40.46;;
URGENCES_P;2013;180000200;180000051;NINF;19;3;20.71;2;1
URGENCES_P;2013;180000283;180000069;M9999;6;1;2.63;2;1
URGENCES_P;2013;180000283;180000069;N1220;2;;1.62;2;1
URGENCES_P;2013;180000283;180000069;N2500;7;2;7.83;;
URGENCES_P;2013;180000283;180000069;N2620;3;;2.79;;0
URGENCES_P;2013;180000283;180000069;N9999;21;6;22.92;;
URGENCES_P;2013;180000283;180000069;NINF;9;4;10.68;2;1
URGENCES_P;2013;190000018;190000042;M9999;10;2;5.91;3;1
URGENCES_P;2013;190000018;190000042;N1220;4;1;4.93;;
URGENCES_P;2013;190000018;190000042;N2120;1;;0.7;;
URGENCES_P;2013;190000018;190000042;N2500;17;2;18.33;;
URGENCES_P;2013;190000018;190000042;N2620;4;;2.33;;
URGENCES_P;2013;190000018;190000042;N9999;49;4;51.82;;
URGENCES_P;2013;190000018;190000042;NINF;25;1;25.52;;
URGENCES_P;2013;190000026;190000059;M9999;12;;5.25;1;1
URGENCES_P;2013;190000026;190000059;N1220;2;;1.4;2;1
URGENCES_P;2013;190000026;190000059;N2120;1;;0.85;;
URGENCES_P;2013;190000026;190000059;N2500;12;1;13.74;;
URGENCES_P;2013;190000026;190000059;N3120;;1;0.5;;
URGENCES_P;2013;190000026;190000059;NINF;16;4;18.67;;
URGENCES_P;2013;190000091;190000075;M9999;6;;6.87;3;1
URGENCES_P;2013;190000091;190000075;N1220;1;1;1.8;;0
URGENCES_P;2013;190000091;190000075;N2120;1;;1;;
URGENCES_P;2013;190000091;190000075;N2500;13;3;14.4;;
URGENCES_P;2013;190000091;190000075;NINF;19;1;15.8;3;1
URGENCES_P;2013;210780136;210000030;M9999;6;;6;;
URGENCES_P;2013;210780136;210000030;N1220;2;1;2.5;;
URGENCES_P;2013;210780136;210000030;N2120;1;;1;;
URGENCES_P;2013;210780136;210000030;N2500;2;1;2.64;;
URGENCES_P;2013;210780136;210000030;N3120;;1;0.51;;
URGENCES_P;2013;210780136;210000030;NINF;10;4;11.25;;
URGENCES_P;2013;210987558;210780581;M1140;2;;0.8;;0
URGENCES_P;2013;210987558;210780581;M9999;16;15;16.75;2;1
URGENCES_P;2013;210987558;210780581;N1220;4;;3.3;;0
URGENCES_P;2013;210987558;210780581;N2120;4;;3.26;;0
URGENCES_P;2013;210987558;210780581;N2500;27;;24.87;;
URGENCES_P;2013;210987558;210780581;N2620;4;;3.3;;0
URGENCES_P;2013;210987558;210780581;N3120;2;;1.19;;
URGENCES_P;2013;210987558;210780581;N9999;150;;121.87;;
URGENCES_P;2013;210987558;210780581;NINF;85;;69.72;;0
URGENCES_P;2013;210987657;210780714;M9999;8;2;7.6;3;1
URGENCES_P;2013;210987657;210780714;N1220;2;1;2.8;3;1
URGENCES_P;2013;210987657;210780714;N2120;1;;0.9;3;1
URGENCES_P;2013;210987657;210780714;N2500;5;1;6;;
URGENCES_P;2013;210987657;210780714;NINF;21;5;23.77;3;1
URGENCES_P;2013;210987665;210010070;M9999;8;1;3.4;2;1
URGENCES_P;2013;210987673;210010070;M9999;8;1;3.4;2;1
URGENCES_P;2013;210987699;210780706;M9999;6;3;8.51;2;1
URGENCES_P;2013;210987699;210780706;N1220;5;0;3.22;;0
URGENCES_P;2013;210987699;210780706;N2120;1;0;1;2;1
URGENCES_P;2013;210987699;210780706;N2500;4;1;4.93;;
URGENCES_P;2013;210987699;210780706;N2620;4;0;4;;0
URGENCES_P;2013;210987699;210780706;N9999;38;7;39.11;;
URGENCES_P;2013;210987699;210780706;NINF;16;5;18.59;2;1
URGENCES_P;2013;220000012;220000020;M9999;11;5;14.68;;0
URGENCES_P;2013;220000012;220000020;N1220;2;;4.71;;0
URGENCES_P;2013;220000012;220000020;N2120;;;2.83;;0
URGENCES_P;2013;220000012;220000020;N2500;30;15;40.4;;
URGENCES_P;2013;220000012;220000020;N9999;56;40;92.77;;
URGENCES_P;2013;220000012;220000020;NINF;24;25;44.83;;0
URGENCES_P;2013;220000095;220000046;M9999;8;2;9.2;3;1
URGENCES_P;2013;220000095;220000046;N1220;3;;0.46;3;1
URGENCES_P;2013;220000095;220000046;N2120;1;;0.31;3;1
URGENCES_P;2013;220000095;220000046;N2500;28;1;29.75;;
URGENCES_P;2013;220000095;220000046;N9999;54;12;58.81;;
URGENCES_P;2013;220000095;220000046;NINF;19;10;24.39;3;1
URGENCES_P;2013;220000343;220000079;M9999;3;3;5.8;;1
URGENCES_P;2013;220000343;220000079;N1220;2;1;2.8;;1
URGENCES_P;2013;220000343;220000079;N2120;1;;1;;1
URGENCES_P;2013;220000343;220000079;N2500;12;3;14.1;;
URGENCES_P;2013;220000343;220000079;N3120;1;;0.1;;
URGENCES_P;2013;220000343;220000079;NINF;8;8;15.8;;1
URGENCES_P;2013;220000368;220000103;M9999;5;2;5.18;2;1
URGENCES_P;2013;220000368;220000103;N1220;3;;3.25;2;1
URGENCES_P;2013;220000368;220000103;N2120;2;;0.72;2;1
URGENCES_P;2013;220000368;220000103;N2500;14;4;13.6;;
URGENCES_P;2013;220000368;220000103;N9999;35;15;34.98;;
URGENCES_P;2013;220000368;220000103;NINF;17;11;18.07;;0
URGENCES_P;2013;220000541;220000152;M9999;6;;4.06;2;1
URGENCES_P;2013;220000541;220000152;N1220;5;;4.86;2;1
URGENCES_P;2013;220000541;220000152;N2120;1;;0.5;2;1
URGENCES_P;2013;220000541;220000152;N2500;8;1;7.6;;
URGENCES_P;2013;220000541;220000152;N9999;25;3;23.88;;
URGENCES_P;2013;220000541;220000152;NINF;11;2;10.06;2;1
URGENCES_P;2013;230000820;230780041;M9999;13;;3.6;;1
URGENCES_P;2013;230004657;230780058;M9999;2;5;4.1;;
URGENCES_P;2013;230004657;230780058;N2120;;1;0.12;;
URGENCES_P;2013;230004657;230780058;N2500;3;;1.75;;
URGENCES_P;2013;230004657;230780058;N9999;9;1;5.1;;
URGENCES_P;2013;230004657;230780058;NINF;6;;3.23;;
URGENCES_P;2013;230780199;230000887;M9999;2;3;2.7;;
URGENCES_P;2013;230780199;230000887;N2500;3;1;3.8;;
URGENCES_P;2013;230780199;230000887;NINF;4;1;4.65;;
URGENCES_P;2013;240000190;240000596;M9999;5;;4.2;;
URGENCES_P;2013;240000190;240000596;N1220;2;;2;;
URGENCES_P;2013;240000190;240000596;N2120;1;;1;;
URGENCES_P;2013;240000190;240000596;N2500;3;;2.42;;
URGENCES_P;2013;240000190;240000596;N3120;1;;0.8;;
URGENCES_P;2013;240000190;240000596;N9999;12;;10.22;;
URGENCES_P;2013;240000190;240000596;NINF;5;;5;;
URGENCES_P;2013;240000372;240000059;M9999;7;;6.52;2;1
URGENCES_P;2013;240000372;240000059;N1220;2;;1.72;2;1
URGENCES_P;2013;240000372;240000059;N2120;1;;0.5;2;1
URGENCES_P;2013;240000372;240000059;N2500;9;;8.58;;
URGENCES_P;2013;240000372;240000059;N3120;1;;1;;
URGENCES_P;2013;240000372;240000059;N9999;34;4;35.29;;
URGENCES_P;2013;240000372;240000059;NINF;17;3;19.14;2;1
URGENCES_P;2013;240000489;240000117;M9999;9;2;9.69;3;1
URGENCES_P;2013;240000489;240000117;N1220;1;0;1;;0
URGENCES_P;2013;240000489;240000117;N2500;24;1;24.4;;
URGENCES_P;2013;240000489;240000117;N9999;75;4;76.51;;
URGENCES_P;2013;240000489;240000117;NINF;46;3;46.75;;0
URGENCES_P;2013;240000687;240000448;M9999;4;1;3.82;2;1
URGENCES_P;2013;240000687;240000448;N1220;1;1;1.62;;0
URGENCES_P;2013;240000687;240000448;N2120;1;;0.44;2;1
URGENCES_P;2013;240000687;240000448;N2500;6;1;6.22;;
URGENCES_P;2013;240000687;240000448;N3120;1;;0.75;;
URGENCES_P;2013;240000687;240000448;N9999;18;2;19.09;;
URGENCES_P;2013;240000687;240000448;NINF;8;2;9.59;2;1
URGENCES_P;2013;250000114;900000365;M1140;;;;3;0
URGENCES_P;2013;250000114;900000365;M9999;12;4;6.82;3;1
URGENCES_P;2013;250000114;900000365;N2120;2;;2;;
URGENCES_P;2013;250000700;250000452;M1140;;;;2;
URGENCES_P;2013;250000700;250000452;M9999;5;2;4.93;2;1
URGENCES_P;2013;250000700;250000452;N1220;3;3;3.65;2;1
URGENCES_P;2013;250000700;250000452;N2120;1;;0.25;2;1
URGENCES_P;2013;250000700;250000452;N2500;7;2;4.79;;
URGENCES_P;2013;250000700;250000452;N2620;;;;2;1
URGENCES_P;2013;250000700;250000452;N9999;25;20;21.82;;
URGENCES_P;2013;250000700;250000452;NINF;13;12;10.68;2;1
URGENCES_P;2013;250006954;250000015;M1140;;18;5;;0
URGENCES_P;2013;250006954;250000015;M9999;;67;16.66;;0
URGENCES_P;2013;250006954;250000015;N1220;2;4;3.63;;0
URGENCES_P;2013;250006954;250000015;N2120;2;0;2;;0
URGENCES_P;2013;250006954;250000015;N2500;19;13;25.87;;
URGENCES_P;2013;250006954;250000015;N2620;3;1;3.8;;0
URGENCES_P;2013;250006954;250000015;N9999;60;61;95.49;;
URGENCES_P;2013;250006954;250000015;NINF;23;37;47.36;;0
URGENCES_P;2013;260000013;260000021;M9999;20;6;17.27;1;1
URGENCES_P;2013;260000013;260000021;N1220;;3;2.97;;0
URGENCES_P;2013;260000013;260000021;N2120;2;;1.38;2;1
URGENCES_P;2013;260000013;260000021;N2500;16;6;21;;
URGENCES_P;2013;260000013;260000021;N3120;1;;0.56;;
URGENCES_P;2013;260000013;260000021;N9999;61;28;68.46;;
URGENCES_P;2013;260000013;260000021;NINF;37;19;36.34;1;1
URGENCES_P;2013;260000120;260016910;M9999;15;6;12.35;1;1
URGENCES_P;2013;260000120;260016910;N1220;5;1;5.33;;0
URGENCES_P;2013;260000120;260016910;N2120;1;;0.98;;0
URGENCES_P;2013;260000120;260016910;N2500;5;1;5.96;;
URGENCES_P;2013;260000120;260016910;N3120;3;;2.4;;
URGENCES_P;2013;260000120;260016910;NINF;21;6;25.79;;0
URGENCES_P;2013;260000138;260000047;M9999;15;3;15.41;2;1
URGENCES_P;2013;260000138;260000047;N1220;2;;1.94;;0
URGENCES_P;2013;260000138;260000047;N2120;2;;2;2;1
URGENCES_P;2013;260000138;260000047;N2500;17;2;16.34;;
URGENCES_P;2013;260000138;260000047;N2620;14;;14.5;;0
URGENCES_P;2013;260000138;260000047;N9999;51;7;50.94;;
URGENCES_P;2013;260000138;260000047;NINF;25;5;25.64;;0
URGENCES_P;2013;260000146;260000054;M9999;4;;4;;
URGENCES_P;2013;260000146;260000054;N1220;1;;1;;
URGENCES_P;2013;260000146;260000054;N2120;1;;0.4;;
URGENCES_P;2013;260000146;260000054;N2500;4;;3.5;;
URGENCES_P;2013;260000146;260000054;NINF;7;;6.5;;
URGENCES_P;2013;260000203;260016910;M9999;12;3;4.32;1;1
URGENCES_P;2013;260000203;260016910;N1220;1;2;1.84;;0
URGENCES_P;2013;260000203;260016910;N2120;1;;0.8;;0
URGENCES_P;2013;260000203;260016910;N2500;5;2;6.43;;
URGENCES_P;2013;260000203;260016910;N3120;;;0.1;;
URGENCES_P;2013;260000203;260016910;N9999;18;7;21.93;;
URGENCES_P;2013;260000203;260016910;NINF;9;2;9.86;;0
URGENCES_P;2013;260000286;260000104;M9999;4;1;4.6;;
URGENCES_P;2013;260000286;260000104;N2120;;1;0.17;;
URGENCES_P;2013;260000286;260000104;N2500;;5;3.49;;
URGENCES_P;2013;260000286;260000104;NINF;3;6;6.6;;
URGENCES_P;2013;270000045;270000060;M9999;6;2;3.08;;0
URGENCES_P;2013;270000045;270000060;N1220;2;1;2.5;;0
URGENCES_P;2013;270000045;270000060;N2120;1;;1;2;1
URGENCES_P;2013;270000045;270000060;N2500;10;1;10.09;;
URGENCES_P;2013;270000045;270000060;N9999;17;7;22.43;;
URGENCES_P;2013;270000045;270000060;NINF;4;5;8.84;;0
URGENCES_P;2013;270000326;270000680;M9999;5;2;5.5;;0
URGENCES_P;2013;270000326;270000680;N1220;2;2;2.3;;
URGENCES_P;2013;270000326;270000680;N2120;1;;1;;
URGENCES_P;2013;270000326;270000680;N2500;1;;1;;
URGENCES_P;2013;270000326;270000680;NINF;8;;8;;
URGENCES_P;2013;270000359;270023724;M1140;8;2;3.5;;0
URGENCES_P;2013;270000359;270023724;M9999;11;1;11.98;;0
URGENCES_P;2013;270000359;270023724;N1220;8;2;9.32;;0
URGENCES_P;2013;270000359;270023724;N2120;1;;0.6;;0
URGENCES_P;2013;270000359;270023724;N2500;20;2;21.58;;
URGENCES_P;2013;270000359;270023724;N2620;;1;0.8;;0
URGENCES_P;2013;270000359;270023724;N9999;58;15;67.78;;
URGENCES_P;2013;270000359;270023724;NINF;29;10;35.48;;0
URGENCES_P;2013;270000367;270000086;M9999;4;6;4.08;;
URGENCES_P;2013;270000367;270000086;N1220;3;;1.65;;
URGENCES_P;2013;270000367;270000086;N2120;1;;0.5;;
URGENCES_P;2013;270000367;270000086;N2500;9;;4.57;;
URGENCES_P;2013;270000367;270000086;N9999;25;1;12.81;;
URGENCES_P;2013;270000367;270000086;NINF;12;1;6.1;;
URGENCES_P;2013;270000391;760024042;M9999;10;1;10.6;3;1
URGENCES_P;2013;270000391;760024042;N2500;6;0;6.74;;
URGENCES_P;2013;270000391;760024042;N9999;15;0;16.03;;
URGENCES_P;2013;270000391;760024042;NINF;9;0;9.29;;
URGENCES_P;2013;270000425;270000102;M9999;3;0;3;;0
URGENCES_P;2013;270000425;270000102;N1220;4;;2.2;2;1
URGENCES_P;2013;270000425;270000102;N2120;1;;0.8;2;1
URGENCES_P;2013;270000425;270000102;N2500;26;;13.45;;
