BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2013;310780101;310000039;N2620;11;4;13.61;;
URGENCES_P;2013;310780101;310000039;N9999;23;5;25.85;;
URGENCES_P;2013;310780101;310000039;NINF;4;2;6.34;;
URGENCES_P;2013;310780283;310000112;M3020;1;;1;;
URGENCES_P;2013;310780283;310000112;M9999;5;;5;;
URGENCES_P;2013;310780283;310000112;N2120;1;;1;;
URGENCES_P;2013;310780283;310000112;N2500;14;;8.42;;
URGENCES_P;2013;310780283;310000112;N2620;2;;2;;
URGENCES_P;2013;310780283;310000112;NINF;24;2;20.5;;
URGENCES_P;2013;310780382;310000179;M9999;5;;5;;
URGENCES_P;2013;310780382;310000179;N1220;2;1;2.05;;
URGENCES_P;2013;310780382;310000179;N2120;;1;0.5;;
URGENCES_P;2013;310780382;310000179;N2500;2;;2.01;;
URGENCES_P;2013;310780382;310000179;N9999;7;5;9.36;;
URGENCES_P;2013;310780382;310000179;NINF;3;3;4.8;;
URGENCES_P;2013;310781000;310788880;N2120;1;;1;;
URGENCES_P;2013;310781000;310788880;N2500;2;0;1.01;;
URGENCES_P;2013;310781000;310788880;N9999;12;5;14.43;;
URGENCES_P;2013;310781000;310788880;NINF;8;5;11.14;;
URGENCES_P;2013;310781067;310788898;M9999;2;6;4.68;;
URGENCES_P;2013;310781067;310788898;N1220;5;;4.02;;
URGENCES_P;2013;310781067;310788898;N2120;1;;0.26;;
URGENCES_P;2013;310781067;310788898;N2500;6;2;4.44;;
URGENCES_P;2013;310781067;310788898;NINF;7;3;7.87;;
URGENCES_P;2013;310781505;310000492;M9999;6;;6;;
URGENCES_P;2013;310781505;310000492;N1220;3;0;2.7;;
URGENCES_P;2013;310781505;310000492;N2120;0;1;0.33;;
URGENCES_P;2013;310781505;310000492;N2500;4;0;4;;
URGENCES_P;2013;310781505;310000492;NINF;8;2;6.56;;
URGENCES_P;2013;310783048;310781406;M3020;9;2;2.1;;
URGENCES_P;2013;310783048;310781406;M9999;34;7;27.4;3;1
URGENCES_P;2013;310783048;310781406;N1220;8;;7.5;;0
URGENCES_P;2013;310783048;310781406;N2120;4;;2.58;;0
URGENCES_P;2013;310783048;310781406;N2500;56;5;57.05;;
URGENCES_P;2013;310783048;310781406;N3120;1;2;3;;
URGENCES_P;2013;310783048;310781406;N9999;178;21;181.54;;
URGENCES_P;2013;310783048;310781406;NINF;95;8;94.83;1;1
URGENCES_P;2013;310783055;310781406;M9999;15;3;16.2;3;1
URGENCES_P;2013;310783055;310781406;N1220;3;2;4;;0
URGENCES_P;2013;310783055;310781406;N2120;2;;2;;0
URGENCES_P;2013;310783055;310781406;N2500;41;5;43;;
URGENCES_P;2013;310783055;310781406;N2620;3;;3;;0
URGENCES_P;2013;310783055;310781406;N3120;1;;1;;
URGENCES_P;2013;310783055;310781406;N9999;119;15;126.23;;
URGENCES_P;2013;310783055;310781406;NINF;57;6;59.9;1;1
URGENCES_P;2013;320000086;320780117;M9999;19;3;12.51;1;1
URGENCES_P;2013;320000086;320780117;N1220;3;0;2;;
URGENCES_P;2013;320000086;320780117;N2120;1;0;1;;
URGENCES_P;2013;320000086;320780117;N2500;12;0;12;;
URGENCES_P;2013;320000086;320780117;N3120;1;0;0.05;;
URGENCES_P;2013;320000086;320780117;NINF;20;2;21.71;;
URGENCES_P;2013;320000102;320780133;M9999;1;2;3.67;;0
URGENCES_P;2013;320000102;320780133;N2120;;1;0.5;2;1
URGENCES_P;2013;320000102;320780133;N2500;3;1;3.8;;
URGENCES_P;2013;320000102;320780133;N3120;;1;0.2;;
URGENCES_P;2013;320000102;320780133;N9999;10;3;10.94;;
URGENCES_P;2013;320000102;320780133;NINF;7;;6.44;2;1
URGENCES_P;2013;330000555;330781204;M9999;12;;9.6;1;1
URGENCES_P;2013;330000555;330781204;N1220;2;;1.5;;
URGENCES_P;2013;330000555;330781204;N2120;1;;0.5;2;1
URGENCES_P;2013;330000555;330781204;N2500;7;3;8.6;;
URGENCES_P;2013;330000555;330781204;N2620;14;;6.1;1;1
URGENCES_P;2013;330000555;330781204;NINF;22;4;21.4;1;1
URGENCES_P;2013;330000571;330781220;M9999;13;2;5.03;3;1
URGENCES_P;2013;330000571;330781220;N1220;4;2;4.11;;
URGENCES_P;2013;330000571;330781220;N2500;10;;3.58;;
URGENCES_P;2013;330000571;330781220;N3120;1;;0.54;;
URGENCES_P;2013;330000571;330781220;N9999;40;6;28.46;;
URGENCES_P;2013;330000571;330781220;NINF;22;4;17.82;3;1
URGENCES_P;2013;330000589;330027509;M9999;10;4;11.33;;
URGENCES_P;2013;330000589;330027509;N1220;2;1;2.12;;
URGENCES_P;2013;330000589;330027509;N2120;1;0;0.5;;
URGENCES_P;2013;330000589;330027509;N2500;10;3;6.91;;
URGENCES_P;2013;330000589;330027509;N3120;1;0;0.97;;
URGENCES_P;2013;330000589;330027509;N9999;40;12;38.13;;
URGENCES_P;2013;330000589;330027509;NINF;17;8;17.95;;
URGENCES_P;2013;330000597;330027509;M9999;0;1;0.85;;
URGENCES_P;2013;330000597;330027509;N2500;3;0;3;;
URGENCES_P;2013;330000597;330027509;N9999;6;0;5.5;;
URGENCES_P;2013;330000597;330027509;NINF;3;0;2.5;;
URGENCES_P;2013;330000605;330781253;M1140;8;0;1.48;;0
URGENCES_P;2013;330000605;330781253;M9999;23;5;10.68;3;1
URGENCES_P;2013;330000605;330781253;N1220;3;;3;;
URGENCES_P;2013;330000605;330781253;N2120;3;;2.71;;
URGENCES_P;2013;330000605;330781253;N2500;23;1;22.48;;
URGENCES_P;2013;330000605;330781253;N2620;10;;10.07;;
URGENCES_P;2013;330000605;330781253;N9999;80;4;81.75;;
URGENCES_P;2013;330000605;330781253;NINF;33;3;34.67;;
URGENCES_P;2013;330780263;330000134;M9999;6;2;7;;0
URGENCES_P;2013;330780263;330000134;N1220;6;1;5.2;;0
URGENCES_P;2013;330780263;330000134;N2120;;1;0.64;;0
URGENCES_P;2013;330780263;330000134;N2500;9;1;7;;
URGENCES_P;2013;330780263;330000134;N2620;1;;1;;0
URGENCES_P;2013;330780263;330000134;N3120;1;;1;;
URGENCES_P;2013;330780263;330000134;N9999;31;3;26.59;;
URGENCES_P;2013;330780263;330000134;NINF;14;;11.75;;0
URGENCES_P;2013;330780479;330000274;M9999;7;;7;;
URGENCES_P;2013;330780479;330000274;N1220;5;1;5.47;;
URGENCES_P;2013;330780479;330000274;N2120;1;;1;;
URGENCES_P;2013;330780479;330000274;N2500;8;;8;;
URGENCES_P;2013;330780479;330000274;N3120;;1;0.5;;
URGENCES_P;2013;330780479;330000274;N9999;26;3;27.66;;
URGENCES_P;2013;330780479;330000274;NINF;12;;12;;
URGENCES_P;2013;330780495;330796392;M9999;3;2;4.25;2;1
URGENCES_P;2013;330780495;330796392;N1220;2;1;2.42;2;1
URGENCES_P;2013;330780495;330796392;N2120;0;1;0.3;2;1
URGENCES_P;2013;330780495;330796392;N2620;;0;0;2;1
URGENCES_P;2013;330780495;330796392;N3120;1;0;1;;
URGENCES_P;2013;330780495;330796392;NINF;5;2;6.44;2;1
URGENCES_P;2013;330780529;330796392;M9999;7;3;5.59;;0
URGENCES_P;2013;330780529;330796392;N1220;1;;1;;0
URGENCES_P;2013;330780529;330796392;N2120;0;1;0.24;;0
URGENCES_P;2013;330780529;330796392;N2500;1;0;0.97;;
URGENCES_P;2013;330780529;330796392;N9999;12;6;14.53;;
URGENCES_P;2013;330780529;330796392;NINF;9;4;10.31;;0
URGENCES_P;2013;330780537;330000324;M9999;5;8;8;3;1
URGENCES_P;2013;330780537;330000324;N1220;3;;3;3;1
URGENCES_P;2013;330780537;330000324;N2120;;1;0.5;;
URGENCES_P;2013;330780537;330000324;N2500;2;;1.98;;
URGENCES_P;2013;330780537;330000324;N2620;8;;7.94;;
URGENCES_P;2013;330780537;330000324;NINF;13;2;14.95;3;1
URGENCES_P;2013;330781303;750821092;M9999;5;5;5.16;;
URGENCES_P;2013;330781303;750821092;N1220;4;0;4.69;;
URGENCES_P;2013;330781303;750821092;N2120;1;0;1;;
URGENCES_P;2013;330781303;750821092;N2500;10;0;9.64;;
URGENCES_P;2013;330781303;750821092;N2620;2;0;2;;
URGENCES_P;2013;330781303;750821092;N9999;35;2;34.32;;
URGENCES_P;2013;330781303;750821092;NINF;18;2;16.99;;
URGENCES_P;2013;330781352;330781196;M9999;7;5;9.67;;0
URGENCES_P;2013;330781360;330781196;M1140;8;5;7;;0
URGENCES_P;2013;330781360;330781196;M9999;26;12;23.65;;0
URGENCES_P;2013;330781360;330781196;N1220;6;1;6.27;;
URGENCES_P;2013;330781360;330781196;N2120;4;;3.62;;
URGENCES_P;2013;330781360;330781196;N2500;55;8;62.43;;
URGENCES_P;2013;330781360;330781196;N9999;140;35;185.17;;
URGENCES_P;2013;330781360;330781196;NINF;62;20;81.81;;
URGENCES_P;2013;340000033;340780055;M1140;7;;2.4;;0
URGENCES_P;2013;340000033;340780055;M3020;2;;1.1;;
URGENCES_P;2013;340000033;340780055;M9999;23;7;11.3;3;1
URGENCES_P;2013;340000033;340780055;N1220;2;2;3.27;;1
URGENCES_P;2013;340000033;340780055;N2120;2;1;1.55;3;1
URGENCES_P;2013;340000033;340780055;N2500;32;3;18.95;;
URGENCES_P;2013;340000033;340780055;N3120;1;;0.55;;
URGENCES_P;2013;340000033;340780055;N9999;63;5;55.43;;
URGENCES_P;2013;340000033;340780055;NINF;32;3;24.66;3;1
URGENCES_P;2013;340000223;340011295;M1140;;;0.01;;
URGENCES_P;2013;340000223;340011295;M9999;13;;14.28;2;1
URGENCES_P;2013;340000223;340011295;N1220;3;;2.65;;0
URGENCES_P;2013;340000223;340011295;N2120;2;;1.34;2;1
URGENCES_P;2013;340000223;340011295;N2500;12;1;12.03;;
URGENCES_P;2013;340000223;340011295;N2620;4;3;5.18;;0
URGENCES_P;2013;340000223;340011295;N3120;1;;0.5;;
URGENCES_P;2013;340000223;340011295;N9999;45;7;47.14;;
URGENCES_P;2013;340000223;340011295;NINF;25;3;25.44;;0
URGENCES_P;2013;340015502;340000512;M9999;12;;12;;
URGENCES_P;2013;340015502;340000512;N1220;6;;6;;
URGENCES_P;2013;340015502;340000512;N2120;1;;1;;
URGENCES_P;2013;340015502;340000512;N2500;2;;2;;
URGENCES_P;2013;340015502;340000512;NINF;12;;12;;
URGENCES_P;2013;340015965;340000074;M9999;6;0;6;;
URGENCES_P;2013;340015965;340000074;N1220;5;0;3;;
URGENCES_P;2013;340015965;340000074;N2120;1;0;1;;
URGENCES_P;2013;340015965;340000074;NINF;11;3;10.51;;
URGENCES_P;2013;340780147;340000108;M9999;4;;4;;
URGENCES_P;2013;340780147;340000108;N1220;2;;2;;
URGENCES_P;2013;340780147;340000108;N2120;1;;0.5;;
URGENCES_P;2013;340780147;340000108;N2620;2;;1;;
URGENCES_P;2013;340780147;340000108;NINF;6;;6;;
URGENCES_P;2013;340780154;340000116;M9999;;5;4;;
URGENCES_P;2013;340780154;340000116;N1220;3;;3;;
URGENCES_P;2013;340780154;340000116;N2120;;2;0.5;;
URGENCES_P;2013;340780154;340000116;N2500;3;;3;;
URGENCES_P;2013;340780154;340000116;N2620;1;;1;;
URGENCES_P;2013;340780154;340000116;N3120;;1;0.1;;
URGENCES_P;2013;340780154;340000116;NINF;6;;6;;
URGENCES_P;2013;340780634;340000272;M9999;4;2;4.8;;
URGENCES_P;2013;340780634;340000272;N1220;0;4;2.6;;
URGENCES_P;2013;340780634;340000272;N2120;0;1;0.5;;
URGENCES_P;2013;340780634;340000272;N3120;0;1;0.1;;
URGENCES_P;2013;340780634;340000272;NINF;6;2;6.9;;
URGENCES_P;2013;340780642;340785856;M9999;;6;5;;0
URGENCES_P;2013;340780642;340785856;N1220;1;;1;;0
URGENCES_P;2013;340780642;340785856;N2120;;1;0.5;;0
URGENCES_P;2013;340780642;340785856;N2500;1;1;1.5;;
URGENCES_P;2013;340780642;340785856;NINF;6;;6;;0
URGENCES_P;2013;340780667;340000280;M9999;5;2;6;;0
URGENCES_P;2013;340780667;340000280;N1220;3;1;3.31;;0
URGENCES_P;2013;340780667;340000280;N2120;1;1;1.1;;0
URGENCES_P;2013;340780667;340000280;N2500;5;;5;;
URGENCES_P;2013;340780667;340000280;N2620;1;;1;;0
URGENCES_P;2013;340780667;340000280;N3120;;1;0.1;;
URGENCES_P;2013;340780667;340000280;N9999;16;3;16.41;;
URGENCES_P;2013;340780667;340000280;NINF;6;;6;;
URGENCES_P;2013;340780683;340000306;M9999;;12;7;;
URGENCES_P;2013;340780683;340000306;N1220;3;2;4;;
URGENCES_P;2013;340780683;340000306;N2120;1;;1;;
URGENCES_P;2013;340780683;340000306;N2500;2;1;2.33;;
URGENCES_P;2013;340780683;340000306;N3120;;1;0.5;;
URGENCES_P;2013;340780683;340000306;NINF;2;4;4.74;;
URGENCES_P;2013;340780717;340008150;M1140;2;1;2.13;;0
URGENCES_P;2013;340780717;340008150;M9999;2;5;5;;0
URGENCES_P;2013;340780717;340008150;N1220;2;1;1.5;;
URGENCES_P;2013;340780717;340008150;N2120;1;;0.3;;1
URGENCES_P;2013;340780717;340008150;N2500;5;;5;;
URGENCES_P;2013;340780717;340008150;N2620;1;1;1.96;;
URGENCES_P;2013;340780717;340008150;NINF;7;1;7.84;;
URGENCES_P;2013;340780725;340000330;N1220;2;;2;;
URGENCES_P;2013;340780725;340000330;N2120;1;;1;;
URGENCES_P;2013;340780725;340000330;N2500;2;;2;;
URGENCES_P;2013;340780725;340000330;N9999;12;;11.73;;
URGENCES_P;2013;340780725;340000330;NINF;7;;6.73;;
URGENCES_P;2013;340785161;340780477;M1140;6;3;6.96;;
URGENCES_P;2013;340785161;340780477;M9999;11;5;9.13;1;1
URGENCES_P;2013;340785161;340780477;N1220;11;1;9.5;;0
URGENCES_P;2013;340785161;340780477;N2120;4;4;5.4;;0
URGENCES_P;2013;340785161;340780477;N2500;46;12;54.99;;
URGENCES_P;2013;340785161;340780477;N3120;2;;1.93;;
URGENCES_P;2013;340785161;340780477;N9999;187;31;207.88;;
URGENCES_P;2013;340785161;340780477;NINF;74;10;81.06;;0
URGENCES_P;2013;350000121;350000303;M9999;7;;7;;
URGENCES_P;2013;350000121;350000303;N2120;1;;1;;
URGENCES_P;2013;350000121;350000303;N2500;3;5;7.04;;
URGENCES_P;2013;350000121;350000303;NINF;18;9;25.37;;
URGENCES_P;2013;350000147;350000022;M3020;0;1;0.5;;
URGENCES_P;2013;350000147;350000022;M9999;16;2;15.67;3;1
URGENCES_P;2013;350000147;350000022;N1220;;1;0.9;;0
URGENCES_P;2013;350000147;350000022;N2120;2;;2;;0
URGENCES_P;2013;350000147;350000022;N2500;20;9;27.6;;
URGENCES_P;2013;350000147;350000022;N3120;;2;1;;
URGENCES_P;2013;350000147;350000022;N9999;47;20;61.1;;
URGENCES_P;2013;350000147;350000022;NINF;25;8;29.6;3;1
URGENCES_P;2013;350000154;350000030;M9999;6;1;5.85;2;1
URGENCES_P;2013;350000154;350000030;N1220;1;;0.9;2;1
URGENCES_P;2013;350000154;350000030;N2120;1;;1;;0
URGENCES_P;2013;350000154;350000030;N2500;12;3;15.82;;
URGENCES_P;2013;350000154;350000030;N3120;1;1;0.63;;
URGENCES_P;2013;350000154;350000030;N9999;40;26;44.05;;
URGENCES_P;2013;350000154;350000030;NINF;10;17;19.39;;0
URGENCES_P;2013;350000162;350000048;M9999;10;0;7.49;;
URGENCES_P;2013;350000162;350000048;N1220;4;1;3.85;;0
URGENCES_P;2013;350000162;350000048;N2120;1;0;1;;0
URGENCES_P;2013;350000162;350000048;N2500;13;2;12.21;;
URGENCES_P;2013;350000162;350000048;N2620;4;0;0.86;;0
URGENCES_P;2013;350000162;350000048;N3120;2;0;0.19;;
URGENCES_P;2013;350000162;350000048;NINF;11;9;16.5;1;1
URGENCES_P;2013;350000188;350000055;M9999;6;3;8.05;2;1
URGENCES_P;2013;350000188;350000055;N1220;1;3;2.71;;0
URGENCES_P;2013;350000188;350000055;N2120;1;;1;;0
URGENCES_P;2013;350000188;350000055;N2500;14;;12.6;;
URGENCES_P;2013;350000188;350000055;N2620;3;;2.7;;1
URGENCES_P;2013;350000188;350000055;N9999;29;6;31.31;;
URGENCES_P;2013;350000188;350000055;NINF;10;4;13.3;;0
URGENCES_P;2013;350000741;350005179;M9999;23;1;15.6;;0
URGENCES_P;2013;350000741;350005179;N1220;1;2;2.6;;0
URGENCES_P;2013;350000741;350005179;N2120;3;0;2.76;;0
URGENCES_P;2013;350000741;350005179;N2500;43;9;52.4;;
URGENCES_P;2013;350000741;350005179;N9999;104;31;128.2;;
URGENCES_P;2013;350000741;350005179;NINF;44;18;58.85;;0
URGENCES_P;2013;350005146;350000733;M9999;5;;5;;
URGENCES_P;2013;350005146;350000733;N1220;2;2;3.6;;
URGENCES_P;2013;350005146;350000733;N2120;;1;0.5;;
URGENCES_P;2013;350005146;350000733;N2500;3;5;4.67;;
URGENCES_P;2013;350005146;350000733;NINF;7;5;10.3;;
URGENCES_P;2013;350007084;350005179;M1140;5;1;3.65;;
URGENCES_P;2013;350007084;350005179;M9999;6;2;6.13;;
URGENCES_P;2013;350007084;350005179;N1220;6;2;6.74;;
URGENCES_P;2013;350007084;350005179;N2120;1;0;0.71;;
URGENCES_P;2013;350007084;350005179;N2500;10;11;15.44;;
URGENCES_P;2013;350007084;350005179;N9999;46;37;69.75;;
URGENCES_P;2013;350007084;350005179;NINF;15;7;17.97;;
URGENCES_P;2013;360000038;360000046;M9999;3;29;6.33;;
URGENCES_P;2013;360000038;360000046;N1220;0;1;0.8;;
URGENCES_P;2013;360000038;360000046;N2120;0;1;0.4;;
URGENCES_P;2013;360000038;360000046;N2500;6;0;6;;
URGENCES_P;2013;360000038;360000046;N3120;0;1;0.1;;
URGENCES_P;2013;360000038;360000046;N9999;9;8;14.19;;
URGENCES_P;2013;360000038;360000046;NINF;3;5;6.89;;
URGENCES_P;2013;360000137;360000053;M9999;13;1;12.62;;1
URGENCES_P;2013;360000137;360000053;N1220;10;3;12.2;;
URGENCES_P;2013;360000137;360000053;N2120;2;;2;;
URGENCES_P;2013;360000137;360000053;N2500;12;4;15.2;;
URGENCES_P;2013;360000137;360000053;N2620;2;;2;;
URGENCES_P;2013;360000137;360000053;N3120;2;;2;;
URGENCES_P;2013;360000137;360000053;NINF;47;5;50.7;;
URGENCES_P;2013;360000160;360000079;M9999;6;;5.28;;1
URGENCES_P;2013;360000160;360000079;N1220;;2;1.26;;0
URGENCES_P;2013;360000160;360000079;N2120;;;0.5;;0
URGENCES_P;2013;360000160;360000079;N2500;;;6.74;;
URGENCES_P;2013;360000160;360000079;N9999;;;15.32;;
URGENCES_P;2013;360000160;360000079;NINF;;;6.82;;1
URGENCES_P;2013;370000093;370000192;M9999;6;;6;;
URGENCES_P;2013;370000093;370000192;N1220;4;;4;;
URGENCES_P;2013;370000093;370000192;N2500;3;0;3;;
URGENCES_P;2013;370000093;370000192;N3120;;1;0.5;;
URGENCES_P;2013;370000093;370000192;NINF;12;2;13.94;;
URGENCES_P;2013;370000499;370000481;M1140;2;3;2.45;;0
URGENCES_P;2013;370000499;370000481;M9999;7;3;6.95;;0
URGENCES_P;2013;370000499;370000481;N1220;2;2;1.53;;
URGENCES_P;2013;370000499;370000481;N2120;1;0;1;;
URGENCES_P;2013;370000499;370000481;N2500;9;5;13.85;;
URGENCES_P;2013;370000499;370000481;N3120;1;0;1;;
URGENCES_P;2013;370000499;370000481;N9999;29;27;48;;
URGENCES_P;2013;370000499;370000481;NINF;7;12;14.92;;
URGENCES_P;2013;370000531;370000606;M9999;8;8;3.93;1;1
URGENCES_P;2013;370000531;370000606;N1220;1;1;1.85;1;1
URGENCES_P;2013;370000531;370000606;N2120;;1;0.53;1;1
URGENCES_P;2013;370000531;370000606;N2500;9;1;10.95;;
URGENCES_P;2013;370000531;370000606;N3120;;1;0.2;;
URGENCES_P;2013;370000531;370000606;N9999;21;6;26.2;;
URGENCES_P;2013;370000531;370000606;NINF;10;3;11.5;1;1
URGENCES_P;2013;370000879;370000564;M9999;3;;3.48;2;1
URGENCES_P;2013;370000879;370000564;N1220;3;;1.76;2;1
URGENCES_P;2013;370000879;370000564;N2120;2;;0.9;2;1
URGENCES_P;2013;370000879;370000564;N2500;5;2;6.67;;
URGENCES_P;2013;370000879;370000564;NINF;12;3;12.71;2;1
URGENCES_P;2013;370000903;370000614;M9999;5;;4.76;;0
URGENCES_P;2013;370000903;370000614;N1220;2;;1.63;;0
URGENCES_P;2013;370000903;370000614;N2120;2;;0.61;;0
URGENCES_P;2013;370000903;370000614;N2500;7;;6.21;;
URGENCES_P;2013;370000903;370000614;NINF;4;4;8.1;;0
URGENCES_P;2013;370004467;370000481;M3020;2;;2.39;;
URGENCES_P;2013;370004467;370000481;M9999;14;;14.37;2;1
URGENCES_P;2013;370004467;370000481;N1220;3;2;5.34;;
URGENCES_P;2013;370004467;370000481;N2120;2;0;0.9;;
URGENCES_P;2013;370004467;370000481;N2500;38;11;46.63;;
URGENCES_P;2013;370004467;370000481;N3120;2;0;2;;
URGENCES_P;2013;370004467;370000481;N9999;96;41;123.37;;
URGENCES_P;2013;370004467;370000481;NINF;45;24;61.52;;
URGENCES_P;2013;370007569;370007528;M9999;6;;6;;
URGENCES_P;2013;370007569;370007528;N1220;2;1;2.75;;
URGENCES_P;2013;370007569;370007528;N2120;1;;1;;
URGENCES_P;2013;370007569;370007528;N2500;2;;2;;
URGENCES_P;2013;370007569;370007528;N9999;13;2;14.28;;
URGENCES_P;2013;370007569;370007528;NINF;7;2;8.53;;
URGENCES_P;2013;380000026;380780031;M9999;3;2;4.5;;
URGENCES_P;2013;380000026;380780031;N1220;1;;0.5;;
URGENCES_P;2013;380000026;380780031;N2120;;;0.2;;
URGENCES_P;2013;380000026;380780031;N9999;6;;6.08;;
URGENCES_P;2013;380000026;380780031;NINF;2;;2.12;;
URGENCES_P;2013;380000034;380780049;M9999;18;2;15.87;;
URGENCES_P;2013;380000034;380780049;N1220;;1;0.8;;
URGENCES_P;2013;380000034;380780049;N2120;1;;1;;
URGENCES_P;2013;380000034;380780049;N2500;4;6;11.25;;
URGENCES_P;2013;380000034;380780049;N9999;23;16;53.3;;
URGENCES_P;2013;380000034;380780049;NINF;14;6;31.63;;
URGENCES_P;2013;380000042;380780056;M9999;4;3;5.27;;
URGENCES_P;2013;380000042;380780056;N1220;1;3;2.54;;
URGENCES_P;2013;380000042;380780056;N2120;1;;0.5;;
URGENCES_P;2013;380000042;380780056;N2500;;;0.03;;
URGENCES_P;2013;380000042;380780056;NINF;9;1;9.75;;
URGENCES_P;2013;380000067;380780080;M1140;3;1;3.4;;0
URGENCES_P;2013;380000067;380780080;M9999;28;10;27.98;1;1
URGENCES_P;2013;380000067;380780080;N1220;6;1;6.13;;
URGENCES_P;2013;380000067;380780080;N2120;6;;5.11;;
URGENCES_P;2013;380000067;380780080;N2500;44;11;51.78;;
URGENCES_P;2013;380000067;380780080;N2620;13;;12.41;;
URGENCES_P;2013;380000067;380780080;N3120;2;;1.5;;
URGENCES_P;2013;380000067;380780080;N9999;169;32;188.64;;
URGENCES_P;2013;380000067;380780080;NINF;72;18;85.19;;
URGENCES_P;2013;380000174;380781435;M1140;4;0;0.75;;0
URGENCES_P;2013;380000174;380781435;M3020;4;1;0.52;;
URGENCES_P;2013;380000174;380781435;M9999;20;3;9.47;2;1
URGENCES_P;2013;380000174;380781435;N1220;3;4;3.6;2;1
URGENCES_P;2013;380000174;380781435;N2120;2;;1.1;2;1
URGENCES_P;2013;380000174;380781435;N2500;24;3;23.39;;
URGENCES_P;2013;380000174;380781435;N3120;1;0;0.4;;
URGENCES_P;2013;380000174;380781435;N9999;50;15;52.65;;
URGENCES_P;2013;380000174;380781435;NINF;20;8;23.37;2;1
URGENCES_P;2013;380000406;380784751;M9999;9;3;10;;
URGENCES_P;2013;380000406;380784751;N1220;5;2;6.11;2;1
URGENCES_P;2013;380000406;380784751;N2120;1;0;0.75;2;1
URGENCES_P;2013;380000406;380784751;N2500;4;3;5.28;;
URGENCES_P;2013;380000406;380784751;N2620;0;0;0;1;1
URGENCES_P;2013;380000406;380784751;N3120;2;0;1.1;;
URGENCES_P;2013;380000406;380784751;N9999;39;19;45.4;;
URGENCES_P;2013;380000406;380784751;NINF;14;13;22.8;1;1
URGENCES_P;2013;380012658;380012609;M9999;0;16;13.9;;0
URGENCES_P;2013;380012658;380012609;N1220;2;4;4.4;;0
URGENCES_P;2013;380012658;380012609;N2120;1;;1;;0
URGENCES_P;2013;380012658;380012609;N2500;3;4;5.1;;
URGENCES_P;2013;380012658;380012609;N2620;2;3;4.4;;0
URGENCES_P;2013;380012658;380012609;N3120;;1;0.5;;
URGENCES_P;2013;380012658;380012609;NINF;9;15;19.65;;0
URGENCES_P;2013;380781450;380798140;M9999;4;;4;;
URGENCES_P;2013;380782722;380780080;M9999;2;;2;;0
URGENCES_P;2013;380782722;380780080;N2120;1;;1;;
URGENCES_P;2013;380782722;380780080;N2500;1;;1;;
URGENCES_P;2013;380782722;380780080;N2620;7;;7.5;;
URGENCES_P;2013;380782722;380780080;N9999;18;6;24.34;;
URGENCES_P;2013;380782722;380780080;NINF;5;4;7.96;;
URGENCES_P;2013;380785956;380795211;M9999;5;3;6.8;;0
URGENCES_P;2013;380785956;380795211;N1220;3;;3;;
URGENCES_P;2013;380785956;380795211;N2120;1;;1;;
URGENCES_P;2013;380785956;380795211;N2500;3;;3;;
URGENCES_P;2013;380785956;380795211;N2620;1;;1;;
URGENCES_P;2013;380785956;380795211;NINF;12;;12;;
URGENCES_P;2013;390000040;390780146;M9999;4;1;4.32;;0
URGENCES_P;2013;390000040;390780146;N1220;2;1;2.66;;0
URGENCES_P;2013;390000040;390780146;N2120;;1;0.8;2;1
URGENCES_P;2013;390000040;390780146;N2500;11;5;12.21;;
URGENCES_P;2013;390000040;390780146;N2620;7;;7;;0
URGENCES_P;2013;390000040;390780146;N9999;47;15;54.05;;
URGENCES_P;2013;390000040;390780146;NINF;18;7;22.65;;0
URGENCES_P;2013;390000065;390780161;M9999;0;9;4.04;1;1
URGENCES_P;2013;390000065;390780161;N1220;0;3;1.05;3;1
URGENCES_P;2013;390000065;390780161;N2120;0;1;0.5;3;1
URGENCES_P;2013;390000065;390780161;N2500;0;8;2.86;;
URGENCES_P;2013;390000065;390780161;N9999;;28;10.56;;
URGENCES_P;2013;390000065;390780161;NINF;0;16;6.4;3;1
URGENCES_P;2013;390000214;390780591;M9999;2;9;5.3;1;1
URGENCES_P;2013;390000214;390780591;N2120;;;0.38;1;1
URGENCES_P;2013;390000214;390780591;N2500;1;1;0.72;;
URGENCES_P;2013;390000214;390780591;N9999;4;8;9.2;;
URGENCES_P;2013;390000214;390780591;NINF;3;7;8.1;1;1
URGENCES_P;2013;390000222;390780609;M9999;7;2;8.17;3;1
URGENCES_P;2013;390000222;390780609;N1220;4;;4;;0
URGENCES_P;2013;390000222;390780609;N2120;0;1;0.5;3;1
URGENCES_P;2013;390000222;390780609;N2500;1;;1;;
URGENCES_P;2013;390000222;390780609;N9999;22;3;19.96;;
URGENCES_P;2013;390000222;390780609;NINF;11;2;9.71;3;1
URGENCES_P;2013;400000105;400780193;M9999;18;;12.21;2;1
URGENCES_P;2013;400000105;400780193;N1220;6;;7.22;2;1
URGENCES_P;2013;400000105;400780193;N2120;1;;0.83;;0
URGENCES_P;2013;400000105;400780193;N2500;15;4;17.99;;
URGENCES_P;2013;400000105;400780193;N3120;1;;0.6;;
URGENCES_P;2013;400000105;400780193;N9999;43;10;49.85;;
URGENCES_P;2013;400000105;400780193;NINF;19;6;21.79;;0
