BOR;AN;FI;FI_EJ;AUTSU;AUTGEN;AUTSAIS;AUTPED;SPEC;CARD;CHIR;NEURO;OPHTA;AUTRE;EMG;RPU;TRSPU
URGENCES;2013;620000034;620100057;1;1;0;1;1;1;1;1;;;1;1;1
URGENCES;2013;620000224;620100651;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;620000257;620100685;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;620000323;620101337;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;620000349;620101360;1;1;0;0;;;;;;;;;
URGENCES;2013;620000653;620103440;1;1;0;1;1;1;1;1;1;1;1;0;0
URGENCES;2013;620003202;620103432;1;1;0;0;1;1;1;1;;1;1;;
URGENCES;2013;620003350;620001834;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;620003376;620001834;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;620025346;620001834;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;620100735;620000265;1;1;0;0;;;;;;;;;
URGENCES;2013;620106088;620000976;1;1;0;0;;;;;;;;;
URGENCES;2013;630000404;630780989;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;630000412;630780997;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;630000420;630781003;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;630000438;630781011;1;1;0;0;;;;;;;0;0;
URGENCES;2013;630000446;630781029;1;1;0;0;0;;;;;;0;;
URGENCES;2013;630780211;630000107;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;630781268;630780989;1;0;0;1;;;;;;;;;
URGENCES;2013;640000162;640780417;1;1;0;1;;1;1;1;;1;1;1;1
URGENCES;2013;640000402;640780813;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;640000410;640780821;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;640000600;640781290;1;1;0;1;0;;;;;;1;0;0
URGENCES;2013;640017646;640017638;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;640780433;640012209;1;1;0;0;;;;;;;;;
URGENCES;2013;640780490;640000212;1;1;0;0;1;1;1;1;1;1;0;1;1
URGENCES;2013;640780748;640000360;1;1;1;0;;;;;;;;;
URGENCES;2013;640780938;640000451;1;1;0;0;1;;1;;;1;0;0;
URGENCES;2013;650000045;650780158;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;650000052;650780166;1;1;0;0;;1;;1;;1;0;1;1
URGENCES;2013;650000417;650783160;1;1;0;0;;;;;;;;;1
URGENCES;2013;650780679;650000243;1;1;0;0;1;1;1;;1;1;0;1;1
URGENCES;2013;650784218;650780174;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;660000084;660780180;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;660780628;660000282;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;660780776;660000399;1;1;0;0;1;;1;;;;0;1;1
URGENCES;2013;660780784;660000407;1;1;0;0;1;1;;;;;0;1;1
URGENCES;2013;660790387;660790379;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;670000025;670780055;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;670000157;670780337;1;1;0;1;;;;;;;1;1;1
URGENCES;2013;670000165;670780345;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;670000272;670780543;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;670000397;670780691;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;670016237;670016211;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;670780212;670014604;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;670783273;670780055;1;1;0;1;1;1;1;1;;;0;1;1
URGENCES;2013;680000197;680000049;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;680000320;680000643;1;1;0;0;0;1;;;;;0;1;1
URGENCES;2013;680000544;680000395;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;680000601;680000437;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;680000627;680000486;1;0;0;1;0;;;;;;0;1;1
URGENCES;2013;680000684;680000973;1;1;0;0;;;;;1;;1;1;1
URGENCES;2013;680000700;680001005;1;1;0;0;0;;;;;;0;;
URGENCES;2013;680001245;680000973;1;0;0;1;0;;;;;;0;1;1
URGENCES;2013;680004546;680000486;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;690000013;690780036;1;1;0;0;1;1;1;1;1;1;0;0;0
URGENCES;2013;690000575;690782222;1;1;0;0;0;;;;;;1;0;
URGENCES;2013;690000625;690782271;1;1;0;0;;;;;;;0;0;0
URGENCES;2013;690007539;690781810;1;0;0;1;;;;;;;;;
URGENCES;2013;690023411;690000252;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690780093;750821092;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;690780382;690000211;1;1;0;0;1;1;1;1;;1;0;1;1
URGENCES;2013;690780390;690000229;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690780416;690031190;1;1;0;0;0;1;1;;;1;0;1;1
URGENCES;2013;690780648;690036900;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690780655;690000377;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690782834;690000724;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690783154;690781810;1;1;0;0;0;;;;;;1;;
URGENCES;2013;690784137;690781810;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;690784152;690781810;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;690805361;690805353;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;690807367;690003447;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;700000011;700780026;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;700000029;700004591;1;1;0;0;0;;;;;;0;;
URGENCES;2013;710010067;710780644;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;710010786;710781451;1;1;0;0;1;1;1;1;;1;0;;
URGENCES;2013;710978263;710780958;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;710978289;710780263;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;710978313;710976705;1;1;0;0;0;;;;;;;;
URGENCES;2013;710978347;710781204;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;720000033;720000025;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;720000124;720000066;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;720000470;610780082;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;720000520;720000140;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;720001437;720006022;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;720016179;720016724;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;720017748;720000561;1;1;0;0;0;;;;;;0;;
URGENCES;2013;730000031;730000015;1;1;0;0;;;;;;;1;1;
URGENCES;2013;730000049;730002839;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;730000080;730780103;1;1;0;0;;;;;;;1;1;1
URGENCES;2013;730000098;730780111;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;730000247;730780525;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;730000262;730002839;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;730004298;730010048;1;1;0;0;1;;1;;;1;0;1;1
URGENCES;2013;740000237;740781133;1;1;0;0;;;;;;;1;1;1
URGENCES;2013;740000294;740781208;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;740000302;740781216;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;740000328;740790381;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;740014345;740000617;1;1;0;0;1;;1;;;;0;1;1
URGENCES;2013;740780424;740000120;1;1;0;0;1;;1;;1;1;0;1;1
URGENCES;2013;740781141;740790258;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;740781224;740001839;1;1;0;0;0;;;;;;1;1;
URGENCES;2013;750000481;750110025;1;1;0;0;1;;;;1;;0;0;0
URGENCES;2013;750000523;750150120;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;750000549;750150229;1;1;0;0;1;;;;1;;0;0;0
URGENCES;2013;750100018;750712184;1;1;0;0;1;1;1;;1;;1;1;
URGENCES;2013;750100042;750712184;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;750100075;750712184;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;750100091;750712184;1;1;0;0;0;;;;;;1;;
URGENCES;2013;750100109;750712184;1;0;0;1;0;;;;;;0;1;1
URGENCES;2013;750100125;750712184;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;750100166;750712184;1;1;0;0;1;1;1;;1;1;1;1;0
URGENCES;2013;750100208;750712184;1;0;0;1;1;;;;;1;0;0;0
URGENCES;2013;750100232;750712184;1;1;0;0;;;;;;;;;
URGENCES;2013;750100273;750712184;1;1;0;0;0;;;;;;0;;
URGENCES;2013;750150237;750006728;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;750803447;750712184;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;750803454;750712184;1;0;0;1;1;;1;;;;0;1;1
URGENCES;2013;760000018;760780023;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;760000042;760780056;1;1;0;0;;;;;;;0;0;0
URGENCES;2013;760000141;760780239;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;760000158;760780239;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;760000364;760780734;1;1;0;0;1;1;1;;;1;1;1;1
URGENCES;2013;760000372;760780742;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;760000463;760024042;1;1;0;0;1;1;1;1;;1;1;1;1
URGENCES;2013;760021329;760000448;1;1;0;0;1;1;1;1;1;;0;1;1
URGENCES;2013;760780510;760000257;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;760780791;760000414;1;1;0;0;;;;;;;0;1;0
URGENCES;2013;760805770;760780726;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;760921809;760000273;1;1;0;0;;;;;;;;;
URGENCES;2013;770000131;770110013;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;770000149;770110021;1;1;0;1;0;;;;;;1;0;0
URGENCES;2013;770000156;770110054;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;770000164;770110062;1;1;0;0;0;;;;;;;;
URGENCES;2013;770000172;770110070;1;1;0;1;0;;;;;;1;0;0
URGENCES;2013;770000214;770130052;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;770000446;770700185;1;1;0;1;1;;;;1;;;;
URGENCES;2013;770019032;770170017;1;1;0;1;0;;;;;;1;1;0
URGENCES;2013;770300135;770000289;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;770790707;770000719;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;780000287;780110011;1;1;0;1;0;;;;;;1;1;
URGENCES;2013;780000295;780002697;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;780000311;780001236;1;1;0;1;0;;;;;;;;
URGENCES;2013;780000329;780110052;1;1;0;1;1;1;1;1;;;1;1;1
URGENCES;2013;780000436;780150041;1;1;0;0;1;;1;;;;0;0;0
URGENCES;2013;780300323;780003679;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;780300406;780018032;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;780300414;780000675;1;1;0;0;1;1;1;;;1;0;1;
URGENCES;2013;780300422;780002259;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;780300455;780000717;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;780800256;780110078;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;790000087;790000012;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;790000095;790006654;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;790000103;790006654;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;790003537;790006654;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;790009948;790001242;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;800000143;800000028;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;800000192;800000044;1;1;0;1;0;;;;;;0;;0
URGENCES;2013;800000226;800000069;1;1;0;0;;;;;;;0;1;0
URGENCES;2013;800000390;800000085;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;800000432;800000093;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;800006124;800000044;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;800015729;800015679;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;810000224;810000471;1;1;0;0;1;1;1;1;;1;0;1;1
URGENCES;2013;810000505;810000331;1;1;0;0;0;;;;;;;1;1
URGENCES;2013;810000521;810000380;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;810000562;810000455;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;810101444;810000992;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;820000032;820000016;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;820000057;820000131;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;820000883;820004950;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;830000279;830100517;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;830000287;830100525;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;830000295;830100533;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;830000311;830100566;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;830000337;830100590;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;830000345;830100616;1;1;0;1;1;1;1;1;1;1;1;1;1
URGENCES;2013;830100574;750821092;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;830100608;830100616;1;1;0;0;0;;;;;;;1;1
URGENCES;2013;830200523;830210084;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;840000343;840000012;1;1;0;0;;;;;;;;;
URGENCES;2013;840000392;840000046;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;840000418;840004659;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;840000483;840000087;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;840000491;130041916;1;1;0;0;0;;;;;;;;
URGENCES;2013;840000525;840000111;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;840000533;840000129;1;1;0;0;1;;;;;1;1;1;1
URGENCES;2013;840001861;840006597;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;850000118;850013244;1;1;0;0;1;;1;;1;1;0;1;0
URGENCES;2013;850000142;850000019;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;850000175;850009010;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;850000209;850000019;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;850000225;850000019;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;850000241;850000084;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;850009630;850000035;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;860000025;860780063;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;860000033;860780071;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;860000058;860780097;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;860000223;860013077;1;1;0;1;0;;;;;;1;1;0
URGENCES;2013;860010321;860010313;1;1;0;0;0;;;;;;;;
URGENCES;2013;870000064;870000015;1;1;0;0;;1;;;1;;1;1;1
URGENCES;2013;870000098;870000023;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;870000270;870000031;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;870000288;870017415;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;870014859;870000015;1;0;0;1;0;;;;;;0;1;1
URGENCES;2013;880000021;880007059;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;880000047;880780077;1;1;0;0;1;1;1;1;1;1;1;1;1
URGENCES;2013;880000054;880007299;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;880000062;880780093;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;880000070;880007299;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;890002389;890000730;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;890975527;890000037;1;1;0;1;0;;;;;;;;
URGENCES;2013;890975535;890000409;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;890975543;890000417;1;1;0;0;1;1;1;1;1;1;1;1;1
URGENCES;2013;890975550;890970569;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;890975568;890000433;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;900000167;900000365;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;910000272;910110014;1;1;0;1;0;;;;;;;;
URGENCES;2013;910000280;910019447;1;1;0;0;;;;;;;;;
URGENCES;2013;910000298;910110055;1;1;0;1;0;;;;;;1;0;0
URGENCES;2013;910000306;910110063;1;1;0;1;0;;;;;;1;0;
URGENCES;2013;910001973;910019447;1;1;0;0;;;;;;;0;;
URGENCES;2013;910018423;910019454;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;910020254;910002773;1;1;0;1;1;1;1;1;;1;1;1;1
URGENCES;2013;910300144;910000447;1;1;0;0;;;;;;;0;1;1
URGENCES;2013;910300219;910003888;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;910300300;910000538;1;1;0;0;1;1;1;1;;1;0;1;1
URGENCES;2013;910803543;910017615;1;1;0;0;1;1;1;;;1;0;0;0
URGENCES;2013;920000577;920110020;1;1;0;0;0;;;;;;;;
URGENCES;2013;920000585;920026374;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;920000619;920009909;1;1;0;0;0;;1;;;1;0;0;0
URGENCES;2013;920000627;920009909;1;1;0;0;0;;1;;;1;0;0;0
URGENCES;2013;920000643;920150034;1;1;0;1;0;;;;;;;;
URGENCES;2013;920000650;920150059;1;1;0;0;1;1;1;1;1;1;1;1;1
URGENCES;2013;920100013;750712184;1;1;0;1;1;1;1;;1;;1;;
URGENCES;2013;920100021;750712184;1;1;0;1;1;;;;;1;1;1;0
URGENCES;2013;920100039;750712184;1;1;0;0;0;;;;;;1;1;1
URGENCES;2013;920100047;750712184;1;1;0;1;1;;1;;;;0;1;1
URGENCES;2013;920120011;750821092;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;920300043;920001526;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;920300597;920000940;1;1;0;0;1;;1;;;1;0;0;0
URGENCES;2013;930000286;930021480;1;1;0;1;0;;;;;;1;1;0
URGENCES;2013;930000302;930110036;1;1;0;1;0;;;;;;0;0;0
URGENCES;2013;930000328;930110051;1;1;0;1;0;;;;;;1;0;0
URGENCES;2013;930000336;930110069;1;1;0;1;0;;;;;;1;1;
URGENCES;2013;930100037;750712184;1;1;0;0;0;;;;;;1;0;
URGENCES;2013;930100045;750712184;1;1;0;1;;;;;;;0;0;
URGENCES;2013;930300025;930000393;1;1;0;0;1;1;1;1;1;1;0;1;1
URGENCES;2013;930300066;930000401;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;930300082;930000419;1;1;0;0;1;1;1;1;1;1;0;1;1
URGENCES;2013;930300116;930000427;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;930300553;930000633;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;930300595;930000658;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;940000573;940110018;1;1;0;1;;;;;;;0;1;0
URGENCES;2013;940000599;940110042;1;1;0;1;1;;1;;1;1;1;1;1
URGENCES;2013;940000649;940150014;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;940100027;750712184;1;1;0;0;0;;;;;;1;1;0
URGENCES;2013;940100043;750712184;1;1;0;1;;;;;;;;;
URGENCES;2013;940120017;750821092;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;940300031;940000706;1;1;0;0;;1;1;;;1;0;1;0
URGENCES;2013;940300270;940000771;1;1;0;0;;;;;;;0;0;
URGENCES;2013;940300445;940000854;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;940300569;940000912;1;1;0;0;0;;;;;;0;1;0
URGENCES;2013;950000307;950110015;1;1;0;1;1;1;1;;;;1;1;1
URGENCES;2013;950000315;950001370;1;1;0;0;0;;;;;;1;0;0
URGENCES;2013;950000323;950013870;1;1;0;0;1;1;1;1;1;1;1;1;1
URGENCES;2013;950000331;950110049;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;950000349;950015289;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;950000356;950013870;1;0;0;1;;;;;;;;;
URGENCES;2013;950000364;950110080;1;1;0;1;0;;;;;;;;
URGENCES;2013;950016139;950015289;1;0;0;0;;;;;;;0;0;0
URGENCES;2013;950300244;950000539;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;950300277;950000547;1;1;0;0;0;;;;;;0;0;
URGENCES;2013;950807982;950001636;1;1;0;0;0;1;1;;;;0;1;0
URGENCES;2013;970100392;970100178;1;1;0;0;0;;;;;;;1;1
URGENCES;2013;970100400;970100186;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;970100426;970100202;1;1;0;0;0;;;;;;0;1;0
URGENCES;2013;970100442;970100228;1;1;0;1;0;;;;;;0;0;0
URGENCES;2013;970107249;970100731;1;1;0;0;0;;;;;;0;1;1
URGENCES;2013;970211215;970211207;1;1;0;0;;;;;;;;;
URGENCES;2013;970211223;970211207;1;1;0;1;;;;;;;0;0;
URGENCES;2013;970211231;970211207;1;1;0;0;;;;;;;;;
URGENCES;2013;970211256;970211207;1;0;0;1;;;;;;;;;
URGENCES;2013;970300026;970302022;1;1;0;1;0;;;;;;0;1;1
URGENCES;2013;970300083;970302121;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;970300265;750721334;1;1;0;0;0;;;;;;0;0;0
URGENCES;2013;970400024;970408589;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;970400057;970408589;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;970400065;970421038;1;1;0;1;0;;;;;;1;1;1
URGENCES;2013;970400073;970403606;1;1;0;0;0;;;;;;0;;
URGENCES;2013;980500011;980500003;1;1;0;0;0;;;;;;0;1;1
