BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;EFFPL_MED;pct80;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2013;130782147;130000979;SURVADU;16;5840;799;;;5265;;;3;;7;6;;1;13;13;;0.5;6;;6;;2;0.5;;;
REA;2013;130782147;130000979;USIC;6;2190;618;;;1752;;;2;;7;6;;1;7.65;7;1;0.5;4;;4;;2;0.5;;;
REA;2013;130782162;130000987;SURVADU;5;1300;61;;;659;;;;;2;0.8;;1;3.5;;4;0.45;;2;1.5;;1;0.3;;;
REA;2013;130783236;130786049;AUTSI;12;3545;708;;;2920;;;1;;2;1.35;;;;;;;;;;;;;;;
REA;2013;130783236;130786049;REAADU;12;4380;555;622;28;4248;17;;7;10;0;3.73;7;0;73.4;70;4;6.19;31;5;34.39;;;;2;9;10.42
REA;2013;130783236;130786049;SITOT;12;3545;708;;;2920;;;;;;;;;;;;;;;;;;;;;
REA;2013;130783236;130786049;SURVADU;6;2154;545;;;2659;;;4;;0;0.78;;;;;;;;;;;;;;;
REA;2013;130783293;130786049;REAADU;34;12410;1983;2103;94;15563;11;;29;13;1;18.57;13;0;150.91;142;13;13;71;4;72.25;;;;1;30;29.82
REA;2013;130783293;130786049;SITOT;28;10220;2592;;;8348;;;;;;;;;;;;;;;;;;;;;
REA;2013;130783293;130786049;SIUNV;8;2920;917;;;2215;;;1;;0;0.1;;;;;;;;;;;;;;;
REA;2013;130783293;130786049;SURVADU;26;9490;3534;;;8993;;;6;;0;1.3;3;0;37.23;30;8;2.5;22;7;27.44;;;;1;8;5.62
REA;2013;130783293;130786049;USIC;20;7300;1675;;;6133;;;2;;0;0.3;;;;;;;;;;;;;;;
REA;2013;130783327;130001415;REAADU;8;2920;302;314;17;2280;40;35;;33;5;5;1;;17;17;;0.5;10;;10;;1;0.25;;;
REA;2013;130783327;130001415;SURVADU;10;3650;387;;;2237;;;;;13;2.4;1;;10;10;;0.5;3;;3;;1;0.25;;;
REA;2013;130784051;130037823;REAADU;20;7300;1459;1539;7;7284;26;27;8;14;10;18;2;;41.79;36;9;2;30;;25.72;;2;2;;;
REA;2013;130784051;130037823;SITOT;12;4380;1103;;;4139;;;;;;;;;;;;;;;;;;;;;
REA;2013;130784051;130037823;SURVADU;32;11680;1704;;;11982;;;2;;8;10;2;;20.24;19;3;2;15;;13.9;;1;1;;;
REA;2013;130784051;130037823;USIC;12;4380;1103;;;4139;;;2;;8;10;1;;13.15;14;;1;11;;9.77;;1;1;;;
REA;2013;130784713;130038847;REAADU;8;2920;281;289;6;2738;11;;3;26;;3;1;;17.07;15;3;1;7;4;9.35;;;;;1;0.61
REA;2013;130784713;130038847;SITOT;20;7300;1354;;;7761;;;;;;;;;;;;;;;;;;;;;
REA;2013;130784713;130038847;SURVADU;44;16060;1476;;;12615;;;6;;9;12.25;1;3;54.8;48;9;1.75;16;4;13.59;;;;;2;2
REA;2013;130784713;130038847;USIC;20;7300;1354;;;7761;;;3;;3;4.25;1;;23;20;3;1;4;3;6.75;;;;;1;1
REA;2013;130785355;130002157;REAADU;9;2187;162;167;5;2750;19;;;14;;;;;;;;;;;;;;;;;
REA;2013;130785355;130002157;SURVADU;9;2187;229;;;1502;;;;;;;;;34.42;41;1;;17;1;10.51;;;;;7;6.92
REA;2013;130785363;130042930;REAADU;8;1696;113;115;3;1637;35;;;19;;;;;;;;;;;;;;;;;
REA;2013;130785363;130042930;SURVADU;6;1272;220;;;882;;;;;;;;;;;;;;;;;;;;;
REA;2013;130785652;130014228;REAADU;10;3650;1191;1325;96;5688;10;;7;25;3;8.9;;3;20.97;22;1;0.75;8;;6.91;;1;0.25;1;5;6
REA;2013;130785652;130014228;SITOT;10;3650;1163;;;2618;;;;;;;;;;;;;;;;;;;;;
REA;2013;130785652;130014228;SURVADU;10;3650;701;;;3276;;;3;;1;3.39;;3;13.69;12;5;0.75;2;;2;;1;0.25;;4;3.98
REA;2013;130785652;130014228;SURVENF;6;2190;608;;;1264;;;1;;;0.5;;;;;;;;;;;;;;;
REA;2013;130785652;130014228;USIC;10;3650;1163;;;2618;;;5;;18;8.5;;3;9.56;6;9;0.75;3;;2.27;;1;0.25;;6;4.24
REA;2013;130785678;130002249;REAADU;10;3650;180;192;9;3162;23;;5;42;3;6.5;1;;18.72;19;1;1;11;;10.81;;1;0.5;;;
REA;2013;130785678;130002249;SITOT;6;2190;263;;;2395;;;;;;;;;;;;;;;;;;;;;
REA;2013;130785678;130002249;SURVADU;20;7300;700;;;9772;;;5;;3;6.5;1;;18;19;;1;14;;11.66;;1;0.5;;;
REA;2013;130785678;130002249;USIC;6;2190;263;;;2395;;;;;7;3.5;;;8;8;;;3;;3;;1;0.5;;;
REA;2013;130786361;130002447;REAADU;8;2920;319;333;5;3027;9;;;26;;;2;;28.73;25;4;2;15;7;21.66;;;;1;7;7.12
REA;2013;130786361;130002447;SURVADU;12;4380;951;;;3893;;;;;;;;;;;;;;;;;;;;;
REA;2013;130786742;750821092;REAADU;10;3650;410;427;11;2739;9;39;3;20;0;1.97;1;0;20.82;24;0;0.96;13;1;13.54;1;0;0.19;0;5;4.04
REA;2013;130786742;750821092;SURVADU;3;183;14;;;36;;;0;;0;0.08;0;0;0.83;0;0;0.04;0;0;0.54;0;0;0.01;0;0;0.16
REA;2013;130804297;130786049;AUTSI;7;2555;46;;;2053;;;4;;5;2.3;;;;;;;;;;;;;;;
REA;2013;130804297;130786049;REAENF;12;4368;723;783;43;3834;18;;14;;2;7.84;17;2;34.38;34;0;16.72;20;2;20.12;;;;1;6;7.19
REA;2013;130804297;130786049;SITOT;7;2555;46;;;2053;;;;;;;;;;;;;;;;;;;;;
REA;2013;130804297;130786049;SURVENF;26;9342;1292;;;9296;;;1;;0;0.2;8;0;7.65;14;0;1.58;9;2;7.19;;;;1;4;2.3
REA;2013;130810740;130007362;REAADU;8;2920;258;261;12;3154;57;51;;23;;;1;;15.97;12;5;1;6;6;10.25;;;;;;
REA;2013;130810740;130007362;REAENF;;;0;0;0;0;0;;;;;;;;;;;;2;;;;;;;;
REA;2013;130810740;130007362;SURVADU;13;4745;618;;;2671;;;;;;;1;;5.86;5;1;1;2;4;5.75;;;;;;
REA;2013;140000027;140000035;REAADU;8;2915;310;322;11;2283;12;24;3;27;7;2.8;1;0;16.42;14;3;0.6;11;1;11.15;0;0;0;2;1;2.1
REA;2013;140000027;140000035;SITOT;2;730;229;;;557;;;;;;;;;;;;;;;;;;;;;
REA;2013;140000027;140000035;SIUNV;2;730;229;;;557;;;4;;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;140000027;140000035;SURVADU;4;1460;241;;;909;;;3;;7;1;1;0;4.47;5;2;0.3;3;3;4.07;0;0;0;1;1;0.87
REA;2013;140000209;140000100;AUTSI;19;6935;950;;;6518;;;10;;1;1.34;1;;21.53;13;12;1;14;5;16.57;;;;2;6;7.61
REA;2013;140000209;140000100;REAADU;61;22050;2143;2323;245;18829;3;38;18;11;1;13.4;6;1;128.83;98;41;7.01;55;30;75.24;;;;7;22;27.72
REA;2013;140000209;140000100;REAENF;8;2920;360;371;25;2046;6;;2;;2;3.52;9;6;1.04;1;;12.77;7;1;8;;;;;4;2.95
REA;2013;140000209;140000100;SITOT;43;15877;4006;;;14562;;;;;;;;;;;;;;;;;;;;;
REA;2013;140000209;140000100;SIUNV;6;2190;554;;;2086;;;3;;;1.08;;;5.27;4;5;;4;3;4.11;;;;1;;0.8
REA;2013;140000209;140000100;SURVADU;24;8760;1588;;;6455;;;7;;;1.25;2;;19.08;15;11;0.37;11;10;15.84;;;;;2;1.1
REA;2013;140000209;140000100;SURVENF;14;5110;1033;;;5718;;;2;;1;1.77;3;7;2.77;2;2;8.41;6;5;6.43;;;;;1;0.5
REA;2013;140000209;140000100;USIC;18;6752;2502;;;5958;;;1;;;0.5;;1;21.56;12;12;0.8;10;11;16.74;;;;;9;5.61
REA;2013;140000233;140000118;REAADU;0;0;8;8;0;58;0;0;0;25;;;;;;;;;;;;;;;;;
REA;2013;140000233;140000118;SURVADU;5;1825;435;;;1556;;;1;;;1;1;;7.18;5;2;0.05;6;;6.99;;;;;1;1.01
REA;2013;140000373;140000159;SURVADU;8;2920;762;;;2601;;;;;;;;2;9.33;10;;0.27;7;;7;;;;;1;1
REA;2013;140000555;140000639;AUTSI;;;34;;;576;;;;;;;;;;;;;;;;;;;;;
REA;2013;140000555;140000639;SITOT;;;34;;;576;;;;;;;;;;;;;;;;;;;;;
REA;2013;140000555;140000639;SURVADU;6;2190;500;;;1811;;;5;;;5.73;;;2.46;1;2;;3;1;3.49;;;;;;
REA;2013;140004383;140000100;SURVADU;4;1460;177;;;1161;;;3;;;0.18;1;;1.8;1;1;0.08;1;1;1.8;;;;;;
REA;2013;140016759;140003146;SURVADU;6;2190;534;;;1819;;;;;1;0.25;;2;6.7;5;3;0.2;4;2;4.68;;;;3;1;2.34
REA;2013;140017237;140003278;REAADU;16;5840;1310;1356;5;5133;10;;17;23;;1;1;;28.05;16;13;0.75;8;1;8.8;;;;;;
REA;2013;140017237;140003278;SITOT;8;2920;854;;;2736;;;;;;;;;;;;;;;;;;;;;
REA;2013;140017237;140003278;SURVADU;5;1825;827;;;1694;;;17;;;1;1;;3.57;2;2;0.25;3;1;3.76;;;;;;
REA;2013;140017237;140003278;USIC;8;2920;854;;;2736;;;5;;;1;1;;6.77;6;1;0.3;3;1;3.84;;;;;;
REA;2013;140018730;140000423;SURVADU;4;1460;182;;;1161;;;1;;;1;;;4;4;;;3;;3;;;;;;
REA;2013;140024886;140000092;REAADU;8;2920;272;283;7;2186;4;;5;25;0;5;1;;16.86;12;6;0.67;11;3;12.04;;;;;;
REA;2013;140024886;140000092;SURVADU;4;1460;250;;;914;;;;;;;;;5.87;5;1;;5;1;5.87;;;;;;
REA;2013;140026410;140026279;SURVADU;5;1825;412;;;1649;;;;;;;;;;;;;;;;;;;;;
REA;2013;140026709;140000415;SURVADU;6;2190;137;;;940;;;;;1;0.1;;;2.4;2;1;;2;1;2.4;;;;;;
REA;2013;150000032;150780088;SURVADU;4;1460;249;;;1142;;;5;;0;1.2;1;;6.26;5;1;0.5;4;2;5.71;;;;;3;1.88
REA;2013;150000040;150780096;REAADU;6;2190;241;255;33;1442;6;44;4;32;;2.9;;2;15.51;15;;0.43;9;4;12.36;;;;3;;1.45
REA;2013;150000040;150780096;SITOT;7;2555;616;;;1628;;;;;;;;;;;;;;;;;;;;;
REA;2013;150000040;150780096;SURVADU;4;1460;385;;;904;;;4;;;1;;;4.1;4;4;;1;2;2.78;;;;1;;0.68
REA;2013;150000040;150780096;USIC;7;2555;616;;;1628;;;6;;1;1;;1;4.18;3;4;0.4;4;;4;;;;1;;0.5
REA;2013;150780732;150000271;REAADU;8;2920;267;291;8;3153;27;;2;37;6;4.8;0;1;12;12;0;0.5;9;0;9;;;;4;0;1.6
REA;2013;150780732;150000271;SURVADU;12;4380;411;;;3406;;;1;;;1;0;1;7.61;6;3;0.5;9;2;10.3;;;;0;2;2
REA;2013;160000170;160000204;SURVADU;8;2920;388;;;1272;;;2;;;2;4;;;;;4;4;;4;;1;0.5;;;
REA;2013;160000253;160000451;REAADU;12;4373;554;557;25;3030;18;44;6;11;;6;2;;32.97;29;6;1.1;19;1;19.04;;;;1;1;2
REA;2013;160000253;160000451;SITOT;18;6570;1852;;;5256;;;;;;;;;;;;;;;;;;;;;
REA;2013;160000253;160000451;SIUNV;4;1460;517;;;1481;;;3;;;0.4;;;6.52;4;3;;2;1;2.7;;1;0.5;3;;1.51
REA;2013;160000253;160000451;SURVADU;6;2190;359;;;1416;;;6;;;1.01;;;4.66;4;1;;4;;4;;;;3;1;2.41
REA;2013;160000253;160000451;USIC;14;5110;1335;;;3775;;;2;;;0.32;1;1;16.69;12;7;1.5;7;4;9.78;;;;2;5;6.22
REA;2013;160000303;160006037;SURVADU;4;1460;650;;;931;;;1;;;0.6;1;;2.42;3;;0.2;6;2;7;;;;;1;0.5
REA;2013;160000311;160000485;SURVADU;3;1095;204;;;850;;;2;;;0.24;1;;1.44;13;3;0.06;13;2;1.4;;;;;;
REA;2013;160000337;160000493;SURVADU;2;730;377;;;666;;;13;;;1.29;2;;2.35;14;3;0.12;8;1;1.61;;;;7;9;0.83
REA;2013;160013207;160001632;SURVADU;8;2920;345;;;1294;;;6;;;6;;;3;3;;;1;1;1.5;;;;;;
REA;2013;160015368;160014411;SURVADU;6;2498;304;;;1917;;;1;;1;1.46;2;;6.3;5;2;0.46;11;;6.19;;;;;1;0.81
REA;2013;170000038;170780050;SURVADU;4;1460;292;;;1137;;;2;;1;0.65;;;4;4;;;2;;2;;;;;;
REA;2013;170000087;170023279;REAADU;16;5822;507;530;16;5527;13;22;8;15;1;6.4;2;;35.05;34;4;2;22;5;24.67;4;;2.33;1;9;7.55
REA;2013;170000087;170023279;SITOT;18;6570;2095;;;4854;;;;;;;;;;;;;;;;;;;;;
REA;2013;170000087;170023279;SIUNV;8;2920;731;;;2517;;;7;;;2.86;;;8.88;10;;;7;;7;1;;0.6;1;5;3.55
REA;2013;170000087;170023279;SURVADU;4;1458;302;;;985;;;9;;;1.29;;;9.89;9;1;;6;1;6.96;;;;;2;2.13
REA;2013;170000087;170023279;USIC;10;3650;1364;;;2337;;;1;;;1.5;1;;14.74;13;2;1;9;;8.4;1;;0.04;;5;3.11
REA;2013;170000095;170780167;SURVADU;8;2920;724;;;2198;;;5;;0;0.5;15;1;;;;13.11;4;3;4.75;;;;2;0;0.9
REA;2013;170000103;170780175;REAADU;14;5110;279;285;6;4131;28;;7;18;0;7;1;1;36.04;41;9;0.89;30;4;21.54;5;2;0.64;1;2;1.56
REA;2013;170000103;170780175;SITOT;10;2920;763;;;2908;;;;;;;;;;;;;;;;;;;;;
REA;2013;170000103;170780175;SIUNV;2;730;228;;;844;;;0;;0;0;;;2.25;2;1;;1;1;1.9;;;;;;
REA;2013;170000103;170780175;SURVADU;7;2555;320;;;2243;;;0;;0;0;;1;11.61;46;10;0.21;33;10;10.85;5;2;0.36;;2;0.6
REA;2013;170000103;170780175;USIC;8;2190;535;;;2064;;;0;;0;0;3;;9.77;14;5;0.65;10;4;5.39;5;2;0.19;3;6;0.5
REA;2013;170000129;170780191;SURVADU;10;3632;745;;;2715;;;9;;;1.4;;;6.18;6;;0.75;7;2;8.67;;;;;;
REA;2013;170000152;170780225;SURVADU;10;3650;774;;;3056;;;2;;0;1.98;0;0;14.34;11;3;0.25;0;0;4.47;;;;;;
REA;2013;170780563;170000251;SURVADU;8;2920;616;;;2392;;;;;;;1;;6;6;;1;6;;6;;10;;;;
REA;2013;170780613;170000277;SURVADU;4;1460;298;;;794;;;;;;;;;6.83;3;3;;3;;2.9;;;;;;
REA;2013;180000010;180000028;REAADU;12;4380;269;274;14;3999;28;47;6;16;1;5.44;1;;33.78;31;5;1;10;1;10.84;;;;1;1;1
REA;2013;180000010;180000028;SITOT;14;5110;1585;;;3413;;;;;;;;;;;;;;;;;;;;;
REA;2013;180000010;180000028;SIUNV;4;1460;372;;;901;;;2;;;2;;;4.6;3;2;;5;1;5.3;;;;;;0
REA;2013;180000010;180000028;SURVADU;14;5110;1120;;;3226;;;3;;;1.5;1;;10.98;10;1;0.5;8;1;7.53;;;;;1;1
REA;2013;180000010;180000028;USIC;10;3650;1213;;;2512;;;2;;;2;1;;18.15;16;3;1;12;4;15.12;;;;2;1;2.6
REA;2013;180000200;180000051;SURVADU;6;1254;288;;;1638;;;1;;1;0.52;1;;3.82;6;;0.35;6;;3.32;;;;2;2;1.24
REA;2013;180000358;180000739;SURVADU;5;1825;163;;;1635;;;2;;;1;;1;0.5;1;;0.2;1;;0.4;1;;0.2;;1;0.2
REA;2013;180004145;180000887;SURVADU;12;4380;726;;;3411;;;;;1;0.5;;;5;4;2;;4;2;5;;;;;;
REA;2013;190000018;190000042;REAADU;14;5110;442;454;22;4253;11;;4;20;;3.32;;;34.18;4;31;;22;;21.68;;;;;2;1.83
REA;2013;190000018;190000042;SITOT;9;3285;1118;;;2546;;;;;;;;;;;;;;;;;;;;;
REA;2013;190000018;190000042;USIC;9;3285;1118;;;2546;;;6;;1;1.7;1;;10.25;9;2;0.3;9;1;9.3;;;;;;
REA;2013;190000026;190000059;AUTSI;6;2190;214;;;1799;;;5;;1;1.88;1;;10.39;10;1;1;8;;8.17;;;;2;;1.11
REA;2013;190000026;190000059;SITOT;12;4380;807;;;3567;;;;;;;;;;;;;;;;;;;;;
REA;2013;190000026;190000059;USIC;6;2190;593;;;1768;;;4;;;0.75;;;7.05;8;1;;5;3;8.25;;;;3;;0.6
REA;2013;190000091;190000075;SURVADU;10;3650;873;;;2496;;;3;;;3;19;1;14.4;13;3;15.8;;;;;;;;;
REA;2013;190000224;190000901;SURVADU;9;3285;386;;;2408;;;50;;21;;1;;4;4;;0.5;4;2;5.43;;;;;;
REA;2013;190000257;190001131;SURVADU;4;1460;294;;;683;;;1;;;1;;;5;5;;;3;;3;;;;;;
REA;2013;210011847;210011839;SURVADU;6;2190;102;;;576;;;4;;;4;;;;;;;;;;;;;;;
REA;2013;210780110;210000022;SURVADU;4;1460;339;;;1170;;;5;;3;6.5;9;2;3.5;4;;8.5;4;;3.5;;;;1;1;1.5
REA;2013;210780136;210000030;SURVADU;7;2555;553;;;1718;;;6;;;6;;;4.64;3;3;;4;4;5.82;;;;;;
REA;2013;210780789;210003208;AUTSI;6;2190;517;;;1409;;;;;3;0.6;;1;5.8;5;1;0.3;2;;2;;;;;;
REA;2013;210780789;210003208;SITOT;6;2190;517;;;1409;;;;;;;;;;;;;;;;;;;;;
REA;2013;210780789;210003208;SURVADU;4;1095;386;;;936;;;;;2;0.4;;1;3.66;3;1;0.2;1;;1;;;;;;
REA;2013;210780979;210000295;SITOT;8;2920;951;;;2588;;;;;;;;;;;;;;;;;;;;;
REA;2013;210780979;210000295;SURVADU;14;5110;1774;;;3424;;;1;;;1;;1;6.13;5;5;0.5;1;;1;;;;;1;1
REA;2013;210780979;210000295;USIC;8;2920;951;;;2588;;;1;;;1;;1;5.61;4;2;0.5;1;;1;;;;;1;1
REA;2013;210987558;210780581;AUTSI;29;10585;912;;;9304;;;16;;;3.48;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;REAADU;53;19345;3084;3317;142;18637;10;;27;17;;11.31;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;REAENF;6;2190;324;341;27;1688;22;;6;;;3.45;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;SITOT;55;20075;3888;;;18280;;;;;;;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;SIUNV;8;2920;980;;;2501;;;8;;;1.35;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;SURVADU;38;13870;3253;;;17826;;;19;;;2.35;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;SURVENF;9;3285;304;;;1968;;;;;;;;;;;;;;;;;;;;;
REA;2013;210987558;210780581;USIC;18;6570;1996;;;6475;;;4;;;1.65;;;;;;;;;;;;;;;
REA;2013;210987657;210780714;AUTSI;6;2190;509;;;1650;;;1;;;1;1;;13.99;12;3;0.45;3;4;6.25;;;;;;
REA;2013;210987657;210780714;SITOT;6;2190;509;;;1650;;;;;;;;;;;;;;;;;;;;;
REA;2013;210987665;210010070;SURVADU;8;2920;414;;;1696;;;;;1;0.6;;;;;;;;;;;;;;;
REA;2013;210987699;210780706;AUTSI;4;1460;297;;;1279;;;3;;1;2.43;0;0;7.56;6;3;0;8;0;7.89;0;0;0;0;6;1.37
REA;2013;210987699;210780706;SITOT;10;3650;766;;;2802;;;;;;;;;;;;;;;;;;;;;
REA;2013;210987699;210780706;USIC;6;2190;469;;;1523;;;1;;3;2.07;1;0;9.14;10;5;0.3;5;2;6.35;0;0;0;1;2;1.02
REA;2013;210987731;210780417;SURVADU;6;2190;668;;;1124;;;;;;;;;;;;;;;;;;;;;
REA;2013;220000012;220000020;REAADU;14;320;656;694;60;4534;18;;5;7;;5.66;1;;42.26;33;14;0.8;26;5;27.57;;;;;;0.49
REA;2013;220000012;220000020;SITOT;16;587;1738;;;4733;;;;;;;;;;;;;;;;;;;;;
REA;2013;220000012;220000020;SIUNV;6;279;697;;;1693;;;4;;;4;;;;;;;;;;;;;;;0.21
REA;2013;220000012;220000020;SURVADU;7;230;332;;;1602;;;2;;;2;1;;9.03;2;9;0.2;;4;3.54;;;;;;1.34
REA;2013;220000012;220000020;USIC;10;308;1041;;;3040;;;5;;;3;1;;19.09;11;7;1;12;3;13.55;;;;;;0.42
REA;2013;220000095;220000046;SURVADU;6;2190;382;;;1783;;;2;;;2;1;;9.53;10;;0.7;7;2;8.56;;;;;1;0.69
REA;2013;220000111;220000376;SURVADU;;;219;;;1161;;;;;;;;;;;;;;;;;;;;;
REA;2013;220000301;220000673;SURVADU;18;6570;1157;;;5258;;;14;;;14;;;;;;;;;;;;;;;
REA;2013;220000343;220000079;SURVADU;10;3650;831;;;2713;;;;;;2.6;;;12.15;;;0.7;;;11.7;;;0.1;;;
REA;2013;220000368;220000103;SURVADU;8;2920;707;;;2128;;;9;;2;2.4;2;;10.68;8;6;0.4;6;3;7.52;;;;;3;0.76
REA;2013;220000541;220000152;SURVADU;6;2190;543;;;1574;;;1;;;0.5;1;;3.44;8;2;0.21;4;1;2.68;;;;1;3;0.47
REA;2013;220005599;220017842;SURVADU;6;2190;316;;;1513;;;5;;;4.5;;;;;;;;;;;;;;;
REA;2013;230000820;230780041;REAADU;8;2920;221;223;5;2688;19;56;5;35;;5;1;1;24.78;25;;1.11;16;;15.6;;;;;1;1
REA;2013;230000820;230780041;SITOT;8;2920;715;;;2180;;;;;;;;;;;;;;;;;;;;;
REA;2013;230000820;230780041;SURVADU;4;1460;202;;;861;;;5;;;5;;;;;;;;;;;;;;;
REA;2013;230000820;230780041;USIC;8;2920;715;;;2180;;;1;;3;1.92;1;;10.46;9;3;0.65;9;1;9.07;;;;2;;1
REA;2013;230780082;750005068;SURVADU;4;1460;224;;;1195;;;2;;;1.5;3;;5.57;37;6;0.45;29;7;4.33;5;1;0.58;1;17;1.28
REA;2013;230780157;230000861;REAADU;6;1440;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
REA;2013;230780157;230000861;SURVADU;2;730;55;;;464;;;2;;;;1;;;;;;;;;;;;;;
REA;2013;240000190;240000596;SURVADU;8;2920;1223;;;2969;;;;;6;;;;6.87;7;;;7;;6.95;;;;;;
REA;2013;240000208;240000612;SURVADU;4;1460;290;;;1313;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;240000372;240000059;SURVADU;13;4745;886;;;4163;;;4;;;1;1;;12.96;12;2;1;10;3;11.02;;;;;2;1.15
REA;2013;240000489;240000117;REAADU;15;5475;564;593;39;4915;11;46;5;17;;5;1;0;38.72;39;0;1;22;0;21.99;;;;0;5;5
REA;2013;240000489;240000117;SITOT;16;5840;1591;;;5926;;;;;;;;;;;;;;;;;;;;;
REA;2013;240000489;240000117;SIUNV;4;1460;375;;;1386;;;1;;;0.5;;;;;;;;;;;;;;;
REA;2013;240000489;240000117;SURVADU;4;1460;198;;;863;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;240000489;240000117;USIC;12;4380;1216;;;4540;;;2;;;2;;;15.83;17;0;;12;0;12;;;;;2;2
REA;2013;240000687;240000448;SURVADU;6;2190;777;;;2492;;;;;2;1.07;1;;3.98;3;2;0.3;4;1;4.37;;;;1;1;1.43
REA;2013;250000114;900000365;REAADU;10;3650;399;415;20;3313;1;;6;27;0;4.43;1;;17.61;24;8;1;13;5;10;;;;;6;2.95
REA;2013;250000114;900000365;SITOT;12;4380;1111;;;3802;;;;;;;;;;;;;;;;;;;;;
REA;2013;250000114;900000365;SIUNV;4;1460;256;;;1259;;;3;;2;4.82;;;;;;;;;;;;;;;
REA;2013;250000114;900000365;SURVADU;4;1460;338;;;1306;;;;;;;;;;;;;;;;;;;;;
REA;2013;250000114;900000365;USIC;8;2920;855;;;2543;;;2;;0;0.96;;;;;;;;;;;;;;;
REA;2013;250000270;250000643;SITOT;12;4380;1042;;;2082;;;;;;;;;;;;;;;;;;;;;
REA;2013;250000270;250000643;SURVADU;8;2920;734;;;1970;;;;;;;;1;8.16;8;3;0.33;5;2;5.85;;;;;;
REA;2013;250000270;250000643;USIC;12;4380;1042;;;2082;;;;;;;;1;8.32;7;3;0.33;8;4;8.32;;;;;;
REA;2013;250000700;250000452;SURVADU;5;1825;308;;;1384;;;1;;;0.2;1;;5.07;3;3;0.25;2;2;3.36;;;;4;6;0.26
REA;2013;250006954;250000015;AUTSI;87;31113;3584;;;27330;;;;;40;9.85;1;8;78.6;42;57;3.55;47;22;60.45;0;7;1.99;12;10;10.63
REA;2013;250006954;250000015;REAADU;40;14496;1433;1506;49;12114;3;46;;12;19;13.65;1;1;96.4;76;27;1.8;42;19;55.17;1;4;3.1;4;10;11.3
REA;2013;250006954;250000015;REAENF;3;1095;196;209;24;1205;19;;;;11;1.5;0;7;2.25;0;3;4.7;2;3;4.2;0;1;0.25;2;0;1.3
REA;2013;250006954;250000015;SITOT;112;40238;7110;;;35402;;;;;;;;;;;;;;;;;;;;;
REA;2013;250006954;250000015;SIUNV;8;2920;576;;;2630;;;;;;;0;1;8.16;5;6;0.15;7;3;9.18;0;1;0.1;2;1;1.9
REA;2013;250006954;250000015;SURVADU;21;7514;1921;;;6639;;;;;25;4;0;4;20.92;16;8;1.2;10;2;10.88;0;3;1;3;7;7.65
REA;2013;250006954;250000015;SURVENF;12;4380;714;;;3684;;;;;24;3.24;1;7;5.5;7;4;9.15;6;2;7.65;0;1;0.15;4;2;4.2
REA;2013;250006954;250000015;USIC;17;6205;2950;;;5442;;;;;9;1;2;1;40.06;23;24;2.02;12;10;16.75;0;2;0.98;2;3;5.48
REA;2013;250011723;250017126;SURVADU;6;2190;10;;;25;;;;;;;2;0;;;;2;2;0;2;;;;;;
REA;2013;250011848;250017803;SURVADU;8;2920;700;;;2351;;;;;;;;;7.49;6;3;;4;4;5.51;;;;;;
REA;2013;260000013;260000021;REAADU;12;4380;435;448;30;4101;16;47;5;8;1;4.94;1;0;28.9;24;12;0.6;14;4;15.5;;;;2;;1.26
REA;2013;260000013;260000021;SITOT;16;5840;1536;;;5315;;;;;;;;;;;;;;;;;;;;;
REA;2013;260000013;260000021;SIUNV;4;1460;524;;;1157;;;6;;0;6;1;0;6;5;1;1;2;1;3;0;1;0.1;1;0;0.2
REA;2013;260000013;260000021;SURVADU;8;2920;523;;;2678;;;2;;1;1.7;1;0;12.5;10;5;0.3;6;2;5.9;;;;1;0;0.54
REA;2013;260000013;260000021;SURVENF;4;1224;271;;;1152;;;;;;;;;;;;;;;;;;;;;
REA;2013;260000013;260000021;USIC;12;4380;1012;;;4158;;;4;;2;5.36;1;0;15.6;10;6;1;5;4;9;;;;;;
REA;2013;260000120;260016910;SITOT;6;2190;584;;;2023;;;;;;;;;;;;;;;;;;;;;
REA;2013;260000120;260016910;SURVADU;10;3650;511;;;3382;;;2;;1;1.78;1;;19.55;17;6;1.78;5;5;9.23;;;0.4;;4;3.28
REA;2013;260000120;260016910;USIC;6;2190;584;;;2023;;;3;;;1;;;;;;;;;;;;;;;
REA;2013;260000138;260000047;REAADU;12;4105;424;440;18;4025;21;;2;23;1;2.45;1;1;19.56;25;6;1.5;16;4;12.74;;;;1;1;1.21
