BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2013;140000555;140000639;M1210;4;;4.42;0;0;;
IMAGES_P;2013;140000555;140000639;N4130;19;5;22.35;0;1;;
IMAGES_P;2013;140000555;140000639;N4160;1;;1;;;;
IMAGES_P;2013;140002452;140025800;M1160;;5;1.28;0;1;0;0
IMAGES_P;2013;140002452;140025800;N4130;4;2;4.87;1;1;;
IMAGES_P;2013;140002452;140025800;N4160;;1;0.2;;;;
IMAGES_P;2013;140002452;140025800;NAUT;2;3;3.64;;;;
IMAGES_P;2013;140017237;140003278;M1160;9;;9;1;0;;
IMAGES_P;2013;140017237;140003278;N4130;6;2;7.2;0;1;;
IMAGES_P;2013;140017237;140003278;N4160;1;;1;;;;
IMAGES_P;2013;140017237;140003278;NAUT;4;2;5.2;;;;
IMAGES_P;2013;140024886;140000092;M1160;;5;1.5;;1;;
IMAGES_P;2013;140024886;140000092;N4130;6;1;6.8;;;;
IMAGES_P;2013;140024886;140000092;N4160;1;;0.5;;;;
IMAGES_P;2013;150000032;150780088;M1160;3;0;3;0;1;0;0
IMAGES_P;2013;150000032;150780088;N4130;7;2;8.98;0;0;;
IMAGES_P;2013;150000032;150780088;N4160;1;;1;;;;
IMAGES_P;2013;150000032;150780088;NAUT;10;;10.05;;;;
IMAGES_P;2013;150000040;150780096;M1160;4;;4;0;1;0;0
IMAGES_P;2013;150000040;150780096;N4130;15;1;16;1;0;;
IMAGES_P;2013;150000040;150780096;N4160;;1;0.9;;;;
IMAGES_P;2013;150000040;150780096;NAUT;18;3;19.7;;;;
IMAGES_P;2013;150000164;150780468;N4130;4;;4;;;;
IMAGES_P;2013;150000180;150780500;N4130;;2;0.97;0;0;;
IMAGES_P;2013;150780120;150000065;N4130;;1;0.5;0;0;;
IMAGES_P;2013;150780732;150000271;M1160;4;;4;;;;
IMAGES_P;2013;150780732;150000271;M1210;;2;1.6;;;;
IMAGES_P;2013;150780732;150000271;N4130;9;;9;;;;
IMAGES_P;2013;150780732;150000271;NAUT;7;;7;;;;
IMAGES_P;2013;160000253;160000451;M1160;7;;7;0;1;0;1
IMAGES_P;2013;160000253;160000451;M1210;3;;3;;0;;
IMAGES_P;2013;160000253;160000451;N4130;34;8;39.41;1;;;
IMAGES_P;2013;160000253;160000451;NAUT;22;3;21.52;;;;
IMAGES_P;2013;160000303;160006037;M1160;1;1;1.4;0;1;0;0
IMAGES_P;2013;160000303;160006037;N4130;5;1;5.9;0;0;;
IMAGES_P;2013;160000303;160006037;NAUT;3;;1.8;;;;
IMAGES_P;2013;160000311;160000485;M1160;1;;1;0;1;0;0
IMAGES_P;2013;160000311;160000485;N4130;5;;4.86;0;1;;
IMAGES_P;2013;160000311;160000485;NAUT;2;;2;;;;
IMAGES_P;2013;160000337;160000493;M1160;1;6;1.5;0;0;0;0
IMAGES_P;2013;160000337;160000493;N4130;4;2;4.21;;1;;
IMAGES_P;2013;160000337;160000493;N4160;1;;0.33;;;;
IMAGES_P;2013;160013207;160001632;M1160;0;16;13.5;;;;
IMAGES_P;2013;160015368;160014411;M1160;2;;2;0;0;0;0
IMAGES_P;2013;160015368;160014411;N4130;9;;9.25;0;1;;
IMAGES_P;2013;160015368;160014411;N4160;1;;0.9;;;;
IMAGES_P;2013;160015368;160014411;NAUT;6;1;5.73;;;;
IMAGES_P;2013;170000038;170780050;M1160;;2;1.97;0;1;0;0
IMAGES_P;2013;170000038;170780050;N4130;6;2;7.6;0;1;;
IMAGES_P;2013;170000038;170780050;N4160;1;;0.4;;;;
IMAGES_P;2013;170000087;170023279;M1160;12;2;12.14;0;0;;
IMAGES_P;2013;170000087;170023279;N4130;31;11;40.48;1;1;;
IMAGES_P;2013;170000087;170023279;N4160;3;;3;;;;
IMAGES_P;2013;170000087;170023279;NAUT;24;2;23.85;;;;
IMAGES_P;2013;170000095;170780167;M1160;2;0;1.2;0;0;0;0
IMAGES_P;2013;170000095;170780167;N4130;6;3;7.07;0;1;;
IMAGES_P;2013;170000095;170780167;N4160;0;1;0.6;;;;
IMAGES_P;2013;170000095;170780167;NAUT;3;3;4.57;;;;
IMAGES_P;2013;170000103;170780175;M1160;5;1;5.5;0;1;;
IMAGES_P;2013;170000103;170780175;N4130;17;5;20.6;0;0;;
IMAGES_P;2013;170000103;170780175;N4160;1;;0.12;;;;
IMAGES_P;2013;170000129;170780191;M1160;3;1;3.59;0;1;0;0
IMAGES_P;2013;170000129;170780191;N4130;6;3;8.19;1;0;;
IMAGES_P;2013;170000129;170780191;N4160;1;;1;;;;
IMAGES_P;2013;170000129;170780191;NAUT;2;2;3.76;;;;
IMAGES_P;2013;170000152;170780225;M1160;4;2;4.31;0;1;0;0
IMAGES_P;2013;170000152;170780225;N4130;9;5;12.67;0;0;;
IMAGES_P;2013;170000152;170780225;N4160;1;0;0.7;;;;
IMAGES_P;2013;170000152;170780225;NAUT;3;4;6.82;;;;
IMAGES_P;2013;170000178;170780266;M1160;;1;0.1;0;0;;
IMAGES_P;2013;170000178;170780266;N4130;1;;0.6;0;0;;
IMAGES_P;2013;170780563;170000251;M1160;3;;;;;;
IMAGES_P;2013;170780621;170000285;M1160;;7;0.5;0;1;1;1
IMAGES_P;2013;170780621;170000285;N4130;;3;1.92;0;1;;
IMAGES_P;2013;170780803;170017321;N4130;;1;0.25;0;0;;
IMAGES_P;2013;180000010;180000028;M1160;6;1;5.56;0;1;0;0
IMAGES_P;2013;180000010;180000028;N4130;27;4;30.25;;;;
IMAGES_P;2013;180000010;180000028;N4160;1;;1;;;;
IMAGES_P;2013;180000010;180000028;NAUT;17;5;5.15;;;;
IMAGES_P;2013;180000200;180000051;M1160;2;1;2.44;0;1;0;0
IMAGES_P;2013;180000200;180000051;N4130;10;1;10.85;0;0;;
IMAGES_P;2013;180000200;180000051;NAUT;2;;1;;;;
IMAGES_P;2013;180000283;180000069;M1160;0;;0.24;0;1;1;1
IMAGES_P;2013;180000283;180000069;N4130;5;;4.94;1;0;;
IMAGES_P;2013;180000283;180000069;NAUT;2;;1.4;;;;
IMAGES_P;2013;190000018;190000042;M1160;5;0;4.94;0;1;1;1
IMAGES_P;2013;190000018;190000042;N4130;18;4;21.63;;;;
IMAGES_P;2013;190000018;190000042;N4160;1;;0.94;;;;
IMAGES_P;2013;190000018;190000042;NAUT;10;3;12.05;;;;
IMAGES_P;2013;190000026;190000059;M1160;4;2;4.7;0;1;;
IMAGES_P;2013;190000026;190000059;N4130;11;4;13.75;1;;;
IMAGES_P;2013;190000026;190000059;N4160;1;;1;;;;
IMAGES_P;2013;190000026;190000059;NAUT;5;1;5.89;;;;
IMAGES_P;2013;190000091;190000075;M1160;2;;2;;1;;
IMAGES_P;2013;190000091;190000075;N4130;4;4;6.9;0;1;;
IMAGES_P;2013;190000091;190000075;N4160;1;;1;;;;
IMAGES_P;2013;190000091;190000075;NAUT;2;2;2;;;;
IMAGES_P;2013;190000224;190000901;M1160;5;2;6;0;1;0;0
IMAGES_P;2013;190000224;190000901;M1210;2;4;2.8;0;0;;
IMAGES_P;2013;210780144;750721235;N4130;;1;0.51;0;0;;
IMAGES_P;2013;210780789;210003208;M1160;2;7;2.7;0;1;0;0
IMAGES_P;2013;210780789;210003208;N4130;3;;3;0;1;;
IMAGES_P;2013;210780789;210003208;NAUT;2;;2;;;;
IMAGES_P;2013;210780979;210000295;M1160;;6;3;0;1;;
IMAGES_P;2013;210780979;210000295;N4130;1;;1;0;1;;
IMAGES_P;2013;210987558;210780581;M1160;21;;11.25;0;1;1;1
IMAGES_P;2013;210987558;210780581;N4130;71;;68.23;0;1;;
IMAGES_P;2013;210987558;210780581;N4160;4;;3.08;;;;
IMAGES_P;2013;210987558;210780581;NAUT;33;;32.06;;;;
IMAGES_P;2013;210987632;210780607;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;210987632;210780607;N4130;;1;0.8;0;0;;
IMAGES_P;2013;210987657;210780714;M1160;3;;3;1;0;0;0
IMAGES_P;2013;210987657;210780714;N4130;16;;13.85;1;0;;
IMAGES_P;2013;210987657;210780714;N4160;1;;1;;;;
IMAGES_P;2013;210987657;210780714;NAUT;7;;5.21;;;;
IMAGES_P;2013;210987665;210010070;M1160;;1;0.4;0;0;0;0
IMAGES_P;2013;210987673;210010070;M1160;;1;0.2;;;;
IMAGES_P;2013;210987681;210011482;M1160;;2;0.5;0;0;0;0
IMAGES_P;2013;210987699;210780706;M1160;2;2;2.6;0;1;0;0
IMAGES_P;2013;210987699;210780706;N4130;9;1;9.65;1;0;;
IMAGES_P;2013;210987699;210780706;N4160;1;0;1;;;;
IMAGES_P;2013;210987699;210780706;NAUT;2;1;2.81;;;;
IMAGES_P;2013;210987731;210780417;M1160;5;2;4.72;0;1;0;0
IMAGES_P;2013;210987731;210780417;M1210;2;6;4.35;0;0;;
IMAGES_P;2013;210987731;210780417;N4130;21;2;21.5;;1;;
IMAGES_P;2013;210987731;210780417;N4160;1;0;1;;;;
IMAGES_P;2013;210987731;210780417;NAUT;14;4;16.21;;;;
IMAGES_P;2013;220000012;220000020;M1160;12;1;8.51;1;0;1;0
IMAGES_P;2013;220000012;220000020;M1210;2;1;2.83;0;0;;
IMAGES_P;2013;220000012;220000020;N4130;27;16;39.48;;0;;
IMAGES_P;2013;220000012;220000020;NAUT;26;4;34.83;;;;
IMAGES_P;2013;220000095;220000046;M1160;;;;;1;0;0
IMAGES_P;2013;220000095;220000046;N4130;14;6;17.23;;;;
IMAGES_P;2013;220000095;220000046;N4160;1;;1;;;;
IMAGES_P;2013;220000095;220000046;NAUT;6;;5.52;;;;
IMAGES_P;2013;220000343;220000079;M1160;1;;1;0;0;0;0
IMAGES_P;2013;220000343;220000079;N4130;10;5;14;1;0;;
IMAGES_P;2013;220000343;220000079;N4160;1;;1;;;;
IMAGES_P;2013;220000343;220000079;NAUT;1;;1;;;;
IMAGES_P;2013;220000368;220000103;M1160;4;6;4.04;0;1;0;1
IMAGES_P;2013;220000368;220000103;N4130;14;6;15.6;1;0;;
IMAGES_P;2013;220000368;220000103;N4160;;;0.75;;;;
IMAGES_P;2013;220000368;220000103;NAUT;9;2;11.24;;;;
IMAGES_P;2013;220000541;220000152;M1160;2;1;1.78;0;1;;
IMAGES_P;2013;220000541;220000152;N4130;10;2;11.16;1;;;
IMAGES_P;2013;220000541;220000152;NAUT;5;2;6.38;;;;
IMAGES_P;2013;220001259;220005045;N4130;2;;2.17;0;0;;
IMAGES_P;2013;220001259;220005045;N4160;1;;1;;;;
IMAGES_P;2013;220001259;220005045;NAUT;1;;0.3;;;;
IMAGES_P;2013;220007645;220005045;N4130;2;;2.17;0;0;;
IMAGES_P;2013;220007645;220005045;N4160;1;;1;;;;
IMAGES_P;2013;220007645;220005045;NAUT;1;;0.3;;;;
IMAGES_P;2013;230000820;230780041;M1160;1;9;1.55;0;1;0;0
IMAGES_P;2013;230000820;230780041;M1210;;4;0.55;0;1;;
IMAGES_P;2013;230000820;230780041;N4130;16;1;16.15;;;;
IMAGES_P;2013;230000820;230780041;NAUT;3;2;4.65;;;;
IMAGES_P;2013;230000846;230780066;M1160;;1;0.09;0;0;;
IMAGES_P;2013;230000846;230780066;N4130;2;1;2.7;0;1;;
IMAGES_P;2013;230780082;750005068;N4130;2;;2;;1;;
IMAGES_P;2013;240000372;240000059;M1160;3;;3.57;0;1;0;0
IMAGES_P;2013;240000372;240000059;N4130;11;5;14.28;1;0;;
IMAGES_P;2013;240000372;240000059;N4160;1;;0.71;;;;
IMAGES_P;2013;240000372;240000059;NAUT;5;;5.55;;;;
IMAGES_P;2013;240000489;240000117;M1160;5;1;5.68;0;1;0;0
IMAGES_P;2013;240000489;240000117;N4130;27;3;28.48;1;0;;
IMAGES_P;2013;240000489;240000117;N4160;3;0;2.14;;;;
IMAGES_P;2013;240000489;240000117;NAUT;17;2;18.47;;;;
IMAGES_P;2013;240000687;240000448;M1160;1;2;1.78;0;1;0;0
IMAGES_P;2013;240000687;240000448;N4130;14;;14;1;0;;
IMAGES_P;2013;240000687;240000448;N4160;1;;0.8;;;;
IMAGES_P;2013;240000687;240000448;NAUT;8;1;7.8;;;;
IMAGES_P;2013;250000114;900000365;M1160;3;15;7.8;0;1;0;0
IMAGES_P;2013;250000114;900000365;M1210;;2;1.13;0;0;;
IMAGES_P;2013;250000114;900000365;N4130;32;12;39.39;1;1;;
IMAGES_P;2013;250000114;900000365;N4160;2;2;1.1;;;;
IMAGES_P;2013;250000114;900000365;NAUT;16;3;18.52;;;;
IMAGES_P;2013;250000270;250000643;M1210;2;;2;0;0;;
IMAGES_P;2013;250000270;250000643;N4130;2;4;5.27;;;;
IMAGES_P;2013;250000270;250000643;NAUT;;5;4.87;;;;
IMAGES_P;2013;250000700;250000452;M1160;1;4;2.4;;;0;0
IMAGES_P;2013;250000700;250000452;N4130;7;5;9.84;0;0;;
IMAGES_P;2013;250000700;250000452;N4160;1;0;0.42;;;;
IMAGES_P;2013;250000700;250000452;NAUT;1;5;2.77;;;;
IMAGES_P;2013;250000718;250000460;N4130;1;;0.6;0;0;;
IMAGES_P;2013;250000718;250000460;N4160;;1;0.05;;;;
IMAGES_P;2013;250000718;250000460;NAUT;1;;0.1;;;;
IMAGES_P;2013;250006954;250000015;M1160;11;12;14.16;0;1;1;1
IMAGES_P;2013;250006954;250000015;M1210;2;5;4.07;0;0;;
IMAGES_P;2013;250006954;250000015;N4130;43;44;77.43;1;1;;
IMAGES_P;2013;250006954;250000015;N4160;3;0;3;;;;
IMAGES_P;2013;250006954;250000015;NAUT;33;22;46.48;;;;
IMAGES_P;2013;250011723;250017126;M1160;2;;2;0;0;0;0
IMAGES_P;2013;250011723;250017126;N4130;4;;4;0;0;;
IMAGES_P;2013;250011723;250017126;NAUT;4;0;4;;;;
IMAGES_P;2013;260000013;260000021;M1160;8;2;9.5;1;0;1;1
IMAGES_P;2013;260000013;260000021;M1210;3;0;3;0;0;;
IMAGES_P;2013;260000013;260000021;N4130;32;24;48.15;1;1;;
IMAGES_P;2013;260000013;260000021;N4160;3;0;3;;;;
IMAGES_P;2013;260000013;260000021;NAUT;11;16;25.37;;;;
IMAGES_P;2013;260000120;260016910;M1160;3;4;3.25;;1;;
IMAGES_P;2013;260000120;260016910;N4130;14;1;14.8;;0;;
IMAGES_P;2013;260000120;260016910;N4160;1;;0.75;;;;
IMAGES_P;2013;260000120;260016910;NAUT;5;2;6.55;;;;
IMAGES_P;2013;260000138;260000047;M1160;4;;3.63;0;1;1;0
IMAGES_P;2013;260000138;260000047;N4130;11;7;15.83;1;0;;
IMAGES_P;2013;260000138;260000047;N4160;1;;1;;;;
IMAGES_P;2013;260000138;260000047;NAUT;7;1;6.92;;;;
IMAGES_P;2013;260000146;260000054;M1160;1;;1;;;;
IMAGES_P;2013;260000146;260000054;N4130;3;4;6.2;;;;
IMAGES_P;2013;260000146;260000054;N4160;0;1;0.3;;;;
IMAGES_P;2013;260000146;260000054;NAUT;1;0;1;;;;
IMAGES_P;2013;260000195;260006770;N4130;1;;0.3;0;0;;
IMAGES_P;2013;260000203;260016910;M1160;1;;0.2;;1;;
IMAGES_P;2013;260000203;260016910;N4130;2;1;3.29;1;0;;
IMAGES_P;2013;260000203;260016910;N4160;;;0.25;;;;
IMAGES_P;2013;260000203;260016910;NAUT;1;;1;;;;
IMAGES_P;2013;260000237;260000088;N4130;1;;0.5;0;0;;
IMAGES_P;2013;260000278;260000096;N4130;;;0.32;0;0;;
IMAGES_P;2013;260000286;260000104;M1160;;1;0.3;0;0;0;0
IMAGES_P;2013;260000286;260000104;N4130;7;2;8.55;0;1;;
IMAGES_P;2013;260000302;260000161;M1160;;4;0.7;0;0;0;0
IMAGES_P;2013;260000302;260000161;NAUT;3;1;3.2;;;;
IMAGES_P;2013;260000823;260003264;M1160;;1;0.02;0;0;0;0
IMAGES_P;2013;260000823;260003264;N4130;;4;0.2;0;0;;
IMAGES_P;2013;270000045;270000060;M1160;;7;2.31;;1;;
IMAGES_P;2013;270000045;270000060;N4130;7;;7;;1;;
IMAGES_P;2013;270000045;270000060;N4160;1;;1;;;;
IMAGES_P;2013;270000045;270000060;NAUT;2;2;3;;;;
IMAGES_P;2013;270000359;270023724;M1160;4;5;5.7;1;0;0;0
IMAGES_P;2013;270000359;270023724;N4130;25;3;27.6;1;;;
IMAGES_P;2013;270000359;270023724;NAUT;7;1;8.87;;;;
IMAGES_P;2013;270000367;270000086;M1160;0;4;2.2;;1;0;0
IMAGES_P;2013;270000367;270000086;N4130;7;1;7.2;0;1;;
IMAGES_P;2013;270000367;270000086;N4160;1;;1;;;;
IMAGES_P;2013;270000367;270000086;NAUT;3;;2.9;;;;
IMAGES_P;2013;270000391;760024042;M1160;2;0;2;1;1;;
IMAGES_P;2013;270000391;760024042;N4130;1;2;2.6;;;;
IMAGES_P;2013;270000391;760024042;NAUT;1;0;1;;;;
IMAGES_P;2013;270000425;270000102;M1160;1;1;1.6;1;1;0;0
IMAGES_P;2013;270000425;270000102;N4130;8;;8;;;;
IMAGES_P;2013;270000425;270000102;NAUT;22;;6.24;;;;
IMAGES_P;2013;270000441;270000110;M1160;1;1;1.63;0;1;0;0
IMAGES_P;2013;270000441;270000110;N4130;4;0;3.24;0;1;;
IMAGES_P;2013;270000441;270000110;NAUT;2;0;2;;;;
IMAGES_P;2013;270000458;270023724;M1160;4;2;1.96;0;1;0;0
IMAGES_P;2013;270000458;270023724;N4130;12;5;15.99;1;;;
IMAGES_P;2013;270000458;270023724;N4160;1;;1;;;;
IMAGES_P;2013;270000458;270023724;NAUT;6;;6.65;;;;
IMAGES_P;2013;270000912;750814030;M1160;;1;0.1;0;0;0;0
IMAGES_P;2013;270000912;750814030;N4130;2;;2;0;0;;
IMAGES_P;2013;270000912;750814030;NAUT;1;;1;;;;
IMAGES_P;2013;280000084;280000183;M1160;4;3;5.4;1;1;0;0
IMAGES_P;2013;280000084;280000183;N4130;21;3;23.04;1;1;;
IMAGES_P;2013;280000084;280000183;N4160;1;;1;;;;
IMAGES_P;2013;280000084;280000183;NAUT;16;;16.13;;;;
IMAGES_P;2013;280000662;280500075;M1160;3;0;3;0;0;1;0
IMAGES_P;2013;280000662;280500075;N4130;5;5;8.7;0;1;;
IMAGES_P;2013;280000662;280500075;N4160;1;0;1;;;;
IMAGES_P;2013;280000662;280500075;NAUT;7;1;7.6;;;;
IMAGES_P;2013;280007121;720002294;M1210;;4;1.05;0;0;;
IMAGES_P;2013;280007121;720002294;N4130;;6;4.37;;;;
IMAGES_P;2013;280007121;720002294;N4160;;1;0.35;;;;
IMAGES_P;2013;280007121;720002294;NAUT;;5;3.4;;;;
IMAGES_P;2013;280502998;280000589;M1160;1;1;2.6;0;1;0;0
IMAGES_P;2013;280502998;280000589;N4130;7;;6.63;0;1;;
IMAGES_P;2013;280502998;280000589;NAUT;1;2;2.39;;;;
IMAGES_P;2013;280504267;280000134;M1160;4;2;4.88;0;1;0;0
IMAGES_P;2013;280504267;280000134;N4130;22;15;31.58;1;1;;
IMAGES_P;2013;280504267;280000134;N4160;2;;1.85;;;;
IMAGES_P;2013;280504267;280000134;NAUT;22;9;26.94;;;;
IMAGES_P;2013;290000025;290020700;M1160;5;3;6.6;1;0;1;1
IMAGES_P;2013;290000025;290020700;N4130;25;13;32.18;0;1;;
IMAGES_P;2013;290000025;290020700;N4160;2;0;2;;;;
IMAGES_P;2013;290000025;290020700;NAUT;11;5;13.81;;;;
IMAGES_P;2013;290000033;290021542;M1160;6;4;6.46;;;;
IMAGES_P;2013;290000033;290021542;N4130;22;4;23.79;;;;
IMAGES_P;2013;290000033;290021542;N4160;0;0;0.08;;;;
IMAGES_P;2013;290000033;290021542;NAUT;24;1;22.75;;;;
IMAGES_P;2013;290000058;290000017;M1160;2;2;2.6;0;1;0;0
IMAGES_P;2013;290000058;290000017;M1210;1;;0.78;0;0;;
IMAGES_P;2013;290000058;290000017;N4130;21;15;31.26;;;;
IMAGES_P;2013;290000058;290000017;N4160;;1;0.4;;;;
IMAGES_P;2013;290000058;290000017;NAUT;13;8;18.7;;;;
IMAGES_P;2013;290000066;290020700;M1160;;1;0.6;0;0;;1
IMAGES_P;2013;290000066;290020700;N4130;2;2;3.6;0;1;;
IMAGES_P;2013;290000066;290020700;NAUT;2;0;2;;;;
IMAGES_P;2013;290000140;290000447;M1160;1;0;1;;1;0;0
IMAGES_P;2013;290000140;290000447;N4130;2;0;2;0;1;;
IMAGES_P;2013;290000140;290000447;NAUT;2;0;2;;;;
IMAGES_P;2013;290000173;290000041;M1160;;1;0.9;0;0;;
IMAGES_P;2013;290000173;290000041;N4130;8;4;12.67;1;;;
IMAGES_P;2013;290000173;290000041;N4160;1;;0.5;;;;
IMAGES_P;2013;290000173;290000041;NAUT;1;1;2.16;;;;
IMAGES_P;2013;290000181;290000074;M1160;2;;1.63;1;0;0;0
IMAGES_P;2013;290000181;290000074;N4130;8;;7.36;0;1;;
IMAGES_P;2013;290000181;290000074;N4160;1;;1;;;;
IMAGES_P;2013;290000181;290000074;NAUT;4;;4;;;;
IMAGES_P;2013;290000256;290000017;N4130;7;3;9;1;0;;
IMAGES_P;2013;290000256;290000017;N4160;;1;0.5;;;;
IMAGES_P;2013;290000256;290000017;NAUT;1;3;2.05;;;;
IMAGES_P;2013;290000728;750821092;M1160;3;;3;0;1;1;1
IMAGES_P;2013;290000728;750821092;N4130;16;;15.6;1;0;;
IMAGES_P;2013;290000728;750821092;N4160;1;;1;;;;
IMAGES_P;2013;290000918;290000298;M1160;;1;0.3;0;0;0;0
IMAGES_P;2013;290000918;290000298;N4130;;1;0.9;0;0;;
IMAGES_P;2013;290000934;290000306;M1160;4;;1.16;0;1;0;0
IMAGES_P;2013;290000934;290000306;N4130;9;0;9.25;0;1;;
IMAGES_P;2013;290000934;290000306;N4160;1;0;1;;;;
IMAGES_P;2013;290000934;290000306;NAUT;4;3;4.12;;;;
IMAGES_P;2013;290000975;290000546;M1160;;1;0.2;0;0;;
IMAGES_P;2013;290000975;290000546;N4130;1;1;1.27;0;0;;
IMAGES_P;2013;290004324;290000017;M1160;;;;;;1;1
IMAGES_P;2013;290004324;290000017;N4130;40;16;49.99;1;1;;
IMAGES_P;2013;290004324;290000017;N4160;3;3;4.4;;;;
IMAGES_P;2013;290004324;290000017;NAUT;27;5;30.4;;;;
IMAGES_P;2013;290019777;290022508;M1160;2;;2;1;0;;
IMAGES_P;2013;290019777;290022508;N4130;2;;2;0;1;;
IMAGES_P;2013;290019777;290022508;NAUT;1;1;1.57;;;;
IMAGES_P;2013;2A0000022;2A0000014;M1160;3;8;4.47;;;;
IMAGES_P;2013;2A0000022;2A0000014;N4130;26;1;26.21;;;;
IMAGES_P;2013;2A0000022;2A0000014;N4160;2;0;2;;;;
IMAGES_P;2013;2A0000022;2A0000014;NAUT;36;0;37.58;;;;
IMAGES_P;2013;2A0000212;2A0000170;M1160;;1;0.2;0;0;0;1
IMAGES_P;2013;2A0000212;2A0000170;N4130;2;1;2.5;0;1;;
IMAGES_P;2013;2A0002614;2A0002606;M1160;;2;0.5;0;0;0;0
IMAGES_P;2013;2A0002614;2A0002606;N4130;2;;2;0;1;;
IMAGES_P;2013;2B0000012;2B0000020;M1160;4;1;3.15;0;1;0;0
IMAGES_P;2013;2B0000012;2B0000020;N4130;26;3;25.91;1;1;;
IMAGES_P;2013;2B0000012;2B0000020;NAUT;11;0;9.35;;;;
IMAGES_P;2013;2B0000038;2B0004246;N4130;3;;3;;1;;
IMAGES_P;2013;2B0000392;2B0000129;M1160;6;;1.2;0;1;;
IMAGES_P;2013;2B0000392;2B0000129;N4130;3;;3;0;1;;
IMAGES_P;2013;2B0000392;2B0000129;NAUT;2;;2;;;;
IMAGES_P;2013;2B0005359;2B0005342;N4130;3;;2.42;0;1;;
IMAGES_P;2013;300000023;300780046;M1160;2;3;4.29;0;1;0;0
IMAGES_P;2013;300000023;300780046;N4130;16;4;17.87;1;0;;
IMAGES_P;2013;300000023;300780046;N4160;2;0;1.01;;;;
IMAGES_P;2013;300000023;300780046;NAUT;6;13;9.43;;;;
IMAGES_P;2013;300000031;300780053;M1160;4;3;4.83;0;1;0;0
IMAGES_P;2013;300000031;300780053;M1210;;;;0;1;;
IMAGES_P;2013;300000031;300780053;N4130;10;10;17.53;1;0;;
IMAGES_P;2013;300000031;300780053;N4160;2;0;2;;;;
IMAGES_P;2013;300000031;300780053;NAUT;6;5;9.07;;;;
IMAGES_P;2013;300000478;300781010;N4130;1;;1;0;0;;
IMAGES_P;2013;300780137;920028396;M1160;6;;6;;;0;0
IMAGES_P;2013;300780152;300000114;M1160;1;4;2.9;0;0;0;0
IMAGES_P;2013;300782117;300780038;M1160;13;8;21;0;1;1;0
IMAGES_P;2013;300782117;300780038;M1210;2;5;7;0;0;;
IMAGES_P;2013;300782117;300780038;N4130;58;15;68.33;0;1;;
IMAGES_P;2013;300782117;300780038;N4160;6;;6;;;;
IMAGES_P;2013;300782117;300780038;NAUT;56;12;64.22;;;;
IMAGES_P;2013;310000310;310780671;M1160;1;2;1.87;1;;0;0
IMAGES_P;2013;310000310;310780671;N4130;10;2;11.18;1;;;
IMAGES_P;2013;310000310;310780671;N4160;1;;1;;;;
IMAGES_P;2013;310000310;310780671;NAUT;7;1;7.54;;;;
IMAGES_P;2013;310000336;310780713;M1160;;2;0.1;0;0;0;0
IMAGES_P;2013;310000336;310780713;NAUT;1;;1;;;;
IMAGES_P;2013;310016977;310781406;M1160;3;7;4.8;0;1;1;1
IMAGES_P;2013;310016977;310781406;N4130;27;3;28.12;0;0;;
IMAGES_P;2013;310016977;310781406;N4160;1;1;1.01;;;;
IMAGES_P;2013;310016977;310781406;NAUT;11;4;12.2;;;;
IMAGES_P;2013;310019351;310781406;N4130;9;3;11.2;0;0;;
IMAGES_P;2013;310019351;310781406;N4160;1;0;1;;;;
IMAGES_P;2013;310019351;310781406;NAUT;2;1;2.1;;;;
IMAGES_P;2013;310780135;310000054;M1160;9;;9;;;;
IMAGES_P;2013;310780234;310000591;N4130;;2;1;0;0;;
IMAGES_P;2013;310780259;310000096;N4130;4;;4;0;1;;
IMAGES_P;2013;310780259;310000096;N4160;1;;1;;;;
IMAGES_P;2013;310780283;310000112;M1160;11;;11;0;1;1;1
IMAGES_P;2013;310780283;310000112;N4130;;;;1;0;;
IMAGES_P;2013;310780309;310000120;M1160;6;2;7;0;1;0;0
IMAGES_P;2013;310780309;310000120;N4130;12;0;12;;;;
IMAGES_P;2013;310780309;310000120;NAUT;19;0;19;;;;
IMAGES_P;2013;310780366;310000153;M1160;2;;2;0;0;;
IMAGES_P;2013;310780366;310000153;N4130;2;;2;;;;
IMAGES_P;2013;310780366;310000153;NAUT;2;;2;;;;
IMAGES_P;2013;310780382;310000179;M1160;4;;4;0;1;0;0
IMAGES_P;2013;310780382;310000179;N4130;6;3;8.47;0;1;;
IMAGES_P;2013;310780382;310000179;N4160;6;1;6.8;;;;
IMAGES_P;2013;310780382;310000179;NAUT;14;1;14.94;;;;
IMAGES_P;2013;310781000;310788880;M1160;5;1;5.5;0;1;0;0
IMAGES_P;2013;310781000;310788880;N4130;19;15;28.04;1;1;;
IMAGES_P;2013;310781000;310788880;N4160;1;;1;;;;
IMAGES_P;2013;310781000;310788880;NAUT;21;;18.79;;;;
IMAGES_P;2013;310781067;310788898;M1160;4;4;2.95;;;0;0
IMAGES_P;2013;310781067;310788898;N4130;7;2;4.96;0;1;;
IMAGES_P;2013;310781067;310788898;N4160;1;;1;;;;
IMAGES_P;2013;310781067;310788898;NAUT;2;2;2.85;;;;
IMAGES_P;2013;310781422;310781562;N4130;;1;0.4;0;0;;
IMAGES_P;2013;310781505;310000492;M1160;;14;9.8;;;;
