BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2013;590000543;590781811;N4130;;1;0.5;0;0;;
IMAGES_P;2013;590000592;590782165;M1160;1;8;4.3;1;0;0;0
IMAGES_P;2013;590000592;590782165;N4130;21;2;22.6;0;1;;
IMAGES_P;2013;590000592;590782165;N4160;1;0;1;;;;
IMAGES_P;2013;590000592;590782165;NAUT;6;1;6.8;;;;
IMAGES_P;2013;590000600;590782207;M1160;;1;0.6;0;0;0;0
IMAGES_P;2013;590000600;590782207;N4130;1;1;1.8;0;1;;
IMAGES_P;2013;590000600;590782207;NAUT;;1;0.5;;;;
IMAGES_P;2013;590000618;590782215;M1160;21;12;24.66;1;1;1;1
IMAGES_P;2013;590000618;590782215;M1210;3;;2.33;0;0;;
IMAGES_P;2013;590000618;590782215;N4130;64;18;76.18;1;1;;
IMAGES_P;2013;590000618;590782215;N4160;5;0;3.88;;;;
IMAGES_P;2013;590000618;590782215;NAUT;45;18;54.45;;;;
IMAGES_P;2013;590000691;590782439;M1160;;2;1.1;0;1;0;0
IMAGES_P;2013;590000691;590782439;N4130;5;1;5.8;0;1;;
IMAGES_P;2013;590000691;590782439;N4160;;1;0.8;;;;
IMAGES_P;2013;590000758;590782637;M1160;7;3;5.75;1;1;1;1
IMAGES_P;2013;590000758;590782637;N4130;20;3;22;1;0;;
IMAGES_P;2013;590000758;590782637;N4160;1;;1;;;;
IMAGES_P;2013;590000758;590782637;NAUT;12;3;14.3;;;;
IMAGES_P;2013;590000766;590782645;N4130;2;1;2.8;0;0;;
IMAGES_P;2013;590000766;590782645;N4160;1;;0.25;;;;
IMAGES_P;2013;590000774;590782652;M1160;2;1;2.15;1;1;1;1
IMAGES_P;2013;590000774;590782652;N4130;6;2;7.6;0;1;;
IMAGES_P;2013;590000774;590782652;N4160;1;;1;;;;
IMAGES_P;2013;590000782;590782660;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;590000782;590782660;N4130;;1;0.4;0;0;;
IMAGES_P;2013;590000782;590782660;N4160;1;;0.1;;;;
IMAGES_P;2013;590001004;590783239;M1160;5;9;7.16;0;1;;
IMAGES_P;2013;590001004;590783239;N4130;;;;1;1;;
IMAGES_P;2013;590001418;590034740;M1160;0;1;0.3;0;0;;
IMAGES_P;2013;590001418;590034740;N4130;1;;1;0;0;;
IMAGES_P;2013;590001418;590034740;N4160;1;;0.2;;;;
IMAGES_P;2013;590001442;590784245;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;590001442;590784245;N4130;1;;1.47;0;0;;
IMAGES_P;2013;590001442;590784245;N4160;1;;0.1;;;;
IMAGES_P;2013;590001442;590784245;NAUT;;3;1.16;;;;
IMAGES_P;2013;590001582;590785663;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2013;590001582;590785663;N4130;1;0;1;0;0;;
IMAGES_P;2013;590001582;590785663;NAUT;1;0;1;;;;
IMAGES_P;2013;590001749;590788956;M1160;1;4;3;1;1;0;0
IMAGES_P;2013;590001749;590788956;N4130;6;;6;;1;;
IMAGES_P;2013;590001749;590788956;N4160;1;;1;;;;
IMAGES_P;2013;590001749;590788956;NAUT;4;4;6.31;;;;
IMAGES_P;2013;590006607;590780193;M1160;7;7;3.41;0;0;0;0
IMAGES_P;2013;590006607;590780193;N4130;1;14;13.7;0;0;;
IMAGES_P;2013;590006607;590780193;N4160;0;1;1.1;;;;
IMAGES_P;2013;590006607;590780193;NAUT;0;7;7.4;;;;
IMAGES_P;2013;590052049;590006268;M1160;11;;11;0;0;0;0
IMAGES_P;2013;590052049;590006268;N4130;20;3;20.77;0;1;;
IMAGES_P;2013;590052049;590006268;N4160;1;;1;;;;
IMAGES_P;2013;590052049;590006268;NAUT;21;9;25.9;;;;
IMAGES_P;2013;590780250;590053955;M1160;;16;;0;1;;
IMAGES_P;2013;590780268;590053955;M1160;;15;;0;1;;
IMAGES_P;2013;590780268;590053955;M1210;;3;;0;1;;
IMAGES_P;2013;590780284;590051801;M1160;9;2;4.36;0;1;;
IMAGES_P;2013;590780284;590051801;N4130;16;2;14.07;0;1;;
IMAGES_P;2013;590780284;590051801;N4160;1;;0.93;;;;
IMAGES_P;2013;590780284;590051801;NAUT;2;8;6.81;;;;
IMAGES_P;2013;590782546;590000733;M1160;;2;0.4;0;1;1;1
IMAGES_P;2013;590782546;590000733;N4130;;1;0.8;;1;;
IMAGES_P;2013;590784864;590780193;M1160;6;1;3.41;0;0;0;0
IMAGES_P;2013;590784864;590780193;N4130;4;14;18.12;0;0;;
IMAGES_P;2013;590784864;590780193;N4160;1;0;1.1;;;;
IMAGES_P;2013;590784864;590780193;NAUT;3;8;9.78;;;;
IMAGES_P;2013;590787586;590780193;M1160;6;4;7.89;0;0;0;0
IMAGES_P;2013;590787586;590780193;N4130;4;19;22.42;0;0;;
IMAGES_P;2013;590787586;590780193;N4160;;1;1.11;;;;
IMAGES_P;2013;590787586;590780193;NAUT;1;15;11.87;;;;
IMAGES_P;2013;590788964;590001756;M1160;;12;6;;;;
IMAGES_P;2013;590796975;590780193;M1160;32;10;27.38;1;0;1;1
IMAGES_P;2013;590796975;590780193;M1210;8;;2.35;0;0;;
IMAGES_P;2013;590796975;590780193;N4130;52;56;103.21;1;1;;
IMAGES_P;2013;590796975;590780193;N4160;2;2;3.2;;;;
IMAGES_P;2013;590796975;590780193;NAUT;33;38;64.07;;;;
IMAGES_P;2013;590797353;590051801;M1160;9;2;3.9;0;1;;
IMAGES_P;2013;590797353;590051801;N4130;7;7;11.69;0;1;;
IMAGES_P;2013;590797353;590051801;N4160;1;;1;;;;
IMAGES_P;2013;590797353;590051801;NAUT;2;7;3.7;;;;
IMAGES_P;2013;590801106;590782421;M1160;7;6;9.3;0;1;1;
IMAGES_P;2013;590801106;590782421;M1210;1;;1;;;;
IMAGES_P;2013;590801106;590782421;N4130;34;12;44.3;1;1;;
IMAGES_P;2013;590801106;590782421;NAUT;12;4;14.73;;;;
IMAGES_P;2013;590804696;590781902;M1160;4;4;8;0;1;0;0
IMAGES_P;2013;590804696;590781902;N4130;26;8;29.9;0;1;;
IMAGES_P;2013;590804696;590781902;N4160;1;;0.2;;;;
IMAGES_P;2013;590804696;590781902;NAUT;16;5;17.09;;;;
IMAGES_P;2013;590806360;590003596;M1160;;1;0.1;0;0;0;0
IMAGES_P;2013;590806360;590003596;N4130;;1;0.19;0;0;;
IMAGES_P;2013;590811279;590780193;M1160;12;7;9.07;0;0;0;0
IMAGES_P;2013;590811279;590780193;M1210;3;3;2.98;0;0;;
IMAGES_P;2013;590811279;590780193;N4130;26;21;45.42;1;0;;
IMAGES_P;2013;590811279;590780193;N4160;2;4;4.39;;;;
IMAGES_P;2013;590811279;590780193;NAUT;8;25;33.14;;;;
IMAGES_P;2013;590813507;590000485;M1160;;6;1.2;;;;
IMAGES_P;2013;590813507;590000485;M1210;3;;0.6;;;;
IMAGES_P;2013;590813507;590000485;N4130;2;;2;;;;
IMAGES_P;2013;590816310;590000048;M1160;5;1;5.5;0;0;1;1
IMAGES_P;2013;590816310;590000048;N4130;8;;8;0;1;;
IMAGES_P;2013;590816310;590000048;N4160;1;;1;;;;
IMAGES_P;2013;590816310;590000048;NAUT;9;;9;;;;
IMAGES_P;2013;590817458;590053955;M1160;;14;;0;1;;
IMAGES_P;2013;590817839;590053955;M1160;;1;;0;1;0;0
IMAGES_P;2013;600000053;600101984;M1160;3;1;3.93;1;0;0;0
IMAGES_P;2013;600000053;600101984;N4130;8;2;9.77;1;0;;
IMAGES_P;2013;600000053;600101984;N4160;1;0;1;;;;
IMAGES_P;2013;600000053;600101984;NAUT;4;1;3.79;;;;
IMAGES_P;2013;600000152;600100572;M1160;1;1;1.4;0;0;0;0
IMAGES_P;2013;600000152;600100572;N4130;1;2;2.2;0;0;;
IMAGES_P;2013;600000152;600100572;NAUT;1;0;0.2;;;;
IMAGES_P;2013;600000186;600100648;M1160;;5;2.7;0;0;0;0
IMAGES_P;2013;600000186;600100648;N4130;5;5;8.6;0;1;;
IMAGES_P;2013;600000186;600100648;N4160;1;;1;;;;
IMAGES_P;2013;600000186;600100648;NAUT;4;1;4.8;;;;
IMAGES_P;2013;600000194;600100713;M1160;4;2;5.7;0;1;1;0
IMAGES_P;2013;600000194;600100713;M1210;1;2;1.8;0;0;;
IMAGES_P;2013;600000194;600100713;N4130;27;5;30.23;1;1;;
IMAGES_P;2013;600000194;600100713;N4160;1;1;1.56;;;;
IMAGES_P;2013;600000194;600100713;NAUT;19;9;28.27;;;;
IMAGES_P;2013;600000285;600100721;N4130;5;2;6.3;1;0;;
IMAGES_P;2013;600000285;600100721;NAUT;2;0;1.08;;;;
IMAGES_P;2013;600000467;600101984;M1160;4;2;4.1;1;0;0;0
IMAGES_P;2013;600000467;600101984;N4130;12;2;13.4;1;1;;
IMAGES_P;2013;600000467;600101984;N4160;1;0;1;;;;
IMAGES_P;2013;600000467;600101984;NAUT;12;1;11.91;;;;
IMAGES_P;2013;600100101;750712184;M1160;;1;1;1;1;1;1
IMAGES_P;2013;600100101;750712184;N4130;1;1;2;;;;
IMAGES_P;2013;600100101;750712184;N4160;1;;1;;;;
IMAGES_P;2013;600100671;750034589;M1160;;1;0.13;0;0;;
IMAGES_P;2013;600100671;750034589;N4130;;1;0.2;0;0;;
IMAGES_P;2013;600100754;600000228;M1160;9;;9;0;1;1;1
IMAGES_P;2013;600100754;600000228;N4130;7;;7;0;1;;
IMAGES_P;2013;600100754;600000228;NAUT;20;;20;;;;
IMAGES_P;2013;600100796;750720609;M1160;;1;0.1;0;0;0;0
IMAGES_P;2013;600100796;750720609;N4130;;1;0.7;0;0;;
IMAGES_P;2013;600110175;600001234;M1160;2;;2;;;;
IMAGES_P;2013;600113476;600100721;M1160;4;4;6.58;0;1;0;0
IMAGES_P;2013;600113476;600100721;N4130;23;5;26.4;;;;
IMAGES_P;2013;600113476;600100721;NAUT;16;3;18.57;;;;
IMAGES_P;2013;610000044;610780074;M1160;2;1;2.82;0;1;0;0
IMAGES_P;2013;610000044;610780074;N4130;5;4;8.4;0;1;;
IMAGES_P;2013;610000044;610780074;NAUT;4;0;3.1;;;;
IMAGES_P;2013;610000051;610780082;M1160;3;1;2.97;0;1;;
IMAGES_P;2013;610000051;610780082;N4130;15;5;18.69;0;0;;
IMAGES_P;2013;610000051;610780082;N4160;1;;0.8;;;;
IMAGES_P;2013;610000051;610780082;NAUT;9;1;8.2;;;;
IMAGES_P;2013;610000069;610780090;M1160;4;;4;0;1;0;0
IMAGES_P;2013;610000069;610780090;N4130;5;4;8.2;0;1;;
IMAGES_P;2013;610000069;610780090;N4160;1;;1;;;;
IMAGES_P;2013;610000069;610780090;NAUT;6;3;8.22;;;;
IMAGES_P;2013;610000077;610780124;M1160;2;;2;1;;0;0
IMAGES_P;2013;610000077;610780124;N4130;5;;4.62;0;1;;
IMAGES_P;2013;610000077;610780124;NAUT;2;;1.75;;;;
IMAGES_P;2013;610000093;610780140;M1160;;2;0.2;0;0;;
IMAGES_P;2013;610000093;610780140;N4130;;2;1;0;0;;
IMAGES_P;2013;610000119;610780165;M1160;4;0;3.11;1;0;;
IMAGES_P;2013;610000119;610780165;N4130;11;2;12.6;1;0;;
IMAGES_P;2013;610000119;610780165;NAUT;7;1;7.5;;;;
IMAGES_P;2013;610780108;610790594;M1160;;1;0.1;;;;
IMAGES_P;2013;610780108;610790594;N4130;6;1;1.19;0;0;;
IMAGES_P;2013;610780108;610790594;NAUT;2;;0.48;;;;
IMAGES_P;2013;610780116;610790594;M1160;1;;1;0;1;0;0
IMAGES_P;2013;610780116;610790594;N4130;9;2;8.52;1;0;;
IMAGES_P;2013;610780116;610790594;NAUT;4;2;2.03;;;;
IMAGES_P;2013;610780389;610004939;N4130;;1;0.24;0;0;;
IMAGES_P;2013;610784423;610787285;N4130;;1;0.77;0;0;;
IMAGES_P;2013;620000026;620003814;M1160;3;1;3.8;0;1;0;0
IMAGES_P;2013;620000026;620003814;M1210;1;;1;0;0;;
IMAGES_P;2013;620000026;620003814;N4130;14;3;15.58;0;1;;
IMAGES_P;2013;620000026;620003814;NAUT;8;4;9.97;;;;
IMAGES_P;2013;620000034;620100057;M1160;2;9;5.1;0;1;;
IMAGES_P;2013;620000034;620100057;N4130;16;6;20.3;1;1;;
IMAGES_P;2013;620000034;620100057;N4160;1;;1;;;;
IMAGES_P;2013;620000034;620100057;NAUT;5;;5;;;;
IMAGES_P;2013;620000224;620100651;M1160;1;9;4.2;0;1;;
IMAGES_P;2013;620000224;620100651;M1210;3;1;3.3;0;0;;
IMAGES_P;2013;620000224;620100651;N4130;19;11;26.3;1;1;;
IMAGES_P;2013;620000224;620100651;N4160;2;1;2.75;;;;
IMAGES_P;2013;620000224;620100651;NAUT;22;3;22.1;;;;
IMAGES_P;2013;620000232;620100669;N4130;0;;0.5;0;0;;
IMAGES_P;2013;620000240;620100677;M1160;;3;0.45;0;0;;
IMAGES_P;2013;620000240;620100677;N4130;1;1;1.12;;;;
IMAGES_P;2013;620000240;620100677;NAUT;2;1;1.91;;;;
IMAGES_P;2013;620000257;620100685;M1160;4;2;4.78;1;0;1;1
IMAGES_P;2013;620000257;620100685;N4130;34;6;37.77;1;0;;
IMAGES_P;2013;620000257;620100685;N4160;2;0;2;;;;
IMAGES_P;2013;620000257;620100685;NAUT;22;4;24.12;;;;
IMAGES_P;2013;620000281;620101287;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;620000281;620101287;N4130;;1;0.86;0;0;;
IMAGES_P;2013;620000323;620101337;M1160;2;3;2.63;0;1;0;0
IMAGES_P;2013;620000323;620101337;N4130;18;7;24.41;0;1;;
IMAGES_P;2013;620000323;620101337;N4160;1;;0.92;;;;
IMAGES_P;2013;620000323;620101337;NAUT;14;2;15.7;;;;
IMAGES_P;2013;620000349;620101360;M1160;1;1;1.6;1;1;;
IMAGES_P;2013;620000349;620101360;N4130;11;9;18.1;1;0;;
IMAGES_P;2013;620000349;620101360;N4160;1;;1;;;;
IMAGES_P;2013;620000349;620101360;NAUT;3;4;6.17;;;;
IMAGES_P;2013;620000653;620103440;M1160;8;;8;0;1;0;0
IMAGES_P;2013;620000653;620103440;M1210;2;;2;0;0;;
IMAGES_P;2013;620000653;620103440;N4130;32;8;34.46;1;0;;
IMAGES_P;2013;620000653;620103440;NAUT;14;2;15.26;;;;
IMAGES_P;2013;620003202;620103432;M1160;1;3;2.8;0;1;0;0
IMAGES_P;2013;620003202;620103432;N4130;12;5;16.37;0;1;;
IMAGES_P;2013;620003202;620103432;NAUT;3;2;4.1;;;;
IMAGES_P;2013;620003350;620001834;M1160;;7;1.95;0;0;0;0
IMAGES_P;2013;620003350;620001834;N4130;9;1;9.8;0;0;;
IMAGES_P;2013;620003350;620001834;N4160;1;;1;;;;
IMAGES_P;2013;620003350;620001834;NAUT;1;1;1;;;;
IMAGES_P;2013;620003376;620001834;M1160;2;1;2.6;0;1;1;
IMAGES_P;2013;620003376;620001834;N4130;8;3;11;1;0;;
IMAGES_P;2013;620003376;620001834;N4160;;1;1;;;;
IMAGES_P;2013;620008698;620004515;M1160;6;;6;;1;;0
IMAGES_P;2013;620008698;620004515;M1210;2;;2;0;0;;
IMAGES_P;2013;620008698;620004515;N4130;22;;22;0;1;;
IMAGES_P;2013;620008698;620004515;N4160;6;;5.8;;;;
IMAGES_P;2013;620008698;620004515;NAUT;12;;10.6;;;;
IMAGES_P;2013;620025346;620001834;N4130;3;7;7.8;0;0;;
IMAGES_P;2013;620025346;620001834;N4160;;1;0.05;;;;
IMAGES_P;2013;620025346;620001834;NAUT;3;4;6.45;;;;
IMAGES_P;2013;620100487;620000125;M1160;;6;1.5;;;;
IMAGES_P;2013;620100487;620000125;N4130;;5;3;;;;
IMAGES_P;2013;620100487;620000125;NAUT;;4;2;;;;
IMAGES_P;2013;620101311;620027763;M1160;;8;1.6;0;1;0;0
IMAGES_P;2013;620101311;620027763;N4130;;;;1;0;;
IMAGES_P;2013;620116046;620002311;N4130;;1;0.5;;;;
IMAGES_P;2013;620118513;620002915;M1160;13;1;13.5;0;1;0;0
IMAGES_P;2013;630000016;630180032;N4130;1;0;1;0;0;;
IMAGES_P;2013;630000149;630780302;N4130;1;;1;0;0;;
IMAGES_P;2013;630000404;630780989;M1160;14;2;10.18;;1;;
IMAGES_P;2013;630000404;630780989;N4130;58;24;75.44;1;1;;
IMAGES_P;2013;630000404;630780989;N4160;3;1;2.97;;;;
IMAGES_P;2013;630000404;630780989;NAUT;45;11;50.9;;;;
IMAGES_P;2013;630000412;630780997;M1160;2;1;2.6;0;1;;
IMAGES_P;2013;630000412;630780997;N4130;2;2;3.6;0;1;;
IMAGES_P;2013;630000412;630780997;N4160;;1;0.3;;;;
IMAGES_P;2013;630000420;630781003;M1160;4;;4;1;1;;
IMAGES_P;2013;630000420;630781003;N4130;7;;7;;;;
IMAGES_P;2013;630000420;630781003;N4160;;1;1;;;;
IMAGES_P;2013;630000420;630781003;NAUT;3;;3;;;;
IMAGES_P;2013;630000438;630781011;M1160;3;1;3.5;;1;;
IMAGES_P;2013;630000438;630781011;N4130;11;1;11.86;;1;;
IMAGES_P;2013;630000438;630781011;N4160;1;;1;;;;
IMAGES_P;2013;630000438;630781011;NAUT;5;;4.7;;;;
IMAGES_P;2013;630000446;630781029;M1160;4;1;4.1;;1;;
IMAGES_P;2013;630000446;630781029;N4130;2;12;10.67;0;0;;
IMAGES_P;2013;630000446;630781029;N4160;1;0;1;;;;
IMAGES_P;2013;630000446;630781029;NAUT;6;1;6.02;;;;
IMAGES_P;2013;630000479;630781110;M1160;5;9;8.82;0;1;1;0
IMAGES_P;2013;630000479;630781110;M1210;4;4;6.23;0;0;;
IMAGES_P;2013;630000479;630781110;N4130;20;3;22.04;0;1;;
IMAGES_P;2013;630000479;630781110;N4160;2;;2;;;;
IMAGES_P;2013;630000479;630781110;NAUT;20;;19.3;;;;
IMAGES_P;2013;630780211;630000107;M1160;13;;13;;;;
IMAGES_P;2013;630780211;630000107;N4130;27;1;27.5;;;;
IMAGES_P;2013;630780211;630000107;N4160;2;;2;;;;
IMAGES_P;2013;630780211;630000107;NAUT;45;2;46.63;;;;
IMAGES_P;2013;630781268;630780989;M1160;11;3;11.64;0;1;;
IMAGES_P;2013;630781268;630780989;N4130;21;8;27.16;1;1;;
IMAGES_P;2013;630781268;630780989;N4160;;;0.92;;;;
IMAGES_P;2013;630781268;630780989;NAUT;7;2;7.76;;;;
IMAGES_P;2013;630781755;630011518;N4130;;1;0.4;0;0;;
IMAGES_P;2013;630781839;630000826;M1160;11;3;12.82;0;1;0;
IMAGES_P;2013;640000162;640780417;M1160;10;3;11.4;0;1;0;0
IMAGES_P;2013;640000162;640780417;M1210;3;;3;0;0;;
IMAGES_P;2013;640000162;640780417;N4130;43;15;50.91;;;;
IMAGES_P;2013;640000162;640780417;N4160;2;;2;;;;
IMAGES_P;2013;640000162;640780417;NAUT;31;3;32.58;;;;
IMAGES_P;2013;640000402;640780813;M1160;2;2;2.51;;1;0;0
IMAGES_P;2013;640000402;640780813;N4130;8;4;11.2;0;0;;
IMAGES_P;2013;640000402;640780813;N4160;;1;0.3;;;;
IMAGES_P;2013;640000402;640780813;NAUT;;1;0.5;;;;
IMAGES_P;2013;640000410;640780821;M1160;;3;1.8;1;0;0;0
IMAGES_P;2013;640000410;640780821;N4130;7;;7;0;1;;
IMAGES_P;2013;640000410;640780821;N4160;1;;0.2;;;;
IMAGES_P;2013;640000410;640780821;NAUT;2;1;2.8;;;;
IMAGES_P;2013;640000600;640781290;M1160;11;;10.4;0;1;;
IMAGES_P;2013;640000600;640781290;M1210;2;;2;0;0;;
IMAGES_P;2013;640000600;640781290;N4130;45;5;43.4;1;1;;
IMAGES_P;2013;640000600;640781290;N4160;2;;1.38;;;;
IMAGES_P;2013;640000600;640781290;NAUT;18;4;18.75;;;;
IMAGES_P;2013;640017646;640017638;NAUT;2;0;1.33;;;;
IMAGES_P;2013;640780185;640000089;N4130;1;1;0.82;0;0;;
IMAGES_P;2013;640780557;640000238;N4130;;1;0.51;0;0;;
IMAGES_P;2013;640780581;640000253;N4130;;1;0.3;0;0;;
IMAGES_P;2013;640780623;640000287;N4130;;1;0.3;0;0;;
IMAGES_P;2013;640780631;640000295;M1160;;1;0.11;0;0;;
IMAGES_P;2013;640780631;640000295;N4130;;1;0.46;0;0;;
IMAGES_P;2013;640780672;640000337;N4130;;1;0.5;0;;;
IMAGES_P;2013;640780938;640000451;M1160;8;;8;0;1;0;0
IMAGES_P;2013;640780938;640000451;N4130;6;;6;0;1;;
IMAGES_P;2013;640780938;640000451;NAUT;3;;3;;;;
IMAGES_P;2013;640780946;640000469;M1160;;9;4.5;0;1;;
IMAGES_P;2013;640780946;640000469;N4130;;;;0;1;;
IMAGES_P;2013;640790150;750712184;N4130;1;;1;0;0;;
IMAGES_P;2013;650000045;650780158;M1160;3;0;2.93;0;1;;
IMAGES_P;2013;650000045;650780158;N4130;7;2;8.75;0;1;;
IMAGES_P;2013;650000045;650780158;NAUT;10;2;8.82;;;;
IMAGES_P;2013;650000052;650780166;M1160;1;;1;;1;;
IMAGES_P;2013;650000052;650780166;N4130;5;1;5.9;;1;;
IMAGES_P;2013;650000052;650780166;NAUT;2;;2.19;;;;
IMAGES_P;2013;650000078;650780190;M1160;1;0;1;;;;
IMAGES_P;2013;650000417;650783160;M1160;4;5;4.5;0;1;0;
IMAGES_P;2013;650000417;650783160;M1210;1;;1;0;0;;
IMAGES_P;2013;650000417;650783160;N4130;19;8;25.43;1;1;;
IMAGES_P;2013;650000417;650783160;N4160;1;1;1.7;;;;
IMAGES_P;2013;650000417;650783160;NAUT;14;1;15.45;;;;
IMAGES_P;2013;650784218;650780174;M1160;1;10;1.8;0;1;0;0
IMAGES_P;2013;650784218;650780174;N4130;10;;8.79;0;1;;
IMAGES_P;2013;650784218;650780174;N4160;1;;1;;;;
IMAGES_P;2013;650784218;650780174;NAUT;3;;2.3;;;;
IMAGES_P;2013;660000084;660780180;M1160;3;10;3.43;0;1;0;0
IMAGES_P;2013;660000084;660780180;M1210;1;6;2.96;0;0;;
IMAGES_P;2013;660000084;660780180;N4130;58;14;66.39;1;1;;
IMAGES_P;2013;660000084;660780180;N4160;3;;3;;;;
IMAGES_P;2013;660000084;660780180;NAUT;4;1;4.97;;;;
IMAGES_P;2013;660000605;660786799;N4130;1;;1;0;0;;
IMAGES_P;2013;660006990;340019363;M1160;1;0;1;0;0;0;0
IMAGES_P;2013;660006990;340019363;N4130;1;0;1;0;0;;
IMAGES_P;2013;660007006;340019363;N4130;;2;0.6;0;0;;
IMAGES_P;2013;660780347;660000183;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2013;660780628;660000282;M1160;3;;3;0;1;0;0
IMAGES_P;2013;660780636;660000290;N4130;1;;1;0;0;;
IMAGES_P;2013;660780776;660000399;M1160;4;;4;;;;
IMAGES_P;2013;660780776;660000399;N4130;4;;4;;;;
IMAGES_P;2013;660780776;660000399;N4160;1;;1;;;;
IMAGES_P;2013;670000025;670780055;M1160;16;8;22.1;0;1;0;0
IMAGES_P;2013;670000025;670780055;M1210;2;0;1;0;0;;
IMAGES_P;2013;670000025;670780055;N4130;84;25;100.97;;;;
IMAGES_P;2013;670000025;670780055;N4160;5;0;5;;;;
IMAGES_P;2013;670000025;670780055;NAUT;30;12;39.44;;;;
IMAGES_P;2013;670000033;670780063;M1160;6;7;6.96;0;1;0;0
IMAGES_P;2013;670000033;670780063;M1210;3;2;3.16;0;0;;
IMAGES_P;2013;670000033;670780063;N4130;15;8;20.14;0;0;;
IMAGES_P;2013;670000033;670780063;N4160;1;;1;;;;
IMAGES_P;2013;670000033;670780063;NAUT;12;7;15.4;;;;
IMAGES_P;2013;670000058;670013366;M1160;;1;0.1;0;0;0;1
IMAGES_P;2013;670000058;670013366;N4130;1;;1;0;0;;
IMAGES_P;2013;670000058;670013366;NAUT;1;;1;;;;
IMAGES_P;2013;670000157;670780337;M1160;4;;4.03;0;1;0;0
IMAGES_P;2013;670000157;670780337;M1210;2;2;3.48;0;1;;
IMAGES_P;2013;670000157;670780337;N4130;27;16;40.13;;;;
IMAGES_P;2013;670000157;670780337;N4160;2;;1.55;;;;
IMAGES_P;2013;670000157;670780337;NAUT;15;16;24.39;;;;
IMAGES_P;2013;670000165;670780345;M1160;1;4;3.5;0;1;0;0
IMAGES_P;2013;670000165;670780345;N4130;11;10;18.95;1;0;;
IMAGES_P;2013;670000165;670780345;N4160;1;;1;;;;
IMAGES_P;2013;670000165;670780345;NAUT;13;5;15.67;;;;
IMAGES_P;2013;670000272;670780543;M1160;2;3;2.53;1;1;;
IMAGES_P;2013;670000272;670780543;N4130;7;2;7.83;1;0;;
IMAGES_P;2013;670000272;670780543;N4160;1;;1;;;;
IMAGES_P;2013;670000306;670780584;M1160;;1;0.1;0;0;0;0
IMAGES_P;2013;670000306;670780584;N4130;;3;1.62;0;0;;
IMAGES_P;2013;670000397;670780691;M1160;4;;4;0;1;0;0
IMAGES_P;2013;670000397;670780691;N4130;18;5;21.6;1;1;;
IMAGES_P;2013;670000397;670780691;N4160;0;1;0.8;;;;
IMAGES_P;2013;670000405;670780709;N4130;;2;1.6;0;0;;
IMAGES_P;2013;670000603;670781152;M1160;0;1;0.2;0;0;0;0
IMAGES_P;2013;670000603;670781152;N4130;1;1;1.5;0;0;;
IMAGES_P;2013;670000603;670781152;N4160;1;1;1;;;;
IMAGES_P;2013;670000603;670781152;NAUT;1;1;1;;;;
IMAGES_P;2013;670009109;670780055;N4130;9;3;10.83;;;;
IMAGES_P;2013;670009109;670780055;NAUT;1;2;2.55;;;;
IMAGES_P;2013;670014430;670001734;M1160;3;;3;0;1;0;0
IMAGES_P;2013;670014430;670001734;N4130;;3;2.4;0;1;;
IMAGES_P;2013;670014430;670001734;N4160;1;0;1;;;;
IMAGES_P;2013;670014430;670001734;NAUT;2;;2;;;;
IMAGES_P;2013;670780188;670014604;N4130;3;;2.7;;1;;
IMAGES_P;2013;670780188;670014604;N4160;2;;2;;;;
IMAGES_P;2013;670780188;670014604;NAUT;2;;2;;;;
IMAGES_P;2013;670780378;670000785;M1160;4;;4;0;;0;0
IMAGES_P;2013;670780378;670000785;N4130;5;4;8.1;0;1;;
IMAGES_P;2013;670780378;670000785;NAUT;4;4;6.8;;;;
IMAGES_P;2013;670783133;670780055;N4130;2;1;2.59;;;;
IMAGES_P;2013;670783273;670780055;M1160;21;13;19.6;0;1;0;0
IMAGES_P;2013;670783273;670780055;M1210;3;0;2;0;0;;
IMAGES_P;2013;670783273;670780055;N4130;103;15;113.25;;;;
IMAGES_P;2013;670783273;670780055;N4160;6;0;5.95;;;;
IMAGES_P;2013;670783273;670780055;NAUT;42;16;53.34;;;;
IMAGES_P;2013;680000320;680000643;M1160;0;;;;1;;
IMAGES_P;2013;680000320;680000643;N4130;6;;6;;1;;
IMAGES_P;2013;680000320;680000643;N4160;1;;1;;;;
IMAGES_P;2013;680000320;680000643;NAUT;1;;1;;;;
IMAGES_P;2013;680000494;680000643;M1160;6;;6;;1;;
IMAGES_P;2013;680000494;680000643;M1210;;2;1;;;;
IMAGES_P;2013;680000494;680000643;N4130;16;6;19;;1;;
IMAGES_P;2013;680000494;680000643;N4160;1;1;1.5;;;;
IMAGES_P;2013;680000494;680000643;NAUT;12;3;12.8;;;;
IMAGES_P;2013;680000544;680000395;M1160;2;4;2.7;0;1;1;0
IMAGES_P;2013;680000544;680000395;N4130;11;3;13.05;1;0;;
IMAGES_P;2013;680000544;680000395;N4160;1;;1;;;;
IMAGES_P;2013;680000544;680000395;NAUT;4;;4;;;;
IMAGES_P;2013;680000577;680000411;M1160;8;;0.5;0;0;0;0
