BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;NB_CONS;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_PA;NB_CMP_PL;NB_CATTP;ACT_CMP;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;ACT_UCSA;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2013;750150104;750720476;TOT;0;;;0;;30;;;;8;;30;;;;8648;;;;2137;;66;4537;;;;2;;30487;;0;18;1260;178;;2415;1609;184;24;7;18;17.27;;;;;;58;46;88.51;41.6;;15.61;4.75;7.66;4.4;3;3;6.92;;;;20;2;31.12;24.05;;3;2.2;0.7;0.97
PSY;2013;750170102;750721391;GEN;;;;;;;;;;;;155;25;;;;;;;;;126;20318;9264;;;;;31885;;;181735;;;;2450;2339;;;10;14;14.05;;5;1.36;;;20;51;45.58;19.51;;14.32;4.14;7.04;0.57;;;;;;;;;;;;;;;
PSY;2013;750170102;750721391;INF;;;;;;;;;;;;12;;;;;;;;;;98;3804;;;;;;1244;;;;;;;180;153;;;;4;1.61;;;;;;20;6;19.03;1.73;;3.62;1.42;2;9.81;;;;;;;;;;;;;;;
PSY;2013;750170102;750721391;TOT;0;;;0;;;;;;;;167;25;;;;;;;;;224;24122;9264;;;;;33129;;;181735;;;;2629;2491;;;10;18;15.66;;5;1.36;;;38;57;64.61;21.24;;17.94;5.56;9.04;10.38;;;;;;;;;;;;;;;
PSY;2013;750170128;750710428;INF;;;;;;;;;;;;27;;;;;;;;;;;7171;;;;;;;;;;;;;45;;;;;3;1.4;;1;0.2;0;0;2;15;13.44;1;0;0.9;0.5;1.2;9.84;;;;;;;;;;;;;;;
PSY;2013;750170128;750710428;TOT;0;;;0;;;;;;;;27;;;;;;;;;;;7171;;;;;;;;;;;;;45;;;;;3;1.4;;1;0.2;;;2;15;13.44;1;0;0.9;0.5;1.2;9.84;;;;;;;;;;;;;;;
PSY;2013;750170235;750005068;GEN;;;;;;;;;;;;280;;;;;;;;;;;36777;;;;;;13299;;;;;;;2074;1664;;;12;11;15.99;;;;;;41;22;49.8;25.03;;5.74;3.7;10.75;6.85;;;;;;;;;;;;;;;
PSY;2013;750170235;750005068;TOT;0;;;0;;;;;;;;280;;;;;;;;;;;36777;;;;;;13299;;;;;;;2074;1664;;;12;11;15.99;;;;;;41;22;49.8;25.03;;5.74;3.7;10.75;6.85;;;;;;;;;;;;;;;
PSY;2013;750170243;750720922;INF;;;;;;;;;;;;44;;;;;;;;;;120;13574;;;;;;;;;;;;;126;;;;;4;1.8;;1;0.38;0;0;24;25;35.48;2.93;0;6.17;0.73;3.35;22.3;;;;;;;;;;;;;;;
PSY;2013;750170243;750720922;TOT;0;;;0;;;;;;;;44;;;;;;;;;;120;13574;;;;;;;;;;;;;126;;;;0;4;1.8;0;1;0.38;;;24;25;35.48;2.93;0;6.17;0.73;3.35;22.3;;;;;;;;;;;;;;;
PSY;2013;750170268;750721334;INF;;;;;;;;;;;;22;;;;;;;;;;;3940;;;;;;;;;;;;;30;;;;;3;1.6;;;;0;0;10;14;17.75;1.79;;2.1;0.62;1.07;12.17;;;;;;;;;;;;;;;
PSY;2013;750170268;750721334;TOT;0;;;0;;;;;;;;22;;;;;;;;;;;3940;;;;;;;;;;;;;30;;;;;3;1.6;;;;;;10;14;17.75;1.79;;2.1;0.62;1.07;12.17;;;;;;;;;;;;;;;
PSY;2013;750170490;750719312;INF;;;;;;;;;;;;8;;;;;;;;;;;2777;;;;;;;;;;;;;24;;;;;2;0.81;;;;;;;;7.08;1;0;1.58;0.5;4;;;;;;;;;;;;;;;;
PSY;2013;750170490;750719312;TOT;0;;;0;;;;;;;;8;;;;;;;;;;;2777;;;;;;;;;;;;;24;;;;;2;0.81;;;;;;;;7.08;1;0;1.58;0.5;4;;;;;;;;;;;;;;;;
PSY;2013;750310013;750043994;GEN;;;;;;52;;;;;;;;;558;19096;;;;;;;;;;;;;;;;;;;;401;;401;;4;11;7;;;;0;1;16;43;29;19;6;1;0;1;0;4;11;7;;;;16;43;29;19;6;1;;1;
PSY;2013;750310013;750043994;TOT;0;;;0;;52;;;;;;;;;558;19096;;;;;;;;;;;;;;;;;;;;401;;401;;4;11;7;;;;;;16;43;29;19;6;1;0;1;0;4;11;7;;;;16;43;29;19;6;1;;1;
PSY;2013;750710782;750001190;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;6267;;;;;;;;1634;;;;10;2.3;;;;0;0;2;13;;;;3.35;2;;;;;;;;;;;;;;;;;
PSY;2013;750710782;750001190;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;400;;;;;;;;99;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;750710782;750001190;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;2;;6667;;;;;;;;;;;;10;2.3;;;;;;2;13;;;;3.35;2;;;;;;;;;;;;;;;;;
PSY;2013;750719361;;GEN;;;;;;;;;;;;45;57;;;;;;;;;142;10859;19231;;;;;;;;;;;;33;;;;;9;3.5;;1;0.5;0;0;19;33;36;23.06;;4.92;3.6;4;0.42;;;;;;;;;;;;;;;
PSY;2013;750719361;;INF;;;;;;;;;;;;17;;;;;;;;;;193;4930;;;;;;;;;;;;;45;;;;;2;1;;1;0.11;0;0;2;16;11.03;;;1.47;0.5;;9.06;;;;;;;;;;;;;;;
PSY;2013;750719361;;TOT;0;;;0;;;;;;;;62;57;;;;;;;;;335;15789;19231;;;;;;;;;;;;78;;;;;11;4.5;;2;0.61;;;21;49;47.03;23.06;;6.39;4.1;4;9.48;;;;;;;;;;;;;;;
PSY;2013;750720674;;INF;;;;;;;;;;;;66;;;;;;;;;;;18653;;;;1;;942;;;;;;;320;;;;;9;2.93;;;;0;0;34;63;56.08;3.5;;13.93;1.8;3.7;20.79;;;;;;;;;;;;;;;
PSY;2013;750720674;;TOT;0;;;0;;;;;;;;66;;;;;;;;;;;18653;;;;1;;942;;;;;;;320;;;;;9;2.93;;;;;;34;63;56.08;3.5;;13.93;1.8;3.7;20.79;;;;;;;;;;;;;;;
PSY;2013;750802316;750720492;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6345;;;;;;;;346;;;;3;1.27;;;;0;0;;11;5.43;;;2.16;0.75;1.8;0.72;;;;;;;;;;;;;;;
PSY;2013;750802316;750720492;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;6345;;;;;;;;;;;;3;1.27;;;;;;;11;5.43;;;2.16;0.75;1.8;0.72;;;;;;;;;;;;;;;
PSY;2013;750802985;;GEN;;1;;;;;;;24;;;24;;;;;;;7898;;;;5388;;;;1;;6147;;103;;;;;528;433;30;15;1;7;4.15;;;;0;0;7;12;;6;2;4.55;3;;3.5;;;;;;;;;;;;;;;
PSY;2013;750802985;;TOT;1;;;0;;;;;24;;;24;;;;;;;7898;;;;5388;;;;1;;6147;;103;;;;;528;433;30;15;1;7;4.15;;;;;;7;12;;6;2;4.55;3;;3.5;;;;;;;;;;;;;;;
PSY;2013;750803447;750712184;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4851;;;3;9192;;;4189;4189;;;6;4;7;;;;0;;6;13;12.2;0;0;11.22;;;;;;;;;;;;;;;;;;
PSY;2013;750803447;750712184;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;4851;;;3;9192;;;;;;;6;4;7;;;;;;6;13;12.2;0;0;11.22;;;;;;;;;;;;;;;;;;
PSY;2013;750803454;750712184;INF;;1;;;;24;;;;;;20;;;676;6281;;;;;;;4647;;;;2;;9893;;250;;1655;6;;4899;4517;288;0;6;19;18.9;;;;0;1;65;47;;26.6;20.9;13.08;2.8;12.11;5.6;1;4;3.1;;;;63;35;;24.6;19.9;11.28;1.8;9.14;5.6
PSY;2013;750803454;750712184;TOT;1;;;0;;24;;;;;;20;;;676;6281;;;;;;;4647;;;;2;;9893;;250;;1655;6;;4899;;;;6;19;18.9;;;;;;65;47;;26.6;20.9;13.08;2.8;12.11;5.6;1;4;3.1;;;;63;35;;24.6;19.9;11.28;1.8;9.14;5.6
PSY;2013;750813016;750001711;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1093;;;;;;;492;492;;;;1;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;750813016;750001711;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;1093;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;750826141;750825960;INF;;;;;;;;;;;;32;;;;;;;;;;130;7219;;;;;;;;;;;;;91;;;;;3;1.44;;;;0;0;13;18;16.15;2;;1.92;0.9;0.94;8.58;;;;;;;;;;;;;;;
PSY;2013;750826141;750825960;TOT;0;;;0;;;;;;;;32;;;;;;;;;;130;7219;;;;;;;;;;;;;91;;;;;3;1.44;;;;;;13;18;16.15;2;;1.92;0.9;0.94;8.58;;;;;;;;;;;;;;;
PSY;2013;750827214;750815607;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;5191;;;;;;;716;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;750827214;750815607;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;5191;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;750832750;750719403;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;150;;;;;;;150;150;;;1;;0.1;;;;0;0;;;;;;;;;1;;;;;;;;;;;;;;;
PSY;2013;750832750;750719403;TOT;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;150;;;;;;;;;;;1;;0.1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
PSY;2013;760000018;760780023;GEN;;2;;;;73;;;;;;22;;3;1161;26197;;;;;;;7460;7;;6;4;3;26016;9117;;;;;;4659;3178;707;59;6;5;11.12;;;;;;105;36;125.74;87.57;21.29;13.34;7.43;5.45;2.73;;;;;;;74;29;91.01;49.61;20.77;6.77;2.3;1;0
PSY;2013;760000018;760780023;TOT;1;;1;0;;73;;;;;;22;;3;1161;26197;;;;;;;7460;7;;6;4;3;26016;9117;;;;;;4626;3178;707;59;6;5;11.12;;;;;;105;36;125.74;87.57;21.29;13.34;7.43;5.45;2.73;;;;;;;74;29;91.01;49.61;20.77;6.77;2.3;1;0
PSY;2013;760000158;760780239;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1.37;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;760000158;760780239;INF;;;;;;12;;;;;;;;;20;678;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;;;;;11;8;17.24;11.05;2.4;;;0.8;;;;;;;;11;8;17.24;11.05;2.4;;;0.8;
PSY;2013;760000158;760780239;TOT;0;;;0;;12;;;;;;;;;20;678;;;;;;;;;;;;;;;;;;;;;;;;3;2;3.37;1;;1;;;;;17.24;11.05;2.4;;;0.8;;;;;;;;;;17.24;11.05;2.4;;;0.8;
PSY;2013;760000190;760780270;GEN;;10;;;;545;33;;;;8;181;0;;5583;201848;6826;;;;687;54;37677;120;;8;23;20;118135;14384;14346;14630;13767;467;;18087;14005;3740;189;69;5;60.12;;;;1;1;933;191;1058.74;561.18;233.66;41.11;17.84;11.39;12.42;63;3;33.72;;;;703;120;794.71;405.22;214.34;15.45;14.98;4.09;2.87
PSY;2013;760000190;760780270;INF;;3;;;;10;78;;;;;100;;;59;3137;23349;;;;;141;15063;;;4;23;6;63907;1497;539;73;4547;1049;;6726;6332;56;1;26;5;22.74;;;;1;1;251;86;309.07;90.4;4.94;41.52;15.95;24.2;43.19;4;;1.18;;;;49;7;35.84;17.42;4.94;1;0.13;0.34;3.77
PSY;2013;760000190;760780270;PEN;;;;;;8;;;;;;8;;;92;2569;;;;;;;2062;;;;4;;;;43430;;;;;2408;2297;103;;5;1;3.9;;;;;;58;4;61;29.01;6.76;10.58;2.28;0.05;6;3;;1.1;;;;23;2;24.42;14.16;6.76;0.04;;;
PSY;2013;760000190;760780270;TOT;1;;12;1;;563;111;;;;8;289;0;;5734;207554;30175;;;;687;195;54802;120;;12;50;26;182042;15881;58315;14703;18314;1516;;26696;22194;3817;190;88;11;86.76;;;;;;1231;281;1428.81;680.59;245.36;93.21;36.07;35.64;61.61;67;3;36;;;;771;129;854.97;436.8;226.04;16.49;15.11;4.43;6.64
PSY;2013;760000356;760780726;GEN;;0;;;;35;;;;;;;;;886;11187;;;;;;40;;;;;1;;829;;;;;;;714;40;674;;1;;1;3;;2.4;0;1;30;13;36.44;19.59;6.99;3.06;0.54;0.2;0;1;;1;3;;2.4;26;11;32.46;15.97;6.99;2.7;0.54;0.2;0
PSY;2013;760000356;760780726;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;760000356;760780726;TOT;1;;1;0;;35;;;;;;;;;886;11187;;;;;;40;;;;;1;;829;;;;;;;714;40;674;;1;;1;3;;2.4;;;30;13;36.44;19.59;6.99;3.06;0.54;0.2;0;1;;1;3;;2.4;26;11;32.46;15.97;6.99;2.7;0.54;0.2;0
PSY;2013;760000372;760780742;GEN;;1;;;;;2;5;;;;12;;1;;;140;1522;;;;;3558;;3282;;2;1;24510;3282;;;;;;2108;2064;;;1;1;1.8;;3;1.7;0;0;24;7;28.23;21.85;;3.6;1;;;;;;;;;;;;;;;;;
PSY;2013;760000372;760780742;TOT;1;;0;0;;;2;5;;;;12;;1;;;140;1522;;;;;3558;;3282;;2;1;24510;3282;;;;;;2108;;;;1;1;1.8;;3;1.7;;;24;7;28.23;21.85;;3.6;1;;;;;;;;;;;;;;;;;
PSY;2013;760004143;;GEN;;;;;;;;;;;;;;20;;;;;;;;;;;4383;;;1;;26451;;;;;;74;41;;;;1;0.14;;;;;;5;3;5.91;;;;;;3.25;;;;;;;;;;;;;;;
PSY;2013;760004143;;TOT;0;;;0;;;;;;;;;;20;;;;;;;;;;;4383;;;1;;26451;;;;;;74;41;;;;1;0.14;;;;;;5;3;5.91;;;;;;3.25;;;;;;;;;;;;;;;
PSY;2013;760026674;750035578;GEN;;;;;;84;;;;;;15;;;;28054;;;;;;;2497;;;;;;;;;;;;;1067;15;1028;0;5;;;;1;0.2;;1;38;7;42;30.81;6;3;0.8;;;5;;;;1;0.2;35;5;36.85;26.81;6;2.25;0.6;;
PSY;2013;760026674;750035578;TOT;0;;;0;;84;;;;;;15;;;;28054;;;;;;;2497;;;;;;;;;;;;;1067;;;;5;;;;1;0.2;;;38;7;42;30.81;6;3;0.8;;;5;;;;1;0.2;35;5;36.85;26.81;6;2.25;0.6;;
PSY;2013;760780288;750005068;GEN;;;;;;;;;;;;40;;;;;;;;;;;9860;;;;;;1456;;;;;;;335;163;;;1;2;2.57;;;;0;0;8;8;13.47;9.5;;1.67;1;;1.3;;;;;;;;;;;;;;;
PSY;2013;760780288;750005068;TOT;0;;;0;;;;;;;;40;;;;;;;;;;;9860;;;;;;1456;;;;;;;335;163;;;1;2;2.57;;;;;;8;8;13.47;9.5;;1.67;1;;1.3;;;;;;;;;;;;;;;
PSY;2013;760781070;760780726;GEN;;5;;;;178;16;;;5;;157;;;2812;81513;6573;;;1965;;36;31998;146;;3;5;9;33192;3023;5164;;1974;;;4956;3045;945;47;18;2;18.23;2;3;2.5;0;1;342;87;383.69;240.79;59.63;15.07;6.7;1.2;0.77;13;1;11.6;2;1;1.85;162;43;186.76;131.13;25.57;0;1.93;0;0
PSY;2013;760781070;760780726;INF;;2;;;;8;40;;;;;79;;;356;11588;10354;;;17;;42;9390;;;7;13;12;45632;2566;;;1177;;;4998;4546;84;;10;;10.18;1;;0.9;0;1;144;55;176.56;59.12;6.15;29.69;31.49;11.64;4.77;;;;;;;23;4;25.25;11.61;6.15;1;2.8;0;0
PSY;2013;760781070;760780726;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2461;;;;;552;523;29;;1;;0.1;5;;2.6;;;9;0;8.6;7.97;0;0;0;0;0;1;;0.1;5;;2.6;0;0;0;0;0;0;0;0;0
PSY;2013;760781070;760780726;TOT;1;;3;1;;186;56;;;5;;236;;;3168;93101;16927;;;1982;;78;41388;146;;10;19;21;78824;5589;7625;;3151;;;10506;8114;1058;47;29;2;28.51;8;3;6;;;488;140;568.85;307.88;65.78;44.76;38.19;12.84;5.54;14;1;11.7;7;1;4.45;183;46;212.01;142.74;31.72;1;4.73;0;0
PSY;2013;760783563;760910919;INF;;;;;;;;;;;;15;;;;;;;;;;;2964;;;;;;;;;;;;;15;;;;;1;;;;;0;0;4;4;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;760783563;760910919;TOT;0;;;0;;;;;;;;15;;;;;;;;;;;2964;;;;;;;;;;;;;15;;;;0;1;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;760800938;760780023;INF;;1;;;;0;7;;;;;18;;1;77;;1869;;;;;;3452;;583;2;1;1;7397;108;;;;;;676;;;;3;1;3.15;;;;0;0;23;15;31.69;10.55;0.52;4.24;3.8;4.45;2.73;;;;;;;;;;;;;;;
PSY;2013;760800938;760780023;TOT;1;;;0;;0;7;;;;;18;;1;77;;1869;;;;;;3452;;583;2;1;1;7397;108;;;;;;663;;;;3;1;3.15;;;;;;23;15;31.69;10.55;0.52;4.24;3.8;4.45;2.73;;;;;;;;;;;;;;;
PSY;2013;760805770;760780726;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;170;;;;1986;;;1320;1320;;;1;;0.6;;;;0;1;3;1;3.8;3.8;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;760805770;760780726;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;760805770;760780726;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;4;22.28;13.69;0.5;4.7;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;760805770;760780726;TOT;1;;1;0;;;;;;;;;;;;;;;;;;;;;;;1;;170;;;;1986;;;1320;1320;;;1;;0.6;;;;;;25;5;26.08;17.49;0.5;4.7;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0
PSY;2013;760913137;760009001;GEN;;;;;;;;;;;;;;2;;;;;;;;;;;562;;;1;;3415;;;;;;156;156;;;;1;0.2;;;;0;0;;7;2.76;;;2.25;;;0.31;;;;;;;;;;;;;;;
PSY;2013;760913137;760009001;TOT;0;;;0;;;;;;;;;;2;;;;;;;;;;;562;;;1;;3415;;;;;;156;;;;;1;0.2;;;;;;;7;2.76;;;2.25;;;0.31;;;;;;;;;;;;;;;
PSY;2013;770000131;770110013;GEN;;2;;;;49;0;6;0;0;10;12;4;1;3237;16543;;1214;;;1754;34;3246;163;;2;2;1;8185;2012;2752;;5169;;;2256;2243;365;7;7;1;8.3;1;2;1.5;1;1;107;26;87.32;53.3;6.83;7.03;2.17;1;0.91;6;1;4.6;1;;1;64;6;57.5;36.45;5.83;1.25;1.08;0.8;0.91
PSY;2013;770000131;770110013;INF;;;;;;;;;;;;10;;;;;;;;;;;14;;;2;4;2;16186;3224;;;;;;1292;1278;;;2;2;3.2;;;;0;0;57;10;;1.42;;11.97;1.4;7.3;3.53;;;;;;;;;;;;;;;
PSY;2013;770000131;770110013;TOT;1;;;0;0;49;0;6;0;0;10;22;4;1;3237;16543;;1214;;;1754;34;3260;163;;4;6;3;24371;5236;2752;;5169;;;3548;;;;9;3;11.5;1;2;1.5;;;164;36;87.32;54.72;6.83;19;3.57;8.3;4.44;6;1;4.6;1;;1;64;6;57.5;36.45;5.83;1.25;1.08;0.8;0.91
PSY;2013;770000156;770110054;GEN;;4;;;;86;4;10;;0;;32;;;;30687;447;1849;;;;;1813;;;;;;;;;;;;;524;34;490;10;21;3;22.1;;;;;;184;27;203.94;90.86;49.61;13.04;4;4.59;2;15;2;15.9;;;;112;9;119.4;52.9;38.98;2;3;3.69;2
PSY;2013;770000156;770110054;INF;;1;;;;;;;;;;15;;;;;;;;;;;2270;;;;;;;;;;;;;23;23;;;4;3;5.5;1;;1;0;0;33;22;49.2;9.45;0;18.54;1.8;8.54;1;;;;;;;;;;;;;;;
PSY;2013;770000156;770110054;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;31;;2;1;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2013;770000156;770110054;TOT;1;;;1;;86;4;10;;0;;47;;;;30687;447;1849;;;;;4083;;;;;;;;;;;;;578;57;521;10;27;7;29.7;1;;1;;;217;49;253.14;100.31;49.61;31.58;5.8;13.13;3;15;2;15.9;;;;112;9;119.4;52.9;38.98;2;3;3.69;2
PSY;2013;770000172;770110070;GEN;;1;;;;25;;;;;;5;;;375;6595;;;;;;;1063;;;1;;1;2770;787;;;;;;930;788;257;;3;2;4.65;1;;1;;1;29;9;36.13;19.93;5.03;1.34;1.6;1;1;;;;;;;25;5;25.05;12.58;5.03;0.61;0.55;1;1
PSY;2013;770000172;770110070;TOT;1;;;0;;25;;;;;;5;;;375;6595;;;;;;;1063;;;1;;1;2770;787;;;;;;930;788;257;;3;2;4.65;1;;1;;;29;9;36.13;19.93;5.03;1.34;1.6;1;1;;;;;;;25;5;25.05;12.58;5.03;0.61;0.55;1;1
PSY;2013;770000214;770130052;GEN;;3;;;;60;5;;;;;;;;637;22713;1745;;;;;;;;;;;3;16157;5108;302;366;2619;;;3056;2592;462;2;12;5;12.35;;1;0.35;;;92;22;109.11;54.98;19.37;8.07;2.8;1.58;0;3;;3;;1;0.35;71;13;86.1;44.12;19.37;3;1.4;1.58;0
PSY;2013;770000214;770130052;INF;;1;;;;;;;;;;18;;;;;;;;;;13;2403;;;;;2;12542;3550;5;25;566;421;;1258;1193;13;;3;1;3.2;;;;;;30;19;43.58;11.2;0;13.29;0.64;6;6.3;;;;;;;;;;;;;;;
PSY;2013;770000214;770130052;TOT;1;;4;0;;60;5;;;;;18;;;637;22713;1745;;;;;13;2403;;;;;5;28699;8658;307;391;3185;421;;4273;3760;474;;15;6;15.55;;1;0.35;;;122;41;152.69;66.18;19.37;21.36;3.44;7.58;6.3;3;;3;;1;0.35;71;13;86.1;44.12;19.37;3;1.4;1.58;0
PSY;2013;770000446;770700185;GEN;;3;;;;82;7;;;;6;31;10;2;1036;29297;2144;0;0;0;1599;0;6925;589;4373;0;4;4;;51711;4994;52;2584;19;;5200;4232;768;83;19;2;18.18;;;;;;;;;;;;;;;4;5;5.77;;;;58;16;68.03;39.99;25.6;2.32;0.12;;
PSY;2013;770000446;770700185;INF;;1;;;;0;0;;;0;0;18;0;1;0;0;0;;;0;0;0;2434;;1264;1;8;2;;560;;;;;;2160;2160;;;4;7;7.23;;;;;;116;28;133.44;91.82;32.43;7.99;0.3;0.9;;;;;;;;;;;;;;;;
PSY;2013;770000446;770700185;PEN;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;2.24;;;;;;16;54;65;5.35;;21.19;0.06;12.43;4.78;;;;;;;;;;;;;;;
PSY;2013;770000446;770700185;TOT;1;;1;1;;82;7;;;0;6;49;10;3;1036;29297;2144;0;0;0;1599;0;9359;589;5637;1;12;6;;52271;4994;52;2584;19;;7360;6392;768;83;23;14;27.65;;;;;;132;82;198.44;97.17;32.43;29.18;0.36;13.33;4.78;4;5;5.77;;;;58;16;68.03;39.99;25.6;2.32;0.12;;
PSY;2013;770006138;310021217;GEN;;;;;;94;;;;;;29;;;986;34332;;;;;;;11427;;;;;;;;;;;;;925;222;703;;1;;1;;;;1;1;46;5;48.9;25;14;3;1;3.1;4;1;;1;;;;;;;;;;;;
PSY;2013;770006138;310021217;INF;;;;;;14;;;;;;;;;150;4854;;;;;;;;;;;;;;;;;;;;156;;156;;1;2;1.13;;;;0;0;20;3;21.5;11;6;1.6;;0.4;1;1;2;1.13;;;;;;;;;;;;
PSY;2013;770006138;310021217;TOT;0;;;0;;108;;;;;;29;;;1136;39186;;;;;;;11427;;;;;;;;;;;;;1081;;;;2;2;2.13;;;;;;66;8;70.4;36;20;4.6;1;3.5;5;2;2;2.13;;;;;;;;;;;;
PSY;2013;770019032;770170017;GEN;;4;;;;115;;8;;;;60;4;;3938;39532;;2406;;;;;24525;16;;;5;;38785;;1352;475;4993;;;7386;5913;1289;52;24;1;24.62;5;0;5;1;0;145;24;182.96;118.85;30.25;10.94;4.59;;1.5;16;3;8.32;3;;1.7;86;12;119.52;75.89;28.31;5;3.73;;1.5
PSY;2013;770019032;770170017;INF;;1;;;;;5;;;;;40;;;17;;1323;;;;;;6950;;;1;19;3;43155;10654;838;1292;2535;1503;;2611;2545;5;;12;5;14.1;1;0;1;;0;73;23;89.61;12.36;0.17;18.08;5.51;15.14;12.5;12;5;14.1;1;;1;;;;;;;;;
PSY;2013;770019032;770170017;TOT;1;;1;0;;115;5;8;;;;100;4;;3955;39532;1323;2406;;;;;31475;16;;1;24;3;81940;10654;2190;1767;7528;1503;;9997;;;;36;6;38.72;6;;6;;;218;47;272.57;131.21;30.42;29.02;10.1;15.14;14;28;8;22.42;4;;2.7;86;12;119.52;75.89;28.31;5;3.73;;1.5
PSY;2013;770150027;750720575;INF;;;;;;48;;;;;;15;;;509;7966;;;;;;;3710;;;;;;28;;;;;;;196;13;99;0;6;1;5.5;;;;1;1;28;26;46.22;30.89;3;6.22;2.34;2.94;0.83;5;;5;;;;24;19;37.43;24;3;4.27;1;2.53;0.83
PSY;2013;770150027;750720575;TOT;0;;;0;;48;;;;;;15;;;509;7966;;;;;;;3710;;;;;;28;;;;;;;196;13;99;0;6;1;5.5;;;;;;28;26;46.22;30.89;3;6.22;2.34;2.94;0.83;5;;5;;;;24;19;37.43;24;3;4.27;1;2.53;0.83
PSY;2013;770310019;770000370;GEN;;;;;;106;;;;;;;;;835;36035;;;;;;;;;;106;;;;;;;;;;736;;;;;5;;;1;;0;0;;;;18.94;9.14;1.6;1;;2.52;;;;;;;;;;;;;;;
PSY;2013;770310019;770000370;TOT;0;;;0;;106;;;;;;;;;835;36035;;;;;;;;;;106;;;;;;;;;;736;;;;;5;;;1;;;;;;;18.94;9.14;1.6;1;;2.52;;;;;;;;;;;;;;;
PSY;2013;770310027;770000388;GEN;;;;;;106;;;;;;;;;939;36376;;;;;;;;;;;;;;;;;;;;929;;;;;5;5;;1;0.24;0;0;;;;25.8;10;1.8;1.8;;7.5;;;;;;;;;;;;;;;
