BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2013;350000154;350000030;1;1086;0;390;3.56;1;19;1;632;3;7242;2;1;0;;1.81;0.3;0;0;0;0;3;7;;;7;5;5;;;1;9.33;11.85;;;5.6
MCOGER;2013;350000162;350000048;1;417;0;369;2.7;1;38;2;787;1;10360;4;1;0;0;2.02;0.1;0;0;1;1;12;19;1;0;10;4;2;0;0;3;11.84;14.94;0.33;0;7.39
MCOGER;2013;350000188;350000055;1;37;10;47;2.2;1;16;0;160;1;1135;1;1;1;1;0.9;0.9;0;0;1;1;6;6;1;;2;3;4;;;;7.66;8.31;0.8;;2
MCOGER;2013;350002192;220020739;1;86;0;83;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;350005021;440042844;0;;;;;1;0;3;0;481;0;4;;8;3;8.92;2.52;0;0;1;1;17;17;;;;12;14;2;;2;24.42;26.26;0.75;;1.1
MCOGER;2013;350006771;350005179;0;;;;;1;40;0;747;0;14782;2;0;2;0;1.43;0;0;0;0;0;14;22;0;0;18;8;9;0;0;7;21.97;27.24;0;0;20.05
MCOGER;2013;360000038;360000046;0;;;;;1;20;;316;0;6268;7;1;12;;15.6;1;;;1;;29;31;0;0;31;15;20;0;0;4;24.54;28.83;0;0;14.28
MCOGER;2013;360000137;360000053;1;342;12;461;0.86;1;16;4;755;1;5535;3;2;;;2.49;1.49;;;;;11;12;;;7;10;4;;;3;18.37;14.6;;;9.5
MCOGER;2013;360000160;360000079;0;;;;;1;5;;174;0;1726;2;;;;0.35;;0;;1;;;3;;;;2;;;;;1.6;3;;;
MCOGER;2013;370000531;370000606;0;;;;;1;12;1;425;29;3908;1;1;0;;1;1;1;0;0;0;4;7;;;1;;2;1;;2;4;8.39;0.5;0;2.32
MCOGER;2013;370000580;370000564;0;;;;;1;25;0;652;10;6951;2;;;;1.79;;0;;1;;10;11;;;4;5;2;;;2;12.51;11.52;;;4.98
MCOGER;2013;370000861;370000481;1;1137;0;279;4;1;25;;685;1;9044;6;3;;;12.6;1.5;0;0;0;0;351;389;1;0;444;167;137;0;0;159;469.99;481.95;1;0;575.1
MCOGER;2013;370000879;370000564;0;;;;;1;28;0;827;3;8482;2;0;;0;2;0;0;0;1;0;6;10;;;3;6;6;;;3;9.95;14.14;;;5.95
MCOGER;2013;380000034;380780049;1;;;;;1;27;0;670;3;9669;3;;;;1.5;;0;0;1;1;6;6;;;2;4;6;;;;9.35;10.39;;;2
MCOGER;2013;380000042;380780056;0;;;;;1;22;;745;;7349;;;2;;1.6;;0;0;0;0;7;12;;;7;5;3;;;1;11.2;12.94;;;6.77
MCOGER;2013;380000067;380780080;1;1078;;692;6.5;1;46;1;1238;343;16356;8;;3;;10.76;;0;;1;0;13;13;;;18;10;5;;;5;22.34;18.1;0.5;;20.55
MCOGER;2013;380000109;380780213;0;;;;;1;20;;;;;1;1;;;1.67;1.67;1;1;0;0;5;10;;;4;3;5;;;10;7.24;10.25;;;9.4
MCOGER;2013;380000174;380781435;1;1301;19;809;3.43;1;30;0;682;0;8528;2;1;2;2;1.61;1.46;0;0;1;0;15;20;1;;13;9;7;0;;6;8.43;9.12;1;;3.98
MCOGER;2013;380000406;380784751;1;622;0;582;3.6;1;20;2;670;52;7047;2;0;3;0;2.03;0;0;0;1;1;7;11;0;0;5;4;1;0;0;1;10.82;10.76;0;0;5.38
MCOGER;2013;380012658;380012609;1;310;;270;2.2;1;8;;141;1;1812;1;;3;2;2.4;1.6;1;1;1;1;5;5;;;;3;4;1;;2;7.3;8;0.3;;1.2
MCOGER;2013;380785956;380795211;0;;;;;1;20;0;370;1;4110;1;1;1;;2;1;0;0;;1;9;5;;;;;;;;1;9;5;;;0.5
MCOGER;2013;390000040;390780146;1;;;;;1;27;0;765;0;9334;2;;3;;3.63;;0;;0;;;;;;;;;;;;;;;;
MCOGER;2013;390000222;390780609;0;;;;;1;24;0;810;7;8084;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;400000105;400780193;1;673;5;651;;1;24;;613;0;7327;2;2;;;2;2;0;0;1;1;8;12;;;6;4;4;;;1;9.09;13.11;;;6.09
MCOGER;2013;400000139;400011177;1;617;0;573;5.09;1;12;0;660;3;5797;3;3;;;3;3;0;0;1;1;3;0;0;0;1;2;12;0;0;7;4.65;4.67;0;0;3.95
MCOGER;2013;400000147;400780268;0;;;;;1;10;2;282;436;4264;1;1;;;1;1;;;;;6;7;;1;;;;;;;6;6.8;;0.1;
MCOGER;2013;400000261;400780458;0;;;;;1;;1;0;55;0;;;;1;;0.1;;0;;0;;;;;;;;;;1;;;;;0.1
MCOGER;2013;400787354;400780193;0;;;;;1;;2;;276;;;;;;1.33;0.03;0;0;1;1;1;;;;;;;;;;1;;;;0.33
MCOGER;2013;410000020;410000087;1;433;0;408;2.59;1;26;1;900;2;11187;2;0;0;0;2;0;1;0;1;0;24;29;0;0;21;3;5;0;0;0;10.7;22.4;0;0;12.42
MCOGER;2013;410000038;410000095;0;;;;;1;15;0;426;3;5383;2;1;;;0.48;0.25;0;0;1;1;4;4;;;4;1;3;;;1;4.54;6.67;;;4.75
MCOGER;2013;420000010;420780033;1;222;192;;4.61;1;25;2;831;161;9235;3;3;0;0;2.9;2.9;0;0;0;0;11;12;;;6;2;3;;;5;11.39;12.84;;;7.37
MCOGER;2013;420000192;750034589;0;;;;;1;18;;475;1;6689;;;2;2;1.02;1.02;0;0;1;1;;;;;;12;37;0;0;45;4.62;4.06;;;5.9
MCOGER;2013;420000226;420013831;0;;;;;1;15;0;106;0;1955;;;;;;;;;;;;;;;;;1;;;;;0.45;;;
MCOGER;2013;420000234;420780652;1;373;0;678;3.55;1;21;1;872;6;9971;2;1;;;2;1;0;0;1;0;5;7;;;;1;1;;;;5.6;7.6;;;
MCOGER;2013;420000267;420013831;1;202;0;190;3.3;1;12;2;168;185;2299;;;;;;;0;0;0;0;3;6;;;;4;3;;;5;3.57;4.9;;;2
MCOGER;2013;420000317;420780736;0;;;;;1;8;0;195;2;2348;;;;;;;;;;;2;1;;;;2;1;;;;3.3;1.5;;;
MCOGER;2013;420000440;420784878;0;;;;;1;30;0;810;0;10856;11;;3;;4.53;;;;1;;22;31;;;2;8;2;;;2;11.04;14.31;;;1.38
MCOGER;2013;420011413;420011405;0;;;;;1;10;;145;0;1989;1;;1;1;1.5;0.5;0;0;1;1;3;3;;;;;1;;;;3;3.25;;;
MCOGER;2013;420780637;420002495;1;391;;339;2.6;1;18;;;;;1;;3;1;2.5;0.5;0;0;1;0;1;3;;;1;8;12;;;5;5;8;;;4
MCOGER;2013;420782567;420784878;1;0;144;;;1;40;3;1184;393;13908;;;;;;;;;;;23;36;;;16;8;8;;;7;17.38;24.11;;;9.44
MCOGER;2013;420785354;420784878;1;1083;;803;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;430000117;430000018;1;;;1080;1.22;1;32;1;1195;5;12451;3;3;0;0;1.54;1.15;0;0;1;1;13;15;0;0;5;7;5;0;0;3;18.29;18.26;0;0;3.93
MCOGER;2013;430000190;430000034;1;75;0;75;1.66;1;12;2;304;14;3798;1;;;;1;;0;0;1;0;;3;;;1;7;5;;;9;4.05;6.06;;;5.71
MCOGER;2013;440000016;440000057;1;2597;1440;2121;8.17;1;75;6;2289;2411;27119;6;5;2;2;6.7;5.7;0;;1;;18;28;;;6;17;21;3;;10;30.6;42.6;1.6;;12.75
MCOGER;2013;440000271;440000289;1;2739;;;6.02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;440000396;440000297;1;181;0;138;0.95;1;22;;737;0;8188;1;1;;;1;1;;;1;1;;;;;;;;;;;;;;;
MCOGER;2013;440000453;440000289;0;;;;;1;36;5;1248;717;13032;5;;3;;4.34;;0;0;1;1;12;17;0;0;3;11;9;0;1;13;18.65;22.45;0;0.5;9.41
MCOGER;2013;440000503;440000313;1;;;;0.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;440000560;850009010;0;;;;;1;22;3;671;461;7750;2;;1;;2.8;;0;;1;;10;12;;;2;5;5;;;2;11.57;13.9;;;2.82
MCOGER;2013;440001113;490017258;1;246;;221;0.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;440001295;440000859;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;440017598;440000289;0;;;;;1;30;0;1110;2;10726;5;;;;3.25;;0;;1;;5;14;0;0;3;11;8;0;0;1;13.35;18.8;0;0;4.36
MCOGER;2013;450000021;450000088;0;;;;;1;;;;;;10;;4;;7;;0;;1;;;;;;;;;;;;11.47;13.07;0.83;;11.42
MCOGER;2013;450000062;450000104;1;304;0;304;1.45;1;30;1;427;2;4820;1;1;1;1;1.24;1.24;0;0;0;0;14;15;1;;10;1;1;;;9;8.99;8.89;1;;9.31
MCOGER;2013;450000070;450000112;0;;;;;1;4;;107;0;978;3;1;2;1;3.46;1.6;0;0;0;0;3;3;;;3;;;;;;1.04;1.93;;;0.3
MCOGER;2013;450000120;450000138;0;;;;;1;12;;169;0;3079;;;1;;0.15;;0;;1;;3;8;;;6;2;;;;2;4.6;8;;;6.5
MCOGER;2013;450000260;450000161;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;450002613;450000088;1;;;;4.03;1;68;2;2446;203;25167;14;;3;;3.51;;;;;;24;51;1;;29;11;9;1;;6;24.18;31.51;0.41;;15.56
MCOGER;2013;460000045;460780083;0;;;;;1;10;0;;;;2;1;0;0;1.19;0.5;1;;1;;5;7;0;0;2;6;5;0;0;1;3.84;3.52;0;0;1.48
MCOGER;2013;460000052;460780091;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;460000102;460780208;0;;;;;1;7;2;250;199;2334;2;1;;;0.3;0.2;;;;;3;5;;;3;3;2;;;;3.9;2.31;;;0.8
MCOGER;2013;460000110;460780216;1;1633;39;645;3.15;1;12;;538;29;3806;3;0;0;0;2.5;0;0;0;0;0;7;7;0;0;2;1;1;0;0;3;7.8;6.48;0;0;4.15
MCOGER;2013;470000431;470000324;0;;;;;1;24;;549;0;8215;1;;;;0.55;;0;0;0;0;1;;;;1;;;1;;1;0.6;;0.3;;0.56
MCOGER;2013;470000480;470001660;1;186;0;182;;1;22;;1062;0;8888;3;2;1;0;3.2;2;;;;;11;12;0;0;8;0;0;0;0;3;8.78;10.96;0;0;7.01
MCOGER;2013;470000530;470000357;0;;;;;1;5;;37;0;390;;;1;;0.2;;0;;0;;2;2;;;;;;;;;2;1.8;;;
MCOGER;2013;470005406;470000316;1;973;25;813;3;1;20;5;750;3;6918;3;2;;;1.93;0.93;0;0;1;1;12;15;;;9;1;1;;;2;12.22;14.99;;;6.12
MCOGER;2013;480000017;480780097;1;232;;199;1.5;1;7;0;302;1;2456;;;;;;;;;;;6;8;;;2;2;3;;;;7.9;13.2;;;1.23
MCOGER;2013;480000033;480780121;0;;;;;1;20;2;172;2;5853;;;;;;;;;;;5;12;;;12;1;;;;4;5.25;12;;;15.2
MCOGER;2013;480000041;480780139;0;;;;;1;10;2;115;2;1608;1;1;2;;0.78;0.26;0;0;0;0;8;18;1;;1;2;3;;;1;2.61;6.76;0.23;;0.31
MCOGER;2013;480000074;480780162;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;490000049;490000031;1;1783;227;1796;6.66;1;26;1;986;84;9420;7;2;0;0;5.7;2;0;0;1;1;16;13;0;0;9;2;8;1;0;3;14.53;16.98;0.2;0;8.99
MCOGER;2013;490000635;490000676;1;506;0;472;1.8;1;32;;1044;8;10786;4;4;;;2.5;2.5;0;;0;;10;15;;;1;14;12;;;3;17.86;21.46;;;2.26
MCOGER;2013;490001765;490528452;1;559;22;558;1.25;1;28;0;1001;126;10310;2;;3;;3.83;;;;;;2;4;;;2;10;11;;;7;11.27;13.42;;;9.97
MCOGER;2013;500000021;500000054;1;2534;;910;4.4;1;26;0;756;0;9289;2;1;;;2;1;;;0;;10;11;;;9;3;3;;;;11.38;13.18;;;6.79
MCOGER;2013;500000187;500000013;1;497;0;;;1;28;8;887;7;9789;4;4;;;3.42;3.42;;;;;10;14;;;5;4;4;;;2;12.35;17.21;;;7.74
MCOGER;2013;500000260;500000054;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;500000450;500000112;1;459;0;563;2.31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;500000476;500000138;0;;;;;1;15;0;114;34;1976;0;;7;;0.6;;0;;1;;5;6;1;;9;5;0;;;4;8.26;5.82;1;;12.33
MCOGER;2013;500000591;500000393;0;;;;;1;17;0;512;3;5950;2;;;;2;;0;;1;;;;;;;;;;;;;;;;
MCOGER;2013;510000235;510000060;0;;;;;1;22;0;756;5;7488;3;3;1;;3.03;2.63;;;;;11;13;;;6;3;1;;;2;10.85;10.22;;;3.23
MCOGER;2013;510004302;510000029;1;223;3;304;0.5;1;49;5;1237;1006;17271;9;0;0;0;4.15;0;0;0;0;0;19;16;0;0;20;8;7;0;0;4;24.5;21.4;0;0;19.65
MCOGER;2013;520000068;520780073;1;300;2;;0.4;1;33;1;813;1;11325;4;2;1;1;3.21;2.5;0;0;1;1;11;14;;;;4;2;;;;13.33;14.22;;;
MCOGER;2013;530000017;530000025;1;;;;;1;10;0;286;1;3478;0;;1;;0.8;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;530000173;530000074;1;368;0;34;0.57;1;34;0;1137;3;11522;4;4;2;2;5.16;5.16;0;0;1;1;10;14;1;0;7;11;7;2;0;1;16.95;16.91;0.64;0;8.74
MCOGER;2013;530000264;530000371;1;775;158;;0.5;1;29;;917;4;10929;3;2;;;2.76;1.93;0;0;0;0;8;10;;;4;5;5;;;2;10.5;13.23;;;3.79
MCOGER;2013;540000023;540000049;1;669;0;303;1.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;540000296;540000106;0;;;;;1;16;;602;0;5625;2;;2;;3.3;;0;0;1;1;20;22;;;10;2;2;;;;21;23.3;;;10
MCOGER;2013;540000395;540000122;0;;;;;1;20;0;389;2;6671;;;2;;1.33;;0;;1;;5;10;;;;1;1;;;;5.5;10.4;;;
MCOGER;2013;540001070;540000767;1;;;284;2;1;28;;1012;4;9221;;;4;4;1.6;1.6;0;0;0;0;10;9;;;2;4;5;;;6;13.23;13.14;;;5.3
MCOGER;2013;540001104;540000882;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;540002698;540002078;1;1512;0;;3.11;1;59;5;1258;769;19090;11;;;;5.66;;0;0;1;1;45;32;;;32;14;20;;;15;39.69;41.45;;;27.86
MCOGER;2013;540014149;540000122;0;;;;;1;;5;0;1709;0;;;1;1;0.5;0.5;0;0;0;0;1;2;;;;;;;;;1;2;;;
MCOGER;2013;550000012;550000020;1;281;0;429;2.75;1;20;4;495;0;6789;2;;;;2;;0;;1;;32;23;;;93;7;2;;;11;33.85;24.18;;;92.87
MCOGER;2013;550000434;550003354;1;117;22;185;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;560000127;560023210;1;;;;;1;30;0;1002;1;10744;5;5;1;1;1.1;1.1;0;0;1;1;21;25;0;0;5;2;3;0;0;1;14.15;19.24;0;0;2.78
MCOGER;2013;560000135;560005746;1;960;;;2.3;1;42;;955;1;14545;4;4;;;4;4;0;0;1;1;21;16;;;1;6;6;;;;19.88;15.65;;;1.4
MCOGER;2013;560000143;560014748;0;;;;;1;29;0;1145;5;10843;2;2;0;0;2;2;1;1;;;10;13;;;2;4;5;;;1;12.7;21.8;0;0;2.73
MCOGER;2013;560000184;560006017;1;97;0;95;3;1;16;5;510;1109;5446;4;4;7;7;8.45;8.45;1;1;0;0;15;10;0;;7;22;27;2;;14;28.01;24.8;0.6;;13.75
MCOGER;2013;560000192;560000044;1;178;0;170;1.34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;560000200;560023210;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;560000275;560005746;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;560015422;560002214;0;;;;;1;10;;180;2;2122;;;;;;;;;;;3;4;;;;1;;;;2;3.93;4;;;0.65
MCOGER;2013;570000117;570015099;1;381;0;381;2;1;10;0;462;23;3129;;;1;1;0.15;0.15;0;0;0;0;1;;;;;;;;;1;1;;;;0.3
MCOGER;2013;570000166;570010173;0;;;;;1;;5;0;670;0;;;1;;0.3;;;;;;;;;;;1;1;1;;;0.8;0.5;0.25;;
MCOGER;2013;570000349;570005165;1;640;;;;1;26;3;842;466;9327;7;7;;;7;7;0;0;1;1;10;10;;;2;7;7;;;4;13.17;13.87;;;3.99
MCOGER;2013;570000489;750050759;0;;;;;1;10;;301;2;2914;1;1;;;1;1;0;0;0;0;4;5;;;2;;;1;;;4;5;0.1;;2
MCOGER;2013;570000687;570025254;1;209;;182;1.9;1;20;5;6;974;0;4;1;1;0;4.4;0.9;0;0;0;0;12;11;2;0;7;3;4;1;0;3;11.4;9.5;1.5;0;6
MCOGER;2013;570000968;570000430;0;;;;;1;20;;62;0;524;3;;;;0.97;;1;1;;;29;51;3;;1;;;;;;24.16;41.85;1.67;;1
MCOGER;2013;570001099;570023630;0;;;;;1;30;;517;0;7519;2;2;;;2;2;0;0;1;1;14;;;;;1;;;;1;14.5;;;;0.7
MCOGER;2013;570003079;570010181;0;;;;;1;62;2;1467;94;14518;3;;8;;7.12;;;;;;14;10;;;40;15;8;1;;23;23.44;16.95;0.5;;47.75
MCOGER;2013;570005215;570005165;0;;;;;1;;5;0;526;0;3;3;;;3;3;0;0;1;1;;2;;;1;2;1;;;;1.75;2;;;1
MCOGER;2013;570026682;570005165;1;190;;;1.36;1;44;;1643;4;16321;4;4;2;2;5.1;5.1;0;0;1;1;17;27;;;2;6;7;;;8;23.59;29.9;;;7.78
MCOGER;2013;580004836;580780039;1;250;0;250;1.5;1;23;;515;0;7984;2;2;1;;1.54;1.5;;;1;1;8;8;0;0;1;6;5;0;0;2;11.09;8.66;0;0;2
MCOGER;2013;580972677;580780088;0;;;;;1;3;0;70;0;602;3;;;;0.25;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;590000014;590780052;0;;;;;1;10;;56;0;663;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;590000121;590780227;1;;;;;1;40;5;1192;335;13056;4;2;;;3.5;1.8;;;;;18;20;;;4;5;4;;;;23.49;23.39;;;2.68
MCOGER;2013;590000337;590781415;1;549;42;500;3;1;20;4;870;113;7243;3;0;0;0;3;0;0;0;1;1;11;9;;;5;6;4;;;1;16.37;12.85;;;6.51
MCOGER;2013;590000428;590781605;1;454;0;450;1;1;23;1;679;80;7820;4;4;;;2.4;2.4;0;0;1;1;14;14;;;2;;1;;;;11.3;13.1;;;1.57
MCOGER;2013;590000436;590781621;0;;;;;1;20;;406;0;5836;2;2;;;1.84;1.84;;;;;3;8;;;1;3;;;;;6.38;8.77;;;0.25
MCOGER;2013;590000477;590781670;1;66;0;66;0.1;1;14;;370;0;4736;;;2;2;0.8;0.8;1;1;1;1;;;;;;10;11;1;;12;5.4;6.3;0.05;;4.43
MCOGER;2013;590000527;590781795;1;0;0;0;0.1;1;28;5;693;8;9297;2;2;0;0;2;2;0;0;1;1;12;12;0;0;5;1;2;1;0;2;12.46;13.35;0.83;0;6.81
MCOGER;2013;590000535;590781803;1;;;;0.4;1;20;0;475;3;5252;5;3;;;3.69;3;;;1;;13;12;;;4;;;;;;9.4;10;0.37;;2.52
MCOGER;2013;590000592;590782165;0;;;;;1;20;0;548;1;7045;29;2;60;0;68.4;2;1;0;0;0;2;1;0;0;2;0;0;0;0;1;2;1;0;0;1.8
MCOGER;2013;590000600;590782207;0;;;;;1;29;0;732;0;8587;3;1;;;3;1;1;;0;;14;26;;;6;4;4;;;1;11.98;15.2;;;4.61
MCOGER;2013;590000618;590782215;1;1029;82;952;4.77;1;42;3;1880;409;15281;4;4;3;3;5.97;5.97;0;0;0;0;22;24;1;0;14;9;10;0;0;4;27.94;27.94;1;0;9.47
MCOGER;2013;590000758;590782637;1;293;1;293;4.4;1;20;1;425;15;5117;2;2;;;1.58;1.58;0;0;1;1;3;4;;;;4;3;;;1;6.2;6.35;;;0.2
MCOGER;2013;590000766;590782645;0;;;;;1;30;0;1039;13;9123;2;1;1;;2.11;1;1;0;0;0;14;10;;;7;1;4;;;1;11.56;11.48;;;6.19
MCOGER;2013;590001004;590783239;1;1644;;;1;1;35;;1762;6;12146;7;5;;;4.08;3.08;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2013;590780284;590051801;1;804;;;1.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;590782496;590000139;0;;;;;1;30;5;;;;2;2;1;1;2.8;2.8;0;0;1;1;13;8;;;1;;1;1;;3;13;8.5;0.6;;3.2
MCOGER;2013;590782546;590000733;0;;;;;1;10;0;;;;1;;;1;1;0.25;0;0;1;0;4;3;;;;;1;;;1;4;3.5;;;0.7
MCOGER;2013;590787586;590780193;0;;;;;1;28;;786;1;9740;2;;;;2.3;;;;;;19;16;;;4;3;5;;;1;18.73;19.16;;;5.09
MCOGER;2013;590791091;590780193;0;;;;;1;;;3;598;1;7;;3;;4.37;;;;;;3;1;0;;2;2;2;0;;5;4.31;2.39;0.3;;4.35
MCOGER;2013;590796975;590780193;0;;;;;1;28;;761;2;9995;4;;;;3.17;;;;;;13;14;;;6;6;6;;;2;17.83;18.37;;;6.9
MCOGER;2013;590797353;590051801;0;;;;;1;25;;935;3;8282;2;2;;;1.63;1.63;0;0;0;0;7;3;;;1;5;7;;;;8.28;6.76;;;0.98
MCOGER;2013;590801106;590782421;1;1588;0;978;6.6;1;40;1;1337;76;15268;6;6;1;1;6.8;6.8;;;;;;;;;;;;;;;;;;;
MCOGER;2013;590804696;590781902;1;446;10;308;4;1;20;1;682;118;7052;3;3;;;3;3;0;0;1;1;11;8;;;8;5;4;1;;6;14.46;10.91;0.3;;8.49
MCOGER;2013;600000053;600101984;1;580;0;530;1.35;1;15;;430;0;5455;2;2;;0;2;2;0;0;0;0;7;8;0;0;11;1;1;0;0;3;6.17;7.26;0;0;9.93
MCOGER;2013;600000186;600100648;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;600000194;600100713;1;;;;;1;20;0;697;1;7890;2;2;1;1;2.6;2.6;0;;1;;12;13;;;3;;2;;;;11.59;14.43;;;3
MCOGER;2013;600000285;600100721;0;;;;;1;26;0;789;3;7888;8;0;1;0;2.85;0;0;0;1;1;10;16;0;0;9;5;3;0;0;5;10.59;15.18;0;0;3.47
MCOGER;2013;600000467;600101984;1;530;0;490;1.35;1;15;;458;0;5424;2;2;0;0;2;2;0;0;0;0;10;11;0;0;3;1;2;0;0;2;10.83;12.3;0;0;2.58
MCOGER;2013;600100101;750712184;0;;;;;1;29;0;467;3;7532;4;2;;;4;2;;;;;;;;;;;;;;;;;;;
MCOGER;2013;600113476;600100721;1;375;0;200;1.1;1;22;0;681;1;7943;9;2;1;0;4.51;1.75;0;0;0;0;11;13;1;0;5;1;0;0;0;4;11.67;12.78;0.17;0;6.55
MCOGER;2013;610000044;610780074;0;;;;;1;4;0;176;3;1469;1;0;0;0;0.15;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOGER;2013;610000069;610780090;0;;;;;1;25;;675;7;9293;1;0;2;0;1.9;0;0;0;1;0;11;14;;;1;4;5;;;4;13.55;16.98;;;3.97
MCOGER;2013;620000034;620100057;1;562;390;1944;0.7;1;26;1;1045;4;9032;1;1;2;2;2.6;2.6;0;0;;;8;12;;;1;4;1;;;2;11.33;12.6;;;2.66
MCOGER;2013;620000224;620100651;1;194;0;105;2.55;1;14;1;;;;1;;1;1;1.8;0.8;1;0;0;0;8;9;;;;1;;;;1;8.8;9;;;0.5
MCOGER;2013;620000240;620100677;1;184;6;179;;1;22;3;379;28;6729;3;;;;2.45;;1;1;;;8;11;;;7;;;;;;8.05;11.02;;;7.36
MCOGER;2013;620000257;620100685;1;2137;;2137;3.36;1;27;3;622;648;9452;6;5;3;;3.5;2.36;0;0;1;1;15;16;;;5;1;;1;;2;15.13;15.73;0.29;;8.34
MCOGER;2013;620000323;620101337;0;;;;;1;30;1;856;5;13082;4;;;;4;;0;;1;;9;10;;;1;3;2;;;;10.5;12.48;;;1
MCOGER;2013;620000349;620101360;1;409;275;630;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;620000653;620103440;1;717;0;812;2.9;1;16;1;430;14;5722;2;1;;;1.8;0.8;0;0;1;1;2;5;;;;7;3;;;1;8.2;7.7;;;0.58
MCOGER;2013;620003202;620103432;1;167;0;222;1.92;1;24;3;970;44;8441;4;1;1;1;4.27;1.62;0;;1;;13;14;0;0;0;1;0;;0;4;13.21;13.07;0;0;1.76
MCOGER;2013;620003350;620001834;1;422;0;334;1.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;620025346;620001834;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;620100487;620000125;1;187;0;187;0.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2013;620100735;620000265;0;;;;;1;20;;;;;;1;;;;1;0;0;0;0;;;;;;;;;;;;;;;
MCOGER;2013;630000412;630780997;1;313;28;12;0.9;1;5;0;48;1;436;0;0;1;0;0.1;;;;;;0;0;;;;0;0;;;;;;;;
MCOGER;2013;630000438;630781011;0;;;;;1;75;1;1166;3;17907;3;;7;;8.6;;;;1;;18;21;;;19;13;7;1;;6;29.4;26.9;0.7;;22.48
MCOGER;2013;630000446;630781029;0;;;;;1;11;0;340;1;3608;14;0;5;0;16.23;0;;;;;22;28;0;0;18;13;15;0;0;15;32.25;38.92;0;0;27.32
MCOGER;2013;630000560;630781367;0;;;;;1;20;0;201;0;6138;;;1;1;0.5;0.5;0;0;1;0;8;10;;;6;3;1;;;;10.4;10.75;;;6
MCOGER;2013;630783538;630780989;1;;;;;1;0;;451;0;8637;;;;;;;;;;;1;1;;;;;;;;2;11.22;9.35;;;6.52
MCOGER;2013;640000162;640780417;1;2016;187;1393;6.8;1;12;0;474;0;4265;1;;;;1;;0;0;1;0;8;12;;;2;2;1;;;2;8.18;9.93;;;3.29
MCOGER;2013;640000402;640780813;0;;;;;1;20;0;558;0;6890;4;1;1;0;3.02;0.83;0;0;1;1;9;14;;;;5;1;;;;12.45;14.8;;;
MCOGER;2013;640000410;640780821;0;;;;;1;5;0;280;0;3288;1;1;;;0.4;0.4;0;0;1;1;1;2;;;3;;2;;;;1;3.4;;;2.4
MCOGER;2013;640000600;640781290;1;1097;0;531;3.75;1;52;20;2367;552;20102;5;;;;3.84;;0;;1;;30;36;;;15;6;8;1;;4;28.58;32.91;0.25;;15.71
