BOR;AN;FI;FI_EJ;PERSO;PRESTA;MAD;FI1;FI2
Q26;2013;300002169;780020715;N2000;1;0;;
Q26;2013;300002169;780020715;N3000;0;1;300780111;
Q26;2013;300002169;780020715;N4000;1;0;;
Q26;2013;300002169;780020715;N5000;1;0;;
Q26;2013;300002508;300000213;N2000;1;0;;
Q26;2013;300007119;340000264;M1000;;1;300780046;
Q26;2013;300008588;340000413;N2000;1;0;;
Q26;2013;300012309;340784933;M1010;1;0;;
Q26;2013;300012309;340784933;N2000;1;0;;
Q26;2013;300012481;300780046;N2000;1;;;
Q26;2013;300012499;300780046;M1000;1;0;;
Q26;2013;300012499;300780046;N2000;1;;;
Q26;2013;300013745;340784933;M1010;1;0;;
Q26;2013;300013745;340784933;N2000;1;0;;
Q26;2013;300014040;300014024;M1000;0;1;300780053;300780038
Q26;2013;300014040;300014024;M1010;0;1;300780053;
Q26;2013;300014040;300014024;N2000;1;0;;
Q26;2013;300780137;920028396;N1000;1;0;;
Q26;2013;300780137;920028396;N2000;1;0;;
Q26;2013;300780152;300000114;N1000;1;0;;
Q26;2013;300780152;300000114;N2000;1;0;;
Q26;2013;300780251;300000189;N2000;1;0;;
Q26;2013;300780285;300000726;N2000;1;;;
Q26;2013;300780400;380804542;N2000;1;;;
Q26;2013;300780475;340015171;N2000;1;1;300780111;
Q26;2013;300780491;340016963;M1010;1;0;;
Q26;2013;300780491;340016963;N2000;1;0;;
Q26;2013;300781465;300000726;N2000;1;0;;
Q26;2013;300782117;300780038;N2000;1;;;
Q26;2013;300786274;300786266;N1000;0;1;300780038;
Q26;2013;300788502;300788486;M1000;1;0;;
Q26;2013;300788502;300788486;N2000;1;0;;
Q26;2013;310000013;310180013;M1000;0;1;310780671;
Q26;2013;310000310;310780671;M1000;1;;;
Q26;2013;310000310;310780671;M1010;1;;;
Q26;2013;310000310;310780671;M3000;1;;;
Q26;2013;310000310;310780671;N2000;1;;;
Q26;2013;310000369;310780754;N1000;0;1;110780061;
Q26;2013;310000369;310780754;N2000;1;0;;
Q26;2013;310005459;310021886;M1010;0;1;310781406;
Q26;2013;310005459;310021886;N2000;1;1;310781406;
Q26;2013;310009279;310780671;M1000;1;;;
Q26;2013;310009279;310780671;M1010;1;;;
Q26;2013;310009279;310780671;M3000;1;;;
Q26;2013;310009279;310780671;N2000;1;;;
Q26;2013;310013628;310786256;M1010;1;0;;
Q26;2013;310013628;310786256;M3000;0;1;310781406;
Q26;2013;310013628;310786256;N1000;0;1;810000398;
Q26;2013;310013628;310786256;N2000;1;0;;
Q26;2013;310014329;310781562;N2000;1;0;;
Q26;2013;310016977;310781406;N2000;1;0;;
Q26;2013;310018049;750043713;N2000;1;0;;
Q26;2013;310018049;750043713;N4000;1;0;;
Q26;2013;310018049;750043713;N5000;1;0;;
Q26;2013;310019351;310781406;N2000;1;0;;
Q26;2013;310020938;920000395;M1010;1;;;
Q26;2013;310020938;920000395;N2000;1;;;
Q26;2013;310021571;310021563;M1000;0;1;310781406;
Q26;2013;310021571;310021563;N2000;1;0;;
Q26;2013;310022298;310781406;N2000;1;0;;
Q26;2013;310780085;310000021;N2000;1;0;;
Q26;2013;310780101;310000039;N2000;1;0;;
Q26;2013;310780135;310000054;N2000;1;0;;
Q26;2013;310780143;310000062;N2000;1;0;;
Q26;2013;310780150;310788799;N2000;1;;;
Q26;2013;310780234;310000591;N2000;1;0;;
Q26;2013;310780259;310000096;M1000;0;1;310783048;
Q26;2013;310780283;310000112;N2000;1;;;
Q26;2013;310780283;310000112;N4000;1;;;
Q26;2013;310780283;310000112;N5000;1;;;
Q26;2013;310780366;310000153;M1010;1;0;;
Q26;2013;310780366;310000153;N2000;1;0;;
Q26;2013;310780374;310000161;N2000;1;0;;
Q26;2013;310780382;310000179;M1000;1;0;;
Q26;2013;310780382;310000179;M2000;1;0;;
Q26;2013;310780382;310000179;N4000;1;0;;
Q26;2013;310781067;310788898;M3000;1;;;
Q26;2013;310781067;310788898;N2000;1;;;
Q26;2013;310781125;310000419;N2000;1;0;;
Q26;2013;310781133;310000427;N2000;1;0;;
Q26;2013;310781133;310000427;N4000;1;0;;
Q26;2013;310781133;310000427;N5000;1;0;;
Q26;2013;310781141;310000435;N2000;1;0;;
Q26;2013;310781158;310000443;N2000;1;0;;
Q26;2013;310781174;310000450;M1000;1;;;
Q26;2013;310781174;310000450;M1010;1;;;
Q26;2013;310781174;310000450;N2000;1;;;
Q26;2013;310781422;310781562;N2000;1;0;;
Q26;2013;310781505;310000492;N2000;1;0;;
Q26;2013;310781984;310014378;N2000;1;;;
Q26;2013;310782016;310000617;N2000;1;0;;
Q26;2013;310782339;310781406;N2000;1;0;;
Q26;2013;310782347;310789136;N1000;1;;;
Q26;2013;310782347;310789136;N2000;1;;;
Q26;2013;310782347;310789136;N4000;1;;;
Q26;2013;310782347;310789136;N5000;1;;;
Q26;2013;310782446;;N1000;1;0;;
Q26;2013;310782446;;N5000;1;0;;
Q26;2013;310783048;310781406;N2000;1;0;;
Q26;2013;310783055;310781406;N2000;1;0;;
Q26;2013;310783063;310781406;N2000;1;0;;
Q26;2013;310783097;750005068;N1000;1;0;;
Q26;2013;310783097;750005068;N2000;1;0;;
Q26;2013;310784558;310180013;M1000;0;1;310780671;
Q26;2013;310784558;310180013;M1010;0;1;310780671;
Q26;2013;310784558;310180013;M3000;0;1;310780671;
Q26;2013;310784558;310180013;N1000;0;1;310780671;
Q26;2013;310784558;310180013;N5000;0;1;310780671;
Q26;2013;310784830;310788880;N2000;1;;;
Q26;2013;310786389;310001433;N2000;1;0;;
Q26;2013;310786702;750043713;N2000;1;0;;
Q26;2013;310787304;310781406;N2000;1;0;;
Q26;2013;310790472;310790464;N2000;1;0;;
Q26;2013;310790472;310790464;N4000;1;0;;
Q26;2013;310792874;310788997;M1000;1;;;
Q26;2013;310794094;310780754;N2000;1;0;;
Q26;2013;310794417;310002712;N2000;1;;;
Q26;2013;310795463;310785068;N2000;1;0;;
Q26;2013;310795463;310785068;N5000;1;0;;
Q26;2013;320000086;320780117;M1000;1;;320780117;
Q26;2013;320000086;320780117;N1000;0;;320780117;
Q26;2013;320000086;320780117;N2000;1;;320780117;
Q26;2013;320000094;320780125;M1000;0;1;320000086;
Q26;2013;320000094;320780125;M3000;0;1;320000086;
Q26;2013;320000094;320780125;N2000;1;0;;
Q26;2013;320000102;320780133;M3000;0;1;320780117;
Q26;2013;320000102;320780133;N1000;0;1;320780117;
Q26;2013;320000110;320004310;N2000;1;;320004310;
Q26;2013;320000128;320780158;N2000;1;;;
Q26;2013;320000144;320780174;N2000;1;0;;
Q26;2013;320000169;320780190;N1000;0;1;320780133;
Q26;2013;320000169;320780190;N2000;1;0;;
Q26;2013;320000177;320780208;N3000;;1;320780216;
Q26;2013;320000185;320780216;M3000;0;1;320000086;460780083
Q26;2013;320000185;320780216;N1000;0;1;320000086;
Q26;2013;320000185;320780216;N2000;0;1;320780190;
Q26;2013;320000185;320780216;N5000;0;1;320000086;
Q26;2013;320780067;320000052;N2000;1;;;
Q26;2013;320780067;320000052;N5000;1;;;
Q26;2013;320780109;320000078;N2000;1;;;
Q26;2013;320784333;320000565;N2000;1;0;;
Q26;2013;330000217;330780347;N2000;1;0;;
Q26;2013;330000332;330780545;M1000;0;1;330781196;
Q26;2013;330000332;330780545;M1010;0;1;330781196;
Q26;2013;330000332;330780545;N1000;1;0;;
Q26;2013;330000332;330780545;N2000;1;0;;
Q26;2013;330000332;330780545;N5000;1;0;;
Q26;2013;330000340;330780552;N2000;1;;;
Q26;2013;330000431;;N2000;1;0;;
Q26;2013;330000431;;N3000;1;0;;
Q26;2013;330000555;330781204;M1000;1;;;
Q26;2013;330000555;330781204;M1010;1;;;
Q26;2013;330000555;330781204;N2000;1;;;
Q26;2013;330000555;330781204;N5000;1;;;
Q26;2013;330000571;330781220;M1000;1;1;330781253;
Q26;2013;330000571;330781220;M1010;1;0;;
Q26;2013;330000571;330781220;M2000;1;1;330781196;
Q26;2013;330000571;330781220;M3000;1;1;330781196;
Q26;2013;330000571;330781220;N2000;1;0;;
Q26;2013;330000605;330781253;M1010;1;;330781253;
Q26;2013;330000613;330781261;M1000;0;1;330000605;
Q26;2013;330000613;330781261;M3000;0;1;330000605;
Q26;2013;330000613;330781261;N1000;0;1;330000605;
Q26;2013;330000613;330781261;N2000;1;1;330000605;
Q26;2013;330000613;330781261;N4000;1;0;;
Q26;2013;330000613;330781261;N5000;0;1;330000605;
Q26;2013;330000647;330781295;N2000;1;0;;
Q26;2013;330000662;330781329;N2000;1;0;;
Q26;2013;330005182;330792862;N1000;;1;330781295;
Q26;2013;330005182;330792862;N2000;1;;;
Q26;2013;330017989;330000134;N2000;1;0;;
Q26;2013;330025958;330025859;M1010;;1;330781253;330780370
Q26;2013;330025958;330025859;N1000;;1;330781253;
Q26;2013;330057654;310024732;N2000;1;0;;
Q26;2013;330780073;330055930;N2000;1;;;
Q26;2013;330780081;330000043;N2000;1;0;;
Q26;2013;330780115;330000076;N2000;1;0;;
Q26;2013;330780115;330000076;N5000;1;0;;
Q26;2013;330780123;330000084;M1000;1;0;;
Q26;2013;330780123;330000084;N5000;1;0;;
Q26;2013;330780206;330000126;N1000;0;1;330781204;
Q26;2013;330780206;330000126;N2000;1;0;;
Q26;2013;330780206;330000126;N4000;0;1;330781204;
Q26;2013;330780206;330000126;N5000;0;1;330781204;
Q26;2013;330780255;330010059;N2000;1;0;;
Q26;2013;330780255;330010059;N5000;1;0;;
Q26;2013;330780263;330000134;N2000;1;0;;
Q26;2013;330780271;330021429;N1000;0;1;330780073;
Q26;2013;330780271;330021429;N2000;1;1;330780073;
Q26;2013;330780271;330021429;N4000;1;0;;
Q26;2013;330780297;330000175;N5000;1;;;
Q26;2013;330780321;330000209;N2000;1;;;
Q26;2013;330780321;330000209;N5000;1;;;
Q26;2013;330780354;330000225;N2000;1;0;;
Q26;2013;330780354;330000225;N5000;1;0;;
Q26;2013;330780370;750034589;N2000;1;0;;
Q26;2013;330780446;330000258;N2000;1;;;
Q26;2013;330780453;330000308;N2000;1;0;;
Q26;2013;330780453;330000308;N5000;1;0;;
Q26;2013;330780479;330000274;N2000;1;0;;
Q26;2013;330780487;330000282;N2000;1;0;;
Q26;2013;330780495;330796392;M1000;1;1;330781360;
Q26;2013;330780495;330796392;M1010;1;0;;
Q26;2013;330780495;330796392;M2000;1;0;;
Q26;2013;330780495;330796392;N1000;;1;330780495;
Q26;2013;330780495;330796392;N2000;1;1;330781360;
Q26;2013;330780495;330796392;N5000;1;0;;
Q26;2013;330780503;330000308;N2000;1;0;;
Q26;2013;330780503;330000308;N5000;1;0;;
Q26;2013;330780511;330000316;N2000;1;;;
Q26;2013;330780529;330796392;M1000;1;1;330780495;
Q26;2013;330780529;330796392;M1010;1;0;;
Q26;2013;330780529;330796392;M2000;1;1;330780495;
Q26;2013;330780529;330796392;N1000;0;1;330780495;
Q26;2013;330780529;330796392;N2000;1;0;;
Q26;2013;330780537;330000324;N2000;1;0;;
Q26;2013;330780560;330781386;N2000;1;0;;
Q26;2013;330780719;310020383;N2000;1;;;
Q26;2013;330780735;310021035;M1010;1;;;
Q26;2013;330780735;310021035;N2000;1;0;;
Q26;2013;330780743;330056540;N1000;0;1;330780750;
Q26;2013;330780743;330056540;N2000;1;0;;
Q26;2013;330780750;330056540;N2000;1;0;;
Q26;2013;330780750;330056540;N4000;1;0;;
Q26;2013;330780768;330780552;N2000;1;0;;
Q26;2013;330781121;930019484;N2000;1;0;;
Q26;2013;330781139;330056540;N2000;1;0;;
Q26;2013;330781188;330056540;N2000;1;0;;
Q26;2013;330781303;750821092;N1000;0;1;330000340;
Q26;2013;330781303;750821092;N4000;0;1;330000340;
Q26;2013;330781303;750821092;N5000;1;0;;
Q26;2013;330781626;750043994;N2000;1;0;;
Q26;2013;330782582;330000928;N2000;1;0;;
Q26;2013;330783374;330000274;N2000;1;;;
Q26;2013;330791641;330056540;M1010;1;0;;
Q26;2013;330791641;330056540;N2000;1;0;;
Q26;2013;330795295;330007386;N2000;1;0;;
Q26;2013;330795303;330007386;N2000;1;0;;
Q26;2013;330804501;330781212;N2000;1;0;;
Q26;2013;330804501;330781212;N4000;1;0;;
Q26;2013;340000025;340780048;M1000;1;;340780477;300780038
Q26;2013;340000025;340780048;M2000;1;;340780477;
Q26;2013;340000025;340780048;N5000;1;;;
Q26;2013;340000033;340780055;M1000;1;1;340780477;340011295
Q26;2013;340000033;340780055;M2000;0;1;340780220;110000056
Q26;2013;340000173;340780451;M3000;;1;340011295;
Q26;2013;340000173;340780451;N2000;1;1;340780535;
Q26;2013;340000207;340780493;N2000;1;0;;
Q26;2013;340000215;340780519;N2000;1;0;;
Q26;2013;340000223;340011295;M1000;1;0;;
Q26;2013;340000223;340011295;M1010;1;0;;
Q26;2013;340000223;340011295;M2000;1;0;;
Q26;2013;340000223;340011295;M3000;1;0;;
Q26;2013;340000249;340780543;M1010;0;1;340780535;
Q26;2013;340000249;340780543;M3000;0;1;340780519;
Q26;2013;340000249;340780543;N2000;1;0;;
Q26;2013;340000439;340780881;N2000;1;0;;
Q26;2013;340001064;340013028;N2000;1;0;;
Q26;2013;340008275;340780477;N2000;1;;;
Q26;2013;340009018;340008978;N2000;1;0;;
Q26;2013;340009539;340009489;N4000;1;0;;
Q26;2013;340010149;340010099;N2000;1;0;;
Q26;2013;340015502;340000512;N2000;1;0;;
Q26;2013;340015965;340000074;N2000;1;0;;
Q26;2013;340015999;340000413;N2000;1;0;;
Q26;2013;340017292;340009489;N4000;1;0;;
Q26;2013;340017839;340784933;M1010;1;0;;
Q26;2013;340017839;340784933;N2000;1;0;;
Q26;2013;340019090;340019082;N2000;1;0;;
Q26;2013;340019090;340019082;N4000;1;0;;
Q26;2013;340780139;340000090;N2000;1;0;;
Q26;2013;340780147;340000108;N2000;1;0;;
Q26;2013;340780212;340796069;M1000;0;1;340780055;310783055
Q26;2013;340780212;340796069;N2000;1;0;;
Q26;2013;340780220;340796358;M1000;;1;340000199;660000084
Q26;2013;340780220;340796358;M3000;;1;340000033;
Q26;2013;340780220;340796358;N1000;;1;460000045;
Q26;2013;340780220;340796358;N2000;;1;340000033;
Q26;2013;340780253;340001387;M1000;1;0;340780253;
Q26;2013;340780253;340001387;N2000;1;0;340780253;
Q26;2013;340780444;340009893;M1000;0;1;340780055;
Q26;2013;340780568;340000256;N1000;1;0;;
Q26;2013;340780568;340000256;N2000;1;0;;
Q26;2013;340780634;340000272;N1000;1;0;;
Q26;2013;340780634;340000272;N2000;1;0;;
Q26;2013;340780634;340000272;N5000;1;0;;
Q26;2013;340780642;340785856;M1000;0;1;340785856;
Q26;2013;340780642;340785856;N2000;1;;;
Q26;2013;340780642;340785856;N4000;0;1;340785856;
Q26;2013;340780667;340000280;N2000;1;0;;
Q26;2013;340780675;340000298;N2000;1;0;;
Q26;2013;340780683;340000306;N2000;1;0;;
Q26;2013;340780717;340008150;M3000;;1;300780038;
Q26;2013;340780782;340000371;N2000;1;0;;
Q26;2013;340780790;340000389;N5000;1;0;;
Q26;2013;340780816;340008291;N2000;1;;;
Q26;2013;340780840;340000413;N2000;1;0;;
Q26;2013;340780857;340000421;N2000;1;;;
Q26;2013;340780857;340000421;N3000;1;;;
Q26;2013;340780857;340000421;N5000;1;;;
Q26;2013;340780931;340000454;N2000;1;0;;
Q26;2013;340780931;340000454;N5000;1;0;;
Q26;2013;340781608;340015171;N2000;1;0;;
Q26;2013;340781608;340015171;N3000;1;0;;
Q26;2013;340782002;340000629;N4000;1;0;;
Q26;2013;340782036;340780477;N2000;1;;;
Q26;2013;340782085;340780477;N2000;1;;;
Q26;2013;340782481;340780477;N2000;1;;;
Q26;2013;340789981;340001866;N2000;1;0;;
Q26;2013;340789981;340001866;N4000;1;0;;
Q26;2013;340796093;340796069;N2000;1;0;;
Q26;2013;340796663;340780477;N2000;1;;;
Q26;2013;340798552;340798545;N2000;1;0;;
Q26;2013;350000063;220020739;M1010;0;;350000741;
Q26;2013;350000063;220020739;N2000;1;;;
Q26;2013;350000063;220020739;N4000;1;;350000741;
Q26;2013;350000071;750000218;M1000;0;1;350000147;
Q26;2013;350000071;750000218;N2000;1;0;;
Q26;2013;350000121;350000303;N2000;1;0;;
Q26;2013;350000147;350000022;M1000;1;1;350005179;220000020
Q26;2013;350000147;350000022;M2000;1;;;
Q26;2013;350000147;350000022;M3000;;1;220000046;
Q26;2013;350000147;350000022;N1000;0;1;900000365;560014748
Q26;2013;350000147;350000022;N2000;1;1;220000046;
Q26;2013;350000147;350000022;N3000;0;1;220000046;
Q26;2013;350000147;350000022;N5000;0;1;220000046;
Q26;2013;350000154;350000030;M1000;1;1;350005179;
Q26;2013;350000154;350000030;M1010;1;1;350005179;
Q26;2013;350000154;350000030;M2000;1;1;350005179;
Q26;2013;350000154;350000030;M3000;1;1;350005179;
Q26;2013;350000154;350000030;N2000;1;0;;
Q26;2013;350000154;350000030;N4000;1;0;;
Q26;2013;350000162;350000048;M1000;0;1;350005179;350002812
Q26;2013;350000162;350000048;M2000;0;1;350005179;
Q26;2013;350000162;350000048;M3000;0;1;560002206;
Q26;2013;350000162;350000048;N1000;0;1;350000089;
Q26;2013;350000162;350000048;N2000;1;0;;
Q26;2013;350000162;350000048;N5000;0;1;560002206;
Q26;2013;350000188;350000055;M1000;1;;;
Q26;2013;350000188;350000055;M1010;1;1;350000741;
Q26;2013;350000188;350000055;M2000;1;0;;
Q26;2013;350000188;350000055;M3000;1;1;350023503;
Q26;2013;350000188;350000055;N2000;1;0;;
Q26;2013;350000188;350000055;N5000;1;0;;
Q26;2013;350000204;350023248;N2000;1;0;;
Q26;2013;350000212;350000089;N1000;0;1;350000055;350000030
Q26;2013;350000212;350000089;N2000;1;1;350000055;350000030
Q26;2013;350000212;350000089;N4000;1;0;;
Q26;2013;350000212;350000089;N5000;0;1;350000055;350000030
Q26;2013;350000360;350048518;M1010;1;1;350023248;
Q26;2013;350000360;350048518;N2000;1;0;;
Q26;2013;350000410;350002291;M3000;0;1;350000089;350000055
Q26;2013;350000410;350002291;N2000;1;0;;
Q26;2013;350000436;350002317;N1000;;1;350002333;
Q26;2013;350000436;350002317;N5000;;1;350002333;
Q26;2013;350000444;350048518;M1010;1;0;;
Q26;2013;350000444;350048518;N2000;1;1;350040499;350002358
Q26;2013;350000451;350002333;N1000;0;1;350002317;
Q26;2013;350000451;350002333;N2000;1;;;
Q26;2013;350000451;350002333;N5000;0;1;350002317;
Q26;2013;350002200;350029948;M3000;1;;;
Q26;2013;350002200;350029948;N4000;1;;;
Q26;2013;350002200;350029948;N5000;1;;;
Q26;2013;350002234;750720575;M1000;1;0;;
Q26;2013;350002234;750720575;N2000;1;0;;
Q26;2013;350002234;750720575;N5000;1;0;;
Q26;2013;350002564;350046199;N2000;1;0;;
Q26;2013;350002564;350046199;N5000;1;0;;
Q26;2013;350002812;350023503;M1000;0;1;350000741;350000139
Q26;2013;350002812;350023503;M2000;0;1;350000741;350000139
Q26;2013;350002812;350023503;N1000;1;1;350000741;
Q26;2013;350002812;350023503;N2000;1;0;;
Q26;2013;350002929;440042844;N1000;;1;350005021;
Q26;2013;350002929;440042844;N2000;1;;;
Q26;2013;350005021;440042844;N2000;1;;;
Q26;2013;350005146;350000733;N2000;1;;;
Q26;2013;350008579;350039673;N1000;1;0;;
Q26;2013;350008579;350039673;N2000;1;1;350002564;
Q26;2013;350008579;350039673;N4000;1;1;350000246;
Q26;2013;350013629;350000022;N5000;0;1;220000046;
Q26;2013;350013728;350000055;N2000;1;0;;
Q26;2013;350016135;350000055;N2000;1;0;;
Q26;2013;350031803;440042844;N2000;1;;;
Q26;2013;350040499;350040291;M1010;0;1;350000022;
Q26;2013;350040499;350040291;N1000;0;1;350000022;
Q26;2013;350040499;350040291;N2000;1;1;350000022;
Q26;2013;350040499;350040291;N5000;0;1;350000022;
Q26;2013;350042628;350042578;N1000;;1;350000063;350000139
Q26;2013;360000038;360000046;M1000;1;0;;
Q26;2013;360000038;360000046;M1010;1;0;;
Q26;2013;360000038;360000046;N2000;1;0;;
Q26;2013;360000129;360000269;N2000;1;;;
Q26;2013;360000137;360000053;M1000;;1;;
Q26;2013;360000137;360000053;M1010;;1;;
Q26;2013;360000145;360000061;M1000;;1;360000053;
Q26;2013;360000145;360000061;N2000;1;1;360000053;
Q26;2013;360000160;360000079;M1000;0;1;360000137;
Q26;2013;360000160;360000079;M1010;0;1;360000137;
Q26;2013;360000160;360000079;M2000;0;1;860000223;360000137
Q26;2013;360000160;360000079;N1000;0;1;360000137;
Q26;2013;360000160;360000079;N2000;0;1;360000137;
Q26;2013;360000186;360000095;N1000;;1;360000137;
Q26;2013;360000186;360000095;N3000;;1;360000137;
Q26;2013;360002133;330031048;N2000;1;0;;
Q26;2013;360002232;360000541;M1010;1;;;
Q26;2013;360002232;360000541;N2000;1;;;
Q26;2013;360002232;360000541;N3000;1;;;
Q26;2013;360002232;360000541;N4000;1;;;
Q26;2013;360002232;360000541;N5000;1;;;
Q26;2013;360004618;360000046;N2000;1;0;;
Q26;2013;370000051;370000028;N2000;1;0;;
Q26;2013;370000143;370000291;M1000;1;0;;
Q26;2013;370000143;370000291;N5000;1;0;;
Q26;2013;370000150;370000333;N5000;1;;;
Q26;2013;370000184;940805963;M1010;1;0;;
Q26;2013;370000184;940805963;N2000;1;0;;
Q26;2013;370000218;450018106;M1010;1;;;
Q26;2013;370000218;450018106;N2000;1;0;;
Q26;2013;370000374;750721334;N2000;1;0;;
Q26;2013;370000374;750721334;N4000;1;0;;
Q26;2013;370000499;370000481;N2000;0;1;370000481;
Q26;2013;370000531;370000606;M1000;0;1;370000481;490528452
Q26;2013;370000531;370000606;M2000;0;1;370000481;
Q26;2013;370000531;370000606;N1000;0;1;370000481;
Q26;2013;370000531;370000606;N2000;1;1;370000481;
Q26;2013;370000531;370000606;N5000;0;1;370000481;
Q26;2013;370000861;370000481;N1000;0;1;370000481;
Q26;2013;370000861;370000481;N2000;0;1;370000481;
Q26;2013;370000861;370000481;N5000;0;1;370000481;
Q26;2013;370000879;370000564;M1000;1;0;;
Q26;2013;370000879;370000564;M1010;1;0;;
Q26;2013;370000903;370000614;M1000;1;1;370000481;
Q26;2013;370000903;370000614;M1010;1;0;;
Q26;2013;370000903;370000614;M2000;0;1;370000481;
Q26;2013;370000903;370000614;N2000;1;1;370000952;370000887
Q26;2013;370000986;370000713;M3000;0;1;370000481;
Q26;2013;370000986;370000713;N5000;0;1;370002701;
Q26;2013;370001109;370002701;M3000;0;1;370000481;
Q26;2013;370001109;370002701;N1000;;1;370000481;
Q26;2013;370001109;370002701;N2000;1;0;;
Q26;2013;370001158;370004327;N2000;1;0;;
Q26;2013;370002040;370001067;N2000;1;0;;
Q26;2013;370004301;370000614;N2000;1;0;;
Q26;2013;370004467;370000481;N2000;0;1;370000481;
Q26;2013;370004467;370000481;N5000;0;1;370000481;
Q26;2013;370007569;370007528;N2000;1;0;;
Q26;2013;370009938;370001299;N2000;1;;;
Q26;2013;370100539;370100935;N2000;1;0;;
Q26;2013;370102659;250018132;N2000;1;;;
Q26;2013;370103673;370001638;N2000;1;;;
Q26;2013;380000018;380780023;M3000;0;1;380780080;
Q26;2013;380000018;380780023;N2000;1;1;380780080;
Q26;2013;380000018;380780023;N3000;0;1;380780031;
Q26;2013;380000018;380780023;N4000;1;0;;
Q26;2013;380000042;380780056;M1000;1;1;380780049;
Q26;2013;380000042;380780056;M3000;;1;380012799;380780049
Q26;2013;380000042;380780056;N2000;;1;380780049;
Q26;2013;380000042;380780056;N4000;1;0;;
Q26;2013;380000059;380780072;N2000;1;0;;
Q26;2013;380000067;380780080;M1000;0;1;250000015;720000033
Q26;2013;380000067;380780080;N2000;1;1;380784751;380002659
Q26;2013;380000075;380780098;M3000;0;1;380784751;380780080
Q26;2013;380000075;380780098;N5000;1;0;;
Q26;2013;380000091;380780171;M1000;;1;260000120;
Q26;2013;380000091;380780171;M1010;;1;260000120;
Q26;2013;380000091;380780171;M3000;;1;260000120;260000013
Q26;2013;380000091;380780171;N1000;;1;380803916;
Q26;2013;380000091;380780171;N2000;;1;260000013;380803916
Q26;2013;380000091;380780171;N3000;;1;380803916;
Q26;2013;380000091;380780171;N4000;;1;380803916;
Q26;2013;380000091;380780171;N5000;;1;380803916;260000120
Q26;2013;380000109;380780213;M1010;0;1;380000406;
Q26;2013;380000109;380780213;N1000;1;0;;
Q26;2013;380000109;380780213;N2000;1;0;;
Q26;2013;380000109;380780213;N5000;1;0;;
Q26;2013;380000125;380780239;N2000;1;0;;
Q26;2013;380000133;380780247;N1000;0;1;;
Q26;2013;380000133;380780247;N3000;0;1;;
Q26;2013;380000166;380781351;M3000;0;1;380781435;
Q26;2013;380000166;380781351;N1000;0;1;380781435;
Q26;2013;380000166;380781351;N2000;1;0;;
Q26;2013;380000174;380781435;M1000;0;1;;
Q26;2013;380000174;380781435;M1010;1;0;;
Q26;2013;380000174;380781435;M2000;1;1;;
Q26;2013;380000174;380781435;M3000;1;1;;
Q26;2013;380000174;380781435;N2000;1;1;690781810;
Q26;2013;380000364;380782771;N2000;1;;;
Q26;2013;380000406;380784751;N2000;1;;;
Q26;2013;380000729;690796552;M1000;0;0;070780358;
Q26;2013;380000729;690796552;N1000;0;0;070780358;
Q26;2013;380000729;690796552;N2000;1;0;070780358;
Q26;2013;380000968;690796552;N2000;1;0;;
Q26;2013;380005868;010783009;M1000;0;1;380780049;
Q26;2013;380005868;010783009;N2000;1;0;;
Q26;2013;380005868;010783009;N5000;0;1;380780049;
Q26;2013;380006288;380780080;N2000;1;0;;
Q26;2013;380009928;380804542;N1000;1;0;;
Q26;2013;380009928;380804542;N2000;1;0;;
Q26;2013;380012658;380012609;M1000;1;1;380780080;
Q26;2013;380012658;380012609;M1010;1;1;380780080;
Q26;2013;380012658;380012609;M3000;1;1;380780080;
Q26;2013;380012658;380012609;N2000;1;0;;
Q26;2013;380012658;380012609;N5000;1;0;310923008;
Q26;2013;380013037;380013011;N2000;1;0;;
Q26;2013;380017095;380017087;N1000;0;1;380780197;
Q26;2013;380017095;380017087;N2000;1;0;;
Q26;2013;380017095;380017087;N5000;0;1;380780197;
Q26;2013;380780197;380798173;N2000;1;0;;
Q26;2013;380780197;380798173;N5000;1;0;;
Q26;2013;380780288;380795203;N2000;1;0;;
Q26;2013;380780296;920019718;N1000;1;0;;
Q26;2013;380780312;750720575;N2000;1;0;;
Q26;2013;380780379;380798249;N2000;1;;;
Q26;2013;380781138;010783009;M1000;0;1;380780049;
Q26;2013;380781138;010783009;N2000;1;0;;
Q26;2013;380781138;010783009;N5000;0;1;380780049;
Q26;2013;380781369;010783009;N2000;1;0;;
Q26;2013;380781369;010783009;N4000;1;0;;
Q26;2013;380781450;380798140;N2000;1;;;
Q26;2013;380782722;380780080;N2000;1;0;;
Q26;2013;380784801;380793802;M1000;0;1;380000067;
Q26;2013;380784801;380793802;N1000;1;0;;
Q26;2013;380784801;380793802;N2000;1;0;;
Q26;2013;380785956;380795211;N2000;1;0;;
Q26;2013;380794297;;M1010;;1;380780049;
Q26;2013;380794297;;N2000;;1;380780049;
Q26;2013;380795021;380780098;M3000;0;1;380784751;380780080
Q26;2013;380802512;380793265;M1000;1;0;;
Q26;2013;380802512;380793265;N2000;1;0;;
Q26;2013;380802702;380780080;N2000;1;0;;
Q26;2013;390000040;390780146;M1000;1;1;250006954;
Q26;2013;390000040;390780146;M1010;1;0;;
Q26;2013;390000040;390780146;M2000;1;1;390000222;250000700
Q26;2013;390000040;390780146;M3000;1;1;390000222;
Q26;2013;390000040;390780146;N2000;1;1;710978289;
Q26;2013;390000057;390780153;M3000;1;0;;
Q26;2013;390000057;390780153;N1000;0;1;390000065;
