BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2013;730000031;730000015;122BA;;;;3;;;;;;
DIALYSE;2013;730000031;730000015;TOT;0;;;;;;4;;;
DIALYSE;2013;730000924;690796552;1130X;;;;20;79;11173;;;;
DIALYSE;2013;730000924;690796552;TOT;0;;;;;;;;22;
DIALYSE;2013;730000924;690796552;VACAN;;;;;;43;;;;
DIALYSE;2013;730005709;380793802;121AA;;;;;5;;;243;;
DIALYSE;2013;730005709;380793802;121CA;;;;;15;;;629;;
DIALYSE;2013;730005709;380793802;122BA;;;;;;;;21;;
DIALYSE;2013;730785011;690796552;1140X;;;;12;18;2622;;;;
DIALYSE;2013;730785011;690796552;TOT;0;;;;;;;;7;
DIALYSE;2013;730785011;690796552;VACAN;;;;;;33;;;;
DIALYSE;2013;730785466;380793802;1140X;;;;7;6;1019;;;;
DIALYSE;2013;730785466;380793802;TOT;0;;;;;;;;6;0
DIALYSE;2013;730785466;380793802;VACAN;;;;;0;63;;;;
DIALYSE;2013;730786233;690796552;1140X;;;;10;16;1948;;;;
DIALYSE;2013;730786233;690796552;TOT;0;;;;;;;;6;
DIALYSE;2013;730786233;690796552;VACAN;;;;;;11;;;;
DIALYSE;2013;730786464;380793802;1140X;;;;7;7;1192;;;;
DIALYSE;2013;730786464;380793802;VACAN;;;;;0;13;;;;
DIALYSE;2013;730790235;380793802;1140X;;;;7;7;934;;;;
DIALYSE;2013;730790235;380793802;TOT;0;;;;;;;;1;0
DIALYSE;2013;730790235;380793802;VACAN;;;;;0;217;;;;
DIALYSE;2013;740000237;740781133;112AX;;;;2;2;279;;;;
DIALYSE;2013;740000237;740781133;112BA;;;;17;68;9320;;;;
DIALYSE;2013;740000237;740781133;1130X;;;;6;24;3546;;;;
DIALYSE;2013;740000237;740781133;122BA;;;;0;2;;;630;;
DIALYSE;2013;740000237;740781133;TOT;0;;;;;;1;;86;15
DIALYSE;2013;740000328;740790381;112BA;;;;16;52;7563;;;;
DIALYSE;2013;740000328;740790381;112BE;;;;16;1;1;;;;
DIALYSE;2013;740000328;740790381;1130X;;;;8;7;1248;;;;
DIALYSE;2013;740000328;740790381;121AA;;;;;1;;;35;;
DIALYSE;2013;740000328;740790381;122BA;;;;;1;;;;;
DIALYSE;2013;740000328;740790381;AUTRE;;;;;2;186;;;;
DIALYSE;2013;740000328;740790381;TOT;0;;;;;;2;;27;4
DIALYSE;2013;740000328;740790381;VACAN;;;;4;;;;;;
DIALYSE;2013;740010889;690796552;1140X;;;;10;7;1361;;;;
DIALYSE;2013;740010889;690796552;TOT;0;;;;;;;;4;
DIALYSE;2013;740010889;690796552;VACAN;;;;;;103;;;;
DIALYSE;2013;740011515;330015488;112BA;;;;8;32;4959;;;;
DIALYSE;2013;740011515;330015488;TOT;0;;;;;;1;;19;0
DIALYSE;2013;740012646;690796552;1130X;;;;8;22;3114;;;;
DIALYSE;2013;740012646;690796552;TOT;0;;;;;;;;11;
DIALYSE;2013;740012646;690796552;VACAN;;;;;;111;;;;
DIALYSE;2013;740788617;330015488;112BA;;;;16;61;9336;;;;
DIALYSE;2013;740788617;330015488;1130X;;;;12;12;1747;;;;
DIALYSE;2013;740788617;330015488;TOT;0;;;;;;1;;27;2
DIALYSE;2013;740788641;690796552;1140X;;;;6;4;1182;;;;
DIALYSE;2013;740788641;690796552;TOT;0;;;;;;;;1;
DIALYSE;2013;740788641;690796552;VACAN;;;;;;165;;;;
DIALYSE;2013;740789649;690796552;1140X;;;;8;16;2522;;;;
DIALYSE;2013;740789649;690796552;TOT;0;;;;;;;;3;
DIALYSE;2013;740789649;690796552;VACAN;;;;;;41;;;;
DIALYSE;2013;740789821;690796552;1140X;;;;12;42;6138;;;;
DIALYSE;2013;740789821;690796552;TOT;0;;;;;;;;18;
DIALYSE;2013;740789821;690796552;VACAN;;;;;;217;;;;
DIALYSE;2013;750000184;750806853;1130X;;;;20;20;3002;;;;
DIALYSE;2013;750000184;750806853;1140X;;;;;26;3603;;;;
DIALYSE;2013;750000184;750806853;TOT;0;;;;;;;;8;
DIALYSE;2013;750009318;750806853;112BA;;;;11;40;4587;;;;
DIALYSE;2013;750009318;750806853;AUTRE;;;;;0;1488;;;;
DIALYSE;2013;750009318;750806853;TOT;0;;;;;;;;8;
DIALYSE;2013;750009318;750806853;VACAN;;;;;0;35;;;;
DIALYSE;2013;750040297;750000960;1140X;;;;12;46;5717;;;;
DIALYSE;2013;750047318;750831059;1140X;;;;16;55;8576;;;;
DIALYSE;2013;750100075;750712184;112BA;;;;7;22;2461;;;;
DIALYSE;2013;750100075;750712184;TOT;0;;;;;;;;94;
DIALYSE;2013;750100109;750712184;112BA;;;;0;0;21;;;;
DIALYSE;2013;750100109;750712184;112BE;;;;5;10;438;;;;
DIALYSE;2013;750100109;750712184;TOT;0;;;;;;;;38;0
DIALYSE;2013;750100125;750712184;112BA;;;;16;82;6544;;;;
DIALYSE;2013;750100125;750712184;121AA;;;;;2;;;236;;
DIALYSE;2013;750100125;750712184;122AX;;;;3;5;;;112;;
DIALYSE;2013;750100125;750712184;122BA;;;;3;1;;;30;;
DIALYSE;2013;750100125;750712184;TOT;0;;;;;;;;80;
DIALYSE;2013;750100208;750712184;112BA;;;;14;46;7339;;;;
DIALYSE;2013;750100208;750712184;1130X;;;;6;15;1646;;;;
DIALYSE;2013;750100208;750712184;122BE;;;;6;2;;;283;;
DIALYSE;2013;750100208;750712184;AUTRE;;;;;6;;;;;
DIALYSE;2013;750100208;750712184;TOT;0;;;;;;2;;61;0
DIALYSE;2013;750100232;750712184;112BA;;;;11;52;3978;;;;
DIALYSE;2013;750100232;750712184;122AX;;;;4;6;;;413;;
DIALYSE;2013;750100232;750712184;122BA;;;;6;18;;;52;;
DIALYSE;2013;750100273;750712184;112AX;;;;3;6;373;;;;
DIALYSE;2013;750100273;750712184;112BA;;;;12;76;10058;;;;
DIALYSE;2013;750100273;750712184;112BE;;;;0;0;69;;;;
DIALYSE;2013;750100273;750712184;1150A;;;;3;5;1300;;;;
DIALYSE;2013;750100273;750712184;121AA;;;;;15;;;52;;
DIALYSE;2013;750100273;750712184;121CA;;;;3;14;;;52;;
DIALYSE;2013;750100273;750712184;122AX;;;;;;;;120;;
DIALYSE;2013;750100273;750712184;122BA;;;;;0;;;287;;
DIALYSE;2013;750100273;750712184;TOT;1;1;20;;;;1;;110;12
DIALYSE;2013;750120016;750821092;112BA;;;;9;31;4336;;;;
DIALYSE;2013;750120016;750821092;TOT;0;;;;;;;;15;0
DIALYSE;2013;750150104;750720476;112AX;;;;1;;129;;;;
DIALYSE;2013;750150104;750720476;112BA;;;;12;59;6443;;;;
DIALYSE;2013;750150252;750720575;112BA;;;;28;108;16574;;;;
DIALYSE;2013;750150252;750720575;1130X;;;;6;6;820;;;;
DIALYSE;2013;750150252;750720575;121CA;;;;1;0;;;4;;
DIALYSE;2013;750150252;750720575;122AX;;;;1;0;;;12;;
DIALYSE;2013;750150252;750720575;122BA;;;;5;1;;;888;;
DIALYSE;2013;750150252;750720575;TOT;0;;;;;;;;;3
DIALYSE;2013;750150302;750806853;112BA;;;;53;181;7775;;;;
DIALYSE;2013;750150302;750806853;AUTRE;;;;;;20348;;;;
DIALYSE;2013;750150302;750806853;TOT;0;;;;;;;;34;
DIALYSE;2013;750150302;750806853;VACAN;;;;;;1062;;;;
DIALYSE;2013;750150310;750806853;112BA;;;;22;98;13498;;;;
DIALYSE;2013;750150310;750806853;VACAN;;;;;;47;;;;
DIALYSE;2013;750200024;750806853;112AX;;;;3;1;373;;;;
DIALYSE;2013;750200024;750806853;1130X;;;;20;41;6085;;;;
DIALYSE;2013;750200024;750806853;1150A;;;;17;18;3289;;;;
DIALYSE;2013;750200024;750806853;121AA;;;;;132;;;7425;;
DIALYSE;2013;750200024;750806853;121CA;;;;165;163;;;8541;;
DIALYSE;2013;750200024;750806853;122AX;;;;1;1;;;98;;
DIALYSE;2013;750200024;750806853;TOT;0;;;;;;;;21;115
DIALYSE;2013;750200024;750806853;VACAN;;;;;;188;;;;
DIALYSE;2013;750300139;750000655;112BA;;;;21;88;12185;;;;
DIALYSE;2013;750300139;750000655;1130X;;;;4;4;1012;;;;
DIALYSE;2013;750300139;750000655;TOT;0;;;;;;;;7;0
DIALYSE;2013;750300154;750000671;112AX;;;;2;;0;;;;
DIALYSE;2013;750300154;750000671;112BA;;;;21;132;18243;;;;
DIALYSE;2013;750300154;750000671;1150A;;;;1;1;156;;;;
DIALYSE;2013;750300154;750000671;121CA;;;;1;1;;;12;;
DIALYSE;2013;750300154;750000671;122AX;;;;1;;;;0;;
DIALYSE;2013;750300154;750000671;122BA;;;;1;1;;;2;;
DIALYSE;2013;750300154;750000671;AUTRE;;;;;;14;;;;
DIALYSE;2013;750300154;750000671;TOT;0;;;;;;;;32;
DIALYSE;2013;750300154;750000671;VACAN;;;;1;;99;;;;
DIALYSE;2013;750300915;750000960;112AX;;;;3;12;1165;;;;
DIALYSE;2013;750300915;750000960;112BA;;;;14;87;15393;;;;
DIALYSE;2013;750300915;750000960;1130X;;;;7;10;1067;;;;
DIALYSE;2013;750803447;750712184;112BA;;;;8;31;3566;;;;
DIALYSE;2013;750803447;750712184;121AA;;;;;;;;52;;
DIALYSE;2013;750803447;750712184;121CA;;;;4;2;;;52;;
DIALYSE;2013;750803447;750712184;122AX;;;;1;0;;;55;;
DIALYSE;2013;750803447;750712184;122BA;;;;4;7;;;52;;
DIALYSE;2013;750803447;750712184;TOT;0;;;;;;0;;90;11
DIALYSE;2013;750803454;750712184;112BA;;;;;0;171;;;;
DIALYSE;2013;750803454;750712184;112BE;;;;10;66;2296;;;;
DIALYSE;2013;750803454;750712184;121CE;;;;4;0;;;27;;
DIALYSE;2013;750803454;750712184;122BE;;;;4;0;;;27;;
DIALYSE;2013;750803454;750712184;TOT;0;;;;;;0;;1;2
DIALYSE;2013;750814824;330030859;1130X;;;;16;74;10567;;;;
DIALYSE;2013;750814824;330030859;1140X;;;;5;4;633;;;;
DIALYSE;2013;750814824;330030859;TOT;0;;;;;;0;;26;0
DIALYSE;2013;750828618;750806853;1140X;;;;8;20;2933;;;;
DIALYSE;2013;750828618;750806853;TOT;0;;;;;;;;7;
DIALYSE;2013;750828618;750806853;VACAN;;;;;;52;;;;
DIALYSE;2013;750829053;750000655;1140X;;;;16;38;3578;;;;
DIALYSE;2013;750829053;750000655;122AX;;;;1;0;;;0;;
DIALYSE;2013;750831067;750831059;1130X;;;;16;88;11098;;;;
DIALYSE;2013;750831067;750831059;1140X;;;;16;55;8576;;;;
DIALYSE;2013;760000018;760780023;112AX;;;;1;0;9;;;;
DIALYSE;2013;760000018;760780023;112BA;;;;16;56;8434;;;;
DIALYSE;2013;760000018;760780023;122AX;;;;1;0;;;1;;
DIALYSE;2013;760000158;760780239;112BE;;;;7;3;633;;;;
DIALYSE;2013;760000158;760780239;121CE;;;;0;1;;;38;;
DIALYSE;2013;760000158;760780239;122BE;;;;1;1;;;8;;
DIALYSE;2013;760000158;760780239;TOT;0;;;;;;;;1;1
DIALYSE;2013;760000463;760024042;112AX;;;;1;0;5;;;;
DIALYSE;2013;760000463;760024042;112BA;;;;12;47;7459;;;;
DIALYSE;2013;760000463;760024042;121AA;;;;;7;;;353;;
DIALYSE;2013;760000463;760024042;121CA;;;;2;3;;;179;;
DIALYSE;2013;760000463;760024042;122AX;;;;1;0;;;25;;
DIALYSE;2013;760000463;760024042;TOT;0;;;;;;1;;25;5
DIALYSE;2013;760021329;760000448;112AX;;;;2;0;4;;;;
DIALYSE;2013;760021329;760000448;112BA;;;;30;133;20910;;;;
DIALYSE;2013;760021329;760000448;121AA;;;;;11;;;;;
DIALYSE;2013;760021329;760000448;121CA;;;;;2;;;;;
DIALYSE;2013;760021329;760000448;122AX;;;;1;0;;;21;;
DIALYSE;2013;760021329;760000448;122BA;;;;;1;;;;;
DIALYSE;2013;760021329;760000448;TOT;0;;;;;;2;;22;11
DIALYSE;2013;760021329;760000448;VACAN;;;;;1;;;;;
DIALYSE;2013;760025619;140000852;1140X;;;;10;19;2177;;;;
DIALYSE;2013;760025668;140000852;1140X;;;;10;25;3247;;;;
DIALYSE;2013;760025668;140000852;121AE;;;;;7;;;320;;
DIALYSE;2013;760025668;140000852;121CA;;;;3;3;;;180;;
DIALYSE;2013;760025718;140000852;1140X;;;;5;4;838;;;;
DIALYSE;2013;760025759;140000852;1140X;;;;5;7;1302;;;;
DIALYSE;2013;760025809;140000852;1140X;;;;10;28;3661;;;;
DIALYSE;2013;760025858;140000852;1140X;;;;10;22;2959;;;;
DIALYSE;2013;760025908;140000852;1140X;;;;22;32;4990;;;;
DIALYSE;2013;760025908;140000852;1150A;;;;1;1;227;;;;
DIALYSE;2013;760025908;140000852;121AA;;;;;28;;;1086;;
DIALYSE;2013;760025908;140000852;121CA;;;;10;10;;;518;;
DIALYSE;2013;760026088;140000852;1130X;;;;10;26;3517;;;;
DIALYSE;2013;760026088;140000852;121AA;;;;;5;;;272;;
DIALYSE;2013;760026088;140000852;121CA;;;;5;5;;;242;;
DIALYSE;2013;760026138;140000852;1130X;;;;10;38;5615;;;;
DIALYSE;2013;760780668;760000331;1130X;;;;8;24;2459;;;;
DIALYSE;2013;760780668;760000331;TOT;0;;;;;;;;3;
DIALYSE;2013;760783035;750721334;112BA;;;;18;58;9272;;;;
DIALYSE;2013;760783035;750721334;TOT;0;;;;;;2;;;
DIALYSE;2013;760783522;760780239;112BA;;;;27;92;15311;;;;
DIALYSE;2013;760783522;760780239;122BA;;;;;1;;;24;;
DIALYSE;2013;760783522;760780239;TOT;0;;;;;;7;;69;
DIALYSE;2013;760805770;760780726;112AX;;;;4;6;561;;;;
DIALYSE;2013;760805770;760780726;112BA;;;;16;55;9494;;;;
DIALYSE;2013;760805770;760780726;1130X;;;;4;21;3175;;;;
DIALYSE;2013;760805770;760780726;122AX;;;;2;1;;;70;;
DIALYSE;2013;760805770;760780726;122BA;;;;14;3;;;212;;
DIALYSE;2013;760805770;760780726;TOT;0;;;;;;1;;57;15
DIALYSE;2013;760917773;140000852;1140X;;;;10;14;2125;;;;
DIALYSE;2013;760921106;140000852;112AX;;;;4;4;719;;;;
DIALYSE;2013;760921106;140000852;122AX;;;;2;16;;;455;;
DIALYSE;2013;760921718;140000852;1130X;;;;14;49;6375;;;;
DIALYSE;2013;760921718;140000852;121AA;;;;;16;;;875;;
DIALYSE;2013;760921718;140000852;121CA;;;;15;15;;;575;;
DIALYSE;2013;760921809;760000273;112BA;;;;30;98;14987;;;;
DIALYSE;2013;760921809;760000273;1150A;;;;2;;220;;;;
DIALYSE;2013;760921809;760000273;122AX;;;;1;18;;;10;;
DIALYSE;2013;760921809;760000273;TOT;0;;;;;;;;58;1
DIALYSE;2013;760921809;760000273;VACAN;;;;1;;105;;;;
DIALYSE;2013;770000156;770110054;112BA;;;;12;53;7027;;;;
DIALYSE;2013;770000156;770110054;1130X;;;;6;24;3451;;;;
DIALYSE;2013;770000156;770110054;1140X;;;;6;13;2138;;;;
DIALYSE;2013;770000156;770110054;121AA;;;;;5;;;214;;
DIALYSE;2013;770000156;770110054;122BA;;;;2;5;;;5;;
DIALYSE;2013;770000156;770110054;TOT;0;;;;;;1;;43;4
DIALYSE;2013;770000446;770700185;112BA;;;;15;80;11442;;;;
DIALYSE;2013;770000446;770700185;1130X;;;;1;10;444;;;;
DIALYSE;2013;770000446;770700185;1140X;;;;6;;;;;;
DIALYSE;2013;770000446;770700185;121CA;;;;1;;;;2;;
DIALYSE;2013;770000446;770700185;122AX;;;;2;2;;;7;;
DIALYSE;2013;770000446;770700185;122BA;;;;1;;;;14;;
DIALYSE;2013;770000446;770700185;TOT;0;;;;;;1;;66;1
DIALYSE;2013;770001873;940000060;1140X;;;;14;21;2766;;;;
DIALYSE;2013;770001873;940000060;TOT;0;;;;;;;;1;
DIALYSE;2013;770014603;940000060;1140X;;;;0;0;650;;;;
DIALYSE;2013;770016087;770016137;112BA;;;;16;61;8594;;;;
DIALYSE;2013;770016087;770016137;1130X;;;;15;14;2420;;;;
DIALYSE;2013;770016087;770016137;TOT;0;;;;;;1;;25;
DIALYSE;2013;770016087;770016137;VACAN;;;;;;222;;;;
DIALYSE;2013;770016160;750806853;1140X;;;;8;12;1961;;;;
DIALYSE;2013;770016160;750806853;TOT;0;;;;;;;;3;
DIALYSE;2013;770016160;750806853;VACAN;;;;;;181;;;;
DIALYSE;2013;770300093;770000271;112AX;;;;3;1;133;;;;
DIALYSE;2013;770300093;770000271;112BA;;;;32;102;12622;;;;
DIALYSE;2013;770300093;770000271;1130X;;;;16;10;1825;;;;
DIALYSE;2013;770300093;770000271;1140X;;;;6;9;;;;;
DIALYSE;2013;770300093;770000271;TOT;0;;;;;;2;;48;0
DIALYSE;2013;770790707;770000719;112BA;;;;24;77;11043;;;;
DIALYSE;2013;770790707;770000719;1130X;;;;24;14;1736;;;;
DIALYSE;2013;770790707;770000719;TOT;0;;;;;;1;;30;
DIALYSE;2013;770803708;750806853;1140X;;;;8;15;2195;;;;
DIALYSE;2013;770803708;750806853;TOT;0;;;;;;;;7;
DIALYSE;2013;770803708;750806853;VACAN;;;;;;148;;;;
DIALYSE;2013;770809028;770815777;1140X;;;;17;33;4452;;;;
DIALYSE;2013;770809028;770815777;VACAN;;;;;1;;;;;
DIALYSE;2013;770813426;770813418;1140X;;;;18;22;3643;;;;
DIALYSE;2013;770813426;770813418;TOT;0;;;;;;;;4;
DIALYSE;2013;770813459;940000060;1140X;;;;6;9;1234;;;;
DIALYSE;2013;770814986;940000060;1140X;;;;6;9;1605;;;;
DIALYSE;2013;780000311;780001236;112AX;;;;1;0;6;;;;
DIALYSE;2013;780000311;780001236;112BA;;;;16;62;9604;;;;
DIALYSE;2013;780000311;780001236;121AA;;;;;3;;;116;;
DIALYSE;2013;780000311;780001236;121CA;;;;1;3;;;182;;
DIALYSE;2013;780000311;780001236;122AX;;;;1;1;;;30;;
DIALYSE;2013;780000311;780001236;TOT;0;;;;;;2;;26;3
DIALYSE;2013;780000329;780110052;112BA;;;;8;32;4572;;;;
DIALYSE;2013;780000329;780110052;TOT;0;;;;;;1;;37;
DIALYSE;2013;780001558;780001509;1140X;;;;11;20;2716;;;;
DIALYSE;2013;780001707;780822920;1140X;;;;8;10;1521;;;;
DIALYSE;2013;780001707;780822920;TOT;0;;;;;;2;;;
DIALYSE;2013;780017802;780002010;112BA;;;;19;204;9993;;;;
DIALYSE;2013;780017802;780002010;1130X;;;;8;87;4633;;;;
DIALYSE;2013;780017802;780002010;1140X;;;;5;54;2649;;;;
DIALYSE;2013;780017802;780002010;TOT;0;;;;;;1;;36;0
DIALYSE;2013;780018727;780018719;112BA;;;;18;75;11281;;;;
DIALYSE;2013;780150017;750005068;112AX;;;;1;0;0;;;;
DIALYSE;2013;780150017;750005068;112BA;;;;12;47;6892;;;;
DIALYSE;2013;780150017;750005068;1130X;;;;8;25;3162;;;;
DIALYSE;2013;780150017;750005068;1140X;;;;8;2;4244;;;;
DIALYSE;2013;780150017;750005068;1150A;;;;2;2;385;;;;
DIALYSE;2013;780150017;750005068;121AA;;;;;4;;;156;;
DIALYSE;2013;780150017;750005068;121CA;;;;;10;;;432;;
DIALYSE;2013;780150017;750005068;122AX;;;;;1;;;0;;
DIALYSE;2013;780150017;750005068;TOT;0;;;;;;;;1;1
DIALYSE;2013;780300414;780000675;112AX;;;;;;144;;;;
DIALYSE;2013;780300414;780000675;112BA;;;;;;13261;;;;
DIALYSE;2013;780300414;780000675;112BE;;;;;;6;;;;
DIALYSE;2013;780300422;780002259;112BA;;;;21;102;11339;;;;
DIALYSE;2013;780300422;780002259;1130X;;;;12;12;1552;;;;
DIALYSE;2013;780300422;780002259;121CA;;;;1;8;;;306;;
DIALYSE;2013;780808234;780822920;1150A;;;;4;0;0;;;;
DIALYSE;2013;780808234;780822920;TOT;0;;;;;;2;;;
DIALYSE;2013;780822631;780822920;1140X;;;;10;7;937;;;;
DIALYSE;2013;780822631;780822920;TOT;0;;;;;;2;;;
DIALYSE;2013;780823134;780822920;1140X;;;;8;14;2040;;;;
DIALYSE;2013;780823134;780822920;TOT;0;;;;;;2;;;
DIALYSE;2013;780826145;750806853;1130X;;;;9;6;773;;;;
DIALYSE;2013;780826145;750806853;1140X;;;;;4;451;;;;
DIALYSE;2013;780826145;750806853;TOT;0;;;;;;;;5;
DIALYSE;2013;780826145;750806853;VACAN;;;;;;210;;;;
DIALYSE;2013;780826152;780822920;1140X;;;;9;16;2138;;;;
DIALYSE;2013;780826152;780822920;TOT;0;;;;;;2;;;
DIALYSE;2013;790000087;790000012;112AX;;;;2;1;195;;;;
DIALYSE;2013;790000087;790000012;112BA;;;;20;74;11244;;;;
DIALYSE;2013;790000087;790000012;121AA;;;;;2;;;40;;
DIALYSE;2013;790000087;790000012;121CA;;;;2;1;;;22;;
DIALYSE;2013;790000087;790000012;122AX;;;;2;1;;;62;;
DIALYSE;2013;790000087;790000012;122BA;;;;;2;;;;;
DIALYSE;2013;790000087;790000012;TOT;0;;;;;;;;44;7
DIALYSE;2013;790007306;860000348;112AX;;;;1;1;35;;;;
DIALYSE;2013;790007306;860000348;1130X;;;;11;21;3592;;;;
DIALYSE;2013;790007306;860000348;1140X;;;;4;12;1755;;;;
DIALYSE;2013;790007306;860000348;121AA;;;;;10;;;313;;
DIALYSE;2013;790007306;860000348;121CA;;;;7;7;;;314;;
DIALYSE;2013;790007306;860000348;TOT;0;;;;;;;;20;5
DIALYSE;2013;790016786;860000348;1140X;;;;5;7;1105;;;;
DIALYSE;2013;790016794;860000348;1130X;;;;6;7;1255;;;;
DIALYSE;2013;790016794;860000348;1140X;;;;4;2;235;;;;
DIALYSE;2013;800002503;800001141;112AX;;;;2;0;63;;;;
DIALYSE;2013;800002503;800001141;112BA;;;;20;299;18466;;;;
DIALYSE;2013;800002503;800001141;1130X;;;;1;15;1166;;;;
DIALYSE;2013;800002503;800001141;1140X;;;;8;10;535;;;;
DIALYSE;2013;800006124;800000044;112AX;;;;4;6;741;;;;
DIALYSE;2013;800006124;800000044;112BA;;;;30;132;20684;;;;
DIALYSE;2013;800006124;800000044;1150A;;;;2;2;94;;;;
DIALYSE;2013;800006124;800000044;121CA;;;;1;;;;;;
DIALYSE;2013;800006124;800000044;122AX;;;;1;1;;;4;;
DIALYSE;2013;800006124;800000044;AUTRE;;;;;;257;;;;
DIALYSE;2013;800006124;800000044;TOT;1;3;28;;;;;;77;2
DIALYSE;2013;800010159;590799995;1140X;;;;13;22;3225;;;;
DIALYSE;2013;800010324;590799995;1130X;;;;13;29;3366;;;;
DIALYSE;2013;800010324;590799995;1140X;;;;13;38;6218;;;;
DIALYSE;2013;810000224;810000471;112AX;;;;1;1;55;;;;
DIALYSE;2013;810000224;810000471;112BA;;;;50;152;22757;;;;
DIALYSE;2013;810000224;810000471;1150A;;;;1;1;155;;;;
DIALYSE;2013;810000224;810000471;121AA;;;;;6;;;420;;
DIALYSE;2013;810000224;810000471;122AX;;;;1;7;;;543;;
DIALYSE;2013;810000224;810000471;TOT;0;;;;;;6;;71;13
DIALYSE;2013;810008698;810000471;1140X;;;;6;9;1136;;;;
DIALYSE;2013;810101741;810000471;1140X;;;;12;26;3318;;;;
DIALYSE;2013;810101758;810000471;1140X;;;;6;5;172;;;;
DIALYSE;2013;810102947;810000471;1140X;;;;12;23;2835;;;;
DIALYSE;2013;820000057;820000131;112BA;;;;30;111;17129;;;;
DIALYSE;2013;820005791;820000131;1140X;;;;8;12;1781;;;;
DIALYSE;2013;820007920;820000131;1140X;;;;9;11;1459;;;;
DIALYSE;2013;830000345;830100616;112AX;;;;2;;13;;;;
DIALYSE;2013;830000345;830100616;112BA;;;;18;66;10730;;;;
DIALYSE;2013;830000345;830100616;121AA;;;;;;;;36;;
DIALYSE;2013;830000345;830100616;122AX;;;;2;9;;;56;;
DIALYSE;2013;830000345;830100616;122BA;;;;2;;;;40;;
DIALYSE;2013;830000345;830100616;TOT;0;;;;;;;;8;8
DIALYSE;2013;830000345;830100616;VACAN;;;;7;;;;;;
DIALYSE;2013;830012548;830002119;112AX;;;;2;4;319;;;;
DIALYSE;2013;830012548;830002119;112BA;;;;18;48;6066;;;;
DIALYSE;2013;830012548;830002119;1130X;;;;17;42;6707;;;;
DIALYSE;2013;830012548;830002119;122AX;;;;1;0;;;26;;
DIALYSE;2013;830012548;830002119;TOT;0;;;;;;1;;47;1
DIALYSE;2013;830012589;830003695;112BA;;;;18;31;4563;;;;
DIALYSE;2013;830012589;830003695;1130X;;;;6;2;230;;;;
DIALYSE;2013;830012589;830003695;1140X;;;;6;2;303;;;;
DIALYSE;2013;830012688;830012639;112AX;;;;1;0;25;;;;
DIALYSE;2013;830012688;830012639;112BA;;;;39;388;19896;;;;
DIALYSE;2013;830012688;830012639;1130X;;;;24;53;2649;;;;
DIALYSE;2013;830012688;830012639;1140X;;;;6;6;581;;;;
DIALYSE;2013;830012688;830012639;121AA;;;;;;;;366;;
DIALYSE;2013;830012688;830012639;121CA;;;;1;1;;;65;;
DIALYSE;2013;830012688;830012639;122AX;;;;1;0;;;38;;
DIALYSE;2013;830012688;830012639;122BA;;;;2;0;;;13;;
DIALYSE;2013;830013819;830002119;1130X;;;;11;20;2953;;;;
DIALYSE;2013;830013819;830002119;TOT;0;;;;;;;;3;
DIALYSE;2013;830015970;830003695;1130X;;;;18;18;3229;;;;
DIALYSE;2013;830015970;830003695;TOT;0;;;;;;;;6;
DIALYSE;2013;830016671;830003695;1130X;;;;18;0;0;;;;
DIALYSE;2013;830016671;830003695;1140X;;;;6;0;0;;;;
DIALYSE;2013;830017505;830002119;112BA;;;;15;48;7352;;;;
DIALYSE;2013;830017505;830002119;122AX;;;;1;0;;;12;;
DIALYSE;2013;830017505;830002119;TOT;0;;;;;;;;18;2
DIALYSE;2013;830100103;830000022;112BA;;;;42;89;17756;;;;
DIALYSE;2013;830100103;830000022;TOT;0;;;;;;19;;;
DIALYSE;2013;830100574;750821092;112BA;;;;11;38;2149;;;;
DIALYSE;2013;830100574;750821092;TOT;0;;;;;;2;;7;0
DIALYSE;2013;830208351;830002119;1130X;;;;12;27;4255;;;;
DIALYSE;2013;830208351;830002119;1140X;;;;6;17;2561;;;;
DIALYSE;2013;830210977;830002119;1140X;;;;13;23;3454;;;;
DIALYSE;2013;830210977;830002119;1150A;;;;24;24;4346;;;;
DIALYSE;2013;830210977;830002119;121AA;;;;;13;;;2061;;
DIALYSE;2013;830210977;830002119;121CA;;;;1;6;;;825;;
DIALYSE;2013;830210977;830002119;122AX;;;;1;0;;;6;;
DIALYSE;2013;830210977;830002119;122BA;;;;2;2;;;5;;
DIALYSE;2013;830213617;830002119;1130X;;;;8;21;2153;;;;
DIALYSE;2013;830213617;830002119;1140X;;;;6;5;1458;;;;
DIALYSE;2013;830213617;830002119;TOT;0;;;;;;1;;;
DIALYSE;2013;830215687;830003521;112BA;;;;26;112;17793;;;;
DIALYSE;2013;830215687;830003521;1130X;;;;13;13;2103;;;;
DIALYSE;2013;830215687;830003521;121CA;;;;2;2;;;735;;
DIALYSE;2013;830215687;830003521;122AX;;;;2;0;;;15;;
DIALYSE;2013;830215687;830003521;122BA;;;;0;0;;;10;;
DIALYSE;2013;830216495;830003695;121AA;;;;;16;;;766;;
DIALYSE;2013;830216495;830003695;121CA;;;;;13;;;646;;
DIALYSE;2013;830216495;830003695;TOT;0;;;;;;;;27;9
DIALYSE;2013;840001861;840006597;112BA;;;;18;97;12475;;;;
DIALYSE;2013;840001861;840006597;122AX;;;;1;5;;;55;;
DIALYSE;2013;840001861;840006597;TOT;0;;;;;;2;;90;
