BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2013;170802656;170000988;1140X;;;;7;12;1619;;;;
DIALYSE;2013;170802656;170000988;TOT;0;;;;;;;;4;
DIALYSE;2013;170802656;170000988;VACAN;;;;;1;144;;;;
DIALYSE;2013;170804090;170000988;1140X;;;;7;9;1029;;;;
DIALYSE;2013;170804090;170000988;TOT;0;;;;;;;;3;1
DIALYSE;2013;170804090;170000988;VACAN;;;;;;312;;;;
DIALYSE;2013;180000010;180000028;112BA;;;;22;46;13886;;;;
DIALYSE;2013;180000010;180000028;122AX;;;;0;0;;;10;;
DIALYSE;2013;180000010;180000028;TOT;0;;;;;;;;34;
DIALYSE;2013;180005662;370001067;1140X;;;;10;24;3535;;;;
DIALYSE;2013;180005811;370001067;1140X;;;;5;5;727;;;;
DIALYSE;2013;180005829;370001067;1140X;;;;14;22;3056;;;;
DIALYSE;2013;180005829;370001067;1150A;;;;14;17;1427;;;;
DIALYSE;2013;180005829;370001067;TOT;0;;;;;;1;;15;3
DIALYSE;2013;180006397;370001067;1140X;;;;5;9;1395;;;;
DIALYSE;2013;180008476;330057597;1140X;;;;6;12;1777;;;;
DIALYSE;2013;180008476;330057597;TOT;0;;;;;;0;;2;0
DIALYSE;2013;190000018;190000042;112BA;;;;20;61;8830;;;;
DIALYSE;2013;190000018;190000042;121AE;;;;;;;;39;;
DIALYSE;2013;190000018;190000042;121CA;;;;17;2;;;79;;
DIALYSE;2013;190000018;190000042;122BA;;;;9;3;;;705;;
DIALYSE;2013;190010512;870000700;1140X;;;;12;10;1699;;;;
DIALYSE;2013;190010512;870000700;VACAN;;;;;;228;;;;
DIALYSE;2013;190010553;870000700;112AX;;;;1;0;116;;;;
DIALYSE;2013;190010553;870000700;1130X;;;;12;60;8232;;;;
DIALYSE;2013;190010553;870000700;1140X;;;;12;23;3309;;;;
DIALYSE;2013;190010553;870000700;TOT;0;;;;;;0;;5;0
DIALYSE;2013;190010553;870000700;VACAN;;;;;;212;;;;
DIALYSE;2013;210001483;670005834;1140X;;;;2;2;316;;;;
DIALYSE;2013;210001889;670005834;112AX;;;;4;5;1024;;;;
DIALYSE;2013;210001889;670005834;112BA;;;;12;39;5273;;;;
DIALYSE;2013;210001889;670005834;122AX;;;;1;1;;;143;;
DIALYSE;2013;210001889;670005834;TOT;0;;;;;;2;;;
DIALYSE;2013;210001939;670005834;1130X;;;;8;12;1812;;;;
DIALYSE;2013;210001939;670005834;1140X;;;;6;9;980;;;;
DIALYSE;2013;210780789;210003208;112AX;;;;2;0;27;;;;
DIALYSE;2013;210780789;210003208;1130X;;;;20;75;10835;;;;
DIALYSE;2013;210780789;210003208;1140X;;;;10;25;3156;;;;
DIALYSE;2013;210780789;210003208;121AA;;;;;13;;;768;;
DIALYSE;2013;210780789;210003208;121CA;;;;12;4;;;148;;
DIALYSE;2013;210780789;210003208;122AX;;;;1;0;;;46;;
DIALYSE;2013;210780789;210003208;TOT;0;;;;;;2;;31;12
DIALYSE;2013;210986360;670005834;1150A;;;;1;1;161;;;;
DIALYSE;2013;210986360;670005834;121AA;;;;;11;;;416;;
DIALYSE;2013;210986360;670005834;121CA;;;;9;9;;;407;;
DIALYSE;2013;210986378;670005834;1140X;;;;;0;187;;;;
DIALYSE;2013;210987558;210780581;112BA;;;;24;69;14485;;;;
DIALYSE;2013;210987558;210780581;1130X;;;;4;23;1492;;;;
DIALYSE;2013;210987558;210780581;TOT;0;;;;;;;;33;6
DIALYSE;2013;220000012;220000020;112AX;;;;2;0;64;;;;
DIALYSE;2013;220000012;220000020;112BA;;;;25;119;14178;;;;
DIALYSE;2013;220000012;220000020;121AA;;;;;8;;;316;;
DIALYSE;2013;220000012;220000020;121CA;;;;;5;;;288;;
DIALYSE;2013;220000012;220000020;122AX;;;;;5;;;151;;
DIALYSE;2013;220000012;220000020;AUTRE;;;;;;140;;;;
DIALYSE;2013;220000012;220000020;TOT;1;3;3284;;;;2;;99;10
DIALYSE;2013;220000012;220000020;VACAN;;;;8;;628;;;;
DIALYSE;2013;220013106;350000626;1140X;;;;6;5;860;;;;
DIALYSE;2013;220013122;350000626;1140X;;;;6;4;392;;;;
DIALYSE;2013;220013130;350000626;1140X;;;;7;2;406;;;;
DIALYSE;2013;220013155;350000626;1140X;;;;5;4;602;;;;
DIALYSE;2013;220014286;350000626;1140X;;;;6;0;213;;;;
DIALYSE;2013;220016778;350000626;112AX;;;;3;0;111;;;;
DIALYSE;2013;220018899;350000626;1140X;;;;16;10;1556;;;;
DIALYSE;2013;220019558;350000626;1130X;;;;12;26;4385;;;;
DIALYSE;2013;220019848;350000626;1140X;;;;7;5;850;;;;
DIALYSE;2013;220020101;220000020;1130X;;;;8;24;1175;;;;
DIALYSE;2013;220020101;220000020;TOT;1;1;1175;;;;;;;
DIALYSE;2013;220020119;220000020;1130X;;;;8;31;1819;;;;
DIALYSE;2013;220020119;220000020;TOT;1;1;1819;;;;;;;
DIALYSE;2013;220020507;350000626;112BA;;;;14;21;3244;;;;
DIALYSE;2013;220022149;220000020;1130X;;;;8;20;290;;;;
DIALYSE;2013;220022149;220000020;TOT;1;1;290;;;;;;;
DIALYSE;2013;230003576;870000700;1130X;;;;12;33;4760;;;;
DIALYSE;2013;230003576;870000700;VACAN;;;;;;342;;;;
DIALYSE;2013;240002691;330000266;1140X;;;;15;15;2717;;;;
DIALYSE;2013;240002725;330000266;1140X;;;;11;7;1222;;;;
DIALYSE;2013;240003293;240013417;1140X;;;;9;12;1718;;;;
DIALYSE;2013;240003301;240013417;1140X;;;;7;11;1920;;;;
DIALYSE;2013;240006734;240000596;112BA;;;;34;129;19467;;;;
DIALYSE;2013;240013219;240013417;1130X;;;;9;28;3878;;;;
DIALYSE;2013;240013219;240013417;1140X;;;;7;13;1669;;;;
DIALYSE;2013;240013466;240013417;1140X;;;;13;22;3375;;;;
DIALYSE;2013;250000114;900000365;112AX;;;;2;;0;;;;
DIALYSE;2013;250000114;900000365;112BA;;;;21;76;11427;;;;
DIALYSE;2013;250000114;900000365;1130X;;;;8;8;1163;;;;
DIALYSE;2013;250000114;900000365;121AA;;;;;11;;;103;;
DIALYSE;2013;250000114;900000365;121CA;;;;12;;;;43;;
DIALYSE;2013;250000114;900000365;122AX;;;;44;0;;;146;;
DIALYSE;2013;250000114;900000365;122BA;;;;2;0;;;942;;
DIALYSE;2013;250000114;900000365;TOT;0;;;;;;2;;54;6
DIALYSE;2013;250000288;250000643;112BA;;;;6;0;550;;;;
DIALYSE;2013;250000288;250000643;1130X;;;;5;0;552;;;;
DIALYSE;2013;250006954;250000015;112BA;;;;17;77;11597;;;;
DIALYSE;2013;250006954;250000015;112BE;;;;2;0;4;;;;
DIALYSE;2013;250006954;250000015;122AX;;;;3;2;;;0;;
DIALYSE;2013;250006954;250000015;122BA;;;;2;5;;;581;;
DIALYSE;2013;250006954;250000015;TOT;0;;;;;;;;70;20
DIALYSE;2013;250013448;670005834;1130X;;;;11;21;2264;;;;
DIALYSE;2013;250015526;670005834;112AX;;;;4;9;719;;;;
DIALYSE;2013;250015526;670005834;1130X;;;;12;43;6243;;;;
DIALYSE;2013;250015526;670005834;1140X;;;;8;10;1065;;;;
DIALYSE;2013;250015526;670005834;121AA;;;;;34;;;1644;;
DIALYSE;2013;250015526;670005834;121CA;;;;29;33;;;1325;;
DIALYSE;2013;250015526;670005834;121CE;;;;2;0;;;100;;
DIALYSE;2013;250015526;670005834;122AX;;;;;0;;;190;;
DIALYSE;2013;250015534;670005834;112AX;;;;1;0;74;;;;
DIALYSE;2013;250015534;670005834;1130X;;;;8;21;3327;;;;
DIALYSE;2013;250015534;670005834;1150A;;;;1;1;154;;;;
DIALYSE;2013;250015534;670005834;121AA;;;;;13;;;813;;
DIALYSE;2013;250015534;670005834;121CA;;;;9;9;;;475;;
DIALYSE;2013;250015534;670005834;122BA;;;;;;;;37;;
DIALYSE;2013;260000120;260016910;112BA;;;;15;56;7897;;;;
DIALYSE;2013;260000120;260016910;121AA;;;;;;;;3;;
DIALYSE;2013;260000120;260016910;121CA;;;;1;;;;2;;
DIALYSE;2013;260000120;260016910;122BA;;;;1;1;;;9;;
DIALYSE;2013;260001631;380793802;112AX;;;;2;1;101;;;;
DIALYSE;2013;260001631;380793802;112BA;;;;15;56;8440;;;;
DIALYSE;2013;260001631;380793802;1130X;;;;8;30;4786;;;;
DIALYSE;2013;260001631;380793802;121AA;;;;;10;;;752;;
DIALYSE;2013;260001631;380793802;121CA;;;;;3;;;175;;
DIALYSE;2013;260001631;380793802;122AX;;;;;0;;;263;;
DIALYSE;2013;260001631;380793802;122BA;;;;;5;;;10;;
DIALYSE;2013;260001631;380793802;TOT;0;;;;;;1;;37;1
DIALYSE;2013;260001631;380793802;VACAN;;;;;0;168;;;;
DIALYSE;2013;260003140;380793802;1140X;;;;6;7;960;;;;
DIALYSE;2013;260003140;380793802;VACAN;;;;;0;34;;;;
DIALYSE;2013;260003215;380793802;112AX;;;;1;;;;;;
DIALYSE;2013;260003215;380793802;112BA;;;;17;56;9287;;;;
DIALYSE;2013;260003215;380793802;1130X;;;;8;29;4722;;;;
DIALYSE;2013;260003215;380793802;TOT;0;;;;;;1;;46;
DIALYSE;2013;260003215;380793802;VACAN;;;;;;160;;;;
DIALYSE;2013;260006820;380793802;112AX;;;;3;3;572;;;;
DIALYSE;2013;260006820;380793802;1130X;;;;8;33;5197;;;;
DIALYSE;2013;260006820;380793802;1140X;;;;8;8;1184;;;;
DIALYSE;2013;260006820;380793802;121AA;;;;;1;;;70;;
DIALYSE;2013;260006820;380793802;121CA;;;;;6;;;286;;
DIALYSE;2013;260006820;380793802;122BA;;;;;;;;8;;
DIALYSE;2013;260006820;380793802;TOT;0;;;;;;1;;14;0
DIALYSE;2013;260006820;380793802;VACAN;;;;;1;201;;;;
DIALYSE;2013;260006838;380793802;1140X;;;;8;8;1359;;;;
DIALYSE;2013;260006838;380793802;VACAN;;;;;0;2;;;;
DIALYSE;2013;260010418;690796552;1140X;;;;8;22;3550;;;;
DIALYSE;2013;260010418;690796552;TOT;0;;;;;;;;10;
DIALYSE;2013;260010418;690796552;VACAN;;;;;;14;;;;
DIALYSE;2013;260012760;690796552;1140X;;;;6;9;1250;;;;
DIALYSE;2013;260012760;690796552;TOT;0;;;;;;;;1;
DIALYSE;2013;260012760;690796552;VACAN;;;;;;40;;;;
DIALYSE;2013;260016993;380793802;1140X;;;;4;2;693;;;;
DIALYSE;2013;260016993;380793802;TOT;0;;;;;;;;1;
DIALYSE;2013;260016993;380793802;VACAN;;;;;0;28;;;;
DIALYSE;2013;270000359;270023724;112AX;;;;2;0;194;;;;
DIALYSE;2013;270000359;270023724;112BA;;;;20;74;10791;;;;
DIALYSE;2013;270000359;270023724;1130X;;;;8;33;4745;;;;
DIALYSE;2013;270000359;270023724;1150A;;;;1;;;;;;
DIALYSE;2013;270000359;270023724;122BA;;;;2;2;;;45;;
DIALYSE;2013;270000359;270023724;TOT;0;;;;;;2;;76;18
DIALYSE;2013;270000458;270023724;112AX;;;;1;;0;;;;
DIALYSE;2013;270000458;270023724;112BA;;;;8;19;2640;;;;
DIALYSE;2013;270000458;270023724;TOT;0;;;;;;1;;11;0
DIALYSE;2013;270017338;140000852;1140X;;;;8;11;1466;;;;
DIALYSE;2013;270017379;140000852;1140X;;;;6;17;1956;;;;
DIALYSE;2013;270017429;140000852;1140X;;;;10;27;3874;;;;
DIALYSE;2013;270017478;140000852;1140X;;;;10;27;3899;;;;
DIALYSE;2013;270017478;140000852;1150A;;;;2;2;372;;;;
DIALYSE;2013;270017478;140000852;121AA;;;;;18;;;917;;
DIALYSE;2013;270017478;140000852;121CA;;;;7;7;;;372;;
DIALYSE;2013;280006594;280000852;1140X;;;;6;18;2197;;;;
DIALYSE;2013;280502741;280000852;112AX;;;;2;0;51;;;;
DIALYSE;2013;280502741;280000852;1140X;;;;12;48;7088;;;;
DIALYSE;2013;280503848;280000852;1140X;;;;6;19;2588;;;;
DIALYSE;2013;280504267;280000134;112BA;;;;20;72;10294;;;;
DIALYSE;2013;280504267;280000134;121AA;;;;;1;;;9;;
DIALYSE;2013;280504267;280000134;121CA;;;;1;1;;;3;;
DIALYSE;2013;280504267;280000134;122BA;;;;1;2;;;12;;
DIALYSE;2013;280504267;280000134;TOT;0;;;;;;2;;87;3
DIALYSE;2013;280504267;280000134;VACAN;;;;;1;28;;;;
DIALYSE;2013;280504309;280000852;1140X;;;;6;19;2704;;;;
DIALYSE;2013;280504689;280001025;112AX;;;;2;0;37;;;;
DIALYSE;2013;280504689;280001025;112BA;;;;23;72;10566;;;;
DIALYSE;2013;280504689;280001025;1130X;;;;8;12;1824;;;;
DIALYSE;2013;290000025;290020700;112BA;;;;18;56;8855;;;;
DIALYSE;2013;290000025;290020700;122BA;;;;1;;;;;;
DIALYSE;2013;290000025;290020700;TOT;0;;;;;;;;16;
DIALYSE;2013;290000850;330031089;112BA;;;;16;36;5027;;;;
DIALYSE;2013;290000850;330031089;1130X;;;;8;2;228;;;;
DIALYSE;2013;290000850;330031089;TOT;0;;;;;;;;22;0
DIALYSE;2013;290000975;290000546;112BA;;;;8;19;3066;;;;
DIALYSE;2013;290000975;290000546;112BE;;;;8;0;20;;;;
DIALYSE;2013;290004324;290000017;112BA;;;;15;55;6838;;;;
DIALYSE;2013;290005131;350000626;112BA;;;;14;35;5223;;;;
DIALYSE;2013;290005131;350000626;1130X;;;;6;12;1409;;;;
DIALYSE;2013;290005172;350000626;1140X;;;;19;;2581;;;;
DIALYSE;2013;290005230;350000626;1140X;;;;10;7;1136;;;;
DIALYSE;2013;290016286;350000626;112AX;;;;7;10;1834;;;;
DIALYSE;2013;290016294;350000626;112AX;;;;8;1;1442;;;;
DIALYSE;2013;290018548;350000626;1140X;;;;16;15;2180;;;;
DIALYSE;2013;290018555;350000626;1140X;;;;6;8;1164;;;;
DIALYSE;2013;290018563;350000626;1140X;;;;38;13;1960;;;;
DIALYSE;2013;290021070;350000626;1140X;;;;7;4;650;;;;
DIALYSE;2013;290023779;350000626;112AX;;;;4;0;100;;;;
DIALYSE;2013;290023779;350000626;112BA;;;;16;20;2825;;;;
DIALYSE;2013;290023779;350000626;1130X;;;;8;5;723;;;;
DIALYSE;2013;290023787;350000626;1140X;;;;5;4;649;;;;
DIALYSE;2013;290024025;350000626;1140X;;;;9;0;263;;;;
DIALYSE;2013;290024579;350000626;112AX;;;;2;2;254;;;;
DIALYSE;2013;290025337;350000626;1140X;;;;5;3;490;;;;
DIALYSE;2013;290028539;350000626;1140X;;;;6;5;669;;;;
DIALYSE;2013;290029669;350000626;112BA;;;;16;41;6378;;;;
DIALYSE;2013;290030808;350000626;1140X;;;;9;11;1835;;;;
