BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;670783133;670780055;RADIO;2;2;2515;1;0;102;0;
IMAGES;2013;670783273;670780055;CAM;2;2;1806;245;57;6903;169;0
IMAGES;2013;670783273;670780055;IRM;3;3;5000;1110;8;9783;138;0
IMAGES;2013;670783273;670780055;MAMM;1;1;;;;3096;;
IMAGES;2013;670783273;670780055;RADIO;11;11;38522;75;2;46373;984;1
IMAGES;2013;670783273;670780055;SCAN;3;3;20689;552;23;13031;480;1
IMAGES;2013;670783273;670780055;TOMO;1;1;255;147;22;2718;39;1
IMAGES;2013;670783273;670780055;VASC;2;2;1835;54;0;107;10;1
IMAGES;2013;670783273;670780055;dtIRM2;1;1;1544;720;3;3075;;
IMAGES;2013;670798636;670014604;RADIO;2;2;1613;;;10879;155;0
IMAGES;2013;680000320;680000643;VASC;2;2;6631;;;;3;1
IMAGES;2013;680000494;680000643;CAM;1;1;271;47;18;5766;0;0
IMAGES;2013;680000494;680000643;IRM;1;1;239;;;13809;0;0
IMAGES;2013;680000494;680000643;MAMM;2;2;;;;3016;;
IMAGES;2013;680000494;680000643;RADIO;4;4;4279;;;32907;14;1
IMAGES;2013;680000494;680000643;SCAN;1;1;1782;;;17533;2;1
IMAGES;2013;680000494;680000643;VASC;1;1;1005;;;0;0;1
IMAGES;2013;680000544;680000395;RADIO;2;2;6136;;;28703;353;0
IMAGES;2013;680000544;680000395;SCAN;1;1;1200;;532;5140;50;0
IMAGES;2013;680000577;680000411;RADIO;2;2;1469;;;4584;;0
IMAGES;2013;680000601;680000437;RADIO;1;1;3888;;;12040;;0
IMAGES;2013;680000627;680000486;MAMM;1;1;;;;1271;;
IMAGES;2013;680000627;680000486;RADIO;1;1;3118;57;;1454;8;0
IMAGES;2013;680000684;680000973;CAM;2;2;2081;;;;;0
IMAGES;2013;680000684;680000973;IRM;2;2;2123;236;;3852;19;0
IMAGES;2013;680000684;680000973;MAMM;1;1;;;;;;
IMAGES;2013;680000684;680000973;RADIO;9;9;42392;4418;;46876;673;1
IMAGES;2013;680000684;680000973;SCAN;2;2;14588;400;;15068;122;1
IMAGES;2013;680000684;680000973;TOMO;;;55;;;;;
IMAGES;2013;680000684;680000973;VASC;3;3;3287;62;;3205;2;1
IMAGES;2013;680000700;680001005;RADIO;3;3;1534;7;593;11224;127;0
IMAGES;2013;680000882;680016011;RADIO;1;1;1662;;;10;;0
IMAGES;2013;680001195;680016011;IRM;1;1;70;91;;9247;;1
IMAGES;2013;680001195;680016011;MAMM;1;1;;;;1564;;
IMAGES;2013;680001195;680016011;RADIO;2;2;4603;136;;9307;1;0
IMAGES;2013;680001195;680016011;SCAN;1;1;2564;925;;26412;7;0
IMAGES;2013;680001195;680016011;VASC;2;2;2443;;;;1;1
IMAGES;2013;680001245;680000973;MAMM;1;1;;;;1212;;
IMAGES;2013;680001245;680000973;RADIO;2;2;4418;;;6849;101;1
IMAGES;2013;680001328;750005068;RADIO;1;1;1520;;;;;
IMAGES;2013;680004546;680000486;CAM;1;1;543;146;;3196;;0
IMAGES;2013;680004546;680000486;IRM;2;2;4481;770;;28859;12;0
IMAGES;2013;680004546;680000486;LITHO;1;1;220;;;;;1
IMAGES;2013;680004546;680000486;RADIO;8;8;39672;1052;;32914;707;0
IMAGES;2013;680004546;680000486;SCAN;2;2;31945;2596;;50006;254;0
IMAGES;2013;680004546;680000486;TOMO;1;;;;;;;
IMAGES;2013;680004546;680000486;VASC;2;2;8218;42;;563;22;1
IMAGES;2013;690000013;690780036;RADIO;3;3;2088;310;;10519;95;0
IMAGES;2013;690000013;690780036;SCAN;1;1;1260;46;;2846;8;0
IMAGES;2013;690000021;690780044;MAMM;1;1;;;;397;;
IMAGES;2013;690000021;690780044;RADIO;2;2;1709;;;471;;
IMAGES;2013;690000088;690780101;RADIO;1;1;2121;;;467;;
IMAGES;2013;690000096;690780119;RADIO;1;1;8633;;;;;0
IMAGES;2013;690000245;690780432;RADIO;1;1;3268;;;;;0
IMAGES;2013;690000401;750000218;RADIO;1;1;2588;;;60;;0
IMAGES;2013;690000427;750721334;RADIO;2;2;4031;0;0;;0;
IMAGES;2013;690000575;690782222;IRM;1;1;1535;;;4961;9;0
IMAGES;2013;690000575;690782222;MAMM;1;1;;;;1299;;
IMAGES;2013;690000575;690782222;RADIO;4;4;20727;296;;29781;893;1
IMAGES;2013;690000575;690782222;SCAN;1;1;6359;302;1;8144;37;1
IMAGES;2013;690000575;690782222;VASC;2;2;253;5;;27;3;1
IMAGES;2013;690000591;690782248;RADIO;1;1;401;250;;;;
IMAGES;2013;690000625;690782271;SCAN;1;1;1299;;172;2947;163;
IMAGES;2013;690000773;690782925;RADIO;1;1;2291;;;;;
IMAGES;2013;690000880;690783220;CAM;3;3;1228;;;4335;;0
IMAGES;2013;690000880;690783220;IRM;1;1;867;;;3846;;0
IMAGES;2013;690000880;690783220;MAMM;1;1;;;;;;
IMAGES;2013;690000880;690783220;RADIO;2;2;10557;;;2722;;0
IMAGES;2013;690000880;690783220;SCAN;2;2;1947;;;5353;;1
IMAGES;2013;690000880;690783220;TOMO;2;2;298;;;3843;;0
IMAGES;2013;690007539;690781810;IRM;1;1;3322;241;;4655;;
IMAGES;2013;690007539;690781810;MAMM;1;1;;;;1368;;
IMAGES;2013;690007539;690781810;RADIO;6;6;17709;137;;34733;;
IMAGES;2013;690007539;690781810;SCAN;1;1;5203;66;;5834;;
IMAGES;2013;690007539;690781810;VASC;1;1;7138;751;;16570;;
IMAGES;2013;690023239;690000146;IRM;1;;;;;;;
IMAGES;2013;690023239;690000146;RADIO;6;;;;;;;
IMAGES;2013;690023239;690000146;SCAN;1;;;;;;;
IMAGES;2013;690023411;690000252;IRM;2;;;;;;;
IMAGES;2013;690023411;690000252;MAMM;2;;;;;;;
IMAGES;2013;690023411;690000252;RADIO;3;;;;;;;
IMAGES;2013;690023411;690000252;SCAN;2;;;;;;;
IMAGES;2013;690023411;690000252;VASC;1;;;;;;;
IMAGES;2013;690780093;750821092;IRM;1;1;812;;;2435;0;0
IMAGES;2013;690780093;750821092;RADIO;3;3;19394;;1;29556;403;1
IMAGES;2013;690780093;750821092;SCAN;1;1;3806;;;3501;30;1
IMAGES;2013;690780150;690000104;RADIO;1;1;556;0;0;0;0;
IMAGES;2013;690780200;690000112;MAMM;1;;;;;;;
IMAGES;2013;690780200;690000112;RADIO;1;;;;;;;0
IMAGES;2013;690780200;690000112;SCAN;1;;;;;;;0
IMAGES;2013;690780259;690030457;RADIO;1;;;;;;;
IMAGES;2013;690780382;690000211;MAMM;1;0;;;;;;
IMAGES;2013;690780382;690000211;RADIO;3;0;;;;;;
IMAGES;2013;690780382;690000211;SCAN;1;0;;;;;;0
IMAGES;2013;690780382;690000211;VASC;1;0;;;;;;
IMAGES;2013;690780648;690036900;CAM;2;0;;;;;;
IMAGES;2013;690780648;690036900;IRM;2;0;;;;;;
IMAGES;2013;690780648;690036900;MAMM;5;0;;;;;;
IMAGES;2013;690780648;690036900;SCAN;2;0;;;;;;
IMAGES;2013;690780648;690036900;TOMO;1;;;;;;;
IMAGES;2013;690780663;690000385;IRM;2;;;;;;;
IMAGES;2013;690780663;690000385;LITHO;1;;;;;;;
IMAGES;2013;690780663;690000385;MAMM;1;;;;;;;
IMAGES;2013;690780663;690000385;RADIO;2;;;;;;;
IMAGES;2013;690780663;690000385;SCAN;1;;;;;;;
IMAGES;2013;690781026;690029723;RADIO;2;2;3465;;;;;0
IMAGES;2013;690781737;750721334;RADIO;2;2;845;0;0;0;0;0
IMAGES;2013;690781836;690006598;MAMM;1;1;;;;1380;;
IMAGES;2013;690781836;690006598;RADIO;3;3;3462;396;;6823;;1
IMAGES;2013;690781836;690006598;SCAN;1;1;2079;199;;5123;;1
IMAGES;2013;690782420;690793633;RADIO;1;1;418;;;;;
IMAGES;2013;690783154;690781810;IRM;1;1;4090;284;;10768;;
IMAGES;2013;690783154;690781810;LITHO;;;78;;;;;
IMAGES;2013;690783154;690781810;RADIO;;;48296;1708;;55556;;
IMAGES;2013;690783154;690781810;SCAN;3;3;38888;2014;;25241;;
IMAGES;2013;690783154;690781810;VASC;;;16939;638;;12225;;
IMAGES;2013;690784137;690781810;CAM;3;;683;640;;3336;;
IMAGES;2013;690784137;690781810;IRM;1;;4147;814;;11062;;
IMAGES;2013;690784137;690781810;MAMM;;;;;;1443;;
IMAGES;2013;690784137;690781810;RADIO;;;49841;660;;33322;;
IMAGES;2013;690784137;690781810;SCAN;2;;33103;3236;;23054;;
IMAGES;2013;690784137;690781810;TOMO;1;;1365;503;;3381;;
IMAGES;2013;690784137;690781810;VASC;;;15278;1136;;9373;;
IMAGES;2013;690784152;690781810;IRM;1;1;4165;291;;10167;;
IMAGES;2013;690784152;690781810;MAMM;1;1;;;;2904;;
IMAGES;2013;690784152;690781810;RADIO;7;7;32995;646;;30298;;
IMAGES;2013;690784152;690781810;SCAN;2;2;20847;938;;12790;;
IMAGES;2013;690784152;690781810;VASC;2;2;13629;475;;5185;;
IMAGES;2013;690784178;690781810;IRM;2;2;7892;2031;;11192;;
IMAGES;2013;690784178;690781810;RADIO;1;1;6774;90;;967;;
IMAGES;2013;690784178;690781810;SCAN;1;1;13185;374;;1947;;
IMAGES;2013;690784178;690781810;VASC;2;2;3647;204;;238;;1
IMAGES;2013;690784186;690781810;CAM;3;3;3101;1160;;3327;;
IMAGES;2013;690784186;690781810;RADIO;1;1;38814;45;;5486;;
IMAGES;2013;690784186;690781810;SCAN;1;1;13207;178;;4862;;
IMAGES;2013;690784186;690781810;VASC;1;1;23146;1416;;13498;;1
IMAGES;2013;690784194;690781810;RADIO;;;2467;;;29;;
IMAGES;2013;690784194;690781810;VASC;;;1423;;;18;;
IMAGES;2013;690784202;690781810;RADIO;;;3432;1069;;797;;
IMAGES;2013;690787452;690781810;RADIO;;;4152;;;48;;
IMAGES;2013;690787452;690781810;VASC;;;985;;;106;;
IMAGES;2013;690787478;690781810;RADIO;1;1;1712;;;;;
IMAGES;2013;690793468;690002068;CAM;1;;;;;;;
IMAGES;2013;690793468;690002068;IRM;1;;;;;;;
IMAGES;2013;690793468;690002068;LITHO;1;1;165;;;;;0
IMAGES;2013;690793468;690002068;MAMM;1;;;;;;;
IMAGES;2013;690793468;690002068;RADIO;2;;;;;;;
IMAGES;2013;690793468;690002068;SCAN;1;;;;;;;
IMAGES;2013;690793468;690002068;TOMO;1;;;;;;;
IMAGES;2013;690793468;690002068;VASC;5;4;5231;;;;;1
IMAGES;2013;690796727;;RADIO;1;1;513;;;;;0
IMAGES;2013;690802061;690000104;RADIO;1;1;327;0;0;0;0;0
IMAGES;2013;690805361;690805353;IRM;1;1;1085;0;0;3504;3;0
IMAGES;2013;690805361;690805353;LITHO;1;1;120;0;0;0;0;1
IMAGES;2013;690805361;690805353;RADIO;5;5;15405;0;0;22552;653;1
IMAGES;2013;690805361;690805353;SCAN;1;1;8419;0;0;9080;174;1
IMAGES;2013;690805361;690805353;VASC;1;1;1442;0;0;36;0;1
IMAGES;2013;690807367;690003447;IRM;1;;;;;;;
IMAGES;2013;690807367;690003447;SCAN;1;;;;;;;
IMAGES;2013;700000011;700780026;RADIO;1;1;2178;;;5378;;0
IMAGES;2013;700000011;700780026;SCAN;1;1;1742;;;4094;;0
IMAGES;2013;700000029;700004591;CAM;1;;;;;;;
IMAGES;2013;700000029;700004591;IRM;1;1;920;54;;2671;7;0
IMAGES;2013;700000029;700004591;LITHO;1;;;;;;;
IMAGES;2013;700000029;700004591;MAMM;1;1;;;;934;;
IMAGES;2013;700000029;700004591;RADIO;3;3;9189;38;;23293;388;1
IMAGES;2013;700000029;700004591;SCAN;1;1;4163;500;;9922;154;1
IMAGES;2013;700000029;700004591;VASC;1;1;11;;;;;1
IMAGES;2013;700000029;700004591;dtIRM1;;;95;9;;1411;;0
IMAGES;2013;700780042;250006335;RADIO;1;1;5626;0;0;0;0;1
IMAGES;2013;700780059;700004591;RADIO;1;1;606;3;;4893;17;0
IMAGES;2013;700780208;700004591;RADIO;2;2;946;1;;5833;24;0
IMAGES;2013;710010067;710780644;IRM;1;1;535;;;7268;;
IMAGES;2013;710010067;710780644;RADIO;3;3;11436;523;;14100;104;
IMAGES;2013;710010067;710780644;SCAN;1;1;3232;270;;3587;34;0
IMAGES;2013;710010786;710781451;RADIO;1;1;444;;;5196;;
IMAGES;2013;710010786;710781451;SCAN;1;0;1203;;;;;
IMAGES;2013;710978263;710780958;IRM;1;1;589;;;1897;0;0
IMAGES;2013;710978263;710780958;MAMM;1;1;;;;;;
IMAGES;2013;710978263;710780958;RADIO;7;7;47292;176;;34294;557;
IMAGES;2013;710978263;710780958;SCAN;1;1;9939;72;;7568;189;0
IMAGES;2013;710978263;710780958;VASC;1;1;0;;;;;
IMAGES;2013;710978271;710781014;RADIO;1;1;535;;;;;
IMAGES;2013;710978289;710780263;IRM;1;1;830;;;7194;;
IMAGES;2013;710978289;710780263;MAMM;1;1;;;;249;;
IMAGES;2013;710978289;710780263;RADIO;5;5;25403;592;;22638;;1
IMAGES;2013;710978289;710780263;SCAN;1;1;6837;154;;5350;69;1
IMAGES;2013;710978289;710780263;VASC;1;1;2369;;;83;;1
IMAGES;2013;710978289;710780263;dtIRM2;1;1;830;;;7194;;
IMAGES;2013;710978313;710976705;MAMM;1;1;;;;1970;;
IMAGES;2013;710978313;710976705;RADIO;3;3;9964;;;23307;233;
IMAGES;2013;710978313;710976705;SCAN;1;1;4803;;;8337;42;
IMAGES;2013;710978347;710781204;CAM;1;1;12;0;20;29;;0
IMAGES;2013;710978347;710781204;IRM;1;1;6;0;4;19;;0
IMAGES;2013;710978347;710781204;LITHO;1;1;2;;;;;0
IMAGES;2013;710978347;710781204;MAMM;1;1;;;;3;;
IMAGES;2013;710978347;710781204;RADIO;3;3;85;0;34;94;;0
IMAGES;2013;710978347;710781204;SCAN;1;1;33;0;8;56;;0
IMAGES;2013;720000033;720000025;CAM;2;2;1976;;;4848;;0
IMAGES;2013;720000033;720000025;IRM;1;1;1638;;11;3445;6;0
IMAGES;2013;720000033;720000025;MAMM;1;1;;;;3357;;
IMAGES;2013;720000033;720000025;RADIO;6;6;48216;;;26414;1114;0
IMAGES;2013;720000033;720000025;SCAN;2;2;13992;;221;10123;129;1
IMAGES;2013;720000033;720000025;TOMO;1;1;340;;;1124;;0
IMAGES;2013;720000033;720000025;VASC;2;2;2162;;;;9;1
IMAGES;2013;720000124;720000066;RADIO;1;1;5018;54;0;733;55;0
IMAGES;2013;720000389;720012749;RADIO;1;1;778;;;607;;
IMAGES;2013;720000413;720008390;RADIO;1;1;502;;;;;0
IMAGES;2013;720000470;610780082;MAMM;1;1;;;;627;;
IMAGES;2013;720000470;610780082;RADIO;3;3;3149;192;53;6144;82;0
IMAGES;2013;720000520;720000140;MAMM;1;1;;;;886;;
IMAGES;2013;720000520;720000140;RADIO;2;2;1179;;;4925;;0
IMAGES;2013;720000744;720000454;RADIO;1;1;648;;;160;;1
IMAGES;2013;720001437;720006022;MAMM;1;1;;;;803;;
IMAGES;2013;720001437;720006022;RADIO;4;4;3668;137;;10121;144;0
IMAGES;2013;720001437;720006022;SCAN;1;1;1291;32;24;4588;15;0
IMAGES;2013;720014729;720002294;CAM;2;2;0;;5830;;0;
IMAGES;2013;720016179;720016724;IRM;1;1;105;0;0;1798;0;0
IMAGES;2013;720016179;720016724;MAMM;1;1;;;;830;;
IMAGES;2013;720016179;720016724;RADIO;4;4;15570;0;0;9720;;1
IMAGES;2013;720016179;720016724;SCAN;1;1;3181;0;0;2753;21;1
IMAGES;2013;730000031;730000015;CAM;3;3;1261;0;629;11705;0;0
IMAGES;2013;730000031;730000015;LITHO;1;1;;;;;;1
IMAGES;2013;730000031;730000015;RADIO;;;26453;;108;42197;948;
IMAGES;2013;730000031;730000015;SCAN;;;9513;;106;7698;143;
IMAGES;2013;730000031;730000015;TOMO;1;1;78;0;172;1391;0;0
IMAGES;2013;730000031;730000015;VASC;;;1657;;;;;
IMAGES;2013;730000049;730002839;RADIO;3;3;3690;9;;6711;52;0
IMAGES;2013;730000049;730002839;SCAN;1;1;1592;9;;1657;13;0
IMAGES;2013;730000080;730780103;RADIO;2;2;5018;;;9622;;
IMAGES;2013;730000080;730780103;SCAN;1;1;1826;;;4661;;
IMAGES;2013;730000098;730780111;RADIO;4;4;6555;383;;8363;;1
IMAGES;2013;730000098;730780111;SCAN;1;0;;;;;;
IMAGES;2013;730000247;730780525;RADIO;1;1;3462;0;0;6894;26;0
IMAGES;2013;730000247;730780525;SCAN;1;1;2138;0;0;2449;7;0
IMAGES;2013;730000262;730002839;IRM;1;1;203;58;;1524;0;0
IMAGES;2013;730000262;730002839;RADIO;3;3;6068;18;;11796;152;0
IMAGES;2013;730000262;730002839;SCAN;1;1;2214;3;;2733;38;0
IMAGES;2013;730000304;730780582;RADIO;1;1;738;0;53;0;0;0
IMAGES;2013;730004298;730010048;IRM;1;0;;;;;;0
IMAGES;2013;730004298;730010048;LITHO;1;1;79;;;;;1
IMAGES;2013;730004298;730010048;MAMM;1;;;;;;;
IMAGES;2013;730004298;730010048;RADIO;3;;;;;;;
IMAGES;2013;730004298;730010048;SCAN;1;0;;;;;;0
IMAGES;2013;730004298;730010048;VASC;1;;;;;;;1
IMAGES;2013;730004298;730010048;dtIRM2;1;;;;;;;
IMAGES;2013;740000237;740781133;IRM;1;1;1341;18;;7332;;0
IMAGES;2013;740000237;740781133;MAMM;1;1;;;;1460;;
IMAGES;2013;740000237;740781133;RADIO;5;5;27716;337;;28234;637;1
IMAGES;2013;740000237;740781133;SCAN;2;2;11167;207;;8913;147;1
IMAGES;2013;740000237;740781133;VASC;0;0;772;;885;;;1
IMAGES;2013;740000294;740781208;RADIO;1;1;1053;106;;3528;;1
IMAGES;2013;740000302;740781216;IRM;1;1;242;;;5340;;0
IMAGES;2013;740000302;740781216;MAMM;1;1;;;;179;;
IMAGES;2013;740000302;740781216;RADIO;2;2;3190;;;15348;303;0
IMAGES;2013;740000302;740781216;SCAN;1;1;4029;;;14778;66;1
IMAGES;2013;740000328;740790381;IRM;1;1;2140;;;2306;14;0
IMAGES;2013;740000328;740790381;MAMM;1;1;;;;879;;
IMAGES;2013;740000328;740790381;RADIO;3;3;11324;;;40117;;
IMAGES;2013;740000328;740790381;SCAN;1;1;6484;;;8835;18;1
IMAGES;2013;740780192;740780168;RADIO;1;1;631;0;0;0;0;0
IMAGES;2013;740780416;740000112;LITHO;1;1;210;;;;;
IMAGES;2013;740780416;740000112;SCAN;1;0;;;;;;0
IMAGES;2013;740780424;740000120;RADIO;2;;;;;;;
IMAGES;2013;740780424;740000120;SCAN;1;;;;;;;
IMAGES;2013;740780440;740014303;RADIO;2;;;;;;;
IMAGES;2013;740780440;740014303;SCAN;1;;;;;;;
IMAGES;2013;740781141;740790258;CAM;3;3;710;;490;6113;;0
IMAGES;2013;740781141;740790258;IRM;1;1;665;;;6117;0;0
IMAGES;2013;740781141;740790258;MAMM;1;1;;;;2049;;
IMAGES;2013;740781141;740790258;RADIO;4;4;9990;44;96;38154;407;0
IMAGES;2013;740781141;740790258;SCAN;1;1;5152;5;16;10520;88;1
IMAGES;2013;740781166;740001839;RADIO;1;1;83;;;3282;;0
IMAGES;2013;740781224;740001839;IRM;1;1;508;;;3689;;
IMAGES;2013;740781224;740001839;MAMM;1;1;;;;599;;
IMAGES;2013;740781224;740001839;RADIO;3;3;10802;3;34;14048;249;1
IMAGES;2013;740781224;740001839;SCAN;1;1;4532;19;204;6977;35;1
IMAGES;2013;750000481;750110025;IRM;1;1;193;0;0;3345;86;0
IMAGES;2013;750000481;750110025;SCAN;1;1;276;0;0;3350;91;0
IMAGES;2013;750000481;750110025;dtIRM2;1;1;193;;;3345;;0
IMAGES;2013;750000499;750140014;IRM;2;2;;;;;;
IMAGES;2013;750000499;750140014;RADIO;1;1;;;;;;
IMAGES;2013;750000499;750140014;SCAN;1;1;;;;;;
IMAGES;2013;750000499;750140014;VASC;1;1;;;;;;
IMAGES;2013;750000499;750140014;dtIRM2;1;1;;;;;;
IMAGES;2013;750000523;750150120;IRM;2;2;4581;;3508;14080;44;0
IMAGES;2013;750000523;750150120;MAMM;1;1;;;;1373;;
IMAGES;2013;750000523;750150120;RADIO;3;3;24541;;2343;21756;735;1
IMAGES;2013;750000523;750150120;SCAN;2;2;32771;;831;35790;712;1
IMAGES;2013;750000523;750150120;VASC;3;3;425;;;;3;1
IMAGES;2013;750000523;750150120;dtIRM2;1;1;2181;;1650;;;0
IMAGES;2013;750000549;750150229;IRM;1;1;5329;;;11029;735;0
IMAGES;2013;750000549;750150229;RADIO;1;1;3349;;;1652;57;1
IMAGES;2013;750000549;750150229;SCAN;1;1;13532;;;6360;354;1
IMAGES;2013;750000549;750150229;dtIRM2;1;1;5329;;;11029;;0
IMAGES;2013;750014128;750014078;RADIO;1;1;1462;0;0;0;;0
IMAGES;2013;750041543;750712184;RADIO;1;1;6526;;;1438;;
IMAGES;2013;750100018;750712184;CAM;2;2;847;111;;1903;;0
IMAGES;2013;750100018;750712184;IRM;1;1;197;14;;5477;;0
IMAGES;2013;750100018;750712184;MAMM;1;1;;;;1387;;
IMAGES;2013;750100018;750712184;RADIO;4;4;4165;;;19901;366;0
IMAGES;2013;750100018;750712184;SCAN;1;1;2851;87;;6167;75;0
IMAGES;2013;750100042;750712184;CAM;2;2;949;14;11;3493;;0
IMAGES;2013;750100042;750712184;IRM;2;2;5295;302;5;5934;53;0
IMAGES;2013;750100042;750712184;MAMM;1;1;;;;;;
IMAGES;2013;750100042;750712184;RADIO;8;8;38979;41;1;40660;1151;1
IMAGES;2013;750100042;750712184;SCAN;2;2;12113;284;21;13546;519;0
IMAGES;2013;750100042;750712184;VASC;2;2;2295;123;66;2064;2;1
IMAGES;2013;750100075;750712184;CAM;2;2;1010;6;;2866;;1
IMAGES;2013;750100075;750712184;IRM;1;1;1350;9;1;3271;1;0
IMAGES;2013;750100075;750712184;LITHO;1;1;101;;;2;;1
IMAGES;2013;750100075;750712184;MAMM;2;2;;;;3611;;
IMAGES;2013;750100075;750712184;RADIO;6;6;29077;10;;17042;557;1
IMAGES;2013;750100075;750712184;SCAN;2;2;8994;14;5;5363;166;1
IMAGES;2013;750100075;750712184;TOMO;1;1;412;18;;2581;;1
IMAGES;2013;750100083;750712184;RADIO;2;2;2741;9;0;2626;0;0
IMAGES;2013;750100091;750712184;CAM;3;2;1196;31;8;2677;0;0
IMAGES;2013;750100091;750712184;IRM;2;2;2886;190;4;6324;39;0
IMAGES;2013;750100091;750712184;RADIO;5;5;34768;4;2;31293;792;1
IMAGES;2013;750100091;750712184;SCAN;2;2;14713;324;15;10776;275;1
IMAGES;2013;750100091;750712184;VASC;1;1;587;4;11;5;;1
IMAGES;2013;750100109;750712184;CAM;3;3;254;268;53;1657;0;0
IMAGES;2013;750100109;750712184;IRM;1;1;957;84;23;2783;0;0
IMAGES;2013;750100109;750712184;RADIO;4;4;17680;49;110;17837;199;1
IMAGES;2013;750100109;750712184;SCAN;1;1;1097;443;29;1656;7;1
IMAGES;2013;750100125;750712184;CAM;3;3;1318;61;30;3384;;0
IMAGES;2013;750100125;750712184;IRM;5;5;11796;685;12;12567;307;0
IMAGES;2013;750100125;750712184;LITHO;1;1;;;;;;1
IMAGES;2013;750100125;750712184;MAMM;1;1;;;;1355;;
IMAGES;2013;750100125;750712184;RADIO;10;10;92366;50;24056;55867;;0
IMAGES;2013;750100125;750712184;SCAN;4;4;32561;230;51;18249;885;0
IMAGES;2013;750100125;750712184;TOMO;1;1;655;56;3;1738;;0
IMAGES;2013;750100125;750712184;VASC;9;9;8044;;1323;1174;;1
IMAGES;2013;750100125;750712184;dtIRM2;2;2;5794;108;;6919;;0
IMAGES;2013;750100166;750712184;CAM;3;3;1154;202;0;3536;;0
IMAGES;2013;750100166;750712184;IRM;2;2;2774;332;0;5380;11;0
IMAGES;2013;750100166;750712184;LITHO;1;;;;;;;1
IMAGES;2013;750100166;750712184;RADIO;8;8;23436;0;0;40933;795;1
IMAGES;2013;750100166;750712184;SCAN;3;3;14487;875;0;10850;274;1
IMAGES;2013;750100166;750712184;VASC;1;1;485;6;0;101;1;1
IMAGES;2013;750100208;750712184;IRM;2;2;3936;50;270;5559;108;1
IMAGES;2013;750100208;750712184;MAMM;1;1;;;;1211;;
IMAGES;2013;750100208;750712184;RADIO;5;5;34711;85;1036;25736;868;0
IMAGES;2013;750100208;750712184;SCAN;2;2;7196;102;157;5869;108;0
IMAGES;2013;750100208;750712184;VASC;2;2;816;55;0;73;2;0
IMAGES;2013;750100216;750712184;RADIO;1;1;2468;;;2;;0
IMAGES;2013;750100232;750712184;CAM;3;3;2572;83;12;5234;;
IMAGES;2013;750100232;750712184;IRM;2;2;5715;241;17;2605;86;
IMAGES;2013;750100232;750712184;RADIO;;;146608;364;283;61586;1479;
IMAGES;2013;750100232;750712184;SCAN;3;3;44914;1497;132;16374;593;1
IMAGES;2013;750100232;750712184;TOMO;1;1;1047;142;17;1855;;
IMAGES;2013;750100232;750712184;VASC;;;2678;18;;23;9;
IMAGES;2013;750100232;750712184;dtIRM1;;0;988;18;1;593;;
IMAGES;2013;750100232;750712184;dtIRM2;1;1;2403;99;5;1308;;
IMAGES;2013;750100273;750712184;CAM;2;1;341;5;0;1199;;0
IMAGES;2013;750100273;750712184;IRM;2;2;2712;7;2;7139;10;0
IMAGES;2013;750100273;750712184;MAMM;1;1;;;;4473;;
IMAGES;2013;750100273;750712184;RADIO;4;4;27745;20;4;23730;593;
IMAGES;2013;750100273;750712184;SCAN;2;2;11221;25;30;12744;345;1
IMAGES;2013;750100273;750712184;TOMO;1;1;331;55;0;2836;;0
IMAGES;2013;750100273;750712184;VASC;1;1;680;51;0;59;0;1
IMAGES;2013;750100299;750712184;RADIO;1;1;3963;;;;;
IMAGES;2013;750120016;750821092;CAM;1;1;104;;0;2508;0;0
IMAGES;2013;750120016;750821092;IRM;1;1;1549;;;3487;7;0
IMAGES;2013;750120016;750821092;RADIO;2;2;6119;;;7760;49;0
IMAGES;2013;750120016;750821092;SCAN;1;1;3465;;;6465;42;1
IMAGES;2013;750120016;750821092;TOMO;1;1;158;;429;2153;0;0
IMAGES;2013;750120016;750821092;dtIRM2;1;1;1549;;;3487;;
IMAGES;2013;750150104;750720476;IRM;1;1;1358;;;6748;;
IMAGES;2013;750150104;750720476;RADIO;4;4;27336;;;12540;181;
IMAGES;2013;750150104;750720476;SCAN;1;1;5700;;;10394;1;
IMAGES;2013;750150104;750720476;VASC;2;2;4982;;;1036;29;
IMAGES;2013;750150146;750720609;MAMM;1;1;;;;392;;
IMAGES;2013;750150146;750720609;RADIO;2;2;3822;;;3477;;
IMAGES;2013;750150237;750006728;RADIO;3;3;11112;38;;22687;176;1
IMAGES;2013;750150237;750006728;SCAN;1;1;3102;679;;9541;7;1
IMAGES;2013;750150252;750720575;RADIO;1;;;;;;;0
IMAGES;2013;750150260;750006728;MAMM;2;2;;;;3065;;
IMAGES;2013;750150260;750006728;RADIO;1;1;946;;;3405;;0
IMAGES;2013;750150344;750720468;RADIO;2;2;462;;;;;0
IMAGES;2013;750160012;750813321;CAM;1;1;389;;;3503;0;
IMAGES;2013;750160012;750813321;IRM;1;1;386;;;3483;0;0
IMAGES;2013;750160012;750813321;MAMM;3;3;;;;4156;;
IMAGES;2013;750160012;750813321;RADIO;2;2;3803;;;15212;13;
IMAGES;2013;750160012;750813321;SCAN;1;1;1634;;;5795;1;1
IMAGES;2013;750160012;750813321;TOMO;1;1;112;;;2147;0;
IMAGES;2013;750300089;750000606;IRM;1;;;;;;;
