BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;760921809;760000273;LITHO;1;1;244;;;;;
IMAGES;2013;760921809;760000273;MAMM;1;;;;;;;
IMAGES;2013;760921809;760000273;RADIO;5;;;;;;;
IMAGES;2013;760921809;760000273;SCAN;2;;;;;;;
IMAGES;2013;760921809;760000273;TOMO;1;;;;;;;
IMAGES;2013;760921809;760000273;VASC;1;;;;;;;
IMAGES;2013;770000131;770110013;IRM;1;1;695;;;3003;;0
IMAGES;2013;770000131;770110013;MAMM;1;1;;;;412;;
IMAGES;2013;770000131;770110013;RADIO;3;3;10615;7;;19451;393;0
IMAGES;2013;770000131;770110013;SCAN;1;1;3749;4;;4269;35;0
IMAGES;2013;770000149;770110021;IRM;;;220;1;2;2438;0;0
IMAGES;2013;770000149;770110021;MAMM;1;1;;;;2142;;
IMAGES;2013;770000149;770110021;RADIO;3;3;5505;76;;19669;285;0
IMAGES;2013;770000149;770110021;SCAN;1;1;2301;36;58;5145;41;1
IMAGES;2013;770000156;770110054;IRM;1;1;354;;;4030;0;
IMAGES;2013;770000156;770110054;MAMM;1;1;;;;215;;
IMAGES;2013;770000156;770110054;RADIO;4;4;12944;;;31509;657;
IMAGES;2013;770000156;770110054;SCAN;2;2;3140;;;9354;112;1
IMAGES;2013;770000164;770110062;IRM;;;22;;;279;;
IMAGES;2013;770000164;770110062;MAMM;1;1;;;;1015;;
IMAGES;2013;770000164;770110062;RADIO;4;4;5156;;;24663;;
IMAGES;2013;770000164;770110062;SCAN;1;1;1234;;;3053;;
IMAGES;2013;770000172;770110070;RADIO;4;4;5271;;;19386;251;0
IMAGES;2013;770000214;770130052;MAMM;1;1;;;;299;;
IMAGES;2013;770000214;770130052;RADIO;3;3;2153;48;14001;171;;0
IMAGES;2013;770000214;770130052;SCAN;1;1;1500;29;;4536;6;0
IMAGES;2013;770000420;770700029;RADIO;1;1;755;;;;;0
IMAGES;2013;770000446;770700185;IRM;1;1;1989;;;3512;;0
IMAGES;2013;770000446;770700185;LITHO;1;1;146;;;;;
IMAGES;2013;770000446;770700185;MAMM;1;1;;;;753;;
IMAGES;2013;770000446;770700185;RADIO;8;8;35128;;;24757;902;1
IMAGES;2013;770000446;770700185;SCAN;2;2;5272;;;9835;138;1
IMAGES;2013;770019032;770170017;IRM;1;1;1071;;;2925;1;
IMAGES;2013;770019032;770170017;MAMM;1;1;;;;1723;;
IMAGES;2013;770019032;770170017;RADIO;4;4;22247;;;30978;918;
IMAGES;2013;770019032;770170017;SCAN;2;2;6557;;;5873;181;
IMAGES;2013;770019032;770170017;VASC;3;3;3942;;;10;;1
IMAGES;2013;770150019;770019792;RADIO;2;2;2096;;;4558;;0
IMAGES;2013;770150019;770019792;SCAN;1;1;2313;;;2524;;0
IMAGES;2013;770150027;750720575;RADIO;1;1;399;0;0;0;0;
IMAGES;2013;770300010;770004299;SCAN;1;1;1631;;;7465;182;0
IMAGES;2013;770300135;770000289;RADIO;2;;;;;;;
IMAGES;2013;770300135;770000289;SCAN;1;1;765;;;;;1
IMAGES;2013;770300135;770000289;VASC;1;;;;;;;
IMAGES;2013;770300143;770000362;CAM;1;;;;;;;
IMAGES;2013;770300143;770000362;LITHO;1;;;;;;;
IMAGES;2013;770300143;770000362;MAMM;1;;;;;;;
IMAGES;2013;770300143;770000362;TOMO;1;;;;;;;
IMAGES;2013;770700011;750042590;RADIO;2;2;4175;;;;;0
IMAGES;2013;770790707;770000719;IRM;1;;;;;;;
IMAGES;2013;770790707;770000719;MAMM;1;;;;;;;
IMAGES;2013;770790707;770000719;RADIO;3;;;;;;;
IMAGES;2013;770790707;770000719;SCAN;1;;;;;;;
IMAGES;2013;770803989;770000925;RADIO;1;1;840;;;;;
IMAGES;2013;780000287;780110011;IRM;1;1;3510;;;2340;0;0
IMAGES;2013;780000287;780110011;MAMM;1;1;;;;;;
IMAGES;2013;780000287;780110011;RADIO;4;4;18413;;;3297;739;
IMAGES;2013;780000287;780110011;SCAN;1;1;10870;;;7247;83;0
IMAGES;2013;780000295;780002697;MAMM;1;1;;;;719;;
IMAGES;2013;780000295;780002697;RADIO;4;4;5912;0;0;18516;346;0
IMAGES;2013;780000295;780002697;SCAN;1;1;2554;0;;4461;16;1
IMAGES;2013;780000303;780110037;RADIO;2;2;2840;666;;146;;0
IMAGES;2013;780000311;780001236;IRM;1;1;895;2;1;3299;0;0
IMAGES;2013;780000311;780001236;LITHO;0;0;0;0;0;0;437;
IMAGES;2013;780000311;780001236;RADIO;4;4;4965;118;142;27072;815;
IMAGES;2013;780000311;780001236;SCAN;2;2;4372;60;64;14170;251;1
IMAGES;2013;780000311;780001236;VASC;2;2;1918;3;2;260;11;
IMAGES;2013;780000329;780110052;IRM;1;1;351;;;5314;6;0
IMAGES;2013;780000329;780110052;MAMM;1;1;;;;243;;
IMAGES;2013;780000329;780110052;RADIO;2;2;4806;;;23164;314;0
IMAGES;2013;780000329;780110052;SCAN;2;2;2597;;;13142;99;0
IMAGES;2013;780000337;780001236;CAM;1;1;171;;;3057;0;0
IMAGES;2013;780000337;780001236;MAMM;1;1;;;;718;;
IMAGES;2013;780000337;780001236;RADIO;3;3;2087;25;60;9315;2;1
IMAGES;2013;780000337;780001236;SCAN;2;2;4532;10;51;7811;0;1
IMAGES;2013;780000352;780110094;RADIO;2;2;2375;;;627;;0
IMAGES;2013;780000378;780130027;RADIO;1;1;543;;;11344;;0
IMAGES;2013;780000386;780021788;RADIO;1;1;780;;;;;0
IMAGES;2013;780000436;780150041;RADIO;3;3;2052;;;17169;77;
IMAGES;2013;780000436;780150041;SCAN;1;1;771;;324;1006;11;
IMAGES;2013;780001657;780530010;RADIO;1;1;299;;;;;
IMAGES;2013;780008298;750043994;RADIO;1;1;630;;;;;0
IMAGES;2013;780140018;750005068;RADIO;1;1;1007;229;;;;
IMAGES;2013;780150017;750005068;RADIO;1;1;637;;;;;0
IMAGES;2013;780150066;780808614;IRM;1;1;187;;;5980;;0
IMAGES;2013;780150066;780808614;RADIO;1;1;8396;;;;;
IMAGES;2013;780150066;780808614;SCAN;1;1;2148;;;5256;;0
IMAGES;2013;780300075;780000485;RADIO;1;1;2883;;;;;0
IMAGES;2013;780300075;780000485;VASC;2;2;2290;;;;;1
IMAGES;2013;780300208;780000576;SCAN;1;;;;;;;
IMAGES;2013;780300323;780003679;IRM;1;;;;;;;
IMAGES;2013;780300323;780003679;SCAN;1;;;;;;;
IMAGES;2013;780300406;780018032;CAM;1;1;13;;;;;0
IMAGES;2013;780300406;780018032;IRM;1;1;222;;;;;
IMAGES;2013;780300406;780018032;LITHO;1;1;26;;;;;
IMAGES;2013;780300406;780018032;SCAN;1;1;1017;;;;;
IMAGES;2013;780300406;780018032;VASC;2;2;3623;;;;;
IMAGES;2013;780300414;780000675;CAM;1;0;;;;;;
IMAGES;2013;780300414;780000675;IRM;1;0;;;;;;
IMAGES;2013;780300414;780000675;LITHO;1;0;;;;;;
IMAGES;2013;780300414;780000675;RADIO;13;;;;;;;
IMAGES;2013;780300414;780000675;SCAN;2;0;;;;;;
IMAGES;2013;780300414;780000675;VASC;1;;;;;;;
IMAGES;2013;780300422;780002259;IRM;2;;;;;;;
IMAGES;2013;780300422;780002259;SCAN;1;;;;;;;
IMAGES;2013;780300455;780000717;IRM;1;1;17;;32;7495;0;0
IMAGES;2013;780300455;780000717;SCAN;1;1;130;;244;11978;1;0
IMAGES;2013;780630026;750803900;RADIO;1;1;329;;;27;0;
IMAGES;2013;780800256;780110078;CAM;2;2;511;;;2186;0;0
IMAGES;2013;780800256;780110078;IRM;1;1;2658;;;3875;7;0
IMAGES;2013;780800256;780110078;LITHO;0;0;64;;;;;
IMAGES;2013;780800256;780110078;MAMM;1;1;;;;810;;
IMAGES;2013;780800256;780110078;RADIO;11;11;43500;;;51931;;1
IMAGES;2013;780800256;780110078;SCAN;2;2;13768;;;8706;256;1
IMAGES;2013;780800256;780110078;VASC;1;1;1815;;;112;;
IMAGES;2013;780825816;780003638;RADIO;1;1;313;;117;20;0;0
IMAGES;2013;790000087;790000012;IRM;1;1;1089;;;11769;0;0
IMAGES;2013;790000087;790000012;MAMM;1;1;;;;973;;
IMAGES;2013;790000087;790000012;RADIO;6;6;34303;;;39413;601;1
IMAGES;2013;790000087;790000012;SCAN;2;2;20894;;;18838;155;1
IMAGES;2013;790000087;790000012;VASC;1;1;1622;;;;5;1
IMAGES;2013;790000095;790006654;IRM;1;1;5;1;;509;0;0
IMAGES;2013;790000095;790006654;MAMM;1;1;;;;1199;;
IMAGES;2013;790000095;790006654;RADIO;5;5;6959;15;0;21665;195;0
IMAGES;2013;790000095;790006654;SCAN;1;1;1470;204;0;3037;13;0
IMAGES;2013;790000103;790006654;RADIO;3;3;3085;42;;7426;137;0
IMAGES;2013;790000681;790002497;RADIO;1;1;913;;;;;0
IMAGES;2013;790003537;790006654;IRM;1;1;10;0;;783;0;0
IMAGES;2013;790003537;790006654;MAMM;1;1;;;;758;;
IMAGES;2013;790003537;790006654;RADIO;5;5;5600;72;;13896;122;0
IMAGES;2013;790003537;790006654;SCAN;1;1;1491;324;;3763;10;0
IMAGES;2013;790009948;790001242;IRM;1;;;;;;;
IMAGES;2013;790009948;790001242;SCAN;1;;;;;;9;
IMAGES;2013;800000143;800000028;IRM;1;1;122;;;2332;0;0
IMAGES;2013;800000143;800000028;LITHO;1;1;62;0;0;0;0;0
IMAGES;2013;800000143;800000028;MAMM;1;1;;;;560;;
IMAGES;2013;800000143;800000028;RADIO;6;6;17806;;;23332;444;0
IMAGES;2013;800000143;800000028;SCAN;1;1;4530;;;4925;94;0
IMAGES;2013;800000184;800000036;RADIO;1;0;466;;;3138;;1
IMAGES;2013;800000192;800000044;IRM;1;1;2464;;;3582;68;0
IMAGES;2013;800000192;800000044;RADIO;6;6;13368;;;51090;720;0
IMAGES;2013;800000192;800000044;SCAN;2;2;6972;;;16723;303;0
IMAGES;2013;800000192;800000044;VASC;2;2;1502;;;458;3;1
IMAGES;2013;800000192;800000044;dtIRM2;1;1;2464;;;3582;;0
IMAGES;2013;800000226;800000069;RADIO;2;2;2125;;;;;
IMAGES;2013;800000226;800000069;SCAN;1;1;766;;;;;
IMAGES;2013;800000275;800000077;RADIO;1;1;1058;;;6063;;0
IMAGES;2013;800000390;800000085;RADIO;1;1;606;;;11371;101;
IMAGES;2013;800000390;800000085;SCAN;1;1;694;;;3420;1;0
IMAGES;2013;800000432;800000093;MAMM;1;1;;;;57;;
IMAGES;2013;800000432;800000093;RADIO;2;2;3473;144;22;10682;77;0
IMAGES;2013;800000432;800000093;SCAN;1;1;1075;69;98;5440;12;0
IMAGES;2013;800000507;800000135;RADIO;1;0;432;259;;85;;0
IMAGES;2013;800000614;800000044;RADIO;1;1;0;288;;61;;0
IMAGES;2013;800002610;800000044;MAMM;2;2;;;;5532;;
IMAGES;2013;800002610;800000044;RADIO;1;1;233;;443;;;0
IMAGES;2013;800006124;800000044;CAM;3;3;1671;;208;3780;2;0
IMAGES;2013;800006124;800000044;IRM;1;1;637;;;3668;2;0
IMAGES;2013;800006124;800000044;RADIO;2;2;13951;;;12491;119;0
IMAGES;2013;800006124;800000044;SCAN;2;2;6784;;;9018;52;0
IMAGES;2013;800006124;800000044;TOMO;1;1;93;42;30;1966;0;0
IMAGES;2013;800006124;800000044;VASC;2;2;1923;;;67;12;1
IMAGES;2013;800009920;800003071;RADIO;3;;;;;;;
IMAGES;2013;800009920;800003071;VASC;1;1;30;;;;;
IMAGES;2013;800013179;800013138;RADIO;1;;;;;;;
IMAGES;2013;800015729;800015679;VASC;2;2;2130;;;;6;1
IMAGES;2013;810000224;810000471;IRM;1;;;;;;;
IMAGES;2013;810000224;810000471;SCAN;1;1;8668;;;9796;;
IMAGES;2013;810000232;810099903;RADIO;1;1;572;0;0;0;0;0
IMAGES;2013;810000448;810099945;MAMM;1;1;;;;1564;;
IMAGES;2013;810000448;810099945;RADIO;3;3;449;;;8201;;0
IMAGES;2013;810000505;810000331;CAM;2;2;533;;;5636;;1
IMAGES;2013;810000505;810000331;IRM;1;1;415;;;2470;1;0
IMAGES;2013;810000505;810000331;MAMM;1;1;;;;587;;
IMAGES;2013;810000505;810000331;RADIO;4;4;14834;;;23854;443;0
IMAGES;2013;810000505;810000331;SCAN;1;1;9141;;;9752;86;0
IMAGES;2013;810000513;810000349;RADIO;1;1;496;;;;0;
IMAGES;2013;810000521;810000380;IRM;1;0;337;;;;;0
IMAGES;2013;810000521;810000380;RADIO;5;5;8577;389;33;38973;708;1
IMAGES;2013;810000521;810000380;SCAN;1;1;3876;126;9;10172;53;1
IMAGES;2013;810000562;810000455;MAMM;1;1;;;;653;;
IMAGES;2013;810000562;810000455;RADIO;2;2;2416;109;124;11243;120;0
IMAGES;2013;810000562;810000455;SCAN;1;1;1341;33;171;3309;22;0
IMAGES;2013;820000032;820000016;IRM;1;1;800;6;6;4612;1;0
IMAGES;2013;820000032;820000016;MAMM;1;1;;;;842;;
IMAGES;2013;820000032;820000016;RADIO;3;3;17281;81;10;21890;731;1
IMAGES;2013;820000032;820000016;SCAN;1;1;6262;29;2;6049;152;1
IMAGES;2013;820000040;820000081;MAMM;1;;;;;;;
IMAGES;2013;820000040;820000081;RADIO;2;;;;;;;
IMAGES;2013;820000057;820000131;CAM;2;;;;;;;
IMAGES;2013;820000057;820000131;IRM;1;;;;;;;
IMAGES;2013;820000057;820000131;LITHO;1;;;;;;;
IMAGES;2013;820000057;820000131;MAMM;1;;;;;;;
IMAGES;2013;820000057;820000131;RADIO;5;;;;;;;
IMAGES;2013;820000057;820000131;SCAN;1;;;;;;;
IMAGES;2013;820000057;820000131;VASC;1;;;;;;;
IMAGES;2013;820000057;820000131;dtIRM1;1;;;;;;;
IMAGES;2013;820000883;820004950;MAMM;1;1;;;;2220;;
IMAGES;2013;820000883;820004950;RADIO;2;2;3493;0;0;21171;190;1
IMAGES;2013;820000883;820004950;SCAN;1;1;1815;0;0;4141;46;1
IMAGES;2013;820002350;820000578;RADIO;1;1;1162;0;0;10;0;0
IMAGES;2013;830000279;830100517;RADIO;2;2;6774;;;12810;2887;0
IMAGES;2013;830000279;830100517;SCAN;1;1;4198;;5865;2162;763;0
IMAGES;2013;830000287;830100525;IRM;1;1;563;7;7;3893;20;0
IMAGES;2013;830000287;830100525;RADIO;3;3;12977;111;29;15284;594;1
IMAGES;2013;830000287;830100525;SCAN;1;1;6265;40;16;6103;57;1
IMAGES;2013;830000295;830100533;IRM;1;1;323;;;10324;;0
IMAGES;2013;830000295;830100533;MAMM;1;1;;;;1468;;
IMAGES;2013;830000295;830100533;RADIO;3;3;4358;112;0;21055;2057;0
IMAGES;2013;830000295;830100533;SCAN;1;1;2849;256;1180;12253;1225;0
IMAGES;2013;830000303;830100541;RADIO;1;1;5204;;248;;;
IMAGES;2013;830000311;830100566;CAM;2;2;281;;;6601;0;0
IMAGES;2013;830000311;830100566;IRM;1;1;444;3;0;6554;2;0
IMAGES;2013;830000311;830100566;MAMM;1;1;;;;398;;
IMAGES;2013;830000311;830100566;RADIO;3;3;7089;89;0;22539;464;0
IMAGES;2013;830000311;830100566;SCAN;1;1;3472;32;0;11258;74;0
IMAGES;2013;830000311;830100566;VASC;1;1;1898;;;;2;1
IMAGES;2013;830000337;830100590;RADIO;1;;;;;;;
IMAGES;2013;830000337;830100590;SCAN;1;0;;;;;;
IMAGES;2013;830000345;830100616;CAM;3;3;947;64;;6645;;0
IMAGES;2013;830000345;830100616;IRM;1;1;1325;56;;6678;93;0
IMAGES;2013;830000345;830100616;RADIO;4;4;20202;221;;30142;;1
IMAGES;2013;830000345;830100616;SCAN;2;2;6054;63;;15136;364;1
IMAGES;2013;830000345;830100616;TOMO;1;1;42;4;;1931;;0
IMAGES;2013;830000345;830100616;VASC;2;2;2484;8;;;6;1
IMAGES;2013;830016556;830000451;RADIO;1;1;250;;;;;1
IMAGES;2013;830100012;750712184;RADIO;1;1;325;0;0;0;0;0
IMAGES;2013;830100137;310021399;RADIO;1;1;377;;;;;0
IMAGES;2013;830100251;830000063;LITHO;1;;;;;;;1
IMAGES;2013;830100251;830000063;RADIO;2;;;;;;;0
IMAGES;2013;830100251;830000063;SCAN;1;1;530;;166;7206;;0
IMAGES;2013;830100319;750052425;IRM;1;1;232;;102;11419;;0
IMAGES;2013;830100319;750052425;RADIO;2;;;;;;;0
IMAGES;2013;830100319;750052425;SCAN;1;1;1547;;159;9901;;0
IMAGES;2013;830100319;750052425;VASC;4;4;4266;;;;;1
IMAGES;2013;830100327;830000105;IRM;1;;;;;;;
IMAGES;2013;830100327;830000105;MAMM;2;;;;;;;
IMAGES;2013;830100327;830000105;RADIO;2;;;;;;;
IMAGES;2013;830100327;830000105;SCAN;1;;;;;;;
IMAGES;2013;830100327;830000105;dtIRM2;1;;;;;;;
IMAGES;2013;830100392;830000154;LITHO;1;1;162;;;;;1
IMAGES;2013;830100392;830000154;MAMM;1;0;;;;;;
IMAGES;2013;830100392;830000154;RADIO;1;0;;;;;;0
IMAGES;2013;830100392;830000154;SCAN;1;0;;;;;;0
IMAGES;2013;830100392;830000154;VASC;1;1;466;;18;;;1
IMAGES;2013;830100459;830000212;MAMM;1;;;;;;;
IMAGES;2013;830100459;830000212;RADIO;2;;;;;;;
IMAGES;2013;830100558;690781810;RADIO;2;2;6297;;;9268;0;0
IMAGES;2013;830100558;690781810;VASC;;;972;;;238;;
IMAGES;2013;830100574;750821092;CAM;2;2;359;;;3017;;0
IMAGES;2013;830100574;750821092;IRM;1;1;1302;;;4594;70;
IMAGES;2013;830100574;750821092;RADIO;5;5;15055;;;17868;534;1
IMAGES;2013;830100574;750821092;SCAN;1;1;10469;;;8891;210;1
IMAGES;2013;830100574;750821092;TOMO;1;1;261;;;1358;;0
IMAGES;2013;830100574;750821092;VASC;2;2;4308;;;199;103;1
IMAGES;2013;830100574;750821092;dtIRM2;1;1;1302;;;4594;;
IMAGES;2013;830100608;830100616;RADIO;2;2;1465;11;;13779;;0
IMAGES;2013;830100608;830100616;SCAN;1;1;1814;66;;5557;;0
IMAGES;2013;830100632;250002284;RADIO;1;1;1912;;;1462;;
IMAGES;2013;830100855;830000493;RADIO;1;1;1546;;;;0;0
IMAGES;2013;830200523;830210084;IRM;1;1;375;;;;;
IMAGES;2013;830200523;830210084;RADIO;2;2;1976;;;17565;;1
IMAGES;2013;830200523;830210084;SCAN;1;1;21;;;;;
IMAGES;2013;840000285;840000608;MAMM;1;0;;;;;;
IMAGES;2013;840000285;840000608;RADIO;4;0;;;;;;
IMAGES;2013;840000327;840000640;RADIO;1;;;;;;;
IMAGES;2013;840000343;840000012;RADIO;2;0;1929;;;5047;;0
IMAGES;2013;840000343;840000012;SCAN;1;0;1916;;;3988;;0
IMAGES;2013;840000350;840000657;MAMM;2;2;;;;9729;;
IMAGES;2013;840000350;840000657;RADIO;2;2;2116;;;1356;;0
IMAGES;2013;840000350;840000657;SCAN;1;1;739;;;5566;;1
IMAGES;2013;840000400;840000673;RADIO;2;;;;;;;
IMAGES;2013;840000418;840004659;RADIO;1;1;1610;;;12606;;
IMAGES;2013;840000418;840004659;SCAN;1;;;;;;;
IMAGES;2013;840000483;840000087;IRM;1;1;271;;;678;;
IMAGES;2013;840000483;840000087;RADIO;3;3;7651;;;13260;265;0
IMAGES;2013;840000483;840000087;SCAN;1;1;3141;;;7917;54;0
IMAGES;2013;840000491;130041916;RADIO;2;2;3283;;;5978;92;1
IMAGES;2013;840000525;840000111;MAMM;1;;;;;;;
IMAGES;2013;840000525;840000111;RADIO;3;2;2203;;;3178;54;0
IMAGES;2013;840000533;840000129;RADIO;1;1;1427;;;;;1
IMAGES;2013;840000541;840000137;RADIO;2;2;2239;;;;;0
IMAGES;2013;840001861;840006597;CAM;3;3;715;;;8694;77;
IMAGES;2013;840001861;840006597;IRM;1;1;1725;;;5211;11;
IMAGES;2013;840001861;840006597;RADIO;6;6;31906;;;35015;951;1
IMAGES;2013;840001861;840006597;SCAN;2;2;13770;;;10960;171;1
IMAGES;2013;840001861;840006597;TOMO;1;1;125;;;2775;5;
IMAGES;2013;840001861;840006597;VASC;1;1;1865;;;86;3;1
IMAGES;2013;840013312;840003685;LITHO;1;1;174;;;;;1
IMAGES;2013;840013312;840003685;RADIO;2;2;1268;0;0;2202;0;0
IMAGES;2013;840013312;840003685;SCAN;1;1;477;0;0;8837;2;1
IMAGES;2013;840013312;840003685;VASC;2;2;1224;;;;;1
IMAGES;2013;850000118;850013244;CAM;1;1;5;;;;;
IMAGES;2013;850000118;850013244;IRM;1;1;100;;;;;
IMAGES;2013;850000118;850013244;LITHO;1;1;64;;;;;
IMAGES;2013;850000118;850013244;SCAN;1;1;1217;;4;;7;
IMAGES;2013;850000142;850000019;CAM;2;2;1014;113;;9675;;
IMAGES;2013;850000142;850000019;IRM;1;1;1140;86;;3669;462;0
IMAGES;2013;850000142;850000019;MAMM;1;1;;;;3422;;
IMAGES;2013;850000142;850000019;RADIO;6;6;29224;135;;36632;747;1
IMAGES;2013;850000142;850000019;SCAN;2;2;13019;748;;13112;192;1
IMAGES;2013;850000142;850000019;VASC;1;1;1637;;;;;1
IMAGES;2013;850000175;850009010;MAMM;1;1;;;;558;;
IMAGES;2013;850000175;850009010;RADIO;3;3;9725;386;123;16713;185;0
IMAGES;2013;850000175;850009010;SCAN;1;1;4115;594;26;5042;31;0
IMAGES;2013;850000191;850000043;RADIO;1;1;14;;;277;2;0
IMAGES;2013;850000209;850000019;MAMM;1;1;;;;2106;;
IMAGES;2013;850000209;850000019;RADIO;3;3;4871;7;;15271;172;0
IMAGES;2013;850000209;850000019;SCAN;1;1;3252;5;;6328;34;0
IMAGES;2013;850000225;850000019;RADIO;1;1;2084;;;5633;111;0
IMAGES;2013;850000241;850000084;IRM;1;;;;;;;
IMAGES;2013;850000241;850000084;MAMM;1;1;;;;3112;;
IMAGES;2013;850000241;850000084;RADIO;4;4;3270;;;18988;296;0
IMAGES;2013;850000241;850000084;SCAN;1;;;;;;;
IMAGES;2013;850000258;850000092;RADIO;1;1;563;;;;0;
IMAGES;2013;850000357;440041895;RADIO;1;1;452;0;0;49;0;0
IMAGES;2013;850000647;850011453;RADIO;1;1;449;0;2221;;;0
IMAGES;2013;850009630;850000035;IRM;1;0;;;;;;
IMAGES;2013;850009630;850000035;RADIO;2;0;;;;;;
IMAGES;2013;850009630;850000035;SCAN;1;0;;;;;;
IMAGES;2013;860000017;860780048;RADIO;3;3;2253;;;;;0
IMAGES;2013;860000025;860780063;IRM;1;1;236;;1;2115;0;0
IMAGES;2013;860000025;860780063;LITHO;1;1;36;;0;0;0;0
IMAGES;2013;860000025;860780063;MAMM;1;1;;;;922;;
IMAGES;2013;860000025;860780063;RADIO;5;5;14494;;6;21896;579;0
IMAGES;2013;860000025;860780063;SCAN;1;1;3067;;31;3176;14;0
IMAGES;2013;860000033;860780071;IRM;1;1;73;;;1663;;0
IMAGES;2013;860000033;860780071;MAMM;1;1;;;;840;;
IMAGES;2013;860000033;860780071;RADIO;3;3;744;;;8385;705;0
IMAGES;2013;860000033;860780071;SCAN;1;1;346;;;778;0;0
IMAGES;2013;860000058;860780097;MAMM;1;1;;;;1225;;
IMAGES;2013;860000058;860780097;RADIO;3;3;4315;276;;16453;65;0
IMAGES;2013;860000058;860780097;SCAN;1;1;1067;49;;3221;11;0
IMAGES;2013;860000223;860013077;CAM;3;3;1848;10;5;6591;88;0
IMAGES;2013;860000223;860013077;IRM;2;2;4080;6;88;7975;14;1
IMAGES;2013;860000223;860013077;LITHO;1;1;56;;;;;0
IMAGES;2013;860000223;860013077;MAMM;3;3;;;;1590;;
IMAGES;2013;860000223;860013077;RADIO;6;6;58534;67;97;38376;1183;0
IMAGES;2013;860000223;860013077;SCAN;4;4;22891;52;188;13438;597;1
IMAGES;2013;860000223;860013077;TOMO;2;2;590;0;1352;865;0;0
IMAGES;2013;860000223;860013077;VASC;1;1;1068;0;0;23;3;1
IMAGES;2013;860000223;860013077;dtIRM2;2;2;4080;6;88;7975;;0
IMAGES;2013;860010321;860010313;CAM;2;;;;;;;0
IMAGES;2013;860010321;860010313;IRM;1;1;137;;;8794;;0
IMAGES;2013;860010321;860010313;RADIO;7;7;35827;;;66536;;0
IMAGES;2013;860010321;860010313;SCAN;1;1;3924;;;11458;;0
IMAGES;2013;860010321;860010313;VASC;1;1;22;;;41;;0
IMAGES;2013;870000064;870000015;CAM;3;3;2185;;;8408;;0
IMAGES;2013;870000064;870000015;IRM;2;2;5404;;;13228;8;0
IMAGES;2013;870000064;870000015;LITHO;1;1;161;0;0;0;0;0
IMAGES;2013;870000064;870000015;RADIO;11;9;34852;;;51464;528;0
IMAGES;2013;870000064;870000015;SCAN;2;2;16804;;;24851;221;1
IMAGES;2013;870000064;870000015;TOMO;1;1;357;;;2988;;0
IMAGES;2013;870000064;870000015;VASC;4;4;6672;;;343;25;1
IMAGES;2013;870000064;870000015;dtIRM2;1;1;2032;;;3372;;0
IMAGES;2013;870000098;870000023;MAMM;1;1;;;;2875;;
IMAGES;2013;870000098;870000023;RADIO;1;1;5527;;;14639;117;0
IMAGES;2013;870000098;870000023;SCAN;1;1;1989;;;2799;402;0
IMAGES;2013;870000270;870000031;MAMM;1;1;;;;1383;;
IMAGES;2013;870000270;870000031;RADIO;2;2;3025;;;8824;43;0
IMAGES;2013;870000270;870000031;SCAN;1;1;1115;;;1921;6;0
IMAGES;2013;870000288;870017415;IRM;1;1;1237;22;;7174;879;
IMAGES;2013;870000288;870017415;RADIO;5;5;11937;1;;38450;3714;
IMAGES;2013;870000288;870017415;SCAN;1;1;1968;82;;9538;564;
IMAGES;2013;870000411;870017415;LITHO;1;1;18;;;;;
IMAGES;2013;870000411;870017415;MAMM;1;;;;;;;
IMAGES;2013;870000411;870017415;RADIO;3;;;;;;;
IMAGES;2013;870000411;870017415;SCAN;1;;;;;;;
IMAGES;2013;870000411;870017415;VASC;1;;;;;;;
IMAGES;2013;870002060;870017415;MAMM;1;;;;;;;
IMAGES;2013;870002060;870017415;RADIO;4;;;;;;;0
IMAGES;2013;870002060;870017415;SCAN;1;;;;;;;0
IMAGES;2013;870002060;870017415;VASC;1;;;;;;;
IMAGES;2013;870003514;870000015;RADIO;2;2;2337;;;5564;;0
IMAGES;2013;870006137;870002466;RADIO;2;2;1474;;16;;;0
IMAGES;2013;870014859;870000015;MAMM;2;2;;;;4448;;
IMAGES;2013;870014859;870000015;RADIO;1;1;1088;;;10005;139;0
IMAGES;2013;870014859;870000015;VASC;1;1;570;;;3754;;1
IMAGES;2013;880000021;880007059;IRM;1;1;1178;15;;4574;31;0
IMAGES;2013;880000021;880007059;MAMM;1;1;;;;797;;
IMAGES;2013;880000021;880007059;RADIO;3;3;14786;278;;17644;488;1
IMAGES;2013;880000021;880007059;SCAN;1;1;7379;77;;6217;80;1
IMAGES;2013;880000039;880780069;MAMM;1;1;;;;830;;
IMAGES;2013;880000039;880780069;RADIO;2;2;871;;;11728;;0
IMAGES;2013;880000047;880780077;IRM;1;1;381;4;;3196;13;0
IMAGES;2013;880000047;880780077;RADIO;4;4;638;5;;1228;156;0
IMAGES;2013;880000047;880780077;SCAN;1;1;3473;4;;4698;39;0
IMAGES;2013;880000054;880007299;IRM;1;1;163;5;0;2520;0;0
IMAGES;2013;880000054;880007299;RADIO;3;3;5736;;0;16812;149;1
IMAGES;2013;880000054;880007299;SCAN;1;1;1856;189;0;5608;30;1
IMAGES;2013;880000062;880780093;IRM;1;1;410;;;4611;1;0
IMAGES;2013;880000062;880780093;MAMM;1;1;;;;1433;;
IMAGES;2013;880000062;880780093;RADIO;1;1;8455;;;16910;99;0
