BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;140000233;140000118;N2700;0;1;0.2;;;;
PERINAT_P;2013;140000233;140000118;N2800;6;6;9.82;;;;
PERINAT_P;2013;140000373;140000159;M1140;1;1;1.45;0;1;;
PERINAT_P;2013;140000373;140000159;M2050;;;0.78;0;0;;
PERINAT_P;2013;140000373;140000159;N2700;;1;0.2;;;;
PERINAT_P;2013;140000373;140000159;N2800;5;3;9.14;;;;
PERINAT_P;2013;140016759;140003146;M1030;10;;4.8;1;1;1;0
PERINAT_P;2013;140016759;140003146;M1140;5;;2.4;0;1;;
PERINAT_P;2013;140016759;140003146;M2050;10;;4.8;1;1;;
PERINAT_P;2013;140016759;140003146;N2340;4;5;6.66;;;;
PERINAT_P;2013;140016759;140003146;N2800;14;21;26.44;;;;
PERINAT_P;2013;140016759;140003146;N280H;4;;4;;;;
PERINAT_P;2013;140024886;140000092;M1140;;1;0.4;;1;;
PERINAT_P;2013;140024886;140000092;M2050;3;1;3.6;;1;;
PERINAT_P;2013;140024886;140000092;MIVG;3;1;3.6;;;;
PERINAT_P;2013;140024886;140000092;N2340;1;;1;;;;
PERINAT_P;2013;140024886;140000092;N2700;;1;0.2;;;;
PERINAT_P;2013;140024886;140000092;N2800;8;10;15.98;;;;
PERINAT_P;2013;140024886;140000092;N280H;8;10;15.98;;;;
PERINAT_P;2013;140026410;140026279;M1030;3;1;3.07;1;0;1;0
PERINAT_P;2013;140026410;140026279;M1140;1;1;1.6;0;0;;
PERINAT_P;2013;140026410;140026279;M2050;3;1;2.93;0;1;;
PERINAT_P;2013;140026410;140026279;MIVG;;1;0.1;;;;
PERINAT_P;2013;140026410;140026279;N2340;2;;1.82;;;;
PERINAT_P;2013;140026410;140026279;N2700;1;;0.5;;;;
PERINAT_P;2013;140026410;140026279;N2800;17;;15.02;;;;
PERINAT_P;2013;140026410;140026279;N280H;7;;7;;;;
PERINAT_P;2013;140026410;140026279;N3120;1;;0.33;;;;
PERINAT_P;2013;140026709;140000415;M1030;3;;3;0;;;
PERINAT_P;2013;140026709;140000415;M2050;;1;0.5;0;;;
PERINAT_P;2013;140026709;140000415;N3120;;1;0.1;;;;
PERINAT_P;2013;150000032;150780088;M1030;5;0;0.4;0;1;0;0
PERINAT_P;2013;150000032;150780088;M1140;1;1;1.35;0;1;;
PERINAT_P;2013;150000032;150780088;M2050;3;0;3;0;1;;
PERINAT_P;2013;150000032;150780088;MIVG;3;0;0.45;;;;
PERINAT_P;2013;150000032;150780088;N2800;11;2;12.42;;;;
PERINAT_P;2013;150000032;150780088;N280H;9;2;10.42;;;;
PERINAT_P;2013;150000040;150780096;M1030;10;2;1;1;0;0;0
PERINAT_P;2013;150000040;150780096;M1140;6;;1.02;0;1;;
PERINAT_P;2013;150000040;150780096;M2050;6;3;3.03;0;1;;
PERINAT_P;2013;150000040;150780096;N2340;5;;5;;;;
PERINAT_P;2013;150000040;150780096;N2800;9;8;14.75;;;;
PERINAT_P;2013;150000040;150780096;N280H;4;4;7.4;;;;
PERINAT_P;2013;150000040;150780096;N3120;;2;0.38;;;;
PERINAT_P;2013;150000164;150780468;N2800;2;;2;;;;
PERINAT_P;2013;150780732;150000271;M2050;1;1;1.5;;;;
PERINAT_P;2013;160000253;160000451;M1030;;;;1;0;0;0
PERINAT_P;2013;160000253;160000451;M1140;6;;1.31;1;0;;
PERINAT_P;2013;160000253;160000451;M2050;9;2;8.3;1;0;;
PERINAT_P;2013;160000253;160000451;MIVG;9;;0.4;;;;
PERINAT_P;2013;160000253;160000451;N2340;6;;6;;;;
PERINAT_P;2013;160000253;160000451;N2700;;1;0.56;;;;
PERINAT_P;2013;160000253;160000451;N2800;8;8;11.75;;;;
PERINAT_P;2013;160000253;160000451;N280H;8;5;11.75;;;;
PERINAT_P;2013;160000303;160006037;M1140;1;;0.3;0;0;;
PERINAT_P;2013;160000303;160006037;M2050;1;;0.1;0;0;;
PERINAT_P;2013;160000303;160006037;N2800;2;;1.1;;;;
PERINAT_P;2013;160000337;160000493;M1140;1;;0.2;0;0;;
PERINAT_P;2013;160000337;160000493;M2050;2;;0.4;0;0;;
PERINAT_P;2013;160000337;160000493;N2800;2;;0.5;;;;
PERINAT_P;2013;160013207;160001632;M1030;;6;1.2;;1;;
PERINAT_P;2013;160013207;160001632;M1140;3;;3;;1;;
PERINAT_P;2013;160013207;160001632;M2050;8;0;8;;1;;
PERINAT_P;2013;160013207;160001632;N2340;;1;0.71;;;;
PERINAT_P;2013;160013207;160001632;N2800;11;5;13.06;;;;
PERINAT_P;2013;160013207;160001632;N280H;10;5;12;;;;
PERINAT_P;2013;160015368;160014411;M1140;2;;1.6;0;0;;
PERINAT_P;2013;160015368;160014411;N2800;5;8;11.28;;;;
PERINAT_P;2013;170000038;170780050;M2050;;2;0.8;0;0;;
PERINAT_P;2013;170000038;170780050;MIVG;;2;0.11;;;;
PERINAT_P;2013;170000038;170780050;N2800;;5;3.3;;;;
PERINAT_P;2013;170000087;170023279;M1030;14;2;0.1;0;0;;
PERINAT_P;2013;170000087;170023279;M1140;2;1;2.9;0;0;;
PERINAT_P;2013;170000087;170023279;M2050;7;4;8.7;0;0;;
PERINAT_P;2013;170000087;170023279;MIVG;7;4;0.2;;;;
PERINAT_P;2013;170000087;170023279;N2340;14;7;19.68;;;;
PERINAT_P;2013;170000087;170023279;N2700;1;1;1;;;;
PERINAT_P;2013;170000087;170023279;N2800;19;8;22.81;;;;
PERINAT_P;2013;170000087;170023279;N280H;11;2;10.43;;;;
PERINAT_P;2013;170000095;170780167;M1030;3;0;0.3;0;0;;
PERINAT_P;2013;170000095;170780167;M1140;0;2;0.7;0;0;;
PERINAT_P;2013;170000095;170780167;M2050;3;1;2.64;0;0;;
PERINAT_P;2013;170000095;170780167;N2800;5;3;7.29;;;;
PERINAT_P;2013;170000095;170780167;N280H;5;3;7.29;;;;
PERINAT_P;2013;170000103;170780175;M1140;1;2;1.7;1;0;;
PERINAT_P;2013;170000103;170780175;M2050;7;0;6.5;0;1;;
PERINAT_P;2013;170000103;170780175;N2340;7;16;8.7;;;;
PERINAT_P;2013;170000103;170780175;N2700;1;;0.2;;;;
PERINAT_P;2013;170000103;170780175;N2800;20;17;21.67;;;;
PERINAT_P;2013;170000152;170780225;M1030;10;1;11.17;1;0;0;
PERINAT_P;2013;170000152;170780225;M1140;4;5;6.65;0;1;;
PERINAT_P;2013;170000152;170780225;M2050;3;3;4.23;0;1;;
PERINAT_P;2013;170000152;170780225;N2700;1;0;1;;;;
PERINAT_P;2013;170000152;170780225;N2800;11;10;19.91;;;;
PERINAT_P;2013;170780563;170000251;M1030;4;2;;0;1;0;0
PERINAT_P;2013;170780563;170000251;M1140;2;;;0;1;;
PERINAT_P;2013;170780563;170000251;M2050;2;;;0;1;;
PERINAT_P;2013;170780563;170000251;MIVG;4;;;;;;
PERINAT_P;2013;170780563;170000251;N2700;;1;0.3;;;;
PERINAT_P;2013;170780563;170000251;N2800;11;7;14.9;;;;
PERINAT_P;2013;170780563;170000251;N280H;5;3;6;;;;
PERINAT_P;2013;170780613;170000277;M1140;;4;0.8;;;;
PERINAT_P;2013;170780613;170000277;M2050;5;3;7;;;;
PERINAT_P;2013;170780613;170000277;N2800;6;7;11.23;;;;
PERINAT_P;2013;170780613;170000277;N280H;3;3;5.16;;;;
PERINAT_P;2013;180000010;180000028;M1030;3;;1;1;0;0;
PERINAT_P;2013;180000010;180000028;M1140;2;;2;0;1;;
PERINAT_P;2013;180000010;180000028;M2050;8;;5.3;0;1;;
PERINAT_P;2013;180000010;180000028;N2340;7;3;9.6;;;;
PERINAT_P;2013;180000010;180000028;N2800;24;;23.5;;;;
PERINAT_P;2013;180000010;180000028;N280H;24;;23.5;;;;
PERINAT_P;2013;180000200;180000051;M1030;1;;0.3;0;1;;
PERINAT_P;2013;180000200;180000051;M2050;2;1;2.3;0;1;;
PERINAT_P;2013;180000200;180000051;MIVG;1;;0.08;;;;
PERINAT_P;2013;180000200;180000051;N2800;11;4;10.47;;;;
PERINAT_P;2013;180000200;180000051;N280H;11;4;10.47;;;;
PERINAT_P;2013;180000283;180000069;M1030;2;;1.01;0;1;0;0
PERINAT_P;2013;180000283;180000069;M1140;2;;2.07;0;1;;
PERINAT_P;2013;180000283;180000069;M2050;3;;2.2;0;1;;
PERINAT_P;2013;180000283;180000069;N2800;5;3;6.88;;;;
PERINAT_P;2013;180004145;180000887;M1140;2;;0.41;0;1;;
PERINAT_P;2013;180004145;180000887;N2800;4;5;7.81;;;;
PERINAT_P;2013;180004145;180000887;N280H;4;1;5;;;;
PERINAT_P;2013;190000018;190000042;M2050;3;2;3.84;0;1;;
PERINAT_P;2013;190000018;190000042;MIVG;;2;0.2;;;;
PERINAT_P;2013;190000018;190000042;N2340;1;;0.94;;;;
PERINAT_P;2013;190000018;190000042;N2700;1;;0.5;;;;
PERINAT_P;2013;190000018;190000042;N2800;10;5;12.56;;;;
PERINAT_P;2013;190000026;190000059;M1030;4;;1;1;;0;
PERINAT_P;2013;190000026;190000059;M1140;;;;;1;;
PERINAT_P;2013;190000026;190000059;M2050;4;1;0.94;0;1;;
PERINAT_P;2013;190000026;190000059;N2340;3;;2.51;;;;
PERINAT_P;2013;190000026;190000059;N2700;;1;0.14;;;;
PERINAT_P;2013;190000026;190000059;N2800;11;3;13.54;;;;
PERINAT_P;2013;190000091;190000075;M1030;3;;3.02;0;1;;
PERINAT_P;2013;190000091;190000075;M1140;;2;1;0;0;;
PERINAT_P;2013;190000091;190000075;M2050;4;;2.63;0;1;;
PERINAT_P;2013;190000091;190000075;MIVG;1;;1;;;;
PERINAT_P;2013;190000091;190000075;N2800;5;7;7.8;;;;
PERINAT_P;2013;190000091;190000075;N280H;5;7;;;;;
PERINAT_P;2013;190000257;190001131;M1030;3;;3;0;1;;
PERINAT_P;2013;190000257;190001131;M1140;3;;3;0;1;;
PERINAT_P;2013;190000257;190001131;M2050;4;;4;0;1;;
PERINAT_P;2013;190000257;190001131;N2340;1;;1;;;;
PERINAT_P;2013;190000257;190001131;N2800;13;2;12.27;;;;
PERINAT_P;2013;190000257;190001131;N280H;2;;2;;;;
PERINAT_P;2013;210780110;210000022;M1030;5;3;6.5;1;0;1;0
PERINAT_P;2013;210780110;210000022;M1140;3;3;4.5;0;1;;
PERINAT_P;2013;210780110;210000022;M2050;12;;12;1;0;;
PERINAT_P;2013;210780110;210000022;N2340;6;5;9.38;;;;
PERINAT_P;2013;210780110;210000022;N2700;;1;0.5;;;;
PERINAT_P;2013;210780110;210000022;N2800;12;19;23.25;;;;
PERINAT_P;2013;210780110;210000022;N280H;4;18;13.77;;;;
PERINAT_P;2013;210780110;210000022;N3120;;1;0.2;;;;
PERINAT_P;2013;210987558;210780581;M1030;;;;1;0;1;
PERINAT_P;2013;210987558;210780581;M1140;11;;5.15;1;0;;
PERINAT_P;2013;210987558;210780581;M2050;15;;6.35;1;0;;
PERINAT_P;2013;210987558;210780581;MIVG;6;;1.24;;;;
PERINAT_P;2013;210987558;210780581;N2340;64;;58.97;;;;
PERINAT_P;2013;210987558;210780581;N2700;4;;2.5;;;;
PERINAT_P;2013;210987558;210780581;N2800;75;;58.78;;;;
PERINAT_P;2013;210987558;210780581;N280H;23;;19.41;;;;
PERINAT_P;2013;210987657;210780714;M1030;3;0;3;1;0;0;0
PERINAT_P;2013;210987657;210780714;M1140;1;0;1;0;1;;
PERINAT_P;2013;210987657;210780714;M2050;2;3;3;0;1;;
PERINAT_P;2013;210987657;210780714;MIVG;0;3;0.25;;;;
PERINAT_P;2013;210987657;210780714;N2700;0;1;0.2;;;;
PERINAT_P;2013;210987657;210780714;N2800;11;4;13;;;;
PERINAT_P;2013;210987657;210780714;N280H;6;0;6;;;;
PERINAT_P;2013;210987657;210780714;N3120;0;1;0.2;;;;
PERINAT_P;2013;210987665;210010070;M1140;;1;0.1;0;0;;
PERINAT_P;2013;210987665;210010070;M2050;;3;0.4;0;0;;
PERINAT_P;2013;210987699;210780706;M1030;3;1;0.78;1;0;0;0
PERINAT_P;2013;210987699;210780706;M1140;2;2;0.92;0;1;;
PERINAT_P;2013;210987699;210780706;M2050;4;2;4.55;0;1;;
PERINAT_P;2013;210987699;210780706;N2800;14;3;15.87;;;;
PERINAT_P;2013;210987699;210780706;N280H;6;2;6.43;;;;
PERINAT_P;2013;220000012;220000020;M1030;5;;5;1;;1;
PERINAT_P;2013;220000012;220000020;M1140;12;6;15.53;1;1;;
PERINAT_P;2013;220000012;220000020;M2050;9;11;11.08;1;;;
PERINAT_P;2013;220000012;220000020;MIVG;3;;0.6;;;;
PERINAT_P;2013;220000012;220000020;N2340;23;17;39.24;;;;
PERINAT_P;2013;220000012;220000020;N2700;;1;0.5;;;;
PERINAT_P;2013;220000012;220000020;N2800;21;13;30.52;;;;
PERINAT_P;2013;220000012;220000020;N280H;14;12;24.75;;;;
PERINAT_P;2013;220000012;220000020;N3120;;1;0.4;;;;
PERINAT_P;2013;220000095;220000046;M1030;2;;2;1;1;1;0
PERINAT_P;2013;220000095;220000046;M1140;2;1;2.5;0;1;;
PERINAT_P;2013;220000095;220000046;M2050;6;1;6.1;0;1;;
PERINAT_P;2013;220000095;220000046;MIVG;1;2;0.03;;;;
PERINAT_P;2013;220000095;220000046;N2700;1;;0.27;;;;
PERINAT_P;2013;220000095;220000046;N2800;11;8;17.46;;;;
PERINAT_P;2013;220000301;220000673;M1030;14;;14;;;;
PERINAT_P;2013;220000301;220000673;M1140;;5;2.5;;;;
PERINAT_P;2013;220000301;220000673;M2050;5;2;5.4;;;;
PERINAT_P;2013;220000301;220000673;N2340;1;;1;;;;
PERINAT_P;2013;220000301;220000673;N2700;1;;0.15;;;;
PERINAT_P;2013;220000301;220000673;N2800;9;;9;;;;
PERINAT_P;2013;220000301;220000673;N280H;9;;9;;;;
PERINAT_P;2013;220000343;220000079;M1030;3;2;;0;1;;
PERINAT_P;2013;220000343;220000079;M2050;2;2;3.5;0;1;;
PERINAT_P;2013;220000343;220000079;MIVG;;4;0.09;;;;
PERINAT_P;2013;220000343;220000079;N2340;1;;1;;;;
PERINAT_P;2013;220000343;220000079;N2700;;1;0.25;;;;
PERINAT_P;2013;220000343;220000079;N2800;16;;14.5;;;;
PERINAT_P;2013;220000343;220000079;N280H;12;;12;;;;
PERINAT_P;2013;220000368;220000103;M1030;5;;1;1;0;0;
PERINAT_P;2013;220000368;220000103;M1140;3;;0.6;0;1;;
PERINAT_P;2013;220000368;220000103;M2050;5;1;1.7;0;1;;
PERINAT_P;2013;220000368;220000103;MIVG;5;;0.1;;;;
PERINAT_P;2013;220000368;220000103;N2700;;1;0.12;;;;
PERINAT_P;2013;220000368;220000103;N2800;11;15;12.58;;;;
PERINAT_P;2013;220000368;220000103;N280H;11;15;12.58;;;;
PERINAT_P;2013;220000541;220000152;MIVG;1;;0.03;;;;
PERINAT_P;2013;220000541;220000152;N2800;1;;0.18;;;;
PERINAT_P;2013;220000541;220000152;N3120;1;;0.02;;;;
PERINAT_P;2013;230000820;230780041;M1140;3;;3;0;1;;
PERINAT_P;2013;230000820;230780041;M2050;3;1;3.09;0;0;;
PERINAT_P;2013;230000820;230780041;MIVG;;2;0.64;;;;
PERINAT_P;2013;230000820;230780041;N2340;1;;1;;;;
PERINAT_P;2013;230000820;230780041;N2800;11;2;6.8;;;;
PERINAT_P;2013;230000820;230780041;N280H;11;2;6.8;;;;
PERINAT_P;2013;240000190;240000596;M1030;;6;0.01;0;;;
PERINAT_P;2013;240000190;240000596;MIVG;;3;0.05;;;;
PERINAT_P;2013;240000372;240000059;M2050;1;2;2.54;0;1;;
PERINAT_P;2013;240000372;240000059;N2800;12;8;16.74;;;;
PERINAT_P;2013;240000372;240000059;N280H;12;8;16.74;;;;
PERINAT_P;2013;240000489;240000117;M1030;6;1;6.74;1;0;0;0
PERINAT_P;2013;240000489;240000117;M1140;4;3;5.06;1;0;;
PERINAT_P;2013;240000489;240000117;M2050;5;3;6.66;1;0;;
PERINAT_P;2013;240000489;240000117;MIVG;3;1;0.2;;;;
PERINAT_P;2013;240000489;240000117;N2340;8;1;8.59;;;;
PERINAT_P;2013;240000489;240000117;N2700;2;0;1.25;;;;
PERINAT_P;2013;240000489;240000117;N2800;4;8;11.46;;;;
PERINAT_P;2013;240000489;240000117;N280H;4;8;11.46;;;;
PERINAT_P;2013;240000687;240000448;M1030;1;;0.5;0;1;;
PERINAT_P;2013;240000687;240000448;M1140;2;;1.32;0;1;;
PERINAT_P;2013;240000687;240000448;M2050;3;1;3.6;0;1;;
PERINAT_P;2013;240000687;240000448;N2800;7;4;10.33;;;;
PERINAT_P;2013;240000687;240000448;N280H;5;3;7.42;;;;
PERINAT_P;2013;250000114;900000365;M1030;10;;9.3;1;0;0;0
PERINAT_P;2013;250000114;900000365;M1140;3;2;4.3;1;0;;
PERINAT_P;2013;250000114;900000365;M2050;6;;5.39;1;0;;
PERINAT_P;2013;250000114;900000365;MIVG;2;2;2.2;;;;
PERINAT_P;2013;250000114;900000365;N2800;15;11;21.74;;;;
PERINAT_P;2013;250000700;250000452;M1140;1;;0.8;0;1;;
PERINAT_P;2013;250000700;250000452;M2050;2;2;3.83;0;1;;
PERINAT_P;2013;250000700;250000452;N2340;2;5;5.29;;;;
PERINAT_P;2013;250000700;250000452;N2800;9;12;18.99;;;;
PERINAT_P;2013;250000700;250000452;N280H;3;2;5;;;;
PERINAT_P;2013;250006954;250000015;M1140;27;17;7.74;1;1;;
PERINAT_P;2013;250006954;250000015;M2050;13;2;9.3;1;0;;
PERINAT_P;2013;250006954;250000015;MIVG;1;;0.65;;;;
PERINAT_P;2013;250006954;250000015;N2340;38;48;71.78;;;;
PERINAT_P;2013;250006954;250000015;N2700;0;4;1.82;;;;
PERINAT_P;2013;250006954;250000015;N2800;33;17;46.82;;;;
PERINAT_P;2013;250006954;250000015;N280H;13;3;16.24;;;;
PERINAT_P;2013;250011723;250017126;M1140;1;;1;;;;
PERINAT_P;2013;250011723;250017126;N2340;8;3;10.1;;;;
PERINAT_P;2013;250011723;250017126;N2800;9;5;11.5;;;;
PERINAT_P;2013;250011723;250017126;N280H;9;5;14;;;;
PERINAT_P;2013;250011848;250017803;N2340;1;1;1.67;;;;
PERINAT_P;2013;250011848;250017803;N2700;;1;0.86;;;;
PERINAT_P;2013;250011848;250017803;N2800;6;34;31.5;;;;
PERINAT_P;2013;260000013;260000021;M1030;7;;2.02;0;0;;
PERINAT_P;2013;260000013;260000021;M1140;4;2;2.31;1;0;;
PERINAT_P;2013;260000013;260000021;M2050;10;3;13.16;1;0;;
PERINAT_P;2013;260000013;260000021;N2340;14;8;19.62;;;;
PERINAT_P;2013;260000013;260000021;N2700;1;2;2.33;;;;
PERINAT_P;2013;260000013;260000021;N2800;35;16;47.35;;;;
PERINAT_P;2013;260000013;260000021;N3120;1;;0.33;;;;
PERINAT_P;2013;260000120;260016910;M1030;2;4;1.3;1;0;0;0
PERINAT_P;2013;260000120;260016910;M1140;;4;0.7;0;1;;
PERINAT_P;2013;260000120;260016910;M2050;6;3;5.69;1;0;;
PERINAT_P;2013;260000120;260016910;MIVG;3;5;0.5;;;;
PERINAT_P;2013;260000120;260016910;N2340;2;2;3.33;;;;
PERINAT_P;2013;260000120;260016910;N2700;1;;1;;;;
PERINAT_P;2013;260000120;260016910;N2800;17;14;24.98;;;;
PERINAT_P;2013;260000120;260016910;N3120;;;0.3;;;;
PERINAT_P;2013;260000138;260000047;M1140;3;1;3.6;0;1;;
PERINAT_P;2013;260000138;260000047;M2050;7;3;8.85;1;0;;
PERINAT_P;2013;260000138;260000047;MIVG;;2;0.5;;;;
PERINAT_P;2013;260000138;260000047;N2340;3;3;5.5;;;;
PERINAT_P;2013;260000138;260000047;N2700;1;;0.8;;;;
PERINAT_P;2013;260000138;260000047;N2800;17;24;28.54;;;;
PERINAT_P;2013;260000146;260000054;N2800;;1;0.8;;;;
PERINAT_P;2013;260000203;260016910;M2050;1;;0.6;;;;
PERINAT_P;2013;260000286;260000104;M1030;;1;0.1;1;;1;
PERINAT_P;2013;260000286;260000104;M1140;;2;0.8;0;0;;
PERINAT_P;2013;260000286;260000104;M2050;1;4;1.8;1;1;;
PERINAT_P;2013;260000286;260000104;N2800;3;3;4.23;;;;
PERINAT_P;2013;260000286;260000104;N280H;3;3;4.23;;;;
PERINAT_P;2013;260000286;260000104;N3120;;1;0.1;;;;
PERINAT_P;2013;270000045;270000060;M1140;;2;1.14;;0;;
PERINAT_P;2013;270000045;270000060;M2050;3;1;1.69;;1;;
PERINAT_P;2013;270000045;270000060;N2700;;1;0.25;;;;
PERINAT_P;2013;270000045;270000060;N2800;8;3;10.1;;;;
PERINAT_P;2013;270000045;270000060;N280H;7;1;7.78;;;;
PERINAT_P;2013;270000359;270023724;M1030;5;5;7.83;1;0;1;0
PERINAT_P;2013;270000359;270023724;M1140;9;2;8.7;1;0;;
PERINAT_P;2013;270000359;270023724;M2050;;;;1;0;;
PERINAT_P;2013;270000359;270023724;N2340;4;1;4.8;;;;
PERINAT_P;2013;270000359;270023724;N2700;2;;2;;;;
PERINAT_P;2013;270000359;270023724;N2800;26;5;32.14;;;;
PERINAT_P;2013;270000367;270000086;M1140;;1;0.68;0;0;;
PERINAT_P;2013;270000367;270000086;M2050;2;1;3.08;0;1;;
PERINAT_P;2013;270000367;270000086;N2700;;1;0.5;;;;
PERINAT_P;2013;270000367;270000086;N2800;9;2;11.09;;;;
PERINAT_P;2013;270000367;270000086;N280H;9;2;10.19;;;;
PERINAT_P;2013;270000391;760024042;N2700;1;0;1;;;;
PERINAT_P;2013;270000391;760024042;N2800;0;1;0.8;;;;
PERINAT_P;2013;270000425;270000102;M2050;;1;0.3;;;;
PERINAT_P;2013;270000425;270000102;N2800;;1;0.65;;;;
PERINAT_P;2013;270000441;270000110;M2050;0;3;0.4;0;0;;
PERINAT_P;2013;270000441;270000110;N2800;0;2;0.4;;;;
PERINAT_P;2013;270000441;270000110;N3120;0;1;0.05;;;;
PERINAT_P;2013;270000458;270023724;M1030;3;1;4.41;1;0;0;0
PERINAT_P;2013;270000458;270023724;M1140;1;2;1.3;0;0;;
PERINAT_P;2013;270000458;270023724;M2050;;;;1;0;;
PERINAT_P;2013;270000458;270023724;N2340;1;;0.95;;;;
PERINAT_P;2013;270000458;270023724;N2800;9;;9;;;;
PERINAT_P;2013;280000084;280000183;M1030;5;;4.5;1;;1;
PERINAT_P;2013;280000084;280000183;M1140;3;1;4.24;1;;;
PERINAT_P;2013;280000084;280000183;M2050;9;9;10.76;1;;;
PERINAT_P;2013;280000084;280000183;MIVG;;;0.11;;;;
PERINAT_P;2013;280000084;280000183;N2340;11;3;13.78;;;;
PERINAT_P;2013;280000084;280000183;N2800;21;5;24.39;;;;
PERINAT_P;2013;280000084;280000183;N280H;11;4;15.93;;;;
PERINAT_P;2013;280000662;280500075;M1140;2;0;2;;;;
PERINAT_P;2013;280000662;280500075;M2050;3;0;3;;1;;
PERINAT_P;2013;280000662;280500075;N2340;1;1;1;;;;
PERINAT_P;2013;280000662;280500075;N2800;3;5;6.3;;;;
PERINAT_P;2013;280000662;280500075;N280H;3;5;6.3;;;;
PERINAT_P;2013;280502998;280000589;M1140;;1;0.7;0;0;;
PERINAT_P;2013;280504267;280000134;M1030;11;4;4.5;1;0;1;0
PERINAT_P;2013;280504267;280000134;M1140;7;1;2.5;1;1;;
PERINAT_P;2013;280504267;280000134;M2050;6;1;4.4;1;0;;
PERINAT_P;2013;280504267;280000134;MIVG;5;;0.4;;;;
PERINAT_P;2013;280504267;280000134;N2700;1;;0.88;;;;
PERINAT_P;2013;280504267;280000134;N2800;37;17;47.95;;;;
PERINAT_P;2013;280504267;280000134;N280H;24;12;31.89;;;;
PERINAT_P;2013;280504267;280000134;N3120;;1;0.8;;;;
PERINAT_P;2013;290000025;290020700;M1030;15;1;4;1;0;0;
PERINAT_P;2013;290000025;290020700;M1140;9;6;7.86;;0;;
PERINAT_P;2013;290000025;290020700;M2050;11;3;10.5;1;0;;
PERINAT_P;2013;290000025;290020700;MIVG;19;2;0.7;;;;
PERINAT_P;2013;290000025;290020700;N2340;6;13;15.88;;;;
PERINAT_P;2013;290000025;290020700;N2700;0;1;0.08;;;;
PERINAT_P;2013;290000025;290020700;N2800;37;20;52.88;;;;
PERINAT_P;2013;290000025;290020700;N280H;37;20;52.88;;;;
PERINAT_P;2013;290000033;290021542;M1030;;7;1;1;;1;
PERINAT_P;2013;290000033;290021542;M1140;4;;1.2;;1;;
PERINAT_P;2013;290000033;290021542;M2050;;2;1.5;1;;;
PERINAT_P;2013;290000033;290021542;MIVG;;1;0.5;;;;
PERINAT_P;2013;290000033;290021542;N2340;1;1;1.8;;;;
PERINAT_P;2013;290000033;290021542;N2800;13;9;18.16;;;;
PERINAT_P;2013;290000058;290000017;N2340;13;11;21.05;;;;
PERINAT_P;2013;290000058;290000017;N2700;1;;1;;;;
PERINAT_P;2013;290000058;290000017;N2800;14;9;20.05;;;;
PERINAT_P;2013;290000066;290020700;M1140;1;0;0.1;0;0;;
PERINAT_P;2013;290000066;290020700;M2050;3;0;0.6;0;0;;
PERINAT_P;2013;290000140;290000447;M1030;5;;5;;1;;0
PERINAT_P;2013;290000140;290000447;M1140;5;;5;;1;;
PERINAT_P;2013;290000140;290000447;M2050;4;;4;;1;;
PERINAT_P;2013;290000140;290000447;N2800;3;7;7.3;;;;
PERINAT_P;2013;290000140;290000447;N280H;3;7;7.3;;;;
PERINAT_P;2013;290000173;290000041;M1030;3;1;3.04;;;;
PERINAT_P;2013;290000173;290000041;M1140;;2;1.6;;;;
PERINAT_P;2013;290000173;290000041;M2050;2;1;2.7;;;;
PERINAT_P;2013;290000173;290000041;MIVG;1;;0.06;;;;
PERINAT_P;2013;290000173;290000041;N2800;12;6;16.4;;;;
PERINAT_P;2013;290000173;290000041;N280H;12;6;16.4;;;;
PERINAT_P;2013;290000181;290000074;M2050;6;;0.6;0;0;;
PERINAT_P;2013;290000181;290000074;N2800;2;;1.23;;;;
PERINAT_P;2013;290000207;290000520;M2050;;1;0.5;0;0;;
PERINAT_P;2013;290000256;290000017;N2800;6;3;8.1;;;;
PERINAT_P;2013;290000256;290000017;N280H;6;3;6;;;;
PERINAT_P;2013;290000934;290000306;M2050;1;;1;0;0;;
PERINAT_P;2013;290000934;290000306;MIVG;;1;0.1;;;;
PERINAT_P;2013;290000934;290000306;N2800;1;;0.5;;;;
PERINAT_P;2013;290019777;290022508;M1030;6;3;;1;;0;
PERINAT_P;2013;290019777;290022508;M1140;;4;;0;1;;
PERINAT_P;2013;290019777;290022508;M2050;9;;;1;0;;
PERINAT_P;2013;290019777;290022508;MIVG;8;;;;;;
PERINAT_P;2013;290019777;290022508;N2340;6;2;7;;;;
PERINAT_P;2013;290019777;290022508;N2700;;1;0.2;;;;
PERINAT_P;2013;290019777;290022508;N2800;13;4;14.5;;;;
PERINAT_P;2013;290019777;290022508;N280H;12;3;12.1;;;;
PERINAT_P;2013;290019777;290022508;N3120;;1;0.1;;;;
PERINAT_P;2013;2A0000022;2A0000014;M1140;3;;3;0;1;;
PERINAT_P;2013;2A0000022;2A0000014;M2050;3;2;4;0;1;;
PERINAT_P;2013;2A0000022;2A0000014;N2800;22;2;23.85;;;;
PERINAT_P;2013;2A0000154;2A0000204;M1030;2;;2;;1;;0
PERINAT_P;2013;2A0000154;2A0000204;M1140;1;;1;0;1;;
PERINAT_P;2013;2A0000154;2A0000204;M2050;2;;1;;1;;
PERINAT_P;2013;2A0000154;2A0000204;N2800;6;;6;;;;
PERINAT_P;2013;2A0000154;2A0000204;N280H;6;;6;;;;
