BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2013;310780309;310000120;0;;;;0;0;168;;;;;0;0;0;0;0;0;0;0;0;0;1117000;1;76;58;58;1;0;0;0;1;1;0;0;;;1;0;0;1;;;;;5;2;;2;1;;;2;1;;1.55;0.2;;;5.48;2.02;;0;1
PHARMA;2013;310780358;310000146;0;;;;0;0;;100;;;;1;1;1;1;1;0;0;0;0;0;123389;1;100;100;;0;0;0;0;0;0;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;1;;;;;;;0;0
PHARMA;2013;310780366;310000153;1;1;1;;0;0;45;;185;44;36;0;0;0;0;0;0;0;0;0;0;500000;1;100;151;151;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;4;1;;1.1;;;;2.8;0.3;;0;0
PHARMA;2013;310780374;310000161;0;;;;1;0;15;;132;;;1;1;1;1;1;0;0;0;0;0;84035;1;100;148;148;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.78;;;;1.58;;;0;0
PHARMA;2013;310780382;310000179;1;3;0;;0;0;210;;;;;0;0;0;0;0;0;0;0;0;0;738245;1;93;210;141;1;0;0;0;1;1;0;0;;;1;0;0;1;1;;;;5;8;;1;1;;;3;;;1.1;0.1;;;5.78;8;;0;0
PHARMA;2013;310780390;310000187;0;;;;1;0;;165;;;;0;0;0;0;0;0;0;0;0;0;193755;1;100;165;165;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.86;;;;0.71;;;0;0
PHARMA;2013;310780481;340015171;0;;;;0;0;;;60;;;1;1;1;1;1;0;0;0;0;0;255000;1;100;60;60;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.45;;;;;;;0;0
PHARMA;2013;310781000;310788880;0;;;;0;0;340;125;;;;1;1;1;1;1;0;0;0;0;0;10000000;1;50;291;308;1;1;0;0;1;1;0;0;;;1;0;0;2;;;;;18;1;;5;1;1;;2;1;;2.57;0.8;0.6;;14.75;1.4;;0;1
PHARMA;2013;310781067;310788898;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;1;5545670;1;100;141;10;1;0;0;0;1;1;1;0;;;1;0;0;2;1;1;;1;3;;6;1;;;;2;;1;0.94;0.06;;1;3.76;;4.93;0;0
PHARMA;2013;310781133;310000427;0;;;;0;0;;127;;;;0;0;0;0;0;0;0;0;0;0;126000;1;100;127;0;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;1;;;1.05;;;;0.46;;;0;0
PHARMA;2013;310781158;310000443;0;;;;0;0;;129;;;;0;0;0;0;0;0;0;0;0;0;123319;1;100;129;0;1;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.82;0;0;0;0;0;0;0;0
PHARMA;2013;310781174;310000450;0;;;;0;0;;;69;;;0;0;1;0;0;0;0;0;0;0;106000;1;100;69;69;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;1;;0.9;;;1;0.3;0.3;;0;0
PHARMA;2013;310781505;310000492;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;5625170;1;100;60;4;1;1;0;0;1;1;0;0;;;1;0;0;0;1;;;;;;;1;;;;;;;1.57;;;;;;;0;0
PHARMA;2013;310781521;310000500;0;;;;;;;;;;;;;;;;;;;;;;1;100;128;0;0;0;0;0;0;1;0;0;;;0;;;;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;310781695;750043994;0;;;;1;0;52;;81;;;1;1;1;1;1;0;0;0;0;0;;1;133;133;52;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.8;;;;1;;;0;0
PHARMA;2013;310781984;310014378;0;;;;1;0;;;158;;;1;1;1;1;1;0;0;0;0;0;;1;100;158;79;0;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;;;;2;;;;1;;;1.2;;;;0.92;;;0;0
PHARMA;2013;310782016;310000617;0;;;;1;0;36;;;;;1;1;1;1;1;1;1;1;1;1;1094677;0;;36;0;0;0;0;0;0;1;0;1;0;11;0;0;0;0;;;;;1;;1;1;;;;;;;0.7;;;;1;;1;0;0
PHARMA;2013;310782347;310789136;0;;;;0;0;113;;;;;1;1;1;1;1;0;0;0;0;0;11341390;1;97;143;0;1;1;0;0;1;1;1;0;;;0;0;0;2;1;;;;10;3;1;3;;2;;3;;;3.01;;1;;10.2;2.94;1;0;0
PHARMA;2013;310782396;920000395;0;;;;0;0;;;100;;;1;1;1;1;1;0;0;0;0;0;170760;1;100;100;100;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;;0.66;;;1;0.66;;;0;0
PHARMA;2013;310783055;310781406;1;1;0;;1;0;2007;98;189;120;;0;0;0;0;0;0;1;0;0;1;93336800;1;36;866;351;1;1;1;1;1;1;1;1;110;;1;1;1;0;45;2;5;8;59;98;11;12;1;1;;5;10;3;53.6;2.8;5.6;6.95;62.8;93.3;12.49;1;1
PHARMA;2013;310784558;310180013;0;;;;1;0;0;0;90;0;114;0;0;0;0;0;0;0;0;0;0;44621;0;;90;90;0;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;1;0.8;;;;0.8;;0.6;0;0
PHARMA;2013;310784830;310788880;0;;;;0;0;;;110;;;1;1;1;1;1;0;0;0;0;0;;0;;55;55;0;;;;1;1;0;0;;;1;0;0;;0;;;;18;;;5;;;;2;;;0.8;;;;3.4;;;0;0
PHARMA;2013;310786389;310001433;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;252400;1;100;103;103;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.71;;;;1.17;;;0;0
PHARMA;2013;310786702;750043713;0;;;;0;1;;;42;63;39;1;1;1;1;1;0;0;0;0;0;108000;1;100;144;105;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;2;;;0.9;;;;1.2;;;0;0
PHARMA;2013;310790472;310790464;0;;;;1;0;0;0;140;;;0;0;0;0;0;0;0;0;0;0;130132;1;100;100;100;1;0;0;;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.85;;;;1;;;0;0
PHARMA;2013;310792635;310002191;0;;;;1;0;;;107;;;0;0;0;0;0;0;0;0;0;0;;1;105;105;105;1;1;0;0;0;1;0;0;;;1;1;0;1;;;;;1;;;1;;;;;;;0.26;;;;1;;;0;1
PHARMA;2013;310793617;310000039;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;;1;60;60;60;1;1;1;1;1;1;0;0;;;1;1;1;2;1;;;;;;;1;;;;;;;0.5;;;;;;;0;1
PHARMA;2013;310794417;310002712;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;362000;1;;;;1;0;0;0;0;1;0;1;0;1;0;0;0;;1;;;;2;;;;;;;;;;1;;;;1.6;;;0;0
PHARMA;2013;320000086;320780117;0;;;;0;0;275;;60;70;120;1;1;1;1;1;0;0;0;0;0;2282230;1;28;147;198;1;1;0;0;1;1;1;0;;;1;1;0;2;3;1;1;1;8;2;3;0;0;0;0;0;0;3;2.3;0.7;0.7;0.7;7.71;1.5;5.04;0;1
PHARMA;2013;320000094;320780125;0;;;;1;0;;288;;;25;0;0;0;0;0;0;0;0;0;0;300000;1;100;313;313;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;1;1;1;;;;;;2;;;1;;;0.08;2.63;1;;0;1
PHARMA;2013;320000102;320780133;0;;;;1;0;20;;20;35;60;1;1;1;1;1;0;0;0;0;0;112941;1;100;135;135;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;;;;1;;;;1;;;1.36;;;;0.8;;;0;1
PHARMA;2013;320000110;320004310;0;;;;0;1;28;;24;;264;1;1;1;1;1;0;0;0;0;0;533545;1;100;316;316;0;0;0;0;0;0;1;0;;;0;0;0;0;1;;;;4;;;;;;;;;;0.52;;;;1.1;;;0;0
PHARMA;2013;320000128;320780158;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;187668;1;100;217;217;1;0;0;0;0;1;1;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.5;;;;1;;;0;0
PHARMA;2013;320000144;320780174;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;174300;1;100;136;136;1;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.3;;;;0.53;;;0;0
PHARMA;2013;320000151;320780182;0;;;;1;0;15;;15;;62;1;1;1;1;1;0;0;0;0;0;41970;1;100;92;62;0;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.8;;;0;0
PHARMA;2013;320000169;320780190;0;;;;0;0;;;20;;;1;1;1;1;1;0;0;0;0;0;;1;20;20;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;320000185;320780216;0;;;;0;0;;;19;;99;0;0;0;0;0;0;0;0;0;0;348081;1;100;118;118;0;0;0;0;0;1;1;0;;;0;0;0;1;;;;;1;;;2;;;;1;;;0.57;0;0;0;1.5;0;0;0;0
PHARMA;2013;320780067;320000052;0;;;;;;96;0;0;0;0;1;1;1;1;1;0;0;0;0;0;127206;0;;6;6;1;0;0;0;1;1;0;0;;;1;0;0;1;1;0;0;0;2;0;1;;;;;;;;1;;;;2;;1;0;0
PHARMA;2013;320780109;320000078;0;;;;0;0;;68;;;;0;0;0;0;0;0;0;0;0;0;100774;0;;;;1;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;320784333;320000565;0;;;;0;0;;;103;;;0;0;0;0;0;0;0;0;0;0;95900;1;100;103;103;0;0;0;0;0;1;0;0;;;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;;;1.02;;;;1.72;;;0;1
PHARMA;2013;330000217;330780347;0;;;;1;0;12;;58;;;0;1;1;1;1;0;0;0;0;0;87731;1;100;70;70;1;0;0;0;0;1;0;0;;;0;0;0;0;;0;0;0;0;;;1;0;0;0;1;;;0.5;0;0;0;0.75;;;0;0
PHARMA;2013;330000332;330780545;0;;;;1;0;70;;;;;1;1;1;1;1;0;0;0;0;0;1125657;1;100;70;70;1;1;0;0;1;1;0;1;60;0;0;0;0;2;;;;;2;;1;1;;;;2;;;0.9;;;;3.4;;0.7;0;0
PHARMA;2013;330000340;330780552;0;;;;1;0;184;;70;;62;0;0;0;0;1;0;0;0;0;0;2338037;1;35;;;1;1;0;0;1;1;0;1;200;0;1;0;0;2;2;1;1;;9;11;1;;;;;3;2;2;2;0.1;0.1;;10.54;12.68;2.32;0;0
PHARMA;2013;330000555;330781204;0;;;;0;0;164;0;20;0;0;0;0;0;0;0;0;0;0;0;0;2124069;1;100;196;0;1;0;0;0;1;1;1;0;;;1;1;0;0;2;2;;1;8;8;;;;;;1;;1;1.94;0.45;;1;8.65;6.9;1.26;0;0
PHARMA;2013;330000571;330781220;0;;;;0;1;121;;14;34;143;0;0;0;0;0;0;0;0;0;0;2045052;1;67;172;142;1;0;0;0;1;1;1;0;;;1;1;0;;2;1;;1;4;;;;;;;2;;2;1.6;0.27;;0.12;5.81;;1.82;1;1
PHARMA;2013;330000589;330027509;0;;;;0;0;174;;;;90;1;1;1;1;1;0;0;0;0;0;1717999;1;100;284;130;1;1;0;0;1;1;1;1;40;;1;0;1;;3;0;0;0;5;3;1;2;0;0;0;2;0;0;2.35;0;0;0;4.67;3;1;0;1
PHARMA;2013;330000597;330027509;0;;;;0;0;35;;40;;184;1;1;1;1;1;0;0;0;0;0;313401;1;100;259;184;1;0;0;0;0;1;1;0;;;0;0;0;0;1;0;0;0;3;1;0;;0;0;0;0;0;0;1.35;0;0;0;1.99;1;0;0;1
PHARMA;2013;330000605;330781253;0;;;;1;0;587;97;95;;330;0;0;0;0;0;0;0;0;0;0;14353900;1;100;300;0;1;1;0;0;1;1;1;0;;;1;1;0;1;5;1;;1;10;11;1;0;;;;2;;3;5;0.5;;0.83;11.76;10.45;2.5;0;1
PHARMA;2013;330000613;330781261;0;;;;0;0;39;0;60;60;188;0;0;0;0;0;0;0;0;0;0;307608;1;17;60;15;1;0;0;0;0;1;1;0;;;0;0;0;2;2;;;;3;2;;;;;;;;;1.3;;;;1.95;1;;0;0
PHARMA;2013;330000621;330781279;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;8;8;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2013;330000639;330781287;0;;;;1;0;;504;;;50;1;1;0;1;1;0;0;0;0;0;990378;1;97;361;84;0;0;0;0;0;1;1;1;15;0;0;0;0;0;4;;;;6;2;1;;;;;1;;;3.16;;;;5.81;2;1;0;0
PHARMA;2013;330000647;330781295;0;;;;0;0;;522;;;;0;0;0;0;0;0;0;0;0;0;763198;1;100;522;522;0;0;0;0;0;1;1;0;;;0;0;0;0;3;0;0;1;5;2;2;0;0;0;;;;;3;0;0;0.5;4.8;1.5;1.2;0;1
PHARMA;2013;330000662;330781329;0;;;;1;0;190;0;0;0;0;1;0;1;0;0;1;1;1;1;1;16455600;1;190;183;183;1;1;0;1;1;1;1;0;;;0;0;0;0;2;0;1;1;12;4;1;3;0;0;0;3;0;0;3.77;0;1;0.5;12.19;3.08;1;0;0
PHARMA;2013;330000779;;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;20595;0;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;330005182;330792862;0;;;;0;0;;;;50;230;0;0;0;0;0;0;0;0;0;0;135592;1;100;280;280;0;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;1.6;0;0;0;0
PHARMA;2013;330007410;330007386;0;;;;1;0;;;;;;1;1;1;1;1;0;0;0;0;0;235790;1;100;100;100;1;0;0;0;0;1;0;1;68;1;0;0;0;;;;;;;;;1;;;;;;;0.89;;;;;;;0;0
PHARMA;2013;330780040;330000027;0;;;;0;0;55;;;;;1;1;1;1;1;0;0;0;0;0;95562;0;0;0;0;1;0;0;0;1;1;0;0;;;1;0;0;2;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2013;330780073;330055930;0;;;;0;0;43;;;;;0;0;0;0;0;0;0;0;0;0;30598;0;0;43;0;1;0;0;0;1;1;0;0;;;1;0;0;2;;;;;1;1;;1;1;;;;;;0.3;0.1;;;0.66;0.66;;0;1
PHARMA;2013;330780081;330000043;0;;;;0;0;191;;;;;1;1;1;0;1;0;0;0;0;0;990000;1;100;168;;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;3;1;2;;;;;;;;1;;;;3;1;2;0;0
PHARMA;2013;330780115;330000076;0;;;;0;0;120;;;;;1;1;1;1;1;0;0;0;0;0;5185209;1;100;120;55;1;1;0;0;1;1;0;0;;;1;1;0;2;1;;;;4;8;1;1;1;2;;1;;;1.8;0.5;0.8;;4.93;8;1;0;0
PHARMA;2013;330780123;330000084;0;;;;0;0;48;;;;;1;1;1;1;1;0;0;0;0;0;202206;0;0;0;0;1;0;0;0;1;1;0;0;;;1;0;0;2;;;;;2;1;;1;;;;;;;0.5;;;;2;1;;0;0
PHARMA;2013;330780149;330000282;0;;;;0;0;24;;;;;1;1;1;1;1;0;0;0;0;0;77219;0;0;14;14;1;0;0;0;1;1;0;0;;;1;0;0;2;;;;;2;;;1;;;;1;;;0.5;;;;2.38;;;0;0
PHARMA;2013;330780206;330000126;0;;;;0;0;47;0;23;0;0;0;0;0;0;0;0;0;0;0;0;647700;1;4;74;74;1;1;0;0;1;1;0;0;;;0;0;0;0;1;;;;1;1;;;;1;;2;;;1;;0.4;;2.42;1;;0;0
PHARMA;2013;330780255;330010059;0;;;;0;0;54;;;;;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;1;0;0;0;1;1;0;0;;;1;0;0;;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2013;330780263;330000134;0;;;;1;0;149;;12;;;0;0;0;0;0;0;0;0;0;0;2590272;0;;0;0;1;1;0;0;1;1;0;0;;;1;1;1;1;1;1;;1;4;9;;2;;2;;2;;;1.54;0.5;0.54;1;4.5;9;;0;0
PHARMA;2013;330780271;330021429;0;;;;0;0;70;;;;;1;1;1;1;1;0;0;0;0;0;134568;1;70;70;0;1;0;0;0;1;1;0;0;;;1;1;0;2;;;;;2;6;1;1;1;;;;;;0.8;0.2;;;2;4.33;0.1;0;1
PHARMA;2013;330780297;330000175;0;;;;0;0;;34;;;;0;0;0;0;0;0;0;0;0;0;54768;0;;34;34;1;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;1;7;4;1;1;0;0;0;0;0;2;0.34;;;1;7;4;2.68;0;1
PHARMA;2013;330780313;330000191;0;;;;0;0;;79;;;;0;0;0;0;0;0;0;0;0;0;116305;1;100;100;0;0;0;0;0;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;330780321;330000209;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;64058;1;100;62;;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2013;330780446;330000258;0;;;;1;0;58;;;;;1;1;1;1;1;0;0;0;0;0;;1;100;58;58;1;0;0;0;0;1;0;0;;;0;0;0;;1;;;;;1;;;;;;;;;0.86;;;;;1;;0;0
PHARMA;2013;330780453;330000308;1;3;0;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;100;65;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;;;;;;;;;;;0.2;;;;;;;0;0
PHARMA;2013;330780479;330000274;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;10661115;1;18;10;10;1;1;0;0;1;1;1;0;;;1;1;0;0;1;;;1;5;8;1;3;;1;;2;1;;3.01;;0.29;1;6.6;8.5;1;0;0
PHARMA;2013;330780487;330000282;0;;;;0;0;28;;;;;0;0;0;0;0;0;0;0;0;0;97127;0;;14;14;1;0;0;0;1;1;0;0;;;1;0;0;1;;;;;;2;;1;;;;;1;;0.5;;;;;2.71;;0;0
PHARMA;2013;330780495;330796392;0;;;;0;0;91;0;15;0;0;1;1;1;1;1;0;0;0;0;0;;1;;;;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;1;;;;;;;0;;;1.12;;;;1.18;;;0;0
PHARMA;2013;330780503;330000308;1;3;0;;1;0;218;;35;;;0;0;0;0;0;0;0;0;0;0;1151863;1;100;310;65;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;4;1;1;;;;;;1;;0.8;;;;3.9;1.15;1;0;0
PHARMA;2013;330780511;330000316;0;;;;0;0;72;;;;;0;0;0;0;1;0;0;0;0;0;175341;1;100;72;72;1;1;0;0;0;1;1;0;;;1;0;0;1;;;;;1;2;;2;;;;2;2;;0.96;;;;2.57;2.66;;0;0
PHARMA;2013;330780529;330796392;0;;;;0;0;177;0;20;0;0;1;1;1;1;1;0;0;0;0;0;954000;1;100;;0;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;2;8;0;;;;;1;3;1;1.15;;;;2.92;9.68;0.22;0;0
PHARMA;2013;330780537;330000324;0;;;;0;0;122;;;;;0;0;0;0;0;0;0;0;0;0;495623;1;100;122;0;1;0;0;0;1;1;0;0;;;1;0;0;0;0;0;0;0;1;;;1;0;0;0;;1;;0.8;;;;1;0.2;;0;0
PHARMA;2013;330780560;330781386;0;;;;0;0;;;60;;;1;1;1;1;1;0;0;0;0;0;163300;1;100;100;100;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;1;;;;;;;;1;;;;;;1;0;0
PHARMA;2013;330780719;310020383;0;;;;0;0;;;65;;;0;0;0;0;0;0;0;0;0;0;80215;0;65;65;65;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.53;;;;0.5;;;0;0
PHARMA;2013;330780743;330056540;0;;;;0;0;;;117;;;0;0;0;0;0;0;0;0;0;0;127125;1;100;117;117;1;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;2;;;;;;;1;;;1.18;;;;2.14;;;0;0
PHARMA;2013;330780750;330056540;0;;;;0;0;;;151;;;0;1;0;0;0;0;0;0;0;0;220180;1;100;151;151;1;0;0;0;0;1;0;0;;;0;0;0;1;2;;;;2;;;1;;;;2;;;1.7;;;;2.44;;;0;0
PHARMA;2013;330781139;330056540;0;;;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;302291;1;100;160;160;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;4;;;1;;;;2;;;1.2;;;;5.25;;;1;1
PHARMA;2013;330781188;330056540;0;;;;0;0;;25;;;;1;1;1;1;1;0;0;0;0;0;32078;1;100;50;50;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;0.2;;;;;;;1;1
PHARMA;2013;330781303;750821092;0;;;;0;0;208;16;18;;;0;1;0;0;0;0;0;0;0;0;3810900;1;100;233;210;1;0;0;0;1;1;0;0;;;1;1;0;1;4;1;1;2;5;13;1;1;0;0;0;3;0;0;4.3;0.25;0.3;2;7.83;10.72;1;0;1
PHARMA;2013;330781352;330781196;0;;;;0;1;455;;;;400;0;0;0;0;0;0;0;0;0;0;14002915;1;100;855;400;1;1;0;1;1;0;1;0;;;0;0;0;;4;;1;1;6;4;;1;;;1;1;;;4.7;;1;1.4;6.8;4;;0;1
PHARMA;2013;330781360;330781196;0;;;;0;0;1493;;;;;0;0;0;0;0;1;1;0;1;1;27489217;1;82;1226;0;1;1;1;1;0;1;1;0;;;1;1;1;0;11;1;;;27;48;;3;;;;;2;;12.7;1;;;27;49.12;;0;1
PHARMA;2013;330782582;330000928;0;;;;0;0;157;;;;;0;0;0;0;0;0;0;0;0;0;437897;1;95;132;132;1;1;0;0;1;1;0;0;;;1;0;0;1;1;1;1;;4;;;;;;;;;;1;1;1;;3.93;;;0;0
PHARMA;2013;330783648;330781196;0;;;;1;0;878;;80;120;190;1;1;1;1;1;0;0;1;0;0;34371397;1;93;509;0;1;1;0;1;1;1;1;0;;;1;1;1;0;14;2;;;21;29;2;6;;;;;;;16.2;0.4;;;21;29;2;0;1
PHARMA;2013;330783960;750005068;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;4500;0;;;50;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.22;;;;;;;0;0
PHARMA;2013;330802778;310020383;0;;;;0;0;;;90;;;0;0;0;0;0;0;0;0;0;0;102629;0;;90;90;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.8;;;;0.5;;;0;0
PHARMA;2013;330804501;330781212;0;;;;0;0;18;;43;;130;0;0;0;0;0;0;0;0;0;0;125000;1;100;191;130;1;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.8;;;;1.7;;;0;0
PHARMA;2013;340000025;340780048;0;;;;0;0;0;0;107;0;0;1;1;1;1;1;0;0;0;0;0;143112;1;100;107;107;1;0;0;0;0;1;0;0;;;0;0;0;1;;0;0;0;0;0;0;2;0;0;0;2;0;0;0.9;0;0;0;1.8;0;;0;0
PHARMA;2013;340000033;340780055;1;3;0;17;0;0;426;128;45;143;210;0;0;0;0;0;0;0;0;0;0;12549673;1;93;94;361;1;1;0;0;1;1;1;1;15;0;1;0;1;2;7;2;2;1;22;21;4;;;;;6;2;;6.48;1.2;1.2;1;23.05;22.02;3.13;0;1
PHARMA;2013;340000173;340780451;0;;;;1;0;27;;;;163;1;1;1;1;1;0;0;0;0;0;106364;1;100;100;163;0;0;0;0;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;1;;1;0.14;;;;0.07;;0.12;0;0
PHARMA;2013;340000181;340780469;0;;;;1;0;10;;35;;143;1;1;1;1;1;0;0;0;0;0;23640;1;100;25;25;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;1;1;;1;;;;;;;0.6;;;;0.5;0.5;;0;0
PHARMA;2013;340000207;340780493;1;3;0;;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15300000;1;100;203;187;1;1;0;1;1;1;1;0;;;0;0;0;1;3;0;3;0;14;1;1;2;0;2;0;4;0;2;3.8;0;3;0;15.2;1;1.75;0;0
PHARMA;2013;340000215;340780519;0;;;;1;0;22;;18;30;138;1;1;0;1;1;0;0;0;0;0;161155;1;33;208;208;0;0;0;0;1;1;1;0;;;0;0;0;;1;;;;3;;;;;;;;;;0.5;;;;3;;;0;0
PHARMA;2013;340000223;340011295;0;;;;1;;254;30;82;90;356;0;0;0;0;0;0;0;0;0;0;4013046;1;67;100;97;1;1;0;0;1;1;1;1;30;;1;0;0;1;6;2;1;1;9;9;2;;;;;5;;;4.76;0.5;0.5;0.9;12.64;9.64;2;0;1
PHARMA;2013;340000231;340780535;0;;;;1;0;26;;22;49;106;0;0;0;0;0;0;0;0;0;0;223196;1;100;203;203;1;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;3;;;;;;;;;;1;;;;3;;;0;0
PHARMA;2013;340000249;340780543;0;;;;0;0;17;;11;;120;1;1;0;1;1;0;0;0;0;0;160963;1;76;147;147;0;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;2;;;;;;;;;;0.5;;;;2;;;0;0
PHARMA;2013;340000439;340780881;0;;;;0;0;;;68;;;1;1;1;1;1;0;0;0;0;0;;1;;;68;1;;;;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2013;340001064;340013028;1;3;1;;1;1;;;60;;15;1;1;1;1;1;0;0;0;0;0;232260;1;100;75;75;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;1;0.5;;;;1.5;;0.3;0;0
PHARMA;2013;340008176;340780469;0;;;;1;0;10;;35;;143;1;1;1;1;1;0;0;0;0;0;14369;1;100;20;20;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;1;;;1;;;;;;;0.6;;;;1;;;0;0
PHARMA;2013;340009018;340008978;0;;;;1;0;;;83;;;0;0;0;0;0;0;0;0;0;0;151729;1;100;83;83;0;0;;0;0;1;0;0;;;0;0;0;0;;;;1;1;;;1;;;;;;;0.5;;;1;1;;;0;0
