BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2013;270000458;270023724;98;29789;4886;431;24450;33;13108;1901;136;8353;16;5840;1305;245;3837;147;48737;8092;812;36640;8;1046;0;0;3770;7;1037;0;0;0;0;15;2083;0;0;3770;1;1;1;1;1;1;1;1;1;75;75;25;75;31529;2463;0
MCO;2013;270000532;270000185;7;2555;205;0;2187;;;0;0;0;;;0;0;0;7;2555;205;0;2187;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;270000862;270000953;35;12775;878;15;5209;71;25915;2477;31;7384;;;0;0;0;106;38690;3355;46;12593;;0;;;0;7;3718;;0;;;7;3718;;;0;;;;;;;;;;;;;;;;
MCO;2013;280000084;280000183;267;96058;12440;864;84018;69;21861;3646;288;17195;36;13132;2363;54;9879;372;131051;18449;1206;111092;21;1074;;;2708;9;2327;7;825;;;37;4226;;;2708;1;1;1;1;1;1;1;1;0;12;29;27;;72259;18548;496
MCO;2013;280000100;280000225;15;5475;182;1;3651;;;0;0;0;;;0;0;0;15;5475;182;1;3651;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;1;0;0;0;0;;15;;;102;;
MCO;2013;280000159;280000068;10;3650;447;20;2786;77;28105;3771;229;11928;;;0;0;0;87;31755;4218;249;14714;3;0;;;845;16;4748;;0;;;19;4748;;;845;;;;;;;;;;;;;;;;
MCO;2013;280000449;280000464;39;14235;1848;353;8552;;;0;0;0;;;0;0;0;39;14235;1848;353;8552;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;280000662;280500075;109;39785;4215;475;28840;;;0;0;0;15;5475;970;263;2592;124;45260;5185;738;31432;8;322;;;513;2;443;;0;;;10;765;;;513;1;0;0;0;0;1;1;1;0;;;;;20794;4042;119
MCO;2013;280502998;280000589;60;21900;3367;612;20046;;;0;0;0;;;0;0;0;60;21900;3367;612;20046;;0;;;78;7;1853;;0;;;7;1853;;;78;1;0;1;0;1;1;1;0;1;100;65;;90;15987;7;
MCO;2013;280504267;280000134;392;141728;17209;1056;111323;78;27124;3832;200;19441;59;21563;4751;546;17523;529;190415;25792;1802;148287;48;2164;0;;15312;10;1866;0;0;0;;58;4030;0;;15312;1;0;1;1;1;1;1;1;1;55;47;30;42;101588;29652;961
MCO;2013;280504689;280001025;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;562;;;12427;;0;;0;;;;562;;;12427;;;;;;;;;;;;;;;;
MCO;2013;280505777;280001199;40;14600;1843;96;13047;91;33215;3623;93;10180;15;5475;52;52;0;146;53290;5518;241;23227;7;0;;;2004;21;6211;;0;;;28;6211;;;2004;;;;;;;;;;;;;;;;
MCO;2013;290000025;290020700;357;128694;17816;1571;110923;98;35042;5845;744;24146;49;17885;4166;265;16277;504;181621;27827;2580;151346;28;3646;0;0;38803;18;2882;0;660;0;0;46;7188;0;0;38803;1;1;1;1;1;1;1;1;1;;;;;170785;84174;12734
MCO;2013;290000033;290021542;226;80449;11499;805;67219;59;21361;3456;226;16109;24;8760;1097;187;4256;309;110570;16052;1218;87584;15;445;;;4012;10;1389;0;1;;;25;1835;;;4012;1;1;1;1;1;1;1;1;1;70;23;46;136;48476;23236;3091
MCO;2013;290000058;290000017;163;56555;7722;22;43186;38;13870;3167;190;9133;67;24455;3457;2;17747;268;94880;14346;214;70066;22;2212;;;31988;16;2709;7;1320;;;45;6241;;;31988;1;1;1;1;1;1;0;1;1;;;120;130;143032;28554;20131
MCO;2013;290000066;290020700;48;16780;1359;6;15308;;;0;0;0;;;0;0;0;48;16780;1359;6;15308;2;188;;;456;;0;;0;;;2;188;;;456;0;1;0;1;0;1;1;1;1;;;;;24916;3719;0
MCO;2013;290000140;290000447;41;14965;1301;7;10532;111;40515;5270;402;18720;23;8395;1400;77;5306;175;63875;7971;486;34558;14;1491;;;5951;22;6390;;1206;;;36;9087;;;5951;;;;;;;;;;;;;;;;
MCO;2013;290000173;290000041;52;18296;2742;176;16073;32;11452;1413;93;8259;18;6570;839;71;3187;102;36318;4994;340;27519;6;495;;;699;4;764;1;143;;;11;1402;;;699;1;0;0;1;0;0;1;1;0;;;;;26164;8749;118
MCO;2013;290000181;290000074;95;34675;4704;566;31600;16;4710;634;26;2133;0;0;0;0;0;111;39385;5338;592;33733;18;914;0;0;1501;4;1380;0;0;;;22;2294;0;0;1501;1;1;1;1;1;1;1;1;1;58;31;;62;15398;1932;0
MCO;2013;290000207;290000520;5;1825;493;3;2490;77;24465;3302;67;13256;0;0;0;0;0;82;26290;3795;70;15746;5;24;;;719;34;7464;0;0;;;39;7488;;;719;;;;;;;;;;;;;;;;
MCO;2013;290000215;290029974;10;3650;359;0;3034;99;30690;4937;24;17433;;;0;0;0;109;34340;5296;24;20467;;0;;;105;37;7080;;0;;;37;7080;;;105;;;;;;;;;;;;;;;;
MCO;2013;290000256;290000017;81;29561;2961;131;28174;34;12410;1531;169;7980;12;4380;466;1;1858;127;46351;4958;301;38012;0;11;;;62;3;281;0;169;;;3;461;;;62;1;0;0;1;1;1;0;0;1;;100;20;80;17863;4147;
MCO;2013;290000272;290000090;5;1670;107;0;1629;;;0;0;0;;;0;0;0;5;1670;107;0;1629;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;290000322;290000108;15;4704;261;2;4816;;;0;0;0;;;0;0;0;15;4704;261;2;4816;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;290000389;290000116;10;3650;145;4;3330;;;0;0;0;;;0;0;0;10;3650;145;4;3330;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;290000728;750821092;103;30813;1289;270;4314;51;17577;5772;243;34934;;;0;0;0;154;48390;7061;513;39248;8;805;;;796;8;1244;;0;;;16;2049;;;796;1;1;1;1;1;0;1;1;1;94;89;;98;44211;31138;5030
MCO;2013;290000785;220020739;84;30660;3805;280;27679;36;13140;1811;463;6941;;;0;0;0;120;43800;5616;743;34620;2;96;;;558;7;1080;;0;;;9;1176;;;558;1;1;1;1;1;0;0;0;;;;;;;;
MCO;2013;290000850;330031089;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;16;441;;;5246;;0;;0;;;16;441;;;5246;;;;;;;;;;;;;;;;
MCO;2013;290000934;290000306;97;35405;5561;448;34322;;;0;0;0;;;0;0;0;97;35405;5561;448;34322;5;593;;;189;;0;;0;;;5;593;;;189;1;0;1;1;1;0;1;0;0;50;10;;;758;7420;0
MCO;2013;290001015;290000751;32;11680;398;2;7813;;;0;0;0;;;0;0;0;32;11680;398;2;7813;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;;;;
MCO;2013;290004142;290022508;7;2555;587;1;3987;66;24090;3440;55;12482;;;0;0;0;73;26645;4027;56;16469;2;319;;;92;10;5468;;0;;;12;5787;;;92;0;1;0;1;0;0;1;0;0;;;;;1391;;
MCO;2013;290004324;290000017;401;144885;22514;1427;135491;223;81383;9545;335;64821;;;0;0;0;624;226268;32059;1762;200312;46;5046;;;10690;12;1142;;0;;;58;6188;;;10690;1;0;1;1;1;0;1;1;0;60;100;;;98308;18598;
MCO;2013;290005131;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;593;;;6632;;0;;0;;;;593;;;6632;;;;;;;;;;;;;;;;
MCO;2013;290019777;290022508;21;7665;1245;209;5177;108;39420;8786;94;30189;45;16425;2290;48;10409;174;63510;12321;351;45775;;355;;;65;22;9248;;0;;;22;9603;;;65;;;;;;;;;;;;;;;;
MCO;2013;290023431;290001049;4;1460;218;2;1796;67;24455;2810;58;9027;;;0;0;0;71;25915;3028;60;10823;4;0;;;890;6;3934;;0;;;10;3934;;;890;;;;;;;;;;;;;;;;
MCO;2013;290023779;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;331;;;3648;;0;;0;;;;331;;;3648;;;;;;;;;;;;;;;;
MCO;2013;290029669;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;582;;;6369;;0;;0;;;;582;;;6369;;;;;;;;;;;;;;;;
MCO;2013;290032028;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;519;;;6111;;0;;0;;;;519;;;6111;;;;;;;;;;;;;;;;
MCO;2013;290032655;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;57;;;668;;0;;0;;;;57;;;668;;;;;;;;;;;;;;;;
MCO;2013;290032713;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;253;;;2907;;0;;0;;;;253;;;2907;;;;;;;;;;;;;;;;
MCO;2013;2A0000022;2A0000014;108;41066;10560;1129;51869;59;24201;2852;109;13403;29;11293;2609;605;7787;196;76560;16021;1843;73059;2;153;;;10723;4;758;;0;;;6;911;;;10723;1;1;1;1;1;1;1;1;1;;20;;60;44718;3964;196
MCO;2013;2A0000097;2A0000063;15;5475;1010;35;4079;5;1825;268;266;6;;;0;0;0;20;7300;1278;301;4085;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;2A0000139;2A0000063;17;6205;1019;144;4555;54;19710;2881;113;11497;;;0;0;0;71;25915;3900;257;16052;12;3721;;;38;15;4869;;0;;;27;8590;;;38;;;;;;;;;;;;;;;;
MCO;2013;2A0000154;2A0000204;24;8760;1330;230;7273;36;13140;1679;157;6864;8;2920;359;29;1336;68;24820;3368;416;15473;1;935;;;4655;3;2331;;0;;;4;3266;;;4655;;;;;;;;;;;;;;;;
MCO;2013;2A0000212;2A0000170;8;1256;43;1;667;;;0;0;0;;;0;0;0;8;1256;43;1;667;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;2A0000287;2A0000386;21;7665;837;6;5000;;;0;0;0;;;0;0;0;21;7665;837;6;5000;9;17;;;14247;;0;;0;;;9;17;;;14247;;;;;;;;;;;;;;4281;1205;
MCO;2013;2A0002614;2A0002606;5;1825;164;5;1382;;;0;0;0;;;0;0;0;5;1825;164;5;1382;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;4842;3524;
MCO;2013;2B0000012;2B0000020;174;63510;9148;956;49819;79;25861;3194;177;17959;24;8760;1804;381;7021;277;98131;14146;1514;74799;23;75;0;0;12459;6;1334;;0;0;0;29;1409;0;0;12459;1;0;1;1;1;1;1;0;1;;;;;54304;41414;1952
MCO;2013;2B0000038;2B0004246;20;7300;491;0;6038;;;0;0;0;;;0;0;0;20;7300;491;0;6038;2;47;;;551;;0;;0;;;2;47;;;551;;;;;;;;;;;;;;;;
MCO;2013;2B0000079;2B0000046;;;0;0;0;23;8395;4044;3685;507;;;0;0;0;23;8395;4044;3685;507;;0;;;2;4;0;;0;;;4;0;;;2;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;2B0000145;2B0000053;18;6570;2503;0;12360;63;22995;2101;0;9878;16;5840;511;0;2653;97;35405;5115;0;24891;10;108;;;4875;12;5398;0;187;;;22;5693;;;4875;;;;;;;;;;;;;;;;
MCO;2013;2B0000160;2B0000087;10;3650;287;54;751;47;17155;959;5;4175;;;0;0;0;57;20805;1246;59;4926;;0;;;0;4;2559;;0;;;4;2559;;;0;;;;;;;;;;;;;;;;
MCO;2013;2B0000392;2B0000129;22;8030;1398;0;5370;36;13140;2188;0;8730;;;0;0;0;58;21170;3586;0;14100;4;1729;;;2;4;646;;0;;;8;2375;;;2;;;;;;;;;;;;;;;;
MCO;2013;2B0005359;2B0005342;8;2920;1377;489;2843;0;;0;0;0;0;;0;0;0;8;2920;1377;489;2843;0;0;;;3;0;0;0;0;;;0;0;;;3;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;300000023;300780046;198;70170;10059;1072;57587;43;15695;2553;111;13228;30;10950;2181;96;8005;271;96815;14793;1279;78820;6;404;0;0;6142;12;2547;1;486;0;0;19;3437;0;0;6142;1;0;1;1;0;1;1;0;1;;;;;61035;14510;
MCO;2013;300000031;300780053;92;33580;6192;607;29831;58;21170;2728;235;11617;29;10585;1712;178;6773;179;65335;10632;1020;48221;11;806;;;1794;7;1453;1;226;;;19;2485;;;1794;1;0;1;1;1;1;1;1;1;;;;;34447;15581;
MCO;2013;300000056;300780079;5;1825;72;1;1779;;;0;0;0;;;0;0;0;5;1825;72;1;1779;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;300000064;300780087;10;3650;235;2;3381;;;0;0;0;;;0;0;0;10;3650;235;2;3381;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;300000072;300780095;21;7665;291;2;4900;0;;0;0;0;0;;0;0;0;21;7665;291;2;4900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;300000478;300781010;11;4015;399;5;3542;;;0;0;0;;;0;0;0;11;4015;399;5;3542;1;38;;;0;;0;;0;;;1;38;;;0;0;0;0;0;0;0;1;1;0;;;;;850;2692;
MCO;2013;300002508;300000213;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;4269;0;52;;;15;4321;;;0;0;0;0;0;0;0;0;0;0;;;;;258;0;0
MCO;2013;300002805;300780038;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;4549;;;0;;0;;0;;;5;4549;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;300007119;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;2783;;;8762;;0;;0;;;;2783;;;8762;;;;;;;;;;;;;;;;
MCO;2013;300008588;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;38;1557;;;18521;;0;;0;;;38;1557;;;18521;;;;;;;;;;;;;;;;
MCO;2013;300008638;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;16;393;;;4521;;0;;0;;;16;393;;;4521;;;;;;;;;;;;;;;;
MCO;2013;300780137;920028396;64;23360;2764;86;15204;74;27010;3348;35;15225;;;0;0;0;138;50370;6112;121;30429;;0;;;94;40;6402;1;56;;;41;6458;;;94;;;;;;;;;;;;;;;;
MCO;2013;300780152;300000114;83;30295;4408;9;25973;125;45625;8281;97;42721;;;0;0;0;208;75920;12689;106;68694;4;630;;;115;21;4090;;0;;;25;4720;;;115;;;;;;;;;;;;;;;;
MCO;2013;300780228;300000155;;;0;0;0;50;18250;3824;2964;2759;;;0;0;0;50;18250;3824;2964;2759;;0;;;0;7;0;;0;;;7;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;300780285;300000726;24;8760;1289;86;6804;;;0;0;0;;;0;0;0;24;8760;1289;86;6804;8;0;;;6506;;0;;0;;;8;0;;;6506;;;;;;;;;;;;;;;;
MCO;2013;300781465;300000726;;;64;0;847;86;30190;4746;300;16701;25;8760;1422;108;5202;111;38950;6232;408;22750;;0;;;0;22;5240;0;239;;;22;5479;;;0;;;;;;;;;;;;;;;;
MCO;2013;300782117;300780038;499;182135;21855;858;161920;234;85410;11600;459;57363;60;21900;4518;594;19695;793;289445;37973;1911;238978;62;10764;;;37172;20;3640;15;1343;;;97;15747;;;37172;1;1;1;1;1;1;1;1;1;;;;;309876;115909;56456
MCO;2013;300782141;300780038;10;3650;303;2;3311;;;0;0;0;;;0;0;0;10;3650;303;2;3311;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;742;;
MCO;2013;300787421;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1009;;;6802;;0;;0;;;;1009;;;6802;;;;;;;;;;;;;;;;
MCO;2013;300788502;300788486;33;12045;9489;7062;9202;144;52560;7591;412;28914;35;12775;1917;65;8290;212;77380;18997;7539;46406;6;1;;;368;47;5676;2;372;;;55;6049;;;368;;;;;;;;;;;;;;;;
MCO;2013;310000310;310780671;112;39895;6066;622;38297;;;0;0;0;;;0;0;0;112;39895;6066;622;38297;10;161;0;0;1737;;0;;0;;;10;161;0;0;1737;1;1;1;1;1;0;1;0;0;;;;;19899;5283;
MCO;2013;310000336;310780713;10;3650;169;3;2200;;;0;0;0;;;0;0;0;10;3650;169;3;2200;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;310009279;310780671;0;0;129;4;237;50;17510;2116;33;9672;14;5110;1005;241;3423;64;22620;3250;278;13332;;0;;;0;15;3884;1;0;0;;16;3884;0;;0;0;0;0;1;0;1;0;0;0;;;;;17160;1561;
MCO;2013;310013628;310786256;15;5475;391;2;4606;0;;0;0;0;0;;0;0;0;15;5475;391;2;4606;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;310016977;310781406;202;68575;12208;2792;57080;44;15324;3479;86;13076;127;44527;11641;671;53304;373;128426;27328;3549;123460;51;10796;10;288;3078;21;4332;13;3067;;;85;18195;10;288;3078;1;0;1;1;0;1;1;0;1;;;;;118277;50904;1682
MCO;2013;310019351;310781406;103;33253;5656;24;28998;37;12586;2731;16;9923;;;0;0;0;140;45839;8387;40;38921;72;5705;3;583;21901;5;1210;;0;;;77;6915;3;583;21901;0;1;1;0;0;0;1;0;0;;;;;44693;8635;
MCO;2013;310780085;310000021;;;0;0;0;20;7300;1646;25;1724;;;0;0;0;20;7300;1646;25;1724;;0;;;0;19;5143;;0;;;19;5143;;;0;;;;;;;;;;;;;;;;
MCO;2013;310780101;310000039;22;8030;3367;143;13020;126;45990;7975;736;25756;55;20075;1275;307;4781;203;74095;12617;1186;43557;7;1;;;3515;20;15532;;0;;;27;15533;;;3515;;;;;;;;;;;;;;;;
MCO;2013;310780135;310000054;15;5475;2167;84;8398;77;28105;3090;39;10652;51;17155;7118;110;28072;143;50735;12375;233;47122;7;2567;;;0;12;4308;7;1495;;;26;8370;;;0;;;;;;;;;;;;;;;;
MCO;2013;310780150;310788799;10;3650;750;9;2094;97;35405;8213;12;22452;;;0;0;0;107;39055;8963;21;24546;;0;;;99;45;9410;;0;;;45;9410;;;99;;;;;;;;;;;;;;;;
MCO;2013;310780259;310000096;245;89425;16137;145;76945;87;31755;5181;250;23508;;;0;0;0;332;121180;21318;395;100453;56;4452;;;13217;14;5503;;0;;;70;9955;;;13217;;;;;;;;;;;;;;;;
MCO;2013;310780283;310000112;74;27010;7680;83;33100;228;83220;12716;106;55760;35;12775;1838;65;7200;337;123005;22234;254;96060;11;6548;;;3918;44;10658;0;671;;;55;17877;;;3918;;;;;;;;;;;;;;;;
MCO;2013;310780309;310000120;47;17155;3518;24;15905;81;25394;4034;374;11656;1;365;157;2;558;129;42914;7709;400;28119;8;780;;;252;22;6846;1;102;;;31;7728;;;252;;;;;;;;;;;;;;;;
MCO;2013;310780366;310000153;45;16425;1237;25;13779;;;0;0;0;;;0;0;0;45;16425;1237;25;13779;;0;0;0;0;2;967;;0;;;2;967;0;0;0;;;;;;;;;;;;;;;;
MCO;2013;310780374;310000161;0;2715;163;0;2782;;;0;0;0;;;0;0;0;0;2715;163;0;2782;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;310780382;310000179;43;15695;1911;20;10413;98;35770;7161;328;26645;69;25185;6378;670;26978;210;76650;15450;1018;64036;;0;;;86;15;7656;;0;;;15;7656;;;86;;;;;;;;;;;;;;;;
MCO;2013;310781000;310788880;129;47085;7091;327;41041;180;65700;10923;79;43964;;;261;1;926;309;112785;18275;407;85931;6;241;;;2916;23;15914;;17;;;29;16172;;;2916;;;;;;;;;;;;;;;;
MCO;2013;310781067;310788898;51;18615;2728;472;15242;33;12045;1672;63;8182;39;14235;2693;65;11304;123;44895;7093;600;34728;5;368;;;859;9;1955;4;1082;;;18;3405;;;859;1;0;1;1;0;1;1;0;1;;;;;61600;13280;
MCO;2013;310781505;310000492;61;22265;3907;546;18388;81;29565;6461;0;28336;20;7300;542;9;2564;162;59130;10910;555;49288;11;4259;;;3345;12;4522;0;241;;;23;9022;;;3345;;;;;;;;;;;;;;;;
MCO;2013;310781695;750043994;52;18980;1286;9;17460;;;0;0;0;;;0;0;0;52;18980;1286;9;17460;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;310782016;310000617;36;12480;1320;18;10373;;;0;0;0;;;0;0;0;36;12480;1320;18;10373;;0;;;38214;;0;;0;;;;0;;;38214;;;;;;;;;;;;;;;;
MCO;2013;310782339;310781406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;;;;;316;81;
MCO;2013;310782347;310789136;86;29656;4392;46;20557;42;13260;1807;28;8666;;;0;0;0;128;42916;6199;74;29223;33;217;;;60297;5;1471;;0;;;38;1688;;;60297;0;1;0;0;0;0;0;0;0;;;;;45576;;1906
MCO;2013;310783048;310781406;409;127605;27213;4609;125638;221;72001;11770;265;56282;;;0;0;0;630;199606;38983;4874;181920;66;5579;;;19525;17;4965;;0;;;83;10544;;;19525;0;;;1;1;0;;1;1;;;;;166335;87268;1807
MCO;2013;310783055;310781406;500;165508;28176;3283;142080;294;93724;13963;526;75069;;;0;0;0;794;259232;42139;3809;217149;68;10894;5;775;6154;24;5047;;0;;;92;15941;5;775;6154;1;0;1;1;1;0;0;0;1;;;;;135730;55324;38319
MCO;2013;310783063;310781406;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;706;;;0;;0;;0;;;4;706;;;0;0;1;0;0;0;0;0;0;0;;;;;5739;3216;
MCO;2013;310786389;310001433;5;1825;193;0;1060;;;0;0;0;;;0;0;0;5;1825;193;0;1060;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;310787304;310781406;70;24828;2467;8;23910;;;0;0;0;;;0;0;0;70;24828;2467;8;23910;9;2504;;;4;;0;;0;;;9;2504;;;4;0;0;0;0;0;0;0;0;0;;;;;6363;145;
MCO;2013;310794417;310002712;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1368;;;16512;;0;;0;;;;1368;;;16512;;;;;;;;;;;;;;;;
MCO;2013;320000086;320780117;201;69941;10411;1037;53959;42;15330;2036;83;12088;33;12045;1755;219;6549;276;97316;14202;1339;72596;21;50;;;7790;7;1485;1;240;;;29;1775;;;7790;1;1;1;1;1;1;1;1;1;;;;;46414;8443;
MCO;2013;320000102;320780133;20;7300;998;170;6841;;;0;0;0;;;0;0;0;20;7300;998;170;6841;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;320000110;320004310;28;8655;533;7;8423;;;0;0;0;;;0;0;0;28;8655;533;7;8423;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;320000128;320780158;15;5475;355;1;3879;;;0;0;0;;;0;0;0;15;5475;355;1;3879;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;320000144;320780174;28;10220;629;5;8965;;;0;0;0;;;0;0;0;28;10220;629;5;8965;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;320000151;320780182;15;1507;147;1;1507;;;0;0;0;;;0;0;0;15;1507;147;1;1507;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;320000177;320780208;10;3650;269;53;2467;;;0;0;0;;;0;0;0;10;3650;269;53;2467;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;320780067;320000052;10;3650;227;2;418;42;15330;7225;4605;10249;;;46;46;0;52;18980;7498;4653;10667;;0;;;8;12;0;;0;;;12;0;;;8;;;;;;;;;;;;;;;;
MCO;2013;330000217;330780347;12;4380;233;4;2838;;;0;0;0;;;0;0;0;12;4380;233;4;2838;3;104;0;;0;;0;;0;;;3;104;0;;0;;;;;;;;;;;;;;;;
MCO;2013;330000332;330780545;70;24960;2683;15;22371;;;0;0;0;;;0;0;0;70;24960;2683;15;22371;8;840;;;697;;0;;0;;;8;840;;;697;1;1;1;1;0;0;1;1;1;40;;;;14930;1332;
MCO;2013;330000340;330780552;78;28470;2150;38;23111;61;22265;3539;98;13523;45;15950;5397;189;19537;184;66685;11086;325;56171;26;3416;2;154;2423;17;3171;9;1359;0;0;52;7946;2;154;2423;1;1;;1;;1;;1;;;;;;94197;5879;
MCO;2013;330000555;330781204;102;36240;5908;505;29783;40;14420;1778;64;11871;22;8030;1631;274;5256;164;58690;9317;843;46910;4;508;;;445;8;296;;480;;;12;1284;;;445;1;0;0;1;1;1;0;0;0;;40;15;;30351;9317;
MCO;2013;330000571;330781220;43;15695;4598;1550;20753;28;10220;1412;65;6917;15;5475;912;206;2456;86;31390;6922;1821;30126;3;38;0;0;313;7;2851;0;0;0;0;10;2889;0;0;313;1;1;1;1;1;1;1;1;0;63;;15;;37827;11615;943
MCO;2013;330000589;330027509;68;24820;4709;1037;24064;40;19241;1660;86;11350;18;6570;1428;149;4489;126;50631;7797;1272;39903;3;40;;;405;5;850;0;297;;;8;1187;;;405;0;0;0;0;0;0;0;0;0;;;;;38088;4133;
MCO;2013;330000597;330027509;37;10950;1007;18;10648;;;0;0;0;;;0;0;0;37;10950;1007;18;10648;3;349;;;20;;0;;5;;;3;354;;;20;0;0;0;0;0;;0;0;0;;;;;;;
MCO;2013;330000605;330781253;363;129645;19302;1700;120195;154;54090;7563;1101;37442;36;13140;3057;633;9572;553;196875;29922;3434;167209;23;2695;1;95;27400;12;2879;;0;;;35;5574;1;95;27400;1;1;1;1;1;1;1;1;1;;;;;146791;168256;38257
MCO;2013;330000613;330781261;39;14235;1703;75;12291;;;0;0;0;;;0;0;0;39;14235;1703;75;12291;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;0;0;1;1;0;27;;;;2284;1683;
MCO;2013;330000621;330781279;4;1460;22;0;243;;;0;0;0;;;0;0;0;4;1460;22;0;243;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;330000662;330781329;100;36500;4853;8;23513;54;19710;2957;0;12672;0;0;0;0;0;154;56210;7810;8;36185;25;1296;0;0;46165;4;1132;0;0;0;0;29;2428;0;0;46165;0;0;0;1;0;0;1;0;0;;;;;45943;7300;2151
MCO;2013;330017989;330000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1288;;;14601;;0;;0;;;;1288;;;14601;;;;;;;;;;;;;;;;
MCO;2013;330780040;330000027;4;1460;916;4;936;55;20075;2332;12;8372;;;0;0;0;59;21535;3248;16;9308;;0;;;1;3;1183;;0;;;3;1183;;;1;;;;;;;;;;;;;;2085;;
MCO;2013;330780073;330055930;;;0;0;0;43;8901;567;567;0;;;0;0;0;43;8901;567;567;0;;0;;;0;3;0;;0;;;3;0;;;0;;;;;;;;;;;;;;;;
