BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;440041580;440041572;0;0;0;2277;544;10506;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440048700;490017258;1;0;1;318;318;1;1;;;;318;0;318;0;58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;0;0;318;0;0;0;0;0;0;0;0;0;0;;;;1;;0.4;;;;;;;;;;1;;;;;0.5
CANCERO;2013;440048718;440006377;1;0;1;1021;1021;3;1;;;;1021;0;1021;0;221;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1042;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0.26;0.13;4;;;;3;1;;;;0;1.07;;;;0.43
CANCERO;2013;440050433;440041895;1;1;1;25821;25184;38535;1;;;;7301;0;7050;0;968;0;1;0;2;0;0;707;17324;1;0;0;745;0;3;3;15;2;4;0;;;1;;;3.2;3.25;14.23;2;2.99;30;24;0;0;848;7067;0;0;0;2;0;0;10248;0;0;0;2;2;2;;3.7;2;25;20;;;11;1;4;;;4;18.58;19.11;;;11.88
CANCERO;2013;450000021;450000088;1;1;0;961;460;2375;1;;;;435;0;387;0;54;0;30;0;;;;0;0;13;0;0;13;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450000047;450000096;1;0;0;69;66;12;0;450000237;;;68;;64;;2;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450000062;450000104;1;0;0;5790;5156;7046;1;;;;5443;;5128;;565;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450000070;450000112;1;0;0;259;258;53;0;450000062;;;260;;258;;21;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450000237;450000534;1;0;1;2688;2586;2586;1;;;;2422;0;2421;0;256;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;2586;0;0;0;0;0;0;0;0;0;0;;;2;2;0.4;0.4;1;;1;;;3;;1;;;1.62;;0.13;;
CANCERO;2013;450000245;450000542;1;0;1;1873;1311;3544;0;450000088;;;1208;0;1202;0;165;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1196;0;0;0;0;0;0;0;0;0;0;;;2;;0.62;;;;;;;4;;;;;1.05;;;;
CANCERO;2013;450002613;450000088;1;1;1;33510;30630;63736;1;;;;12625;0;10689;0;1480;0;1;0;3;0;6;997;18852;342;0;93;957;92;5;;16;;36;0;2;;5;;4;4.8;;19.13;;38.86;46;20;;;1950;9326;0;0;3;1;0;0;12756;0;17;0;9;;0;;6.05;;21;21;;1;12;2;3;;;3;20.78;14.53;;0.25;7.11
CANCERO;2013;450013719;450011150;1;0;0;16;0;70;0;280000134;;;0;15;0;15;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450013818;330057597;1;0;0;300;300;670;1;;;;24;;0;;2;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450014048;450011150;1;0;0;5;0;36;0;280000134;;;0;5;0;9;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450018460;330057597;1;0;0;197;197;424;1;;;;16;;0;;3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450018528;450011150;1;0;0;5;0;62;0;280000134;;;0;5;0;13;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;450019336;450018478;1;1;0;17907;17907;251;0;450000062;;;;;;;;;;;2;0;0;767;17907;0;0;0;772;0;2;2;8;;7;0;1;;1;1;;2.8;2;8.5;0.5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;460000045;460780083;1;0;0;176;65;1126;0;460006109;;;0;;0;;10;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;460000110;460780216;1;0;0;2328;1777;3147;1;;;;1963;20;1753;20;269;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;460006075;460006067;1;0;1;700;700;156;0;120780044;;;700;0;700;0;95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;700;0;0;0;0;0;0;0;0;0;0;;;1;2;0.2;0.4;;;;;;2;;1;1;1;1.6;;0.1;0.1;0.3
CANCERO;2013;470000027;470014069;0;0;0;1085;127;7298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;470000159;470014069;1;0;1;5906;5906;0;1;;;;5906;0;5906;0;761;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;5906;0;0;0;0;0;0;0;0;0;0;3;;;2;3;0.5;4;;;;1;;;;1;;4;;;0.26;1
CANCERO;2013;470000423;470000316;1;0;0;2676;1311;6269;1;;;;2571;0;1294;0;330;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;470000431;470000324;1;0;0;1744;1575;2075;1;;;;1635;;1495;;205;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;470000480;470001660;1;0;0;447;303;913;0;470000159;;;396;;301;;59;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;470010349;470010331;1;1;0;0;0;0;1;;;;;;;;;;;;2;0;;1899;8290;;0;;1052;0;2;4;12;1;12;;;2;;;;2;3.4;12;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;480000017;480780097;1;0;1;1031;907;1713;1;;;;866;;901;;15;;934;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;5;;;216;167;0;0;2;0;0;0;1346;0;7;0;1;;;;0.5;;2;1;;;;;;1;;;2;1;0.5;;
CANCERO;2013;490000049;490000031;1;1;1;10137;7032;30599;1;;;;7809;0;6143;0;1149;0;104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;40;8;0;0;1545;7207;0;0;392;1359;0;0;11786;0;2547;0;1;13;0;4;1;11.75;47;33;1;0;15;17;6;1;0;2;58.81;35.25;1;0;16.02
CANCERO;2013;490000155;490017258;1;1;1;58823;56091;78844;1;;;;15324;0;13509;0;1917;0;0;0;4;0;5;1937;40094;402;199;177;1931;239;7;4;19;1;4;0;2;1;12;2;2;6.92;3.85;20.32;2.28;4.29;42;30;26;4;2575;14076;1404;2211;6;0;0;0;9346;5418;17;0;9;25;5;14;10.59;24.42;67;49;1;1;9;49;20;2;3;4;76.83;46.25;2.16;1.96;8.7
CANCERO;2013;490000262;490000171;1;0;1;1576;1213;2261;1;;;;1323;0;1137;0;192;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;1323;;;;192;;;;;;;;;;6;;1.2;3;;;;;2;;2;;;3;;0.2;;
CANCERO;2013;490000312;490012176;1;0;0;96;96;398;0;490000155;;;0;87;0;87;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;490000635;490000676;1;0;1;3256;2688;5047;1;;;;2777;;2493;;357;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3375;0;0;0;3;0;0;0;0;0;0;2;7;;;0.98;1.2;4;1;;;4;2;;;;3;5.33;0.86;;;5.9
CANCERO;2013;490001765;490528452;1;0;1;1096;1003;571;1;;;;941;;870;;142;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1214;0;0;0;0;0;0;0;0;0;0;2;;;;0.95;;2;;;;;1;;;;;2.5;;;;
CANCERO;2013;490002037;490000890;1;0;1;3749;2872;6275;1;;;;2952;0;2683;0;303;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;0;2842;0;0;0;0;0;0;0;0;0;0;1;;;;1;;4;;;;;;;;;;3.91;;;;
CANCERO;2013;490007929;490000627;0;0;0;361;142;2228;0;;;;108;0;108;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;490014909;490008109;0;0;0;1697;409;10673;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;490016334;490016326;1;0;0;53;0;1056;1;;;;0;6;0;12;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500000021;500000054;1;0;0;336;76;2417;1;;;;82;0;73;0;23;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500000146;500000500;1;0;1;3413;3007;3545;1;;;;2941;0;2865;0;398;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;19;13;;;96;2859;0;0;0;1;0;0;1438;0;0;0;1;;2;;1.5;;7;7;;;;6;2;1;1;;9.53;8.01;0.6;0.2;
CANCERO;2013;500000187;500000013;1;1;1;12642;12039;34325;1;;;;4196;0;3747;0;583;0;5;0;1;0;;371;7864;112;0;0;358;0;2;2;4;1;5;0;1;;8;;4;2.5;2;9.31;1;4.95;14;6;;;781;3982;0;0;0;0;0;0;3807;0;0;0;2;;4;;3.7;;;;;;;;;;;;;;;;
CANCERO;2013;500000203;500000542;0;0;0;389;138;1823;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500000260;500000054;1;0;0;547;419;577;1;;;;520;0;406;0;89;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500000450;500000112;1;0;0;1575;1355;2143;1;;;;1446;15;1343;36;172;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500002357;500002233;0;0;0;789;205;2855;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500021274;140000159;1;0;0;2;0;138;0;;;;0;2;0;6;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;500021449;500018296;0;1;0;11091;11091;253;0;;;;;;;;;;;;2;0;0;54;9937;1154;0;0;519;0;2;2;5;2;6;0;0;0;2;0;0;2;2;6.3;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;510000185;510000532;1;1;1;18479;16233;21651;1;;;;14289;0;16067;0;1756;0;0;0;;;3;0;0;32;0;48;31;38;;;;;;0;;;;;;;;;;;;30;;;0;14207;0;0;0;36;0;0;0;0;0;0;;;;;;;24;16;1;1;;3;;;;;26.5;15.5;0.8;0.75;
CANCERO;2013;510000193;510000557;0;0;0;589;195;2984;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;510000227;510000565;1;0;1;1062;984;461;0;510018559;;;962;0;958;0;113;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;955;0;0;0;0;0;0;0;0;0;0;;;2;;0.4;;1;;;;;;;;;;1;;;;
CANCERO;2013;510000235;510000060;1;0;1;677;519;1305;0;510000029;510000185;510000516;600;;515;;87;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;451;;;;0;;;;;;;;1;;;;0.3;2;;;;;1;;;;;1.74;;;;
CANCERO;2013;510000516;510000136;1;1;1;34316;32435;56601;1;;;;7957;0;6935;0;1103;0;1;0;3;0;6;1340;23838;272;202;23;1294;97;3;4;16;2;6;11;0;0;1;0;3;3;4;16.5;2;7.9;60;17;18;4;2221;8646;1181;492;8;16;4;0;13949;3569;43;12;5;2;4;3;7.3;3.15;53;38;2;1;;9;4;0;1;;56.3;40.5;2;1.8;
CANCERO;2013;510002447;510000029;1;0;1;9273;7365;17121;1;;;;8269;0;7401;0;965;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;0;8320;0;0;0;14;0;0;0;0;0;0;0;5;0;1;0;1.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2013;510002470;510000029;1;0;1;817;633;1353;1;;;;784;0;624;0;1;0;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;310;1382;0;0;309;1359;0;0;1895;0;1894;0;0;17;0;3;0;5.4;6;1;0;0;7;7;1;1;0;10;10.5;1.8;0.25;0;13.6
CANCERO;2013;510004302;510000029;1;0;0;748;250;4302;1;;;;330;0;236;0;99;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;510012040;510000557;1;0;0;1228;1020;1095;1;;;;965;0;958;0;165;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;510022908;510018559;1;0;1;1156;957;2826;1;;;;968;;942;;116;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;848;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;510024490;510007081;0;1;0;;;;0;;;;;;;;;;;;3;0;3;2326;33438;3715;213;42;1905;178;5;4;16;2;2;;;;4;;;5;4;16.33;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;520000027;520780032;1;0;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;520000068;520780073;1;0;0;872;641;1874;1;;;;739;;624;;124;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;520004060;520003781;1;0;1;795;595;1681;1;;;;714;;589;;97;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;520004086;520003781;1;0;0;628;592;471;1;;;;618;;587;;71;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;520780180;520000100;1;0;1;1548;1325;1881;1;;;;1311;0;1296;0;149;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1229;0;0;0;0;0;0;0;0;0;0;;;2;;0.4;;2;;;;;1;;;;;2.1;;;;
CANCERO;2013;520780214;520000118;1;1;1;1961;1878;722;1;;;;1871;0;1848;0;191;0;0;0;1;0;0;334;4142;0;;;205;;1;;4;;1;;1;2;;;;1.1;1.99;4;;1;;14;;;0;1975;0;0;0;0;0;0;0;0;0;0;1;;1;;1.1;;2;;;;;1;;;;;2.2;;;;
CANCERO;2013;530000017;530000025;1;0;0;474;302;1742;0;490000155;;;326;0;288;0;52;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;530000264;530000371;1;0;1;1788;1570;2892;1;;;;1641;14;1563;19;194;9;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;;;90;2025;0;0;0;0;0;0;175;0;0;0;2;;1;;1;;;;;;;;;;;;;;;;
CANCERO;2013;530005628;720002294;0;1;0;0;0;0;;;;;;;;;;;;;2;0;0;627;13628;;;;527;;2;2;8;;1;;;;;;3;2;2;8;;2.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;530031962;530000975;1;0;1;5806;4659;6884;1;;;;5120;0;4621;0;617;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;4621;;;;;;;;;;;0;;4;;1;;3;;;;;2;;1;1;;4;;0.33;0.33;
CANCERO;2013;540000015;540023264;1;0;0;199;61;667;0;540002698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000023;540000049;0;0;0;71;8;577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000155;540000080;1;0;0;625;513;1083;0;540000486;;;518;;500;;64;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000163;540020112;0;0;0;92;24;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000296;540000106;1;0;0;22;0;655;0;;;;18;;0;;15;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000361;540003928;0;0;0;209;86;815;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540000478;540003449;1;0;1;1682;1362;3552;0;;;;1234;0;1232;0;162;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;1234;;;;;;;;;;;2;2;;1;2;2.3;4;;;;3;1;;2;1;;4.56;;0.72;0.34;3
CANCERO;2013;540000486;540000932;1;1;1;9061;8275;14497;1;;;;8924;0;8312;0;1106;0;0;0;;0;;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;24;;;0;6423;0;0;0;0;0;0;0;0;0;0;;;;;;;6;;;;3;2;;;;;6.56;;;;3
CANCERO;2013;540001070;540000767;1;0;0;600;525;739;1;;;;490;;481;;57;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540001096;570010181;1;0;0;203;151;472;1;;;;147;0;122;0;28;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540001138;540002078;1;0;0;2199;645;13083;1;;;;1264;0;630;0;242;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540001286;540003019;1;1;1;44014;40834;82724;1;;;;11094;;9475;;1483;;0;;5;0;9;1881;29015;733;299;160;1747;274;6;10;26;;10;35;10;2;8;;3;9.24;8.92;31.15;;12.27;94;29;52;5;3545;10980;2080;343;1;0;2;0;20074;9246;3;8;13;13;3;7;13.36;13.43;95;45;1;1;16;28;6;3;1;2;102.05;45.93;2.67;1.67;17.39
CANCERO;2013;540002698;540002078;1;0;0;14289;11354;32145;1;;;;11332;0;9575;0;1348;0;133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540010568;540010519;1;0;0;118;0;432;0;540003019;540023264;;0;28;0;34;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540013224;540000536;0;0;0;533;88;1835;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;540023256;540020963;0;1;0;1;1;1;0;;;;;;;;;;;;2;0;0;891;20325;0;0;0;864;0;2;0;7;2;3;0;1;3;3;0;3;2.62;2.6;9.1;2;5.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;550000012;550000020;1;0;0;2984;2332;5459;1;;;;2615;;2233;;287;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;550000434;550003354;1;0;1;1478;1364;863;1;;;;1467;5;1360;10;180;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;560000127;560023210;1;0;1;8026;6824;9879;1;;;;7130;0;6508;0;869;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;8;0;0;577;3903;0;0;0;0;0;0;5563;0;0;0;1;2;4;0;2.8;0.6;16;12;1;0;11;3;0;0;0;0;16.15;10.88;0.5;0;6.43
CANCERO;2013;560000135;560005746;1;1;1;34946;33096;12472;1;;;;10903;0;9670;0;1439;0;12;0;3;0;;954;22207;315;0;0;1007;0;4;4;19;;8;1;;;7;;3;1.27;4;24.1;;9.02;20;22;;;1274;8343;0;0;0;0;0;0;6006;0;0;0;2;4;1;;2.9;3.94;25;18;1;;14;11;7;;;5;18.56;12.67;0.27;;10.27
CANCERO;2013;560000143;560014748;1;0;1;1065;821;2354;0;560009839;;;834;;779;;122;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;821;0;0;0;0;0;0;0;0;0;0;;;2;;0.15;;;;;;;;;;;;;;;;
CANCERO;2013;560000192;560000044;1;0;1;373;283;792;0;560023210;;;269;6;260;11;41;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;260;0;0;0;0;0;0;0;0;0;0;;;;3;;0.3;2;;;;;;;;;;0.39;;;;
CANCERO;2013;560002511;560000689;1;0;0;1249;726;2770;0;560000135;;;139;0;139;0;20;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;560002933;560006074;0;0;0;926;334;4427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;560007510;560001307;1;0;0;1276;1030;1709;0;560003832;;;797;0;787;0;111;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;560008799;560013989;1;0;1;8291;6786;12388;1;;;;6664;40;6323;65;876;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;6328;0;0;0;0;0;0;0;0;0;0;2;4;;;2;4;12;6;;;;4;2;1;1;;14.7;7.6;0.7;0.5;
CANCERO;2013;560018038;560023178;0;1;0;0;0;0;0;;;;;;;;;;;;1;0;0;0;8284;;;;404;;1;1;2;0;0;;;;1;0;0;1;1;2.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;560023228;560023178;0;1;0;0;0;0;0;;;;;;;;;;;;2;0;1;2028;23194;;131;;892;47;3;1;13;3;6;0;;1;1;;3;3;1.4;13.4;3;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000059;570025254;1;0;0;504;378;1872;1;;;;347;0;352;0;52;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000083;570000729;0;0;0;123;75;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000091;750050759;1;0;1;2423;2302;939;1;;;;2422;0;2302;0;165;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2312;0;0;0;0;0;0;0;0;0;0;3;;;;3;;3;;;;1;1;;;;;2.8;;;;1
CANCERO;2013;570000117;570015099;1;0;0;105;11;919;1;;;;19;0;0;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;570000125;570015099;1;0;1;632;573;613;1;;;;631;0;568;0;77;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;66;616;0;0;0;0;0;0;126;0;0;0;;;1;;0.5;;1;;;;;2;;1;;;2.25;;0.15;;
CANCERO;2013;570000216;570010173;1;0;1;1175;912;3628;1;;;;976;0;903;0;123;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;762;0;0;0;0;0;0;0;0;0;0;;;1;2;0.2;0.33;2;;;;1;4;1;1;1;1;4.2;0.5;0.5;0.18;1.15
CANCERO;2013;570000281;570005165;1;0;0;562;326;1736;1;;;;545;0;326;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
