BOR;AN;FI;FI_EJ;EQUIPSSR;EQPL;EQAU
SSR2;2013;2A0000030;2A0000048;APTAUT;1;
SSR2;2013;2A0000030;2A0000048;EXPEQU;1;
SSR2;2013;2A0000030;2A0000048;EXPURO;;1
SSR2;2013;2A0000030;2A0000048;ISOCIN;1;
SSR2;2013;2A0000030;2A0000048;LABMAR;;1
SSR2;2013;2A0000030;2A0000048;PISCIN;1;
SSR2;2013;2A0000030;2A0000048;SIMESP;1;
SSR2;2013;2A0000030;2A0000048;STICON;;1
SSR2;2013;2A0000261;2A0000279;ISOCIN;1;
SSR2;2013;2A0002051;2A0000303;ISOCIN;1;
SSR2;2013;2A0002051;2A0000303;PISCIN;1;
SSR2;2013;300000023;300780046;EXPEQU;1;
SSR2;2013;300000023;300780046;EXPURO;1;
SSR2;2013;300000023;300780046;PISCIN;1;
SSR2;2013;300000064;300780087;PISCIN;1;
SSR2;2013;300002169;780020715;SIMESP;1;
SSR2;2013;300014040;300014024;EXPEQU;;1
SSR2;2013;300014040;300014024;IDRACH;;1
SSR2;2013;300014040;300014024;ISOCIN;;1
SSR2;2013;300014040;300014024;LABMAR;;1
SSR2;2013;300014040;300014024;PISCIN;1;
SSR2;2013;300014040;300014024;SALINT;;1
SSR2;2013;300014040;300014024;SIMESP;1;
SSR2;2013;300780285;300000726;ISOCIN;;1
SSR2;2013;300780285;300000726;LABMAR;;1
SSR2;2013;300780285;300000726;PISCIN;1;
SSR2;2013;300780285;300000726;SIMESP;1;
SSR2;2013;300782117;300780038;APTAUT;1;
SSR2;2013;300782117;300780038;ASSMAR;;1
SSR2;2013;300782117;300780038;ASSMEM;;1
SSR2;2013;300782117;300780038;EXPEQU;1;
SSR2;2013;300782117;300780038;EXPURO;1;
SSR2;2013;300782117;300780038;IDRACH;1;
SSR2;2013;300782117;300780038;ISOCIN;1;
SSR2;2013;300782117;300780038;LABMAR;1;
SSR2;2013;300782117;300780038;PISCIN;1;
SSR2;2013;300782117;300780038;SIMESP;1;
SSR2;2013;300782117;300780038;STICON;;1
SSR2;2013;300782141;300780038;APTAUT;;1
SSR2;2013;300782141;300780038;ASSMAR;1;
SSR2;2013;300782141;300780038;ASSMEM;1;
SSR2;2013;300782141;300780038;EXPEQU;1;
SSR2;2013;300782141;300780038;EXPURO;;1
SSR2;2013;300782141;300780038;IDRACH;;1
SSR2;2013;300782141;300780038;ISOCIN;1;
SSR2;2013;300782141;300780038;LABMAR;1;
SSR2;2013;300782141;300780038;PISCIN;1;
SSR2;2013;300782141;300780038;SIMESP;1;
SSR2;2013;300782141;300780038;STICON;1;
SSR2;2013;310000013;310180013;EXPURO;1;
SSR2;2013;310013628;310786256;APTAUT;;1
SSR2;2013;310013628;310786256;ASSMAR;;1
SSR2;2013;310013628;310786256;ASSMEM;;1
SSR2;2013;310013628;310786256;EXPEQU;;1
SSR2;2013;310013628;310786256;EXPURO;;1
SSR2;2013;310013628;310786256;IDRACH;;1
SSR2;2013;310013628;310786256;ISOCIN;;1
SSR2;2013;310013628;310786256;LABMAR;;1
SSR2;2013;310013628;310786256;PISCIN;;1
SSR2;2013;310013628;310786256;SALINT;;1
SSR2;2013;310013628;310786256;SIMESP;;1
SSR2;2013;310013628;310786256;STICON;;1
SSR2;2013;310013628;310786256;VEHADP;;1
SSR2;2013;310014329;310781562;SIMESP;1;
SSR2;2013;310020938;920000395;PISCIN;1;
SSR2;2013;310021571;310021563;EXPEQU;;1
SSR2;2013;310021571;310021563;ISOCIN;;1
SSR2;2013;310021571;310021563;PISCIN;;1
SSR2;2013;310780234;310000591;ASSMAR;;1
SSR2;2013;310780234;310000591;ASSMEM;;1
SSR2;2013;310780234;310000591;EXPEQU;;1
SSR2;2013;310780234;310000591;EXPURO;;1
SSR2;2013;310780234;310000591;ISOCIN;1;
SSR2;2013;310780234;310000591;LABMAR;;1
SSR2;2013;310780234;310000591;PISCIN;1;
SSR2;2013;310780234;310000591;SALINT;;1
SSR2;2013;310780366;310000153;EXPEQU;1;
SSR2;2013;310780366;310000153;ISOCIN;;1
SSR2;2013;310780366;310000153;LABMAR;;1
SSR2;2013;310780366;310000153;PISCIN;1;
SSR2;2013;310780366;310000153;SALINT;1;
SSR2;2013;310780374;310000161;SIMESP;1;
SSR2;2013;310781422;310781562;PISCIN;1;
SSR2;2013;310781422;310781562;SIMESP;1;
SSR2;2013;310781984;310014378;APTAUT;;1
SSR2;2013;310781984;310014378;ASSMAR;;1
SSR2;2013;310781984;310014378;ASSMEM;;1
SSR2;2013;310781984;310014378;EXPEQU;;1
SSR2;2013;310781984;310014378;EXPURO;1;
SSR2;2013;310781984;310014378;ISOCIN;1;
SSR2;2013;310781984;310014378;LABMAR;;1
SSR2;2013;310781984;310014378;PISCIN;1;
SSR2;2013;310781984;310014378;SALINT;1;
SSR2;2013;310781984;310014378;SIMESP;1;
SSR2;2013;310781984;310014378;STICON;;1
SSR2;2013;310781984;310014378;VEHADP;1;
SSR2;2013;310782339;310781406;EXPEQU;1;
SSR2;2013;310782339;310781406;EXPURO;;1
SSR2;2013;310782339;310781406;ISOCIN;;1
SSR2;2013;310782339;310781406;LABMAR;;1
SSR2;2013;310782339;310781406;PISCIN;1;
SSR2;2013;310783055;310781406;ISOCIN;1;
SSR2;2013;310784558;310180013;APTAUT;1;
SSR2;2013;310784558;310180013;EXPEQU;1;
SSR2;2013;310784558;310180013;EXPURO;;1
SSR2;2013;310784558;310180013;LABMAR;;1
SSR2;2013;310784558;310180013;PISCIN;1;
SSR2;2013;310784558;310180013;SIMESP;1;
SSR2;2013;310784830;310788880;ISOCIN;1;
SSR2;2013;310784830;310788880;LABMAR;1;
SSR2;2013;310784830;310788880;PISCIN;1;
SSR2;2013;310784830;310788880;SIMESP;1;
SSR2;2013;310786389;310001433;PISCIN;1;
SSR2;2013;310786389;310001433;SIMESP;1;
SSR2;2013;310787965;310788898;EXPEQU;1;
SSR2;2013;310787965;310788898;EXPURO;;1
SSR2;2013;310787965;310788898;ISOCIN;;1
SSR2;2013;310787965;310788898;LABMAR;;1
SSR2;2013;310790472;310790464;PISCIN;1;
SSR2;2013;310792635;310002191;PISCIN;;1
SSR2;2013;310792874;310788997;PISCIN;1;
SSR2;2013;320000086;320780117;ISOCIN;1;
SSR2;2013;320000086;320780117;PISCIN;1;
SSR2;2013;320000102;320780133;APTAUT;;1
SSR2;2013;320000102;320780133;ASSMAR;;1
SSR2;2013;320000102;320780133;ASSMEM;;1
SSR2;2013;320000102;320780133;EXPEQU;;1
SSR2;2013;320000102;320780133;EXPURO;;1
SSR2;2013;320000102;320780133;IDRACH;;1
SSR2;2013;320000102;320780133;ISOCIN;;1
SSR2;2013;320000102;320780133;LABMAR;;1
SSR2;2013;320000102;320780133;PISCIN;;1
SSR2;2013;320000102;320780133;SALINT;;1
SSR2;2013;320000102;320780133;SIMESP;;1
SSR2;2013;320000102;320780133;STICON;;1
SSR2;2013;320000102;320780133;VEHADP;;1
SSR2;2013;320000110;320004310;APTAUT;;1
SSR2;2013;320000110;320004310;ASSMAR;;1
SSR2;2013;320000110;320004310;ASSMEM;;1
SSR2;2013;320000110;320004310;EXPEQU;;1
SSR2;2013;320000110;320004310;EXPURO;;1
SSR2;2013;320000110;320004310;IDRACH;;1
SSR2;2013;320000110;320004310;ISOCIN;;1
SSR2;2013;320000110;320004310;LABMAR;;1
SSR2;2013;320000110;320004310;PISCIN;;1
SSR2;2013;320000110;320004310;SALINT;;1
SSR2;2013;320000110;320004310;SIMESP;;1
SSR2;2013;320000110;320004310;STICON;;1
SSR2;2013;320000110;320004310;VEHADP;;1
SSR2;2013;320000144;320780174;APTAUT;;1
SSR2;2013;320000144;320780174;ASSMAR;;1
SSR2;2013;320000144;320780174;ASSMEM;;1
SSR2;2013;320000144;320780174;EXPEQU;;1
SSR2;2013;320000144;320780174;EXPURO;;1
SSR2;2013;320000144;320780174;IDRACH;;1
SSR2;2013;320000144;320780174;ISOCIN;;1
SSR2;2013;320000144;320780174;LABMAR;;1
SSR2;2013;320000144;320780174;PISCIN;;1
SSR2;2013;320000144;320780174;SALINT;;1
SSR2;2013;320000144;320780174;SIMESP;;1
SSR2;2013;320000144;320780174;STICON;;1
SSR2;2013;320000144;320780174;VEHADP;;1
SSR2;2013;320780323;750810590;EXPURO;;1
SSR2;2013;320784333;320000565;APTAUT;1;
SSR2;2013;320784333;320000565;EXPEQU;1;
SSR2;2013;320784333;320000565;EXPURO;1;
SSR2;2013;320784333;320000565;ISOCIN;1;
SSR2;2013;320784333;320000565;LABMAR;;1
SSR2;2013;320784333;320000565;PISCIN;1;
SSR2;2013;320784333;320000565;SIMESP;1;
SSR2;2013;330000555;330781204;ISOCIN;1;
SSR2;2013;330000555;330781204;PISCIN;1;
SSR2;2013;330000555;330781204;SALINT;1;
SSR2;2013;330000605;330781253;ASSMAR;1;
SSR2;2013;330000605;330781253;EXPEQU;1;
SSR2;2013;330000605;330781253;EXPURO;1;
SSR2;2013;330000605;330781253;LABMAR;1;
SSR2;2013;330000605;330781253;PISCIN;1;
SSR2;2013;330000605;330781253;SIMESP;1;
SSR2;2013;330000613;330781261;APTAUT;;1
SSR2;2013;330000613;330781261;ASSMAR;;1
SSR2;2013;330000613;330781261;ASSMEM;;1
SSR2;2013;330000613;330781261;EXPEQU;;1
SSR2;2013;330000613;330781261;EXPURO;;1
SSR2;2013;330000613;330781261;IDRACH;;1
SSR2;2013;330000613;330781261;ISOCIN;1;
SSR2;2013;330000613;330781261;LABMAR;;1
SSR2;2013;330000613;330781261;PISCIN;;1
SSR2;2013;330000613;330781261;SALINT;;1
SSR2;2013;330000613;330781261;SIMESP;;1
SSR2;2013;330000613;330781261;STICON;;1
SSR2;2013;330000613;330781261;VEHADP;;1
SSR2;2013;330780370;750034589;APTAUT;;1
SSR2;2013;330780370;750034589;ASSMAR;;1
SSR2;2013;330780370;750034589;ASSMEM;;1
SSR2;2013;330780370;750034589;EXPEQU;1;
SSR2;2013;330780370;750034589;EXPURO;;1
SSR2;2013;330780370;750034589;IDRACH;;1
SSR2;2013;330780370;750034589;ISOCIN;;1
SSR2;2013;330780370;750034589;LABMAR;;1
SSR2;2013;330780370;750034589;PISCIN;1;
SSR2;2013;330780370;750034589;SALINT;;1
SSR2;2013;330780370;750034589;SIMESP;;1
SSR2;2013;330780370;750034589;STICON;;1
SSR2;2013;330780370;750034589;VEHADP;;1
SSR2;2013;330780495;330796392;APTAUT;;1
SSR2;2013;330780495;330796392;ASSMAR;;1
SSR2;2013;330780495;330796392;ASSMEM;;1
SSR2;2013;330780495;330796392;EXPEQU;;1
SSR2;2013;330780495;330796392;EXPURO;;1
SSR2;2013;330780495;330796392;IDRACH;;1
SSR2;2013;330780495;330796392;ISOCIN;;1
SSR2;2013;330780495;330796392;LABMAR;;1
SSR2;2013;330780495;330796392;PISCIN;;1
SSR2;2013;330780495;330796392;SALINT;;1
SSR2;2013;330780495;330796392;SIMESP;;1
SSR2;2013;330780495;330796392;STICON;;1
SSR2;2013;330780495;330796392;VEHADP;;1
SSR2;2013;330780719;310020383;APTAUT;;1
SSR2;2013;330780719;310020383;ASSMAR;;1
SSR2;2013;330780719;310020383;ASSMEM;;1
SSR2;2013;330780719;310020383;EXPEQU;;1
SSR2;2013;330780719;310020383;EXPURO;;1
SSR2;2013;330780719;310020383;IDRACH;;1
SSR2;2013;330780719;310020383;ISOCIN;;1
SSR2;2013;330780719;310020383;LABMAR;;1
SSR2;2013;330780719;310020383;PISCIN;;1
SSR2;2013;330780719;310020383;SALINT;;1
SSR2;2013;330780719;310020383;SIMESP;;1
SSR2;2013;330780719;310020383;STICON;;1
SSR2;2013;330780719;310020383;VEHADP;;1
SSR2;2013;330781121;930019484;APTAUT;1;
SSR2;2013;330781121;930019484;PISCIN;1;
SSR2;2013;330781121;930019484;SIMESP;1;
SSR2;2013;330781139;330056540;EXPURO;1;
SSR2;2013;330781139;330056540;PISCIN;1;
SSR2;2013;330781139;330056540;SIMESP;1;
SSR2;2013;330781154;330055542;EXPEQU;1;
SSR2;2013;330781154;330055542;ISOCIN;1;
SSR2;2013;330781154;330055542;PISCIN;1;
SSR2;2013;330781154;330055542;SIMESP;1;
SSR2;2013;330781303;750821092;ISOCIN;1;
SSR2;2013;330781303;750821092;PISCIN;1;
SSR2;2013;330781337;330781196;EXPEQU;1;
SSR2;2013;330781337;330781196;LABMAR;1;
SSR2;2013;330781337;330781196;PISCIN;1;
SSR2;2013;330781337;330781196;SALINT;1;
SSR2;2013;330781337;330781196;SIMESP;1;
SSR2;2013;330781360;330781196;ASSMEM;1;
SSR2;2013;330781360;330781196;EXPEQU;1;
SSR2;2013;330781360;330781196;EXPURO;1;
SSR2;2013;330781360;330781196;ISOCIN;1;
SSR2;2013;330781360;330781196;LABMAR;1;
SSR2;2013;330781360;330781196;PISCIN;1;
SSR2;2013;330781360;330781196;VEHADP;1;
SSR2;2013;340000025;340780048;EXPURO;;1
SSR2;2013;340000025;340780048;IDRACH;1;
SSR2;2013;340000025;340780048;LABMAR;1;
SSR2;2013;340000025;340780048;PISCIN;1;
SSR2;2013;340000025;340780048;SIMESP;1;
SSR2;2013;340000223;340011295;PISCIN;;1
SSR2;2013;340000249;340780543;APTAUT;;1
SSR2;2013;340000249;340780543;ASSMAR;;1
SSR2;2013;340000249;340780543;ASSMEM;;1
SSR2;2013;340000249;340780543;EXPEQU;;1
SSR2;2013;340000249;340780543;EXPURO;;1
SSR2;2013;340000249;340780543;IDRACH;;1
SSR2;2013;340000249;340780543;ISOCIN;;1
SSR2;2013;340000249;340780543;LABMAR;;1
SSR2;2013;340000249;340780543;PISCIN;;1
SSR2;2013;340000249;340780543;SALINT;;1
SSR2;2013;340000249;340780543;SIMESP;;1
SSR2;2013;340000249;340780543;STICON;;1
SSR2;2013;340000249;340780543;VEHADP;;1
SSR2;2013;340000439;340780881;LABMAR;1;
SSR2;2013;340000439;340780881;PISCIN;1;
SSR2;2013;340008275;340780477;LABMAR;1;
SSR2;2013;340009018;340008978;EXPURO;;1
SSR2;2013;340009018;340008978;IDRACH;;1
SSR2;2013;340009018;340008978;PISCIN;;1
SSR2;2013;340009018;340008978;SALINT;;1
SSR2;2013;340009018;340008978;SIMESP;;1
SSR2;2013;340019090;340019082;APTAUT;1;
SSR2;2013;340019090;340019082;EXPEQU;1;
SSR2;2013;340019090;340019082;EXPURO;;1
SSR2;2013;340019090;340019082;ISOCIN;;1
SSR2;2013;340019090;340019082;LABMAR;1;
SSR2;2013;340019090;340019082;PISCIN;1;
SSR2;2013;340780196;340798123;EXPEQU;1;
SSR2;2013;340780196;340798123;LABMAR;1;
SSR2;2013;340780196;340798123;PISCIN;1;
SSR2;2013;340780204;340015171;PISCIN;1;
SSR2;2013;340780212;340796069;EXPEQU;1;
SSR2;2013;340780212;340796069;IDRACH;1;
SSR2;2013;340780212;340796069;ISOCIN;;1
SSR2;2013;340780212;340796069;LABMAR;1;
SSR2;2013;340780212;340796069;PISCIN;1;
SSR2;2013;340780212;340796069;SIMESP;1;
SSR2;2013;340780220;340796358;APTAUT;1;
SSR2;2013;340780220;340796358;EXPEQU;1;
SSR2;2013;340780220;340796358;ISOCIN;1;
SSR2;2013;340780220;340796358;PISCIN;1;
SSR2;2013;340780220;340796358;SIMESP;1;
SSR2;2013;340780568;340000256;LABMAR;1;
SSR2;2013;340780857;340000421;LABMAR;1;
SSR2;2013;340780857;340000421;PISCIN;1;
SSR2;2013;340781608;340015171;APTAUT;;1
SSR2;2013;340781608;340015171;ASSMAR;;1
SSR2;2013;340781608;340015171;ASSMEM;;1
SSR2;2013;340781608;340015171;EXPEQU;;1
SSR2;2013;340781608;340015171;EXPURO;;1
SSR2;2013;340781608;340015171;IDRACH;;1
SSR2;2013;340781608;340015171;ISOCIN;;1
SSR2;2013;340781608;340015171;LABMAR;;1
SSR2;2013;340781608;340015171;PISCIN;;1
SSR2;2013;340781608;340015171;SALINT;;1
SSR2;2013;340781608;340015171;SIMESP;;1
SSR2;2013;340781608;340015171;STICON;;1
SSR2;2013;340781608;340015171;VEHADP;;1
SSR2;2013;340782002;340000629;APTAUT;;1
SSR2;2013;340782002;340000629;ASSMAR;;1
SSR2;2013;340782002;340000629;ASSMEM;;1
SSR2;2013;340782002;340000629;EXPEQU;;1
SSR2;2013;340782002;340000629;EXPURO;;1
SSR2;2013;340782002;340000629;IDRACH;;1
SSR2;2013;340782002;340000629;ISOCIN;;1
SSR2;2013;340782002;340000629;LABMAR;;1
SSR2;2013;340782002;340000629;PISCIN;;1
SSR2;2013;340782002;340000629;SALINT;;1
SSR2;2013;340782002;340000629;SIMESP;;1
SSR2;2013;340782002;340000629;STICON;;1
SSR2;2013;340782002;340000629;VEHADP;1;
SSR2;2013;340785161;340780477;EXPEQU;1;
SSR2;2013;340785161;340780477;EXPURO;;1
SSR2;2013;340785161;340780477;ISOCIN;1;
SSR2;2013;340785161;340780477;LABMAR;1;
SSR2;2013;340785161;340780477;PISCIN;1;
SSR2;2013;340785161;340780477;SALINT;1;
SSR2;2013;340785161;340780477;SIMESP;1;
SSR2;2013;340789981;340001866;APTAUT;1;
SSR2;2013;340789981;340001866;EXPEQU;1;
SSR2;2013;340789981;340001866;LABMAR;;1
SSR2;2013;340789981;340001866;PISCIN;1;
SSR2;2013;340789981;340001866;SIMESP;1;
SSR2;2013;340796093;340796069;EXPEQU;1;
SSR2;2013;340796093;340796069;ISOCIN;1;
SSR2;2013;340796093;340796069;LABMAR;1;
SSR2;2013;340796093;340796069;PISCIN;1;
SSR2;2013;350000014;350005179;APTAUT;1;
SSR2;2013;350000014;350005179;ASSMAR;1;
SSR2;2013;350000014;350005179;ASSMEM;;1
SSR2;2013;350000014;350005179;EXPEQU;1;
SSR2;2013;350000014;350005179;EXPURO;1;
SSR2;2013;350000014;350005179;IDRACH;1;
SSR2;2013;350000014;350005179;ISOCIN;1;
SSR2;2013;350000014;350005179;LABMAR;;1
SSR2;2013;350000014;350005179;PISCIN;1;
SSR2;2013;350000014;350005179;SALINT;1;
SSR2;2013;350000014;350005179;SIMESP;1;
SSR2;2013;350000014;350005179;STICON;;1
SSR2;2013;350000014;350005179;VEHADP;1;
SSR2;2013;350000071;750000218;PISCIN;;1
SSR2;2013;350000147;350000022;ASSMEM;1;
SSR2;2013;350000147;350000022;EXPEQU;1;
SSR2;2013;350000147;350000022;LABMAR;1;
SSR2;2013;350000147;350000022;PISCIN;1;
SSR2;2013;350000147;350000022;STICON;;1
SSR2;2013;350000154;350000030;PISCIN;1;
SSR2;2013;350000162;350000048;PISCIN;1;
SSR2;2013;350000162;350000048;STICON;1;
SSR2;2013;350000360;350048518;APTAUT;;1
SSR2;2013;350000360;350048518;ASSMAR;;1
SSR2;2013;350000360;350048518;ASSMEM;;1
SSR2;2013;350000360;350048518;EXPEQU;;1
SSR2;2013;350000360;350048518;EXPURO;;1
SSR2;2013;350000360;350048518;IDRACH;;1
SSR2;2013;350000360;350048518;ISOCIN;;1
SSR2;2013;350000360;350048518;LABMAR;;1
SSR2;2013;350000360;350048518;PISCIN;;1
SSR2;2013;350000360;350048518;SALINT;;1
SSR2;2013;350000360;350048518;SIMESP;;1
SSR2;2013;350000360;350048518;STICON;;1
SSR2;2013;350000360;350048518;VEHADP;;1
SSR2;2013;350000428;350002309;PISCIN;;1
SSR2;2013;350000428;350002309;STICON;;1
SSR2;2013;350000436;350002317;PISCIN;1;
SSR2;2013;350000436;350002317;SIMESP;1;
SSR2;2013;350000444;350048518;APTAUT;;1
SSR2;2013;350000444;350048518;ASSMAR;;1
SSR2;2013;350000444;350048518;ASSMEM;;1
SSR2;2013;350000444;350048518;EXPEQU;;1
SSR2;2013;350000444;350048518;EXPURO;;1
SSR2;2013;350000444;350048518;IDRACH;;1
SSR2;2013;350000444;350048518;ISOCIN;;1
SSR2;2013;350000444;350048518;LABMAR;;1
SSR2;2013;350000444;350048518;PISCIN;1;
SSR2;2013;350000444;350048518;SALINT;;1
SSR2;2013;350000444;350048518;SIMESP;;1
SSR2;2013;350000444;350048518;STICON;;1
SSR2;2013;350000444;350048518;VEHADP;;1
SSR2;2013;350000451;350002333;EXPURO;1;
SSR2;2013;350000741;350005179;ASSMAR;1;
SSR2;2013;350000741;350005179;ASSMEM;1;
SSR2;2013;350000741;350005179;EXPEQU;1;
SSR2;2013;350000741;350005179;EXPURO;1;
SSR2;2013;350000741;350005179;ISOCIN;1;
SSR2;2013;350000741;350005179;LABMAR;1;
SSR2;2013;350000741;350005179;PISCIN;1;
SSR2;2013;350000741;350005179;SIMESP;1;
SSR2;2013;350000741;350005179;STICON;;1
SSR2;2013;350002200;350029948;PISCIN;;1
SSR2;2013;350002234;750720575;APTAUT;1;
SSR2;2013;350002234;750720575;EXPEQU;1;
SSR2;2013;350002234;750720575;LABMAR;1;
SSR2;2013;350002234;750720575;PISCIN;1;
SSR2;2013;350002234;750720575;SIMESP;1;
SSR2;2013;350002234;750720575;STICON;1;
SSR2;2013;350002564;350046199;APTAUT;1;
SSR2;2013;350002564;350046199;ASSMAR;1;
SSR2;2013;350002564;350046199;ASSMEM;1;
SSR2;2013;350002564;350046199;EXPEQU;1;
SSR2;2013;350002564;350046199;EXPURO;1;
SSR2;2013;350002564;350046199;ISOCIN;1;
SSR2;2013;350002564;350046199;PISCIN;1;
SSR2;2013;350002564;350046199;STICON;;1
SSR2;2013;350002564;350046199;VEHADP;;1
SSR2;2013;350005021;440042844;ASSMAR;1;
SSR2;2013;350005021;440042844;EXPEQU;1;
SSR2;2013;350005021;440042844;PISCIN;1;
SSR2;2013;350005021;440042844;SIMESP;1;
SSR2;2013;350005021;440042844;VEHADP;1;
SSR2;2013;350005278;350023586;PISCIN;1;
SSR2;2013;350007084;350005179;ASSMAR;1;
SSR2;2013;350007084;350005179;ASSMEM;1;
SSR2;2013;350007084;350005179;EXPEQU;1;
SSR2;2013;350007084;350005179;EXPURO;1;
SSR2;2013;350007084;350005179;ISOCIN;1;
SSR2;2013;350007084;350005179;LABMAR;1;
SSR2;2013;350007084;350005179;PISCIN;1;
SSR2;2013;350007084;350005179;SIMESP;1;
SSR2;2013;350007084;350005179;STICON;;1
SSR2;2013;350008579;350039673;EXPEQU;1;
SSR2;2013;350008579;350039673;IDRACH;1;
SSR2;2013;350008579;350039673;LABMAR;1;
SSR2;2013;350008579;350039673;PISCIN;;1
SSR2;2013;350008579;350039673;SIMESP;1;
SSR2;2013;360000038;360000046;EXPEQU;1;
SSR2;2013;360000038;360000046;EXPURO;1;
SSR2;2013;360000038;360000046;ISOCIN;1;
SSR2;2013;360000038;360000046;PISCIN;1;
SSR2;2013;360000038;360000046;SIMESP;1;
SSR2;2013;360003149;360000053;EXPEQU;1;
SSR2;2013;370000184;940805963;PISCIN;1;
SSR2;2013;370000218;450018106;APTAUT;;1
SSR2;2013;370000218;450018106;ASSMAR;;1
SSR2;2013;370000218;450018106;ASSMEM;;1
SSR2;2013;370000218;450018106;EXPEQU;1;
SSR2;2013;370000218;450018106;EXPURO;;1
SSR2;2013;370000218;450018106;IDRACH;;1
SSR2;2013;370000218;450018106;ISOCIN;1;
SSR2;2013;370000218;450018106;LABMAR;;1
SSR2;2013;370000218;450018106;PISCIN;1;
SSR2;2013;370000218;450018106;SALINT;;1
SSR2;2013;370000218;450018106;SIMESP;1;
SSR2;2013;370000218;450018106;STICON;;1
SSR2;2013;370000218;450018106;VEHADP;;1
SSR2;2013;370000374;750721334;EXPEQU;1;
SSR2;2013;370000374;750721334;EXPURO;1;
SSR2;2013;370000374;750721334;LABMAR;1;
SSR2;2013;370000374;750721334;PISCIN;1;
SSR2;2013;370000374;750721334;SIMESP;1;
SSR2;2013;370000374;750721334;STICON;1;
SSR2;2013;370000580;370000564;APTAUT;1;
SSR2;2013;370000580;370000564;PISCIN;1;
SSR2;2013;370000986;370000713;APTAUT;;1
SSR2;2013;370000986;370000713;ASSMAR;;1
SSR2;2013;370000986;370000713;ASSMEM;;1
SSR2;2013;370000986;370000713;EXPEQU;;1
SSR2;2013;370000986;370000713;EXPURO;;1
SSR2;2013;370000986;370000713;IDRACH;;1
SSR2;2013;370000986;370000713;ISOCIN;;1
SSR2;2013;370000986;370000713;LABMAR;;1
SSR2;2013;370000986;370000713;PISCIN;;1
SSR2;2013;370000986;370000713;SALINT;;1
SSR2;2013;370000986;370000713;SIMESP;;1
SSR2;2013;370000986;370000713;STICON;;1
SSR2;2013;370000986;370000713;VEHADP;;1
SSR2;2013;370001109;370002701;SIMESP;1;
SSR2;2013;380000018;380780023;EXPEQU;1;
SSR2;2013;380000018;380780023;PISCIN;1;
SSR2;2013;380000042;380780056;PISCIN;1;
SSR2;2013;380000042;380780056;SIMESP;1;
SSR2;2013;380000067;380780080;ASSMAR;;1
SSR2;2013;380000067;380780080;EXPEQU;;1
SSR2;2013;380000067;380780080;LABMAR;;1
SSR2;2013;380000067;380780080;PISCIN;;1
SSR2;2013;380000067;380780080;SALINT;;1
SSR2;2013;380000067;380780080;SIMESP;1;
SSR2;2013;380000075;380780098;EXPEQU;1;
SSR2;2013;380000075;380780098;EXPURO;1;
SSR2;2013;380000075;380780098;PISCIN;1;
SSR2;2013;380000075;380780098;SIMESP;1;
SSR2;2013;380000125;380780239;SIMESP;1;
SSR2;2013;380000125;380780239;VEHADP;1;
SSR2;2013;380000174;380781435;PISCIN;1;
SSR2;2013;380000174;380781435;SIMESP;1;
SSR2;2013;380005918;920000395;APTAUT;;1
SSR2;2013;380005918;920000395;ASSMAR;;1
SSR2;2013;380005918;920000395;ASSMEM;;1
SSR2;2013;380005918;920000395;EXPEQU;;1
SSR2;2013;380005918;920000395;EXPURO;;1
SSR2;2013;380005918;920000395;IDRACH;;1
SSR2;2013;380005918;920000395;ISOCIN;;1
SSR2;2013;380005918;920000395;LABMAR;;1
SSR2;2013;380005918;920000395;PISCIN;;1
SSR2;2013;380005918;920000395;SALINT;;1
SSR2;2013;380005918;920000395;SIMESP;;1
SSR2;2013;380005918;920000395;STICON;;1
SSR2;2013;380005918;920000395;VEHADP;;1
SSR2;2013;380009928;380804542;ASSMEM;1;
SSR2;2013;380009928;380804542;PISCIN;1;
SSR2;2013;380009928;380804542;SIMESP;1;
SSR2;2013;380012658;380012609;EXPURO;1;
SSR2;2013;380012658;380012609;LABMAR;1;
SSR2;2013;380012658;380012609;SALINT;1;
SSR2;2013;380017095;380017087;APTAUT;1;
SSR2;2013;380017095;380017087;EXPEQU;1;
SSR2;2013;380017095;380017087;EXPURO;;1
SSR2;2013;380017095;380017087;ISOCIN;;1
SSR2;2013;380017095;380017087;LABMAR;;1
SSR2;2013;380017095;380017087;PISCIN;1;
SSR2;2013;380017095;380017087;SALINT;;1
SSR2;2013;380017095;380017087;SIMESP;1;
SSR2;2013;380017095;380017087;VEHADP;;1
SSR2;2013;380780312;750720575;APTAUT;1;
SSR2;2013;380780312;750720575;EXPEQU;1;
SSR2;2013;380780312;750720575;EXPURO;1;
SSR2;2013;380780312;750720575;PISCIN;1;
SSR2;2013;380780312;750720575;SIMESP;1;
SSR2;2013;380782722;380780080;ASSMAR;1;
SSR2;2013;380782722;380780080;EXPEQU;1;
SSR2;2013;380782722;380780080;LABMAR;1;
SSR2;2013;380782722;380780080;PISCIN;1;
SSR2;2013;380782722;380780080;SALINT;1;
SSR2;2013;380782722;380780080;SIMESP;1;
SSR2;2013;380795021;380780098;EXPEQU;1;
SSR2;2013;380795021;380780098;EXPURO;1;
SSR2;2013;380795021;380780098;PISCIN;1;
SSR2;2013;380795021;380780098;SIMESP;1;
SSR2;2013;390000057;390780153;ISOCIN;1;
SSR2;2013;390000057;390780153;SIMESP;1;
SSR2;2013;390000057;390780153;VEHADP;1;
SSR2;2013;390000073;390780179;PISCIN;1;
